result,name,level,points,placed_fighter,fight_round
+,Schneider Domenic ***,***,9.75,Schlegel Werner **,1
+,Oettli Silvio **,**,10.00,Schlegel Werner **,2
+,Schläpfer Markus **,**,10.00,Schlegel Werner **,3
+,Oettli Marco **,**,10.00,Schlegel Werner **,4
+,Schmid Dominik **,**,9.75,Schlegel Werner **,5
-,Leuppi Samir ***,***,9.00,Schlegel Werner **,6
+,Wey Nicola *,*,9.75,Koch Reto *,1
+,Roth Michael,Michael,10.00,Koch Reto *,2
o,Ott Damian **,**,8.75,Koch Reto *,3
+,Mannhart Jan,Jan,9.75,Koch Reto *,4
+,Bollhalder Manuel *,*,9.75,Koch Reto *,5
+,Geisser Lars **,**,9.75,Koch Reto *,6
-,Roth Martin ***,***,9.00,Riget Florian **,1
+,Schwyn Adrian *,*,10.00,Riget Florian **,2
+,Schmid Patrick *,*,9.75,Riget Florian **,3
-,Burkhalter Thomas *,*,8.75,Riget Florian **,4
+,Schegg Daniel,Daniel,10.00,Riget Florian **,5
+,Thiemann Fabrice,Fabrice,9.75,Riget Florian **,6
o,Winzeler Simon *,*,8.50,Lenherr Cédric *,1
+,Meier Adrian (2005),(2005),10.00,Lenherr Cédric *,2
+,Signer Sandro (2006),(2006),10.00,Lenherr Cédric *,3
+,Bürgler Patrick *,*,10.00,Lenherr Cédric *,4
o,Schnurrenberger Roman **,**,8.75,Lenherr Cédric *,5
+,Bachmann Janos (2004),(2004),10.00,Lenherr Cédric *,6
-,Good Marco **,**,8.75,Schmid Dominik **,1
+,Keller Cedric,Cedric,9.75,Schmid Dominik **,2
+,Hangartner Maurice,Maurice,10.00,Schmid Dominik **,3
+,Fausch Kjetil *,*,10.00,Schmid Dominik **,4
o,Schlegel Werner **,**,8.50,Schmid Dominik **,5
+,Martin Tobias,Tobias,10.00,Schmid Dominik **,6
o,Rotach Lars *,*,8.50,Jörger Marc *,1
+,Fallegger Marc,Marc,10.00,Jörger Marc *,2
+,Weder Yanick,Yanick,10.00,Jörger Marc *,3
+,Kobler Janosch *,*,10.00,Jörger Marc *,4
o,Räbsamen Marcel **,**,8.50,Jörger Marc *,5
+,Bernold Michael *,*,10.00,Jörger Marc *,6
