result,name,level,points,placed_fighter,fight_round
+,Imfeld Peter ***,***,10.00,Sempach Thomas ***,1
+,Nötzli Bruno ***,***,9.75,Sempach Thomas ***,2
+,Gasser Stefan **,**,10.00,Sempach Thomas ***,3
+,Scheuber Lutz **,**,10.00,Sempach Thomas ***,4
+,Steinauer Adrian **,**,9.75,Sempach Thomas ***,5
-,Kämpf Bernhard ***,***,9.00,Sempach Thomas ***,6
-,Wicki Joel **,**,8.75,Glarner Matthias ***,1
+,Kälin Roland **,**,10.00,Glarner Matthias ***,2
+,Kenel Franz-Toni *,*,10.00,Glarner Matthias ***,3
+,Schuler Christian ***,***,10.00,Glarner Matthias ***,4
-,Laimbacher Philipp ***,***,8.75,Glarner Matthias ***,5
+,Stöckli Stefan **,**,9.75,Glarner Matthias ***,6
-,Nötzli Reto ***,***,8.75,Gerber Christian **,1
+,Baumann Roger *,*,10.00,Gerber Christian **,2
-,Gloggner Philipp ***,***,8.75,Gerber Christian **,3
+,Gwerder Christian **,**,9.75,Gerber Christian **,4
+,Schuler Alex **,**,10.00,Gerber Christian **,5
+,Kälin Roland **,**,9.75,Gerber Christian **,6
+,Studer Stefan **,**,10.00,Nötzli Bruno ***,1
o,Sempach Thomas ***,***,8.50,Nötzli Bruno ***,2
+,Gäggeler Adrian *,*,10.00,Nötzli Bruno ***,3
o,Aeschbacher Matthias **,**,8.50,Nötzli Bruno ***,4
+,von Büren Stephan *,*,10.00,Nötzli Bruno ***,5
+,Schenk Patrick **,**,9.75,Nötzli Bruno ***,6
+,Dind Samuel **,**,9.75,Steinauer Adrian **,1
o,Sempach Matthias ***,***,8.50,Steinauer Adrian **,2
+,Berger René **,**,10.00,Steinauer Adrian **,3
+,Studer Stefan **,**,10.00,Steinauer Adrian **,4
o,Sempach Thomas ***,***,8.50,Steinauer Adrian **,5
+,Gasser Stefan **,**,9.75,Steinauer Adrian **,6
-,Ulrich Andreas ***,***,9.00,Aeschbacher Matthias **,1
