result,name,level,points,placed_fighter,fight_round
+,Mathis Marcel ***,***,9.75,Schuler Christian ***,1
-,Scheidegger Philipp **,**,9.00,Schuler Christian ***,2
+,Heinzer Stefan *,*,9.75,Schuler Christian ***,3
+,Ulrich Martin,Martin,9.75,Schuler Christian ***,4
+,Egli David *,*,10.00,Schuler Christian ***,5
o,Ulrich Andreas ***,***,10.00,Schuler Christian ***,6
-,Wicki Joel (1997) **,**,9.00,Laimbacher Adrian ***,1
-,Egli David *,*,9.00,Laimbacher Adrian ***,2
+,Zimmermann Daniel *,*,10.00,Laimbacher Adrian ***,3
+,Eiholzer Roy,Roy,10.00,Laimbacher Adrian ***,4
+,Mathis Marcel ***,***,9.75,Laimbacher Adrian ***,5
+,Kennel Beat *,*,10.00,Laimbacher Adrian ***,6
+,Inderbitzin Daniel *,*,10.00,Betschart Remo **,1
-,Müllestein Mike **,**,8.75,Betschart Remo **,2
+,Suter Paul,Paul,10.00,Betschart Remo **,3
-,Steinauer Adrian **,**,9.00,Betschart Remo **,4
+,Kennel Stefan *,*,9.75,Betschart Remo **,5
+,Suter David **,**,9.75,Betschart Remo **,6
+,Forster Adrian **,**,9.75,Betschart Rainer **,1
+,Gwerder Andreas *,*,10.00,Betschart Rainer **,2
o,Ulrich Andreas ***,***,8.50,Betschart Rainer **,3
+,Schelbert Roman,Roman,10.00,Betschart Rainer **,4
-,Villiger Cyrill *,*,9.00,Betschart Rainer **,5
+,Schmid Köbi,Köbi,10.00,Betschart Rainer **,6
+,Linggi Bruno **,**,9.75,Schurtenberger Sven **,1
o,Laimbacher Philipp ***,***,8.50,Schurtenberger Sven **,2
+,Waser Reto *,*,10.00,Schurtenberger Sven **,3
+,Ulrich Marco (1997),(1997),10.00,Schurtenberger Sven **,4
-,Waser Dominik *,*,8.75,Schurtenberger Sven **,5
+,Heinzer Stefan *,*,10.00,Schurtenberger Sven **,6
+,Lüönd Andreas **,**,10.00,Schuler Alex **,1
+,Wicki Joel (1997) **,**,9.75,Schuler Alex **,2
o,Laimbacher Philipp ***,***,8.50,Schuler Alex **,3
+,Bruhin Fredi (1997),(1997),9.75,Schuler Alex **,4
+,Elsener Manuel,Manuel,9.75,Schuler Alex **,5
-,Egli David *,*,9.00,Schuler Alex **,6
+,Zimmermann Martin **,**,10.00,Ulrich Florian *,1
+,Blaser Theo *,*,10.00,Ulrich Florian *,2
o,Gloggner Hansjörg ***,***,8.50,Ulrich Florian *,3
+,Schürpf Bruno,Bruno,9.75,Ulrich Florian *,4
o,Wicki Joel (1997) **,**,8.50,Ulrich Florian *,5
+,Gwerder Dario (1997),(1997),10.00,Ulrich Florian *,6
+,Müller Toni *,*,9.75,Suter David **,1
o,Gloggner Hansjörg ***,***,8.50,Suter David **,2
+,Zumstein Marcel,Marcel,9.75,Suter David **,3
+,Stadelmann Ron,Ron,10.00,Suter David **,4
+,Zimmermann Martin **,**,10.00,Suter David **,5
o,Betschart Remo **,**,8.50,Suter David **,6
o,Ottiger Lukas,Lukas,8.50,Fassbind René,1
+,Zumstein Marcel,Marcel,10.00,Fassbind René,2
+,Eﬃnger Markus *,*,10.00,Fassbind René,3
+,Rolli Ueli,Ueli,9.75,Fassbind René,4
o,Müller Bruno ***,***,8.50,Fassbind René,5
+,Ulrich Martin,Martin,9.75,Fassbind René,6
+,Grab Martin ***,***,9.75,Ulrich Andreas ***,1
+,Bieri Marcel **,**,10.00,Ulrich Andreas ***,2
+,Betschart Rainer **,**,10.00,Ulrich Andreas ***,3
+,Gloggner Hansjörg ***,***,9.75,Ulrich Andreas ***,4
+,Reichmuth Armin *,*,10.00,Ulrich Andreas ***,5
o,Schuler Christian ***,***,8.75,Ulrich Andreas ***,6
+,Scherrer Johann **,**,10.00,Waser Dominik *,1
+,Grab Daniel *,*,10.00,Waser Dominik *,2
+,Grab Martin ***,***,9.75,Waser Dominik *,3
-,Linggi Bruno **,**,8.75,Waser Dominik *,4
-,Schurtenberger Sven **,**,8.75,Waser Dominik *,5
+,Heinzer Josef,Josef,10.00,Waser Dominik *,6
+,Steinauer Adrian **,**,9.75,Scheidegger Philipp **,1
-,Schuler Christian ***,***,9.00,Scheidegger Philipp **,2
+,Gwerder Beni,Beni,10.00,Scheidegger Philipp **,3
o,Laimbacher Philipp ***,***,8.50,Scheidegger Philipp **,4
+,Betschart Michael,Michael,10.00,Scheidegger Philipp **,5
+,Schelbert Roman,Roman,10.00,Scheidegger Philipp **,6
-,Hess Michael *,*,8.75,Murer Andy *,1
-,Föhn Pirmin *,*,8.75,Murer Andy *,2
+,Elsener Marcel,Marcel,9.75,Murer Andy *,3
+,Weber Ivo,Ivo,10.00,Murer Andy *,4
+,Kenel Franz-Toni *,*,9.75,Murer Andy *,5
+,Suter Beat,Beat,10.00,Murer Andy *,6
-,Föhn Pirmin *,*,8.75,Reichmuth Armin *,1
+,Diener Pirmin *,*,9.75,Reichmuth Armin *,2
+,Kennel Roger (1999),(1999),10.00,Reichmuth Armin *,3
+,Fässler Dominic *,*,10.00,Reichmuth Armin *,4
o,Ulrich Andreas ***,***,8.50,Reichmuth Armin *,5
+,Gwerder Beni,Beni,10.00,Reichmuth Armin *,6
+,Theiler Beat *,*,9.75,Schelbert Ralf *,1
o,Mathis Marcel ***,***,8.50,Schelbert Ralf *,2
+,Zweifel Frowin,Frowin,9.75,Schelbert Ralf *,3
