result,name,level,points,placed_fighter,fight_round
+,Suppiger René ***,***,10.00,Reichmuth Pirmin ***,1
+,Doppmann Urs **,**,10.00,Reichmuth Pirmin ***,2
+,Kurmann Toni *,*,10.00,Reichmuth Pirmin ***,3
-,Wicki Joel **,**,9.00,Reichmuth Pirmin ***,4
+,Suppiger Werner **,**,9.75,Reichmuth Pirmin ***,5
+,Schurtenberger Sven ***,***,10.00,Reichmuth Pirmin ***,6
o,Schurtenberger Sven ***,***,8.50,Wenger Kilian ***,1
+,Gloggner Reto **,**,9.75,Wenger Kilian ***,2
+,Heiniger Marco *,*,9.75,Wenger Kilian ***,3
+,Zurﬂuh Roman **,**,9.75,Wenger Kilian ***,4
+,Müller Michael **,**,10.00,Wenger Kilian ***,5
+,Kurmann Toni *,*,9.75,Wenger Kilian ***,6
-,Egli Damian **,**,8.75,Schneider Mario **,1
-,Kenel Franz-Toni *,*,8.75,Schneider Mario **,2
+,Bühler Patrice,Patrice,9.75,Schneider Mario **,3
+,Barmet Sven,Sven,10.00,Schneider Mario **,4
+,Gerber Peter *,*,10.00,Schneider Mario **,5
+,Wyrsch Marco **,**,10.00,Schneider Mario **,6
-,Arnold Raphael **,**,9.00,Fankhauser Reto **,1
+,Hürlimann Mathias *,*,9.75,Fankhauser Reto **,2
-,Bieri Marcel **,**,9.00,Fankhauser Reto **,3
+,Auf der Maur Michael,Michael,10.00,Fankhauser Reto **,4
+,Suter Pirmin,Pirmin,9.75,Fankhauser Reto **,5
+,Wandeler Roman (2002),(2002),9.75,Fankhauser Reto **,6
-,Gloggner Philipp ***,***,9.00,Schuler Christian ***,1
+,Schöpfer Ronny *,*,9.75,Schuler Christian ***,2
+,Gerber Peter *,*,10.00,Schuler Christian ***,3
+,Egli Damian **,**,9.75,Schuler Christian ***,4
+,Doppmann Urs **,**,10.00,Schuler Christian ***,5
o,Wicki Joel **,**,8.75,Schuler Christian ***,6
+,Heinzer Stefan **,**,10.00,Gloggner Reto **,1
o,Wenger Kilian ***,***,8.50,Gloggner Reto **,2
+,Achermann Daniel,Daniel,10.00,Gloggner Reto **,3
-,Kessler Joel *,*,8.75,Gloggner Reto **,4
+,Doppmann Ueli,Ueli,9.75,Gloggner Reto **,5
+,Betschart Daniel,Daniel,10.00,Gloggner Reto **,6
o,Reichmuth Pirmin ***,***,8.50,Suppiger René ***,1
o,Wyrsch Marco **,**,8.50,Suppiger René ***,2
+,Felder Seppi *,*,10.00,Suppiger René ***,3
+,Heinzer Stefan **,**,10.00,Suppiger René ***,4
+,Fässler Dominic **,**,10.00,Suppiger René ***,5
