result,name,level,points,placed_fighter,fight_round
o,Stalder Remo ***,***,8.75,Giger Samuel (1998) **,1
+,Odermatt Christian **,**,9.75,Giger Samuel (1998) **,2
+,Baumann Rico *,*,9.75,Giger Samuel (1998) **,3
+,Bernold Edi **,**,10.00,Giger Samuel (1998) **,4
+,Fankhauser Erich ***,***,10.00,Giger Samuel (1998) **,5
+,Schurtenberger Sven **,**,9.75,Giger Samuel (1998) **,6
-,Fankhauser Erich ***,***,9.00,Bless Michael ***,1
+,Knechtle Martin **,**,10.00,Bless Michael ***,2
+,Gasser Stefan **,**,10.00,Bless Michael ***,3
-,Mathis Marcel ***,***,9.00,Bless Michael ***,4
+,Bieri Marcel **,**,9.75,Bless Michael ***,5
+,Schmid David **,**,9.75,Bless Michael ***,6
o,Orlik Armon **,**,8.50,Laimbacher Philipp ***,1
+,Gwerder Andreas **,**,10.00,Laimbacher Philipp ***,2
+,Schneider Mario **,**,10.00,Laimbacher Philipp ***,3
+,Krähenbühl Tobias **,**,9.75,Laimbacher Philipp ***,4
-,Bösch Daniel ***,***,8.75,Laimbacher Philipp ***,5
+,Klausner Yanick **,**,10.00,Laimbacher Philipp ***,6
+,Blatter Lorenz **,**,9.75,Rychen Roger **,1
o,Reichmuth Pirmin **,**,8.75,Rychen Roger **,2
+,Bader Andreas **,**,10.00,Rychen Roger **,3
o,Stalder Remo ***,***,8.50,Rychen Roger **,4
+,Vestner Roman *,*,10.00,Rychen Roger **,5
+,Murer Andy *,*,9.75,Rychen Roger **,6
+,Notz Beni ***,***,10.00,Müllestein Mike **,1
o,Orlik Armon **,**,8.75,Müllestein Mike **,2
o,Schneider Domenic **,**,8.75,Müllestein Mike **,3
+,Koch Thomas *,*,10.00,Müllestein Mike **,4
+,Schläpfer Markus **,**,10.00,Müllestein Mike **,5
-,Forrer Arnold ***,***,9.00,Müllestein Mike **,6
o,Hochholdinger Roman **,**,8.75,Steinauer Adrian **,1
+,Schläpfer Matthias *,*,10.00,Steinauer Adrian **,2
-,Notz Beni ***,***,8.75,Steinauer Adrian **,3
+,Schneider Domenic **,**,10.00,Steinauer Adrian **,4
+,Schlegel Sandro **,**,10.00,Steinauer Adrian **,5
o,Orlik Armon **,**,8.75,Steinauer Adrian **,6
-,Burkhalter Stefan ***,***,8.75,Räbmatter Patrick **,1
+,Krähenbühl Tobias **,**,10.00,Räbmatter Patrick **,2
+,Knechtle Martin **,**,10.00,Räbmatter Patrick **,3
o,Forrer Arnold ***,***,8.50,Räbmatter Patrick **,4
-,Steiner Michael **,**,8.75,Räbmatter Patrick **,5
+,Schneider Mario **,**,9.75,Räbmatter Patrick **,6
-,Peng Mike ***,***,8.75,Schmid David **,1
+,Good Marco *,*,9.75,Schmid David **,2
+,Jöhl Christian *,*,9.75,Schmid David **,3
