result,name,level,points,placed_fighter,fight_round
-,Nötzli Reto ***,***,8.75,Schneider Domenic ***,1
+,Landolt Reto *,*,9.75,Schneider Domenic ***,2
+,Leuppi Karim *,*,9.75,Schneider Domenic ***,3
+,Lehmann Philipp *,*,10.00,Schneider Domenic ***,4
+,Wey Nicola *,*,10.00,Schneider Domenic ***,5
+,Good Marco *,*,10.00,Schneider Domenic ***,6
-,Orlik Armon ***,***,8.75,Leuppi Samir ***,1
+,Kolb This (2003) *,*,10.00,Leuppi Samir ***,2
+,Riget Florian *,*,10.00,Leuppi Samir ***,3
+,Schwyn Adrian *,*,10.00,Leuppi Samir ***,4
+,Biäsch Christian *,*,10.00,Leuppi Samir ***,5
-,Orlik Armon ***,***,9.00,Leuppi Samir ***,6
+,Aebli Nino *,*,10.00,Funk Nicola *,1
-,Krähenbühl Tobias ***,***,9.00,Funk Nicola *,2
+,Schwyn Patrick,Patrick,10.00,Funk Nicola *,3
-,Vollenweider Jeremy **,**,8.75,Funk Nicola *,4
+,Elmer Adrian *,*,9.75,Funk Nicola *,5
+,Kurmann Patrick (2003),(2003),10.00,Funk Nicola *,6
+,Fejzaj Naim **,**,10.00,Arztmann Beda **,1
+,Oettli Silvio *,*,10.00,Arztmann Beda **,2
o,Schmid Dominik **,**,8.75,Arztmann Beda **,3
+,Burkhalter Thomas (2003) *,*,10.00,Arztmann Beda **,4
o,Orlik Armon ***,***,8.50,Arztmann Beda **,5
+,Castelli Fabio *,*,10.00,Arztmann Beda **,6
+,Gosswiler Livio *,*,9.75,Schuler Martin *,1
-,Niederer Andreas,Andreas,9.00,Schuler Martin *,2
+,Wittenwiler Mathias (2003),(2003),10.00,Schuler Martin *,3
+,Hochholdinger Roman **,**,10.00,Schuler Martin *,4
o,Krähenbühl Tobias ***,***,8.50,Schuler Martin *,5
+,Hug Jan,Jan,9.75,Schuler Martin *,6
+,Bürgler Patrick *,*,10.00,Biäsch Christian *,1
+,Nötzli Reto ***,***,10.00,Biäsch Christian *,2
-,Kindlimann Fabian ***,***,8.75,Biäsch Christian *,3
+,Galli Cedric,Cedric,10.00,Biäsch Christian *,4
o,Leuppi Samir ***,***,8.50,Biäsch Christian *,5
+,Elmer Daniel *,*,9.75,Biäsch Christian *,6
-,Schneider Domenic ***,***,8.75,Nötzli Reto ***,1
o,Biäsch Christian *,*,8.50,Nötzli Reto ***,2
+,Schlegel Reto *,*,10.00,Nötzli Reto ***,3
+,Krähenbühl Lukas *,*,9.75,Nötzli Reto ***,4
+,Kuster Thomas *,*,10.00,Nötzli Reto ***,5
+,Notz Armin *,*,9.75,Nötzli Reto ***,6
o,Biäsch Christian *,*,8.50,Bürgler Patrick *,1
+,Stähli Jan,Jan,10.00,Bürgler Patrick *,2
+,Freund Samuel (2004),(2004),10.00,Bürgler Patrick *,3
o,Blaser Christian **,**,8.50,Bürgler Patrick *,4
+,Kunz Daniel *,*,10.00,Bürgler Patrick *,5
+,Odermatt Gian Maria (2004) *,*,9.75,Bürgler Patrick *,6
+,Schmidlin Tobias *,*,10.00,Hegner Ueli *,1
o,Orlik Armon ***,***,8.50,Hegner Ueli *,2
+,Vetterli Sven (2003),(2003),10.00,Hegner Ueli *,3
+,Kolb This (2003) *,*,9.75,Hegner Ueli *,4
+,Wettstein Daniel *,*,10.00,Hegner Ueli *,5
+,Rychen Roger ***,***,9.75,Hegner Ueli *,6
+,Joos Enrico (2003) *,*,9.75,Lehmann Philipp *,1
+,Kurmann Patrick (2003),(2003),10.00,Lehmann Philipp *,2
+,Battaglia Ursin **,**,9.75,Lehmann Philipp *,3
o,Schneider Domenic ***,***,8.50,Lehmann Philipp *,4
+,Odermatt Gian Maria (2004) *,*,10.00,Lehmann Philipp *,5
+,Schiess Christian,Christian,9.75,Lehmann Philipp *,6
-,Schweizer Christof *,*,8.75,Lanter Christian *,1
+,Zumbach Michael,Michael,10.00,Lanter Christian *,2
-,Gartmann Mauro **,**,8.75,Lanter Christian *,3
+,Straub Paul,Paul,10.00,Lanter Christian *,4
+,Baumann Elia,Elia,9.75,Lanter Christian *,5
+,Gosswiler Livio *,*,10.00,Lanter Christian *,6
-,Dändliker Shane **,**,8.75,Krähenbühl Tobias ***,1
-,Funk Nicola *,*,9.00,Krähenbühl Tobias ***,2
+,Pianta Christian *,*,9.75,Krähenbühl Tobias ***,3
+,Nock Benjamin *,*,9.75,Krähenbühl Tobias ***,4
+,Schuler Martin *,*,10.00,Krähenbühl Tobias ***,5
+,Kessler Joel *,*,9.75,Krähenbühl Tobias ***,6
+,Burkhalter Stefan ***,***,10.00,Rychen Roger ***,1
+,Good Marco *,*,10.00,Rychen Roger ***,2
+,Vollenweider Jeremy **,**,9.75,Rychen Roger ***,3
+,Schnurrenberger Roman **,**,10.00,Rychen Roger ***,4
-,Kindlimann Fabian ***,***,8.75,Rychen Roger ***,5
o,Hegner Ueli *,*,8.50,Rychen Roger ***,6
+,Düring Dominik (2003),(2003),10.00,Burkhard Tobias,1
o,Pianta Christian *,*,8.50,Burkhard Tobias,2
o,Wild Thomas,Thomas,8.75,Burkhard Tobias,3
+,Vetterli Sven (2003),(2003),9.75,Burkhard Tobias,4
+,Joos Enrico (2003) *,*,10.00,Burkhard Tobias,5
+,Dörig Erich *,*,10.00,Burkhard Tobias,6
+,Waldmeier Marco (2005),(2005),10.00,Wild Thomas,1
o,Nock Benjamin *,*,8.50,Wild Thomas,2
+,Burkhard Tobias,Tobias,10.00,Wild Thomas,3
o,Wey Nicola *,*,8.50,Wild Thomas,4
+,Feldmann Patrik (2005),(2005),9.75,Wild Thomas,5
+,Kammermann Dominik,Dominik,10.00,Wild Thomas,6
o,Landolt Reto *,*,8.50,Blaser Christian **,1
+,Nüesch Sandro (2005),(2005),10.00,Blaser Christian **,2
+,Reichmuth Beat,Beat,9.75,Blaser Christian **,3
+,Bürgler Patrick *,*,10.00,Blaser Christian **,4
o,Riget Florian *,*,8.75,Blaser Christian **,5
+,Lenherr Cédric (2003) *,*,9.75,Blaser Christian **,6
©,2021 Eidgenössischer Schwingerverba,Schwingerverba,nd,Blaser Christian **,7
-,Leuppi Samir ***,***,8.75,Orlik Armon ***,1
+,Hegner Ueli *,*,10.00,Orlik Armon ***,2
+,Wey Nicola *,*,10.00,Orlik Armon ***,3
+,Dändliker Shane **,**,10.00,Orlik Armon ***,4
+,Arztmann Beda **,**,10.00,Orlik Armon ***,5
-,Leuppi Samir ***,***,9.00,Orlik Armon ***,6
+,Hochholdinger Roman **,**,10.00,Kindlimann Fabian ***,1
+,Elmer Daniel *,*,10.00,Kindlimann Fabian ***,2
-,Biäsch Christian *,*,8.75,Kindlimann Fabian ***,3
+,Schmid Dominik **,**,10.00,Kindlimann Fabian ***,4
