result,name,level,points,placed_fighter,fight_round
-,Leuppi Samir ***,***,8.75,Schneider Domenic ***,1
+,Riget Florian *,*,9.75,Schneider Domenic ***,2
+,Koch Thomas *,*,9.75,Schneider Domenic ***,3
+,Schläpfer Matthias *,*,10.00,Schneider Domenic ***,4
+,Herger Matthias **,**,10.00,Schneider Domenic ***,5
+,Rychen Roger ***,***,10.00,Schneider Domenic ***,6
-,Bollhalder Manuel *,*,9.00,Biäsch Christian *,1
+,Kurmann Patrick (2003),(2003),10.00,Biäsch Christian *,2
-,Rotach Lars *,*,8.75,Biäsch Christian *,3
+,Lusti Remo,Remo,10.00,Biäsch Christian *,4
+,Odermatt Gian Maria (2004) *,*,10.00,Biäsch Christian *,5
+,Koch Reto *,*,9.75,Biäsch Christian *,6
+,Fejzaj Naim **,**,9.75,Dändliker Shane **,1
+,Gmür Pirmin **,**,10.00,Dändliker Shane **,2
-,Bless Michael ***,***,9.00,Dändliker Shane **,3
o,Räbsamen Marcel *,*,8.50,Dändliker Shane **,4
+,Bollhalder Manuel *,*,9.75,Dändliker Shane **,5
+,Jörger Corsin *,*,10.00,Dändliker Shane **,6
+,Arnold Fabian *,*,10.00,Gmür Pirmin **,1
o,Dändliker Shane **,**,8.50,Gmür Pirmin **,2
+,Keller Janik *,*,10.00,Gmür Pirmin **,3
-,Notz Beni ***,***,8.75,Gmür Pirmin **,4
+,Burkhalter Thomas (2003) *,*,9.75,Gmür Pirmin **,5
+,Nägeli Marco **,**,9.75,Gmür Pirmin **,6
o,Riget Tobias **,**,8.50,Herger Matthias **,1
+,Schläpfer Matthias *,*,10.00,Herger Matthias **,2
+,Kammermann Dominik,Dominik,9.75,Herger Matthias **,3
+,Schäppi Urs *,*,10.00,Herger Matthias **,4
o,Schneider Domenic ***,***,8.50,Herger Matthias **,5
+,Bernold Edi **,**,9.75,Herger Matthias **,6
-,Steiner Michael **,**,9.00,Schlegel Sandro **,1
-,Poltera Andrin *,*,8.75,Schlegel Sandro **,2
+,Brülisauer Dominik,Dominik,10.00,Schlegel Sandro **,3
+,Knellwolf Sebastian,Sebastian,10.00,Schlegel Sandro **,4
+,Schuler Martin,Martin,10.00,Schlegel Sandro **,5
-,Notz Beni ***,***,8.75,Schlegel Sandro **,6
+,Herger Matthias **,**,9.75,Riget Tobias **,1
+,Notz Beni ***,***,9.75,Riget Tobias **,2
-,Leuppi Samir ***,***,8.75,Riget Tobias **,3
+,Schiesser Patrik,Patrik,10.00,Riget Tobias **,4
-,Koch Reto *,*,9.00,Riget Tobias **,5
o,Funk Nicola *,*,8.75,Riget Tobias **,6
-,Schlegel Sandro **,**,9.00,Steiner Michael **,1
+,Bernold Edi **,**,10.00,Steiner Michael **,2
o,Rychen Roger ***,***,8.50,Steiner Michael **,3
+,Mannhart Jan (2003),(2003),10.00,Steiner Michael **,4
+,Aebli Nino,Nino,10.00,Steiner Michael **,5
o,Bless Michael ***,***,8.50,Steiner Michael **,6
-,Schneider Domenic ***,***,8.75,Leuppi Samir ***,1
+,Koch Reto *,*,10.00,Leuppi Samir ***,2
-,Riget Tobias **,**,8.75,Leuppi Samir ***,3
+,Oettli Marco **,**,10.00,Leuppi Samir ***,4
+,Huber Alex *,*,10.00,Leuppi Samir ***,5
+,Geisser Lars **,**,10.00,Leuppi Samir ***,6
-,Jörger Marc *,*,8.75,Funk Nicola *,1
+,Lenherr Cédric (2003),(2003),10.00,Funk Nicola *,2
+,Niederer Andreas,Andreas,10.00,Funk Nicola *,3
o,Rychen Roger ***,***,8.50,Funk Nicola *,4
+,Laager Michael,Michael,10.00,Funk Nicola *,5
+,Riget Tobias **,**,10.00,Funk Nicola *,6
+,Rychen Roger ***,***,9.75,Imhof Andi ***,1
-,Bless Michael ***,***,8.75,Imhof Andi ***,2
+,Dörig Erich *,*,9.75,Imhof Andi ***,3
-,Nägeli Marco **,**,8.75,Imhof Andi ***,4
+,Fontana Michael *,*,10.00,Imhof Andi ***,5
+,Koch Thomas *,*,9.75,Imhof Andi ***,6
o,Bless Michael ***,***,8.50,Krähenbühl Tobias ***,1
+,Pianta Christian *,*,9.75,Krähenbühl Tobias ***,2
+,Arnold Fabian *,*,10.00,Krähenbühl Tobias ***,3
+,Jörger Corsin *,*,10.00,Krähenbühl Tobias ***,4
o,Rychen Roger ***,***,8.75,Krähenbühl Tobias ***,5
+,Schlegel Reto *,*,9.75,Krähenbühl Tobias ***,6
o,Koch Reto *,*,8.50,Gartmann Mauro **,1
o,Schuler Martin,Martin,8.50,Gartmann Mauro **,2
