result,name,level,points,placed_fighter,fight_round
+,Forrer Arnold ***,***,9.75,Giger Samuel ***,1
+,Bernold Christian **,**,9.75,Giger Samuel ***,2
+,Schlegel Werner **,**,9.75,Giger Samuel ***,3
+,Kindlimann Fabian ***,***,10.00,Giger Samuel ***,4
+,Heierli Pascal *,*,10.00,Giger Samuel ***,5
+,Schneider Domenic ***,***,10.00,Giger Samuel ***,6
-,Kindlimann Fabian ***,***,8.75,Schneider Domenic ***,1
+,Fejzaj Naim **,**,10.00,Schneider Domenic ***,2
+,Schmid Patrick *,*,9.75,Schneider Domenic ***,3
+,Lanter Christian *,*,10.00,Schneider Domenic ***,4
+,Poltera Andrin *,*,10.00,Schneider Domenic ***,5
o,Giger Samuel ***,***,8.75,Schneider Domenic ***,6
+,Steiner Lukas,Lukas,9.75,Burkhalter Thomas (2003),1
o,Schnurrenberger Roman **,**,8.50,Burkhalter Thomas (2003),2
+,Odermatt Gian Maria (2004),(2004),10.00,Burkhalter Thomas (2003),3
-,Bollhalder Manuel *,*,9.00,Burkhalter Thomas (2003),4
+,Tsirkin Stepan,Stepan,9.75,Burkhalter Thomas (2003),5
+,Mannhart Jan (2003),(2003),10.00,Burkhalter Thomas (2003),6
-,Nock Benjamin *,*,8.75,Elmer Daniel *,1
+,Burkhard Tobias,Tobias,9.75,Elmer Daniel *,2
+,Graf Nicola (2003),(2003),9.75,Elmer Daniel *,3
o,Krähenbühl Tobias ***,***,8.50,Elmer Daniel *,4
+,Schudel Levi (2005),(2005),10.00,Elmer Daniel *,5
+,Fejzaj Naim **,**,10.00,Elmer Daniel *,6
+,Wenger Dominic,Dominic,10.00,Bürgler Patrick,1
o,Koller Fabian *,*,8.50,Bürgler Patrick,2
+,Magani Flurin,Flurin,10.00,Bürgler Patrick,3
o,Heierli Pascal *,*,8.50,Bürgler Patrick,4
+,Thoma Luca,Luca,10.00,Bürgler Patrick,5
+,Spörndli Cyril (2003),(2003),9.75,Bürgler Patrick,6
+,Hugelshofer Lars *,*,9.75,Wittenwiler Roman *,1
o,Schlegel Werner **,**,8.50,Wittenwiler Roman *,2
+,Reichmuth Beat,Beat,9.75,Wittenwiler Roman *,3
+,Burkhard Tobias,Tobias,10.00,Wittenwiler Roman *,4
o,Krähenbühl Tobias ***,***,8.50,Wittenwiler Roman *,5
+,Schwyn Patrick,Patrick,10.00,Wittenwiler Roman *,6
-,Schläpfer Markus **,**,8.75,Krähenbühl Tobias ***,1
-,Lanter Christian *,*,9.00,Krähenbühl Tobias ***,2
+,Bollhalder Manuel *,*,10.00,Krähenbühl Tobias ***,3
+,Elmer Daniel *,*,10.00,Krähenbühl Tobias ***,4
+,Wittenwiler Roman *,*,9.75,Krähenbühl Tobias ***,5
-,Gmür Pirmin **,**,9.00,Krähenbühl Tobias ***,6
o,Wittenwiler Roman *,*,8.50,Hugelshofer Lars *,1
+,Anliker Andri (2003),(2003),9.75,Hugelshofer Lars *,2
+,Winzeler Simon,Simon,9.75,Hugelshofer Lars *,3
+,Schwyn Adrian *,*,9.75,Hugelshofer Lars *,4
