result,name,level,points,placed_fighter,fight_round
o,Burkhalter Stefan,,8.50,Wenger Kilian ,1
+,Röthlisberger Simon,,10.00,Wenger Kilian ,2
+,Kläy Jean-Philippe,,10.00,Wenger Kilian ,3
+,Dick Christian,,10.00,Wenger Kilian ,4
+,Salzmann Beat,,10.00,Wenger Kilian ,5
+,Glarner Matthias,,10.00,Wenger Kilian ,6
+,Krebs Andreas,,10.00,Glarner Matthias ,1
-,Burkhalter Stefan,,8.75,Glarner Matthias ,2
+,Kestenholz Christian,,10.00,Glarner Matthias ,3
+,Notter Thomas,,9.75,Glarner Matthias ,4
+,Bless Michael,,9.75,Glarner Matthias ,5
o,Wenger Kilian,,8.75,Glarner Matthias ,6
+,Gerber Christian,,9.75,Gnägi Florian ,1
o,Zbinden Stefan,,8.75,Gnägi Florian ,2
+,Zaugg Res,,10.00,Gnägi Florian ,3
+,Kestenholz Christian,,10.00,Gnägi Florian ,4
-,Sempach Thomas,,8.75,Gnägi Florian ,5
+,Leuenberger Michael,,9.75,Gnägi Florian ,6
-,Zbinden Stefan,,8.75,Anderegg Simon ,1
+,Aeschbacher Matthias,,10.00,Anderegg Simon ,2
-,Bless Michael,,8.75,Anderegg Simon ,3
+,Röthlisberger Simon,,9.75,Anderegg Simon ,4
+,Staub Mael,,9.75,Anderegg Simon ,5
+,Wiedmer Mathias,,9.75,Anderegg Simon ,6
+,Wenger Kilian,,9.75,Burkhalter Stefan ,1
-,Glarner Matthias,,8.75,Burkhalter Stefan ,2
-,Zaugg Thomas,,8.75,Burkhalter Stefan ,3
+,Gerber Christian,,9.75,Burkhalter Stefan ,4
+,Kohler Rolf,,9.75,Burkhalter Stefan ,5
+,Moser Michael,,9.75,Burkhalter Stefan ,6
-,Zaugg Thomas,,9.00,von Ah Benji ,1
+,Marti Stefan,,9.75,von Ah Benji ,2
-,Lauper Hansruedi,,8.75,von Ah Benji ,3
+,Lengacher Jonas,,10.00,von Ah Benji ,4
+,Schenkel Adrian,,9.75,von Ah Benji ,5
-,Graber Willy,,9.00,von Ah Benji ,6
-,Sempach Matthias,,8.75,Bless Michael ,1
+,Kohler David,,10.00,Bless Michael ,2
-,Anderegg Simon,,9.00,Bless Michael ,3
+,Kämpf Bernhard,,10.00,Bless Michael ,4
o,Glarner Matthias,,8.50,Bless Michael ,5
+,Schmid Reto,,10.00,Bless Michael ,6
-,Luginbühl Simon,,9.00,Kläy Jean-Philippe ,1
+,Spring Marc,,10.00,Kläy Jean-Philippe ,2
o,Wenger Kilian,,8.50,Kläy Jean-Philippe ,3
+,Moser Michael,,10.00,Kläy Jean-Philippe ,4
+,Kestenholz Christian,,9.75,Kläy Jean-Philippe ,5
-,Kämpf Bernhard,,8.75,Kläy Jean-Philippe ,6
+,Flühmann Michel,,9.75,Gäggeler Adrian ,1
-,Tellenbach Martin,,8.75,Gäggeler Adrian ,2
-,Zenger Michael,,8.75,Gäggeler Adrian ,3
+,Blaser Jan,,10.00,Gäggeler Adrian ,4
o,Kämpf Bernhard,,8.50,Gäggeler Adrian ,5
+,Bohren Ruedi,,10.00,Gäggeler Adrian ,6
-,Lengacher Jonas,,8.75,Bloch Dominik ,1
+,Bremgartner Marcel,,10.00,Bloch Dominik ,2
+,Schenkel Remo,,10.00,Bloch Dominik ,3
o,Zaugg Thomas,,8.50,Bloch Dominik ,4
+,von Weissenfluh Kevin,,10.00,Bloch Dominik ,5
o,Lauper Hansruedi,,8.50,Bloch Dominik ,6
-,Camenzind Ivan,,8.75,Urfer Simon ,1
+,Zürcher Kurt,,9.75,Urfer Simon ,2
-,Schütz Urs,,8.75,Urfer Simon ,3
+,Fankhauser Hans-Jakob,,9.75,Urfer Simon ,4
o,Blatter Samuel,,8.50,Urfer Simon ,5
+,von Büren Stephan,,10.00,Urfer Simon ,6
+,Haldimann Markus,,9.75,Kohler David ,1
o,Bless Michael,,8.50,Kohler David ,2
+,Habegger Jürg,,10.00,Kohler David ,3
-,Krebs Andreas,,8.75,Kohler David ,4
-,Jampen Simon,,8.75,Kohler David ,5
+,Gehrig Damian,,9.75,Kohler David ,6
-,Schütz Urs,,8.75,Leuenberger Michael ,1
o,Kämpf Simon,,8.50,Leuenberger Michael ,2
+,Graber Bruno,,9.75,Leuenberger Michael ,3
+,von Känel Daniel,,10.00,Leuenberger Michael ,4
+,Meuter Adrian,,10.00,Leuenberger Michael ,5
o,Gnägi Florian,,8.50,Leuenberger Michael ,6
-,Wittwer René,,9.00,Aeschbacher Jakob ,1
+,Oester Thomas,,9.75,Aeschbacher Jakob ,2
o,Sempach Matthias,,8.50,Aeschbacher Jakob ,3
+,Rolli Martin,,9.75,Aeschbacher Jakob ,4
o,Kämpf Simon,,8.50,Aeschbacher Jakob ,5
+,Haldimann Martin,,10.00,Aeschbacher Jakob ,6
+,Wälti Christoph,,10.00,Spring Marc ,1
o,Kläy Jean-Philippe,,8.50,Spring Marc ,2
+,Fink Beat,,10.00,Spring Marc ,3
o,Salzmann Beat,,8.50,Spring Marc ,4
o,Gerber Christian,,8.50,Spring Marc ,5
+,Habegger Jürg,,10.00,Spring Marc ,6
-,Burger Fredy,,8.75,Lauener Thomas ,1
+,Weyermann Michael,,10.00,Lauener Thomas ,2
-,Schenkel Adrian,,9.00,Lauener Thomas ,3
-,Quartenoud Maxime,,9.00,Lauener Thomas ,4
o,Bohner Simon,,8.75,Lauener Thomas ,5
+,Schenkel Remo,,10.00,Lauener Thomas ,6
o,Röthlisberger Simon,,8.50,Rolli Martin ,1
+,Fankhauser Reto,,9.75,Rolli Martin ,2
+,Stämpfli Lorenz,,10.00,Rolli Martin ,3
o,Aeschbacher Jakob,,8.50,Rolli Martin ,4
-,Oester Thomas,,8.75,Rolli Martin ,5
+,Wiedmer Thomas,,9.75,Rolli Martin ,6
+,Rolli Martin,,10.00,Röthlisberger Simon ,1
o,Wenger Kilian,,8.50,Röthlisberger Simon ,2
+,Reusser Philipp,,10.00,Röthlisberger Simon ,3
o,Anderegg Simon,,8.50,Röthlisberger Simon ,4
+,Müllener Armin,,9.75,Röthlisberger Simon ,5
o,Sempach Thomas,,8.50,Röthlisberger Simon ,6
+,Jampen Simon,,9.75,Wüthrich Niklaus ,1
o,Krebs Andreas,,8.50,Wüthrich Niklaus ,2
