result,name,level,points,placed_fighter,fight_round
+,Dousse Michel **,**,9.75,Käser Remo ***,1
+,Schneider Domenic ***,***,9.75,Käser Remo ***,2
+,Borcard Johann **,**,9.75,Käser Remo ***,3
+,Collaud Romain *,*,9.75,Käser Remo ***,4
+,Ducrest Etienne *,*,10.00,Käser Remo ***,5
+,Kramer Lario ***,***,10.00,Käser Remo ***,6
+,Stoll Thomas,Thomas,10.00,Baeriswyl Christoph,1
o,Borcard Johann **,**,8.75,Baeriswyl Christoph,2
+,Perret Axel (2003),(2003),10.00,Baeriswyl Christoph,3
+,Sonnay Thomas **,**,10.00,Baeriswyl Christoph,4
o,Schuler Christian ***,***,8.50,Baeriswyl Christoph,5
+,Menoud Liam,Liam,10.00,Baeriswyl Christoph,6
+,Gapany Benjamin ***,***,10.00,Schneider Domenic ***,1
o,Käser Remo ***,***,8.75,Schneider Domenic ***,2
+,Riedo Fredy *,*,9.75,Schneider Domenic ***,3
+,Matthey Mickaël **,**,9.75,Schneider Domenic ***,4
+,Piemontesi Pascal **,**,9.75,Schneider Domenic ***,5
-,Herger Matthias **,**,9.00,Schneider Domenic ***,6
+,Cardinaux Victor **,**,9.75,Herger Matthias **,1
o,Hofer Sven *,*,8.50,Herger Matthias **,2
+,Haenni Stéphane **,**,10.00,Herger Matthias **,3
+,Gottofrey Marc **,**,9.75,Herger Matthias **,4
+,Duplan Steve ***,***,10.00,Herger Matthias **,5
-,Schneider Domenic ***,***,8.75,Herger Matthias **,6
o,Krähenbühl Tobias ***,***,8.50,Duplan Steve ***,1
+,Kramer Dorian *,*,9.75,Duplan Steve ***,2
+,Borcard Clovis *,*,10.00,Duplan Steve ***,3
+,Vonlanthen Alexandre,Alexandre,10.00,Duplan Steve ***,4
o,Herger Matthias **,**,8.50,Duplan Steve ***,5
+,Kropf Marcel **,**,10.00,Duplan Steve ***,6
+,Duplan Steve ***,***,9.75,Krähenbühl Tobias ***,1
o,Collaud Romain *,*,8.50,Krähenbühl Tobias ***,2
+,Cardinaux Victor **,**,9.75,Krähenbühl Tobias ***,3
o,Kramer Lario ***,***,8.50,Krähenbühl Tobias ***,4
+,Sonnay Thomas **,**,10.00,Krähenbühl Tobias ***,5
+,Giroud Jonathan **,**,10.00,Krähenbühl Tobias ***,6
+,Crettaz Olivier *,*,9.75,Balimann Sandro *,1
-,Sonnay Thomas **,**,9.00,Balimann Sandro *,2
+,Sturny Nicolas,Nicolas,10.00,Balimann Sandro *,3
o,Strebel Joel ***,***,8.50,Balimann Sandro *,4
-,Zbinden Dario (2004),(2004),8.75,Balimann Sandro *,5
+,Schläﬂi Hugo,Hugo,10.00,Balimann Sandro *,6
o,Herger Matthias **,**,8.50,Cardinaux Victor **,1
+,Cotting Alexandre,Alexandre,10.00,Cardinaux Victor **,2
o,Krähenbühl Tobias ***,***,8.75,Cardinaux Victor **,3
+,Bapst Richard,Richard,10.00,Cardinaux Victor **,4
+,Zimmermann Mario *,*,10.00,Cardinaux Victor **,5
o,Kramer Dorian *,*,8.50,Cardinaux Victor **,6
+,Cochrane Benjamin,Benjamin,10.00,Buchs Noah (2004),1
o,Haenni Stéphane **,**,8.50,Buchs Noah (2004),2
-,Dorsaz Théo,Théo,8.75,Buchs Noah (2004),3
-,Ganière William,William,8.75,Buchs Noah (2004),4
+,Valvini Maxime,Maxime,9.75,Buchs Noah (2004),5
+,Krebs Clemens,Clemens,9.75,Buchs Noah (2004),6
+,Dufey Gil *,*,9.75,Collaud Romain *,1
+,Krähenbühl Tobias ***,***,10.00,Collaud Romain *,2
+,Mermillod Jérôme (2004),(2004),10.00,Collaud Romain *,3
o,Käser Remo ***,***,8.50,Collaud Romain *,4
+,Sturny Nicolas,Nicolas,9.75,Collaud Romain *,5
+,Riedo Fredy *,*,10.00,Collaud Romain *,6
-,Strebel Joel ***,***,8.75,Kramer Lario ***,1
+,Ducrest Etienne *,*,9.75,Kramer Lario ***,2
+,Giroud Jonathan **,**,10.00,Kramer Lario ***,3
+,Krähenbühl Tobias ***,***,10.00,Kramer Lario ***,4
+,Colò Kilian **,**,9.75,Kramer Lario ***,5
o,Käser Remo ***,***,8.75,Kramer Lario ***,6
o,Schuler Christian ***,***,8.50,Matthey Mickaël **,1
+,Bapst Richard,Richard,10.00,Matthey Mickaël **,2
+,Portmann Fabio,Fabio,10.00,Matthey Mickaël **,3
o,Schneider Domenic ***,***,8.50,Matthey Mickaël **,4
+,Droxler Jonathan **,**,10.00,Matthey Mickaël **,5
+,Crettaz Olivier *,*,10.00,Matthey Mickaël **,6
+,Droxler Jonathan **,**,9.75,Hofer Sven *,1
+,Herger Matthias **,**,10.00,Hofer Sven *,2
+,Jacot Ismaël,Ismaël,10.00,Hofer Sven *,3
o,Schuler Christian ***,***,8.50,Hofer Sven *,4
+,Mermillod Jérôme (2004),(2004),10.00,Hofer Sven *,5
o,Staudenmann Fabian ***,***,8.50,Hofer Sven *,6
+,Gottofrey Marc **,**,10.00,Staudenmann Fabian ***,1
+,Schuler Christian ***,***,9.75,Staudenmann Fabian ***,2
-,Strebel Joel ***,***,8.75,Staudenmann Fabian ***,3
o,Gapany Benjamin ***,***,8.50,Staudenmann Fabian ***,4
+,Haenni Stéphane **,**,9.75,Staudenmann Fabian ***,5
+,Hofer Sven *,*,9.75,Staudenmann Fabian ***,6
o,Käser Remo ***,***,8.50,Dousse Michel **,1
+,Ganière William,William,10.00,Dousse Michel **,2
+,Berthet Luca,Luca,9.75,Dousse Michel **,3
+,Krebs Clemens,Clemens,9.75,Dousse Michel **,4
o,Kropf Marcel **,**,8.50,Dousse Michel **,5
+,Colò Kilian **,**,10.00,Dousse Michel **,6
-,Borcard Clovis *,*,8.75,Mollet Ivan **,1
+,Pasquier Loïc,Loïc,9.75,Mollet Ivan **,2
o,Schuler Christian ***,***,8.75,Mollet Ivan **,3
-,Schläﬂi Hugo,Hugo,8.75,Mollet Ivan **,4
+,Zbinden Lukas (2003),(2003),10.00,Mollet Ivan **,5
+,Tornare Paul,Paul,9.75,Mollet Ivan **,6
-,Kropf Marcel **,**,8.75,Piemontesi Pascal **,1
+,Zimmermann Mario *,*,9.75,Piemontesi Pascal **,2
+,Pasquier Loïc,Loïc,9.75,Piemontesi Pascal **,3
+,Tornare Paul,Paul,10.00,Piemontesi Pascal **,4
o,Schneider Domenic ***,***,8.50,Piemontesi Pascal **,5
-,Ducrest Etienne *,*,8.75,Piemontesi Pascal **,6
-,Krebs Clemens,Clemens,8.75,Loup Grégoire,1
