result,name,level,points,placed_fighter,fight_round
+,Mathis Marcel ***,***,9.75,Ulrich Andreas ***,1
+,Niederberger Markus *,*,10.00,Ulrich Andreas ***,2
+,Bucher Roland *,*,9.75,Ulrich Andreas ***,3
+,Steinauer Adrian **,**,10.00,Ulrich Andreas ***,4
-,von Ah Benji ***,***,9.00,Ulrich Andreas ***,5
+,Höﬂiger Andreas **,**,10.00,Ulrich Andreas ***,6
+,Widmer Tobias **,**,9.75,Schuler Alex ***,1
+,Bucher Christian *,*,9.75,Schuler Alex ***,2
-,Müllestein Mike ***,***,9.00,Schuler Alex ***,3
-,Hurschler Thomas **,**,9.00,Schuler Alex ***,4
+,Betschart Marcel,Marcel,9.75,Schuler Alex ***,5
+,Fink Bruno *,*,10.00,Schuler Alex ***,6
-,Bieri Marcel **,**,8.75,Laimbacher Philipp ***,1
o,Fellmann Roman *,*,8.50,Laimbacher Philipp ***,2
+,Fankhauser Reto **,**,9.75,Laimbacher Philipp ***,3
+,Bachmann Roger *,*,10.00,Laimbacher Philipp ***,4
+,Imboden Roger **,**,10.00,Laimbacher Philipp ***,5
+,Anderegg David *,*,10.00,Laimbacher Philipp ***,6
+,Studinger Stephan **,**,10.00,Gwerder Dario **,1
+,Felder Seppi *,*,10.00,Gwerder Dario **,2
o,Mathis Marcel ***,***,8.50,Gwerder Dario **,3
+,Herger Lukas,Lukas,9.75,Gwerder Dario **,4
-,Fellmann Roman *,*,8.75,Gwerder Dario **,5
+,Fellmann Simon,Simon,10.00,Gwerder Dario **,6
+,Heinzer Stefan *,*,9.75,Fellmann Roman *,1
+,Laimbacher Philipp ***,***,10.00,Fellmann Roman *,2
o,Heinzer Stefan *,*,8.50,Fellmann Roman *,3
+,Nauer Robin,Robin,10.00,Fellmann Roman *,4
-,Gwerder Dario **,**,8.75,Fellmann Roman *,5
+,Durrer Fabian (1999),(1999),9.75,Fellmann Roman *,6
+,Durrer Fabian (1999),(1999),9.75,Huber Alex,1
o,Bernhard Lukas *,*,8.75,Huber Alex,2
+,Moos Christoph,Christoph,9.75,Huber Alex,3
+,Fink Bruno *,*,10.00,Huber Alex,4
o,Fankhauser Erich ***,***,8.50,Huber Alex,5
+,Niederberger Markus *,*,10.00,Huber Alex,6
o,Kennel Stefan **,**,8.50,Egli Pirmin **,1
