result,name,level,points,placed_fighter,fight_round
-,Orlik Armon ***,***,8.75,Wicki Joel ***,1
+,Lehmann Philipp **,**,10.00,Wicki Joel ***,2
+,Gapany Benjamin ***,***,10.00,Wicki Joel ***,3
+,Schneider Mario **,**,10.00,Wicki Joel ***,4
+,Dändliker Shane **,**,9.75,Wicki Joel ***,5
+,Kramer Lario ***,***,10.00,Wicki Joel ***,6
-,Duplan Steve ***,***,8.75,Bieri Marcel ***,1
o,Moser Steven **,**,8.50,Bieri Marcel ***,2
+,Grossenbacher Simon *,*,10.00,Bieri Marcel ***,3
+,Wey Nicola **,**,10.00,Bieri Marcel ***,4
+,Balimann Sandro *,*,10.00,Bieri Marcel ***,5
+,Oettli Marco **,**,10.00,Bieri Marcel ***,6
-,Schlegel Werner **,**,8.75,Schurtenberger Sven ***,1
-,Geisser Lars **,**,8.75,Schurtenberger Sven ***,2
+,Hofer Sven **,**,9.75,Schurtenberger Sven ***,3
+,Borcard Johann **,**,10.00,Schurtenberger Sven ***,4
+,Räbsamen Marcel **,**,9.75,Schurtenberger Sven ***,5
+,Burkhalter Stefan ***,***,10.00,Schurtenberger Sven ***,6
+,Lustenberger Marc **,**,10.00,Gapany Benjamin ***,1
+,Ettlin Stefan **,**,10.00,Gapany Benjamin ***,2
o,Wicki Joel ***,***,8.50,Gapany Benjamin ***,3
-,Kolb This **,**,8.75,Gapany Benjamin ***,4
+,Scherrer Fabian *,*,9.75,Gapany Benjamin ***,5
+,Riget Florian **,**,9.75,Gapany Benjamin ***,6
-,Schurtenberger Sven ***,***,8.75,Schlegel Werner **,1
+,Suter Pirmin **,**,9.75,Schlegel Werner **,2
+,Scherrer Fabian *,*,9.75,Schlegel Werner **,3
+,Collaud Romain **,**,9.75,Schlegel Werner **,4
+,Duplan Steve ***,***,9.75,Schlegel Werner **,5
o,Burch Jonas **,**,8.75,Schlegel Werner **,6
-,Collaud Romain **,**,8.75,Wandeler Roman **,1
+,Schnurrenberger Roman **,**,10.00,Wandeler Roman **,2
o,Orlik Armon ***,***,8.50,Wandeler Roman **,3
+,Riedo Fredy *,*,10.00,Wandeler Roman **,4
+,Balimann Sandro *,*,10.00,Wandeler Roman **,5
o,Räbsamen Marcel **,**,8.75,Wandeler Roman **,6
+,Bernhard Lukas **,**,10.00,Geisser Lars **,1
-,Schurtenberger Sven ***,***,8.75,Geisser Lars **,2
+,Heinzer Lukas (2004) *,*,10.00,Geisser Lars **,3
+,Lustenberger Marc **,**,9.75,Geisser Lars **,4
o,Kramer Lario ***,***,8.50,Geisser Lars **,5
-,Matthey Mickaël **,**,8.75,Geisser Lars **,6
+,Matthey Mickaël **,**,9.75,Odermatt Christian **,1
+,Dändliker Shane **,**,9.75,Odermatt Christian **,2
o,Rychen Roger ***,***,8.50,Odermatt Christian **,3
-,Ackermann Remo *,*,8.75,Odermatt Christian **,4
+,Felder Martin **,**,10.00,Odermatt Christian **,5
-,Borcard Johann **,**,8.75,Odermatt Christian **,6
-,Wicki Joel ***,***,8.75,Orlik Armon ***,1
+,Felder Martin **,**,9.75,Orlik Armon ***,2
+,Wandeler Roman **,**,10.00,Orlik Armon ***,3
+,Duplan Steve ***,***,9.75,Orlik Armon ***,4
+,Matthey Mickaël **,**,10.00,Orlik Armon ***,5
+,Moser Steven **,**,9.75,Orlik Armon ***,6
-,Wandeler Roman **,**,8.75,Collaud Romain **,1
+,Scherer Niklaus **,**,10.00,Collaud Romain **,2
+,Heinzer Ronny *,*,10.00,Collaud Romain **,3
o,Schlegel Werner **,**,8.50,Collaud Romain **,4
+,Arnold Raphael **,**,10.00,Collaud Romain **,5
+,Ettlin Stefan **,**,10.00,Collaud Romain **,6
o,Dändliker Shane **,**,8.50,Burch Jonas **,1
+,Dousse Michel **,**,10.00,Burch Jonas **,2
-,Rotach Lars *,*,8.75,Burch Jonas **,3
+,Wyss Christian *,*,9.75,Burch Jonas **,4
+,Reichmuth Roland *,*,10.00,Burch Jonas **,5
+,Schlegel Werner **,**,10.00,Burch Jonas **,6
+,Nötzli Reto ***,***,10.00,Räbsamen Marcel **,1
o,Scherrer Fabian *,*,8.50,Räbsamen Marcel **,2
+,Wiget Ueli *,*,9.75,Räbsamen Marcel **,3
+,Hegner Ueli *,*,10.00,Räbsamen Marcel **,4
o,Schurtenberger Sven ***,***,8.50,Räbsamen Marcel **,5
+,Wandeler Roman **,**,10.00,Räbsamen Marcel **,6
+,Schöpfer Ronny **,**,9.75,Schneider Mario **,1
+,Hegner Ueli *,*,9.75,Schneider Mario **,2
+,Kaufmann Reto **,**,9.75,Schneider Mario **,3
o,Wicki Joel ***,***,8.50,Schneider Mario **,4
+,Lemmenmeier Lukas *,*,10.00,Schneider Mario **,5
-,Gwerder Dario **,**,8.75,Schneider Mario **,6
-,Kolb This **,**,8.75,Gwerder Dario **,1
+,Rotach Lars *,*,9.75,Gwerder Dario **,2
-,Moser Steven **,**,8.75,Gwerder Dario **,3
+,Colò Kilian **,**,9.75,Gwerder Dario **,4
+,Bernhard Lukas **,**,10.00,Gwerder Dario **,5
-,Schneider Mario **,**,8.75,Gwerder Dario **,6
-,Bieri Marcel ***,***,8.75,Duplan Steve ***,1
+,Elsener Marcel *,*,10.00,Duplan Steve ***,2
+,Thierstein Marco *,*,10.00,Duplan Steve ***,3
o,Orlik Armon ***,***,8.50,Duplan Steve ***,4
o,Schlegel Werner **,**,8.50,Duplan Steve ***,5
+,Heinzer Ronny *,*,10.00,Duplan Steve ***,6
+,Reichmuth Roland *,*,9.75,Rotach Lars *,1
o,Gwerder Dario **,**,8.50,Rotach Lars *,2
-,Burch Jonas **,**,8.75,Rotach Lars *,3
-,Betschart Patrick *,*,8.75,Rotach Lars *,4
+,Waser Reto *,*,9.75,Rotach Lars *,5
+,Schöpfer Ronny **,**,10.00,Rotach Lars *,6
©,2022 Eidgenössischer Schwingerverba,Schwingerverba,nd,Rotach Lars *,7
+,Arnold Stefan **,**,9.75,Rychen Roger ***,1
+,Schuler Alex *,*,9.75,Rychen Roger ***,2
+,Odermatt Christian **,**,9.75,Rychen Roger ***,3
+,Kramer Lario ***,***,9.75,Rychen Roger ***,4
o,Moser Steven **,**,8.50,Rychen Roger ***,5
+,Kaufmann Reto **,**,9.75,Rychen Roger ***,6
+,Müllestein Mike ***,***,10.00,Kramer Lario ***,1
+,Kurmann Toni **,**,10.00,Kramer Lario ***,2
+,Arnold Raphael **,**,9.75,Kramer Lario ***,3
o,Rychen Roger ***,***,8.50,Kramer Lario ***,4
+,Geisser Lars **,**,10.00,Kramer Lario ***,5
o,Wicki Joel ***,***,8.75,Kramer Lario ***,6
+,Burch Jonas **,**,10.00,Dändliker Shane **,1
o,Odermatt Christian **,**,8.50,Dändliker Shane **,2
+,Schöpfer Ronny **,**,10.00,Dändliker Shane **,3
+,Felder Martin **,**,10.00,Dändliker Shane **,4
o,Wicki Joel ***,***,8.50,Dändliker Shane **,5
+,Scherrer Fabian *,*,10.00,Dändliker Shane **,6
+,Kaufmann Reto **,**,9.75,Moser Steven **,1
+,Bieri Marcel ***,***,9.75,Moser Steven **,2
-,Gwerder Dario **,**,8.75,Moser Steven **,3
+,Kessler Joel *,*,10.00,Moser Steven **,4
+,Rychen Roger ***,***,9.75,Moser Steven **,5
o,Orlik Armon ***,***,8.50,Moser Steven **,6
+,Grossenbacher Simon *,*,10.00,Kessler Joel *,1
-,Burkhalter Stefan ***,***,8.75,Kessler Joel *,2
+,Lehmann Philipp **,**,10.00,Kessler Joel *,3
o,Moser Steven **,**,8.50,Kessler Joel *,4
-,Kolb This **,**,8.75,Kessler Joel *,5
+,Odermatt Andreas **,**,10.00,Kessler Joel *,6
+,Heinzer Ronny *,*,9.75,Ackermann Remo *,1
o,Nötzli Reto ***,***,8.50,Ackermann Remo *,2
+,Elsener Marcel *,*,10.00,Ackermann Remo *,3
-,Odermatt Christian **,**,8.75,Ackermann Remo *,4
-,Lustenberger Marc **,**,8.75,Ackermann Remo *,5
+,Schuler Alex *,*,10.00,Ackermann Remo *,6
-,Zurﬂuh Roman **,**,8.75,Borcard Johann **,1
+,Wyss Christian *,*,9.75,Borcard Johann **,2
+,Müller Luca (2004) *,*,10.00,Borcard Johann **,3
o,Schurtenberger Sven ***,***,8.50,Borcard Johann **,4
+,Odermatt Andreas **,**,9.75,Borcard Johann **,5
-,Odermatt Christian **,**,8.75,Borcard Johann **,6
+,Schnurrenberger Roman **,**,10.00,Arnold Raphael **,1
+,Kenel Franz-Toni *,*,9.75,Arnold Raphael **,2
o,Kramer Lario ***,***,8.50,Arnold Raphael **,3
-,Thierstein Marco *,*,9.00,Arnold Raphael **,4
o,Collaud Romain **,**,8.50,Arnold Raphael **,5
+,Heinzer Lukas (2004) *,*,9.75,Arnold Raphael **,6
,19.07.2022 21:28,21:28,Seite 1/,Arnold Raphael **,7
+,Blaser Christian **,**,10.00,Felder Martin **,1
o,Orlik Armon ***,***,8.50,Felder Martin **,2
+,Murer Andy **,**,10.00,Felder Martin **,3
o,Dändliker Shane **,**,8.50,Felder Martin **,4
o,Odermatt Christian **,**,8.50,Felder Martin **,5
+,Riedo Fredy *,*,10.00,Felder Martin **,6
o,Geisser Lars **,**,8.50,Bernhard Lukas **,1
+,Emonet Frédéric **,**,9.75,Bernhard Lukas **,2
+,Droxler Jonathan **,**,10.00,Bernhard Lukas **,3
-,Burkhalter Stefan ***,***,8.75,Bernhard Lukas **,4
o,Gwerder Dario **,**,8.50,Bernhard Lukas **,5
+,Wiget Ueli *,*,9.75,Bernhard Lukas **,6
+,Ammann Rico *,*,10.00,Hegner Ueli *,1
o,Schneider Mario **,**,8.50,Hegner Ueli *,2
+,Baeriswyl Christoph **,**,9.75,Hegner Ueli *,3
o,Räbsamen Marcel **,**,8.50,Hegner Ueli *,4
o,Kaufmann Reto **,**,8.50,Hegner Ueli *,5
+,Hürlimann Mathias *,*,10.00,Hegner Ueli *,6
+,Waser Reto *,*,10.00,Scherrer Fabian *,1
+,Räbsamen Marcel **,**,9.75,Scherrer Fabian *,2
o,Schlegel Werner **,**,8.50,Scherrer Fabian *,3
+,Schuler Alex *,*,10.00,Scherrer Fabian *,4
o,Gapany Benjamin ***,***,8.50,Scherrer Fabian *,5
o,Dändliker Shane **,**,8.50,Scherrer Fabian *,6
o,Wey Nicola **,**,8.50,Bucher Thomas **,1
o,Matthey Mickaël **,**,8.50,Bucher Thomas **,2
+,Emonet Frédéric **,**,10.00,Bucher Thomas **,3
o,Odermatt Andreas **,**,8.50,Bucher Thomas **,4
+,Grossenbacher Simon *,*,9.75,Bucher Thomas **,5
+,Thierstein Marco *,*,9.75,Bucher Thomas **,6
+,Ulrich Marco **,**,10.00,Burkhalter Stefan ***,1
-,Kessler Joel *,*,8.75,Burkhalter Stefan ***,2
-,Balimann Sandro *,*,8.75,Burkhalter Stefan ***,3
-,Bernhard Lukas **,**,8.75,Burkhalter Stefan ***,4
+,Müller Luca (2004) *,*,10.00,Burkhalter Stefan ***,5
o,Schurtenberger Sven ***,***,8.50,Burkhalter Stefan ***,6
-,Emonet Frédéric **,**,8.75,Betschart Patrick *,1
