result,name,level,points,placed_fighter,fight_round
+,Suppiger René ***,***,10.00,Nötzli Bruno ***,1
+,Fankhauser Reto **,**,10.00,Nötzli Bruno ***,2
-,Egli Damian **,**,8.75,Nötzli Bruno ***,3
+,Bättig Martin *,*,10.00,Nötzli Bruno ***,4
+,Müller Michael **,**,9.75,Nötzli Bruno ***,5
+,Fankhauser Marco **,**,10.00,Nötzli Bruno ***,6
+,Gwerder Beni,Beni,10.00,Suppiger Thomas,1
+,Schmidiger Marco,Marco,10.00,Suppiger Thomas,2
-,Reichmuth Armin *,*,8.75,Suppiger Thomas,3
-,Hasler Florian **,**,8.75,Suppiger Thomas,4
+,Bärtschi Basil,Basil,10.00,Suppiger Thomas,5
+,Stöckli Damian,Damian,10.00,Suppiger Thomas,6
-,Schurtenberger Sven ***,***,8.75,Käser Remo ***,1
+,Gloggner Reto **,**,10.00,Käser Remo ***,2
+,Egli David *,*,9.75,Käser Remo ***,3
+,Fankhauser Marco **,**,9.75,Käser Remo ***,4
-,Suppiger Werner **,**,9.00,Käser Remo ***,5
+,Portmann Josef *,*,10.00,Käser Remo ***,6
+,Suter David **,**,10.00,Egli David *,1
+,Wicki Kevin,Kevin,10.00,Egli David *,2
o,Käser Remo ***,***,8.75,Egli David *,3
+,Stucki Christian,Christian,10.00,Egli David *,4
-,Gloggner Reto **,**,8.75,Egli David *,5
+,Hegner Ueli (1999) *,*,9.75,Egli David *,6
-,Gasser Stefan **,**,8.75,Suppiger Werner **,1
+,Briker Michael *,*,9.75,Suppiger Werner **,2
+,Hurschler Adrian,Adrian,10.00,Suppiger Werner **,3
+,Stadelmann Ron,Ron,10.00,Suppiger Werner **,4
-,Käser Remo ***,***,8.75,Suppiger Werner **,5
+,Arnold Raphael *,*,9.75,Suppiger Werner **,6
o,Müller Michael **,**,8.75,Reichmuth Marco **,1
+,Thalmann Adrian (1999),(1999),10.00,Reichmuth Marco **,2
o,Fankhauser Marco **,**,8.50,Reichmuth Marco **,3
+,Krummenacher Roman,Roman,10.00,Reichmuth Marco **,4
+,Imboden Roger **,**,9.75,Reichmuth Marco **,5
+,Ottiger Lukas,Lukas,10.00,Reichmuth Marco **,6
-,Zimmermann Martin **,**,9.00,Egli Pirmin **,1
+,Kurmann Jvo,Jvo,9.75,Egli Pirmin **,2
+,Durrer Nando (1999),(1999),9.75,Egli Pirmin **,3
-,Elsener Adrian **,**,8.75,Egli Pirmin **,4
+,Briker Michael *,*,9.75,Egli Pirmin **,5
+,Ulrich Gregor,Gregor,9.75,Egli Pirmin **,6
+,Vonlaufen Lukas *,*,10.00,Egli Damian **,1
+,Walker Roger,Roger,9.75,Egli Damian **,2
-,Nötzli Bruno ***,***,8.75,Egli Damian **,3
+,Jund Matthias (1999),(1999),10.00,Egli Damian **,4
o,Fankhauser Reto **,**,8.50,Egli Damian **,5
+,Zürcher Ueli (2000),(2000),9.75,Egli Damian **,6
+,Reichmuth Marco **,**,10.00,Müller Michael **,1
+,Jund Matthias (1999),(1999),10.00,Müller Michael **,2
-,Schnider Markus *,*,9.00,Müller Michael **,3
+,Fink Bruno *,*,10.00,Müller Michael **,4
o,Nötzli Bruno ***,***,8.75,Müller Michael **,5
+,Fessler Linus *,*,10.00,Müller Michael **,6
-,Imhof Andi ***,***,8.75,Gloggner Philipp ***,1
+,Reichmuth Armin *,*,10.00,Gloggner Philipp ***,2
+,Zgraggen Fabian *,*,10.00,Gloggner Philipp ***,3
-,Gwerder Dario **,**,9.00,Gloggner Philipp ***,4
+,Linggi Bruno **,**,9.75,Gloggner Philipp ***,5
+,Huber Alex *,*,10.00,Gloggner Philipp ***,6
-,Ulrich Andreas ***,***,8.75,Fankhauser Erich ***,1
-,Zurﬂuh Roman *,*,8.75,Fankhauser Erich ***,2
+,Ambühl Joel *,*,9.75,Fankhauser Erich ***,3
+,Ulrich Pascal (1999),(1999),10.00,Fankhauser Erich ***,4
+,Muﬀ André *,*,10.00,Fankhauser Erich ***,5
+,Kennel Stefan **,**,10.00,Fankhauser Erich ***,6
-,Kessler Joel *,*,8.75,Bättig Martin *,1
+,Elsener Peter **,**,10.00,Bättig Martin *,2
+,Schmid Köbi,Köbi,10.00,Bättig Martin *,3
o,Nötzli Bruno ***,***,8.50,Bättig Martin *,4
+,Küttel Samuel,Samuel,10.00,Bättig Martin *,5
+,Portmann Roger,Roger,10.00,Bättig Martin *,6
-,Käser Remo ***,***,8.75,Schurtenberger Sven ***,1
+,Hasler Florian **,**,9.75,Schurtenberger Sven ***,2
+,Arnold Raphael *,*,10.00,Schurtenberger Sven ***,3
-,Ulrich Andreas ***,***,8.75,Schurtenberger Sven ***,4
+,Suter David **,**,9.75,Schurtenberger Sven ***,5
+,Reichmuth Armin *,*,10.00,Schurtenberger Sven ***,6
+,Odermatt Christian **,**,9.75,Fankhauser Marco **,1
+,Schärli Reto,Reto,10.00,Fankhauser Marco **,2
+,Reichmuth Marco **,**,9.75,Fankhauser Marco **,3
o,Käser Remo ***,***,8.50,Fankhauser Marco **,4
+,Doppmann Urs *,*,10.00,Fankhauser Marco **,5
o,Nötzli Bruno ***,***,8.75,Fankhauser Marco **,6
-,Binggeli Stefan *,*,8.75,Graber Michael *,1
+,Bürgler André *,*,9.75,Graber Michael *,2
o,Suppiger René ***,***,8.50,Graber Michael *,3
+,Weber Marc (1999),(1999),10.00,Graber Michael *,4
+,Blatter Remo (2000),(2000),9.75,Graber Michael *,5
+,Hurschler Adrian,Adrian,10.00,Graber Michael *,6
+,Bürgler André *,*,9.75,Doppmann Urs *,1
-,Hurschler Thomas **,**,8.75,Doppmann Urs *,2
+,Müller Mathias,Mathias,10.00,Doppmann Urs *,3
+,Schärli Reto,Reto,10.00,Doppmann Urs *,4
o,Fankhauser Marco **,**,8.50,Doppmann Urs *,5
+,Schürpf Bruno,Bruno,9.75,Doppmann Urs *,6
©,2017 Eidgenössischer Schwingerverba,Schwingerverba,nd,Doppmann Urs *,7
-,Steinauer Adrian **,**,9.00,Wicki Joel **,1
+,Kälin Roland **,**,10.00,Wicki Joel **,2
+,Blaser Theo *,*,9.75,Wicki Joel **,3
-,Imhof Andi ***,***,8.75,Wicki Joel **,4
+,Schelbert Roman,Roman,10.00,Wicki Joel **,5
+,Gwerder Dario **,**,10.00,Wicki Joel **,6
-,Wicki Joel **,**,8.75,Steinauer Adrian **,1
-,Muﬀ André *,*,9.00,Steinauer Adrian **,2
+,Fellmann Simon,Simon,10.00,Steinauer Adrian **,3
+,Ziegler Manuel,Manuel,9.75,Steinauer Adrian **,4
+,Muﬀ Armin **,**,9.75,Steinauer Adrian **,5
+,Stadelmann Ron,Ron,10.00,Steinauer Adrian **,6
+,Zimmermann Simon **,**,10.00,Gloggner Reto **,1
o,Käser Remo ***,***,8.50,Gloggner Reto **,2
+,Doppmann Ueli,Ueli,9.75,Gloggner Reto **,3
+,Eﬃnger Peter,Peter,10.00,Gloggner Reto **,4
-,Egli David *,*,9.00,Gloggner Reto **,5
+,Schöpfer Ronny (1999),(1999),10.00,Gloggner Reto **,6
-,Fankhauser Erich ***,***,8.75,Ulrich Andreas ***,1
+,Portmann Josef *,*,10.00,Ulrich Andreas ***,2
+,Lang Sven *,*,9.75,Ulrich Andreas ***,3
-,Schurtenberger Sven ***,***,8.75,Ulrich Andreas ***,4
+,Dober Adrian **,**,9.75,Ulrich Andreas ***,5
+,Fankhauser Reto **,**,10.00,Ulrich Andreas ***,6
o,Nötzli Bruno ***,***,8.50,Suppiger René ***,1
+,von Büren Stephan *,*,9.75,Suppiger René ***,2
+,Graber Michael *,*,10.00,Suppiger René ***,3
-,Brun Jonas **,**,8.75,Suppiger René ***,4
+,Bürgler André *,*,10.00,Suppiger René ***,5
+,Hasler Florian **,**,10.00,Suppiger René ***,6
-,Ettlin Stefan *,*,9.00,Felder Seppi *,1
+,Vonlaufen Lukas *,*,9.75,Felder Seppi *,2
-,Elmiger Andreas,Andreas,8.75,Felder Seppi *,3
+,Rüttimann Daniel,Daniel,9.75,Felder Seppi *,4
+,Kessler Joel *,*,9.75,Felder Seppi *,5
