result,name,level,points,placed_fighter,fight_round
+,Nötzli Reto ***,***,10.00,Wicki Joel ***,1
+,Egli Damian **,**,10.00,Wicki Joel ***,2
+,Stöckli Damian *,*,10.00,Wicki Joel ***,3
+,Fellmann Roman **,**,10.00,Wicki Joel ***,4
-,Schurtenberger Sven ***,***,9.00,Wicki Joel ***,5
+,Fankhauser Erich ***,***,10.00,Wicki Joel ***,6
+,Zimmermann Daniel *,*,10.00,Graber Michael *,1
o,Riebli Urs *,*,8.50,Graber Michael *,2
+,Häller Nick,Nick,9.75,Graber Michael *,3
+,Vogler Jonas,Jonas,9.75,Graber Michael *,4
+,Nötzli Reto ***,***,10.00,Graber Michael *,5
+,Egli Damian **,**,10.00,Graber Michael *,6
-,Durrer Nando *,*,9.00,Fankhauser Reto **,1
-,Bucher Roland *,*,8.75,Fankhauser Reto **,2
+,Egli Severin (2004),(2004),10.00,Fankhauser Reto **,3
+,Suter Samuel,Samuel,10.00,Fankhauser Reto **,4
+,Kälin Roland **,**,10.00,Fankhauser Reto **,5
+,Lussi Marco **,**,10.00,Fankhauser Reto **,6
+,Schärli Reto *,*,10.00,Bättig Martin *,1
o,Steinauer Adrian **,**,8.50,Bättig Martin *,2
+,Wyss Christian,Christian,10.00,Bättig Martin *,3
-,Steiner Severin,Severin,9.00,Bättig Martin *,4
+,Arnold Marcel *,*,10.00,Bättig Martin *,5
+,Schaller Noah,Noah,10.00,Bättig Martin *,6
+,Blaser Roman *,*,10.00,Kaufmann Reto *,1
-,Lustenberger Josef *,*,9.00,Kaufmann Reto *,2
o,Herger Andreas,Andreas,8.50,Kaufmann Reto *,3
+,Lüthy Ralph,Ralph,10.00,Kaufmann Reto *,4
+,Zemp Christian (2004),(2004),9.75,Kaufmann Reto *,5
+,Niederberger Markus *,*,10.00,Kaufmann Reto *,6
+,Zberg Nuyen (2003),(2003),10.00,Wyss Christian,1
+,Reichmuth Roland *,*,10.00,Wyss Christian,2
o,Bättig Martin *,*,8.75,Wyss Christian,3
o,Müller Roger *,*,8.75,Wyss Christian,4
+,Walker Jan (2004),(2004),9.75,Wyss Christian,5
+,Herger Andreas,Andreas,10.00,Wyss Christian,6
-,Lussi Marco **,**,8.75,Bürli Roger **,1
+,Schuler Daniel *,*,9.75,Bürli Roger **,2
+,Hodel Michael,Michael,10.00,Bürli Roger **,3
-,Schöpfer Marco (2003),(2003),9.00,Bürli Roger **,4
+,Steiner Severin,Severin,9.75,Bürli Roger **,5
+,Reichmuth Roland *,*,9.75,Bürli Roger **,6
o,Fankhauser Erich ***,***,8.50,Waser Dominik **,1
+,Fässler Dominic **,**,10.00,Waser Dominik **,2
+,Vogel Ivo,Ivo,10.00,Waser Dominik **,3
+,Elmiger Matthias,Matthias,10.00,Waser Dominik **,4
o,Ambühl Joel **,**,8.50,Waser Dominik **,5
+,Schärli Reto *,*,10.00,Waser Dominik **,6
o,Schuler Alex ***,***,8.75,Ambühl Joel **,1
+,Hegner Ueli *,*,10.00,Ambühl Joel **,2
+,Kaufmann Jens,Jens,10.00,Ambühl Joel **,3
+,Hess Dominik *,*,9.75,Ambühl Joel **,4
+,Waser Dominik **,**,10.00,Ambühl Joel **,5
+,Schöpfer Ronny **,**,10.00,Ambühl Joel **,6
o,Schurtenberger Sven ***,***,8.50,Gäumann Stefan **,1
+,Wyrsch Silvio *,*,9.75,Gäumann Stefan **,2
+,Staﬀelbach Noah (2003),(2003),10.00,Gäumann Stefan **,3
+,Bühlmann Daniel,Daniel,10.00,Gäumann Stefan **,4
+,Lemmenmeier Lukas *,*,9.75,Gäumann Stefan **,5
+,Scherrer Fabian *,*,10.00,Gäumann Stefan **,6
+,Suppiger Werner **,**,9.75,Odermatt Christian **,1
o,Fink Bruno *,*,8.50,Odermatt Christian **,2
+,Huser Tobias,Tobias,10.00,Odermatt Christian **,3
+,Häller Nick,Nick,9.75,Odermatt Christian **,4
+,Schnider Markus *,*,9.75,Odermatt Christian **,5
+,Ming Christian 2,2,9.75,Odermatt Christian **,6
+,Herger Fabian *,*,9.75,Lustenberger Marc (2003) *,1
-,Doppmann Urs **,**,9.00,Lustenberger Marc (2003) *,2
+,Suter Samuel,Samuel,10.00,Lustenberger Marc (2003) *,3
-,Durrer Nando *,*,9.00,Lustenberger Marc (2003) *,4
+,Birchler Fabian,Fabian,9.75,Lustenberger Marc (2003) *,5
+,von Wyl Kevin (2004),(2004),9.75,Lustenberger Marc (2003) *,6
-,Kessler Joel *,*,9.00,Jund Matthias *,1
+,Käslin Ruedi *,*,9.75,Jund Matthias *,2
+,Rüttimann Daniel,Daniel,10.00,Jund Matthias *,3
o,Doppmann Urs **,**,8.50,Jund Matthias *,4
+,Ziegler Elias,Elias,10.00,Jund Matthias *,5
+,Albert Thomas,Thomas,10.00,Jund Matthias *,6
+,Reichmuth Roland *,*,9.75,Lustenberger Josef *,1
-,Kaufmann Reto *,*,9.00,Lustenberger Josef *,2
+,Birchler Fabian,Fabian,9.75,Lustenberger Josef *,3
-,Zemp Christian (2004),(2004),9.00,Lustenberger Josef *,4
+,Gisler Silvan,Silvan,9.75,Lustenberger Josef *,5
+,Herger Fabian *,*,9.75,Lustenberger Josef *,6
-,Steinauer Adrian **,**,9.00,Schöpfer Ronny **,1
+,Niederberger Markus *,*,10.00,Schöpfer Ronny **,2
+,Huser Christian,Christian,10.00,Schöpfer Ronny **,3
+,Murer Andy **,**,9.75,Schöpfer Ronny **,4
+,Müller Roger *,*,9.75,Schöpfer Ronny **,5
o,Ambühl Joel **,**,8.50,Schöpfer Ronny **,6
+,Hess Dominik *,*,9.75,Stöckli Damian *,1
+,Schnider Markus *,*,10.00,Stöckli Damian *,2
o,Wicki Joel ***,***,8.50,Stöckli Damian *,3
+,Duss Yvan (2003),(2003),10.00,Stöckli Damian *,4
o,Scherrer Fabian *,*,8.75,Stöckli Damian *,5
+,Wyrsch Hansi,Hansi,10.00,Stöckli Damian *,6
©,2021 Eidgenössischer Schwingerverba,Schwingerverba,nd,Stöckli Damian *,7
+,Arnold Marcel *,*,10.00,Lang Sven **,1
o,Fankhauser Erich ***,***,8.75,Lang Sven **,2
+,Müller Luca (2004),(2004),9.75,Lang Sven **,3
+,Lustenberger Tim (2005),(2005),9.75,Lang Sven **,4
+,Fink Bruno *,*,10.00,Lang Sven **,5
+,Kurmann Toni *,*,9.75,Lang Sven **,6
+,Waser Dominik **,**,9.75,Fankhauser Erich ***,1
+,Lang Sven **,**,9.75,Fankhauser Erich ***,2
+,Bachmann Roger *,*,10.00,Fankhauser Erich ***,3
+,Schuler Alex ***,***,9.75,Fankhauser Erich ***,4
+,Doppmann Urs **,**,9.75,Fankhauser Erich ***,5
o,Wicki Joel ***,***,8.75,Fankhauser Erich ***,6
+,Gäumann Stefan **,**,10.00,Schurtenberger Sven ***,1
+,Scherer Niklaus **,**,10.00,Schurtenberger Sven ***,2
-,Fankhauser Marco **,**,8.75,Schurtenberger Sven ***,3
+,Steinauer Adrian **,**,10.00,Schurtenberger Sven ***,4
-,Wicki Joel ***,***,8.75,Schurtenberger Sven ***,5
+,Hegner Ueli *,*,10.00,Schurtenberger Sven ***,6
-,Schöpfer Ronny **,**,9.00,Steinauer Adrian **,1
+,Bättig Martin *,*,9.75,Steinauer Adrian **,2
+,Vogel Laurin,Laurin,10.00,Steinauer Adrian **,3
o,Schurtenberger Sven ***,***,8.50,Steinauer Adrian **,4
+,Chiodo Gian Paolo (2005),(2005),10.00,Steinauer Adrian **,5
+,Troxler Jonas *,*,10.00,Steinauer Adrian **,6
-,Murer Andy **,**,8.75,Fellmann Roman **,1
+,Zimmermann Daniel *,*,10.00,Fellmann Roman **,2
+,Lüthy Ralph,Ralph,10.00,Fellmann Roman **,3
o,Wicki Joel ***,***,8.50,Fellmann Roman **,4
+,Felder Ivan (2004),(2004),10.00,Fellmann Roman **,5
+,Züger Benjamin (2004),(2004),10.00,Fellmann Roman **,6
+,Ulrich Marco **,**,10.00,Fankhauser Marco **,1
+,Kurmann Toni *,*,9.75,Fankhauser Marco **,2
-,Schurtenberger Sven ***,***,8.75,Fankhauser Marco **,3
+,Herger Andreas,Andreas,9.75,Fankhauser Marco **,4
-,Schürpf Bruno *,*,8.75,Fankhauser Marco **,5
+,Bucher Roland *,*,10.00,Fankhauser Marco **,6
+,Gasser Peter *,*,9.75,Scherer Niklaus **,1
o,Schurtenberger Sven ***,***,8.50,Scherer Niklaus **,2
+,Aregger Fabian,Fabian,10.00,Scherer Niklaus **,3
+,Kaufmann Jens,Jens,10.00,Scherer Niklaus **,4
-,Kenel Franz-Toni *,*,9.00,Scherer Niklaus **,5
+,Arnold Lukas,Lukas,9.75,Scherer Niklaus **,6
+,Schuler Daniel *,*,10.00,Schnider Markus *,1
o,Stöckli Damian *,*,8.50,Schnider Markus *,2
+,Albert Thomas,Thomas,9.75,Schnider Markus *,3
+,Bucher Adrian (2004),(2004),10.00,Schnider Markus *,4
o,Odermatt Christian **,**,8.75,Schnider Markus *,5
+,Gisler Silvan,Silvan,10.00,Schnider Markus *,6
,15.10.2021 12:19,12:19,Seite 1/,Schnider Markus *,7
+,Ming Christian 2,2,10.00,Müller Luca (2004),1
+,Stadelmann Simon *,*,10.00,Müller Luca (2004),2
o,Lang Sven **,**,8.50,Müller Luca (2004),3
o,Vogel Marcel *,*,8.50,Müller Luca (2004),4
+,Häller Nick,Nick,10.00,Müller Luca (2004),5
+,Bühler Ramon,Ramon,10.00,Müller Luca (2004),6
+,Wyrsch Silvio *,*,9.75,Schürpf Bruno *,1
-,Felder Martin *,*,8.75,Schürpf Bruno *,2
+,Doppmann Ueli,Ueli,9.75,Schürpf Bruno *,3
+,Scherrer Patrick,Patrick,10.00,Schürpf Bruno *,4
-,Fankhauser Marco **,**,8.75,Schürpf Bruno *,5
+,Müller Roger *,*,9.75,Schürpf Bruno *,6
+,Käslin Ruedi *,*,9.75,Scherrer Fabian *,1
-,Nötzli Reto ***,***,8.75,Scherrer Fabian *,2
