result,name,level,points,placed_fighter,fight_round
+,Nötzli Reto ***,***,9.75,Imhof Andi ***,1
+,Käslin Benno *,*,9.75,Imhof Andi ***,2
+,Schuler Christian ***,***,9.75,Imhof Andi ***,3
+,Betschart Remo **,**,9.75,Imhof Andi ***,4
+,Portmann Josef *,*,9.75,Imhof Andi ***,5
+,Schurtenberger Sven ***,***,10.00,Imhof Andi ***,6
-,Rohrer Ivan **,**,8.75,Müller Michael **,1
+,Vonlaufen Lukas *,*,10.00,Müller Michael **,2
-,Mathis Marcel ***,***,8.75,Müller Michael **,3
+,von Wyl Simon,Simon,10.00,Müller Michael **,4
+,Heinzer Stefan **,**,10.00,Müller Michael **,5
+,Arnold Daniel *,*,9.75,Müller Michael **,6
o,Imhof Andi ***,***,8.50,Nötzli Reto ***,1
+,Rohrer Beat *,*,10.00,Nötzli Reto ***,2
+,Zimmermann Martin **,**,10.00,Nötzli Reto ***,3
+,Herger Matthias **,**,10.00,Nötzli Reto ***,4
-,Rohrer Ivan **,**,9.00,Nötzli Reto ***,5
+,Arnold Fabian,Fabian,9.75,Nötzli Reto ***,6
+,Heinzer Stefan **,**,10.00,Rohrer Marco **,1
-,Schurtenberger Sven ***,***,9.00,Rohrer Marco **,2
+,Wicki David,David,9.75,Rohrer Marco **,3
o,Arnold Fabian,Fabian,8.75,Rohrer Marco **,4
+,Bernet Christoph *,*,9.75,Rohrer Marco **,5
+,Durrer Fabian *,*,9.75,Rohrer Marco **,6
-,Müller Michael **,**,8.75,Rohrer Ivan **,1
+,Betschart Silvan *,*,10.00,Rohrer Ivan **,2
+,Lemmenmeier Lukas,Lukas,9.75,Rohrer Ivan **,3
+,Widmer Dominik,Dominik,9.75,Rohrer Ivan **,4
-,Nötzli Reto ***,***,8.75,Rohrer Ivan **,5
+,Zanini David (2000),(2000),9.75,Rohrer Ivan **,6
o,Schurtenberger Sven ***,***,8.50,von Ah Benji ***,1
+,Portmann Josef *,*,10.00,von Ah Benji ***,2
+,Kenel Franz-Toni *,*,9.75,von Ah Benji ***,3
+,Thierstein Marco *,*,10.00,von Ah Benji ***,4
+,Heiniger Marco *,*,9.75,von Ah Benji ***,5
-,Fankhauser Erich ***,***,8.75,von Ah Benji ***,6
+,Albert Thomas,Thomas,9.75,Müller Roger,1
+,Bucher Thomas,Thomas,10.00,Müller Roger,2
o,Herger Matthias **,**,8.50,Müller Roger,3
+,Odermatt Remo *,*,10.00,Müller Roger,4
o,Bieri Marcel **,**,8.50,Müller Roger,5
+,Wallimann Remo,Remo,10.00,Müller Roger,6
+,Herger Matthias **,**,9.75,Schelbert Ralf **,1
+,Rohrer Ueli *,*,9.75,Schelbert Ralf **,2
-,Gloggner Philipp ***,***,8.75,Schelbert Ralf **,3
+,Gasser Dominik 2,2,9.75,Schelbert Ralf **,4
+,Kurmann Toni,Toni,9.75,Schelbert Ralf **,5
+,Reichmuth Marco **,**,9.75,Schelbert Ralf **,6
-,Peng Mike ***,***,8.75,Scheuber Lutz **,1
+,Durrer Fabian *,*,10.00,Scheuber Lutz **,2
+,Kurmann Toni,Toni,9.75,Scheuber Lutz **,3
-,Schuler Christian ***,***,9.00,Scheuber Lutz **,4
+,Heiniger Luca,Luca,9.75,Scheuber Lutz **,5
+,Vogel Manuel,Manuel,10.00,Scheuber Lutz **,6
