result,name,level,points,placed_fighter,fight_round
+,Wicki Joel **,**,10.00,Orlik Armon ***,1
+,Herger Matthias **,**,9.75,Orlik Armon ***,2
+,Wenger Kilian ***,***,9.75,Orlik Armon ***,3
+,Bless Michael ***,***,9.75,Orlik Armon ***,4
+,Burkhalter Stefan ***,***,9.75,Orlik Armon ***,5
+,Bless Michael ***,***,10.00,Orlik Armon ***,6
o,Aeschbacher Matthias **,**,8.50,Hersche Martin ***,1
+,Riget Florian *,*,10.00,Hersche Martin ***,2
+,Zbinden Marc *,*,9.75,Hersche Martin ***,3
+,Oettli Marco *,*,10.00,Hersche Martin ***,4
+,Herger Matthias **,**,9.75,Hersche Martin ***,5
+,von Ah Benji ***,***,9.75,Hersche Martin ***,6
o,Orlik Armon ***,***,8.75,Wicki Joel **,1
+,Schmid Dominik **,**,10.00,Wicki Joel **,2
+,Rychen Roger ***,***,10.00,Wicki Joel **,3
o,Bösch Daniel ***,***,8.75,Wicki Joel **,4
+,Ott Damian (2000) *,*,10.00,Wicki Joel **,5
+,Oettli Marco *,*,10.00,Wicki Joel **,6
o,Herger Matthias **,**,8.50,Krähenbühl Tobias ***,1
-,Kid Simon **,**,8.75,Krähenbühl Tobias ***,2
+,Hochholdinger Roman **,**,10.00,Krähenbühl Tobias ***,3
+,Bischof Martin,Martin,10.00,Krähenbühl Tobias ***,4
+,Schlegel Werner (2002) *,*,10.00,Krähenbühl Tobias ***,5
+,Roschi Ruedi **,**,10.00,Krähenbühl Tobias ***,6
+,Kid Simon **,**,9.75,Dändliker Shane *,1
+,Dumelin David *,*,10.00,Dändliker Shane *,2
o,Bösch Daniel ***,***,8.50,Dändliker Shane *,3
-,Räbsamen Marcel (2000),(2000),9.00,Dändliker Shane *,4
+,Notz Armin *,*,9.75,Dändliker Shane *,5
+,Schlegel Werner (2002) *,*,10.00,Dändliker Shane *,6
-,Bösch Daniel ***,***,8.75,Wenger Kilian ***,1
+,Oertig Dominik **,**,10.00,Wenger Kilian ***,2
o,Orlik Armon ***,***,8.50,Wenger Kilian ***,3
+,Vollenweider Jeremy *,*,9.75,Wenger Kilian ***,4
+,Kid Simon **,**,10.00,Wenger Kilian ***,5
+,Wittenwiler Roman *,*,9.75,Wenger Kilian ***,6
-,Haenni Stéphane **,**,8.75,Kuster Marcel ***,1
