result,name,level,points,placed_fighter,fight_round
+,Derron Cédric *,*,10.00,Roch Vincent *,1
o,Moser Steven **,**,8.50,Roch Vincent *,2
+,Buchs Carlo,Carlo,9.75,Roch Vincent *,3
+,Dousse Michel *,*,10.00,Roch Vincent *,4
+,Kropf Rolf **,**,9.75,Roch Vincent *,5
+,Cardinaux Victor *,*,10.00,Roch Vincent *,6
o,Nydegger Michael ***,***,8.50,Piemontesi Pascal **,1
+,Mosimann Vincent *,*,10.00,Piemontesi Pascal **,2
+,Mauron Olivier *,*,10.00,Piemontesi Pascal **,3
+,Gassmann Simon,Simon,10.00,Piemontesi Pascal **,4
+,Brodard Augustin **,**,10.00,Piemontesi Pascal **,5
-,Moser Steven **,**,8.75,Piemontesi Pascal **,6
o,Berset Frédéric **,**,8.75,Borcard Johann **,1
-,Pellet Michael **,**,8.75,Borcard Johann **,2
+,Mariéthoz Grégory (1999),(1999),10.00,Borcard Johann **,3
+,Portmann Fabio (1998),(1998),9.75,Borcard Johann **,4
+,Minder Florian,Florian,10.00,Borcard Johann **,5
+,Kramer Lario (1998) *,*,10.00,Borcard Johann **,6
+,Emonet Frédéric *,*,10.00,Haenni Stéphane **,1
+,Berset Julien *,*,10.00,Haenni Stéphane **,2
o,Nydegger Michael ***,***,8.50,Haenni Stéphane **,3
+,Torche Bastian,Bastian,10.00,Haenni Stéphane **,4
o,Gapany Benjamin **,**,8.50,Haenni Stéphane **,5
+,Overney Olivier *,*,10.00,Haenni Stéphane **,6
+,Jacquier Pascal,Pascal,10.00,Chèvre Bernard,1
+,Berset Cyril *,*,9.75,Chèvre Bernard,2
+,Berset Julien *,*,10.00,Chèvre Bernard,3
o,Gapany Benjamin **,**,8.50,Chèvre Bernard,4
o,Remy Guillaume **,**,8.50,Chèvre Bernard,5
+,Parvex Yannick,Yannick,10.00,Chèvre Bernard,6
+,Cropt Harald **,**,9.75,Dousse Michel *,1
o,Gottofrey Marc **,**,8.50,Dousse Michel *,2
+,Curty Alexandre,Alexandre,10.00,Dousse Michel *,3
o,Roch Vincent *,*,8.50,Dousse Michel *,4
+,Burgy Matt (1999),(1999),10.00,Dousse Michel *,5
+,Remy Guillaume **,**,9.75,Dousse Michel *,6
+,Berset Cyril *,*,9.75,Mosimann Vincent *,1
o,Piemontesi Pascal **,**,8.50,Mosimann Vincent *,2
+,Maridor Loic,Loic,9.75,Mosimann Vincent *,3
+,Burgy Matt (1999),(1999),9.75,Mosimann Vincent *,4
+,Lerch Jimmy *,*,10.00,Mosimann Vincent *,5
o,Gottofrey Marc **,**,8.50,Mosimann Vincent *,6
-,Brodard Augustin **,**,8.75,Remy Guillaume **,1
+,Torche Bastian,Bastian,10.00,Remy Guillaume **,2
+,Droxler Jonathan *,*,10.00,Remy Guillaume **,3
-,Berset Frédéric **,**,8.75,Remy Guillaume **,4
+,Chèvre Bernard,Bernard,10.00,Remy Guillaume **,5
o,Dousse Michel *,*,8.50,Remy Guillaume **,6
-,Overney Olivier *,*,8.75,Droxler Jonathan *,1
+,Burgy Frank,Frank,10.00,Droxler Jonathan *,2
o,Remy Guillaume **,**,8.50,Droxler Jonathan *,3
+,Riedo Fredy,Fredy,9.75,Droxler Jonathan *,4
-,Zosso Remo **,**,8.75,Droxler Jonathan *,5
+,Schafer Damien,Damien,10.00,Droxler Jonathan *,6
+,Glauser Thomas **,**,10.00,Gottofrey Marc **,1
+,Dousse Michel *,*,9.75,Gottofrey Marc **,2
o,Moser Steven **,**,8.50,Gottofrey Marc **,3
+,Schöpfer Dio,Dio,9.75,Gottofrey Marc **,4
+,Buchs Carlo,Carlo,9.75,Gottofrey Marc **,5
+,Mosimann Vincent *,*,10.00,Gottofrey Marc **,6
-,Guisolan Marc **,**,8.75,Gapany Benjamin **,1
+,Schafer Claudio *,*,10.00,Gapany Benjamin **,2
+,Ducry Antoine *,*,9.75,Gapany Benjamin **,3
+,Chèvre Bernard,Bernard,10.00,Gapany Benjamin **,4
+,Haenni Stéphane **,**,10.00,Gapany Benjamin **,5
-,Nydegger Michael ***,***,8.75,Gapany Benjamin **,6
-,Remy Guillaume **,**,8.75,Brodard Augustin **,1
+,Barras François (1998),(1998),10.00,Brodard Augustin **,2
+,Cropt Harald **,**,9.75,Brodard Augustin **,3
+,Schafer Claudio *,*,10.00,Brodard Augustin **,4
o,Piemontesi Pascal **,**,8.50,Brodard Augustin **,5
+,Burgy Frank,Frank,10.00,Brodard Augustin **,6
+,Dubey Gaël,Gaël,10.00,Schwander Severin,1
+,Emonet Frédéric *,*,10.00,Schwander Severin,2
o,Guisolan Marc **,**,8.50,Schwander Severin,3
+,Ducry Antoine *,*,10.00,Schwander Severin,4
o,Moser Steven **,**,8.50,Schwander Severin,5
+,Buchs Carlo,Carlo,10.00,Schwander Severin,6
o,Riedo Fredy,Fredy,8.50,Gassmann Simon,1
+,Quiot Didier,Didier,10.00,Gassmann Simon,2
+,Pellet Michael **,**,10.00,Gassmann Simon,3
o,Piemontesi Pascal **,**,8.50,Gassmann Simon,4
+,Mollet Adrian,Adrian,10.00,Gassmann Simon,5
+,Liaudat Rudy **,**,9.75,Gassmann Simon,6
-,Mauron Olivier *,*,9.00,Cardinaux Victor *,1
+,Rappo Yann (1998),(1998),10.00,Cardinaux Victor *,2
+,Morger Adrian *,*,10.00,Cardinaux Victor *,3
+,Nydegger Michael ***,***,10.00,Cardinaux Victor *,4
-,Liaudat Rudy **,**,9.00,Cardinaux Victor *,5
o,Roch Vincent *,*,8.50,Cardinaux Victor *,6
-,Liaudat Rudy **,**,8.75,Kropf Rolf **,1
-,Brodard Simon **,**,8.75,Kropf Rolf **,2
+,Dufey Gil,Gil,10.00,Kropf Rolf **,3
+,Burgy Frank,Frank,10.00,Kropf Rolf **,4
o,Roch Vincent *,*,8.75,Kropf Rolf **,5
+,Berset Frédéric **,**,10.00,Kropf Rolf **,6
-,Cardinaux Victor *,*,9.00,Mauron Olivier *,1
+,Curty Alexandre,Alexandre,10.00,Mauron Olivier *,2
o,Piemontesi Pascal **,**,8.50,Mauron Olivier *,3
+,Golliard Steve,Steve,10.00,Mauron Olivier *,4
o,Guisolan Marc **,**,8.50,Mauron Olivier *,5
+,Dubey Gaël,Gaël,10.00,Mauron Olivier *,6
+,Loup Grégoire (2000),(2000),9.75,Barras François (1998),1
o,Brodard Augustin **,**,8.50,Barras François (1998),2
-,Riedo Fredy,Fredy,9.00,Barras François (1998),3
+,Curty Alexandre,Alexandre,10.00,Barras François (1998),4
o,Pellet Michael **,**,8.50,Barras François (1998),5
+,Taillard Virgile (1998),(1998),10.00,Barras François (1998),6
©,2021 Eidgenössischer Schwingerverba,Schwingerverba,nd,Barras François (1998),7
+,Brodard Simon **,**,10.00,Moser Steven **,1
+,Roch Vincent *,*,10.00,Moser Steven **,2
+,Gottofrey Marc **,**,10.00,Moser Steven **,3
-,Guisolan Marc **,**,8.75,Moser Steven **,4
+,Schwander Severin,Severin,9.75,Moser Steven **,5
-,Piemontesi Pascal **,**,8.75,Moser Steven **,6
-,Gapany Benjamin **,**,8.75,Guisolan Marc **,1
+,Hayoz Paul (1998) *,*,10.00,Guisolan Marc **,2
+,Schwander Severin,Severin,10.00,Guisolan Marc **,3
-,Moser Steven **,**,8.75,Guisolan Marc **,4
+,Mauron Olivier *,*,9.75,Guisolan Marc **,5
+,Berset Julien *,*,10.00,Guisolan Marc **,6
o,Dousse Michel *,*,8.50,Cropt Harald **,1
+,Emonet Fabien,Fabien,10.00,Cropt Harald **,2
o,Brodard Augustin **,**,8.50,Cropt Harald **,3
+,Lützelschwab Luc (1999),(1999),10.00,Cropt Harald **,4
+,Morger Adrian *,*,10.00,Cropt Harald **,5
+,Ducry Antoine *,*,10.00,Cropt Harald **,6
+,Piemontesi Pascal **,**,10.00,Nydegger Michael ***,1
+,Berset Frédéric **,**,10.00,Nydegger Michael ***,2
+,Haenni Stéphane **,**,9.75,Nydegger Michael ***,3
o,Cardinaux Victor *,*,8.50,Nydegger Michael ***,4
+,Kramer Lario (1998) *,*,9.75,Nydegger Michael ***,5
-,Gapany Benjamin **,**,8.75,Nydegger Michael ***,6
o,Moser Steven **,**,8.50,Brodard Simon **,1
-,Kropf Rolf **,**,8.75,Brodard Simon **,2
+,Parvex Yannick,Yannick,10.00,Brodard Simon **,3
+,Hayoz Quentin,Quentin,9.75,Brodard Simon **,4
+,Zimmermann Mario *,*,9.75,Brodard Simon **,5
+,Hayoz Paul (1998) *,*,9.75,Brodard Simon **,6
+,Zimmermann Mario *,*,10.00,Liaudat Rudy **,1
-,Kropf Rolf **,**,8.75,Liaudat Rudy **,2
+,Schöpfer Dio,Dio,10.00,Liaudat Rudy **,3
+,Giroud Jonathan **,**,10.00,Liaudat Rudy **,4
-,Cardinaux Victor *,*,9.00,Liaudat Rudy **,5
o,Gassmann Simon,Simon,8.75,Liaudat Rudy **,6
+,Aladenise Jonathan,Jonathan,10.00,Hayoz Quentin,1
-,Derron Cédric *,*,8.75,Hayoz Quentin,2
+,Schafer Damien,Damien,10.00,Hayoz Quentin,3
o,Brodard Simon **,**,8.50,Hayoz Quentin,4
-,Schafer Claudio *,*,8.75,Hayoz Quentin,5
+,Torche Bastian,Bastian,10.00,Hayoz Quentin,6
-,Pellet Michael **,**,8.75,Zosso Remo **,1
-,Minder Florian,Florian,8.75,Zosso Remo **,2
+,Mollet Adrian,Adrian,10.00,Zosso Remo **,3
+,Emonet Frédéric *,*,9.75,Zosso Remo **,4
-,Droxler Jonathan *,*,8.75,Zosso Remo **,5
+,Jacquier Pascal,Pascal,9.75,Zosso Remo **,6
+,Schneiter Jérémy,Jérémy,10.00,Schöpfer Dio,1
+,Loup Grégoire (2000),(2000),10.00,Schöpfer Dio,2
o,Liaudat Rudy **,**,8.50,Schöpfer Dio,3
o,Gottofrey Marc **,**,8.50,Schöpfer Dio,4
-,Torche Bastian,Bastian,8.75,Schöpfer Dio,5
+,Dufey Gil,Gil,10.00,Schöpfer Dio,6
,17.05.2021 02:09,02:09,Seite 1/,Schöpfer Dio,7
o,Liaudat Rudy **,**,8.50,Zimmermann Mario *,1
+,Maridor Loic,Loic,9.75,Zimmermann Mario *,2
-,Lerch Jimmy *,*,9.00,Zimmermann Mario *,3
+,Crettaz Olivier,Olivier,10.00,Zimmermann Mario *,4
o,Brodard Simon **,**,8.50,Zimmermann Mario *,5
+,Portmann Fabio (1998),(1998),10.00,Zimmermann Mario *,6
+,Heiniger Mickaël,Mickaël,10.00,Buchs Carlo,1
+,Loup Alexandre,Alexandre,10.00,Buchs Carlo,2
o,Roch Vincent *,*,8.50,Buchs Carlo,3
+,Hayoz Paul (1998) *,*,10.00,Buchs Carlo,4
o,Gottofrey Marc **,**,8.50,Buchs Carlo,5
o,Schwander Severin,Severin,8.50,Buchs Carlo,6
o,Hayoz Paul (1998) *,*,8.50,Kramer Lario (1998) *,1
+,Riedo Fredy,Fredy,10.00,Kramer Lario (1998) *,2
+,Overney Olivier *,*,9.75,Kramer Lario (1998) *,3
+,Chavagnat Benoît (1999),(1999),10.00,Kramer Lario (1998) *,4
