result,name,level,points,placed_fighter,fight_round
o,Stalder Remo ***,***,8.50,Schuler Christian ***,1
+,Gassmann Michael *,*,10.00,Schuler Christian ***,2
+,Muﬀ Armin **,**,10.00,Schuler Christian ***,3
+,Arnold Stefan **,**,10.00,Schuler Christian ***,4
+,Zimmermann Martin **,**,9.75,Schuler Christian ***,5
+,Arnold Stefan **,**,10.00,Schuler Christian ***,6
o,Nötzli Reto ***,***,8.50,Schurtenberger Sven **,1
-,Bieri Marcel **,**,8.75,Schurtenberger Sven **,2
+,Bernhard Lukas *,*,10.00,Schurtenberger Sven **,3
+,Inderbitzin Daniel *,*,9.75,Schurtenberger Sven **,4
+,Imhof Andi ***,***,10.00,Schurtenberger Sven **,5
+,Betschart Remo **,**,10.00,Schurtenberger Sven **,6
+,Laimbacher Philipp ***,***,10.00,Alpiger Nick **,1
+,Eﬃnger Markus *,*,9.75,Alpiger Nick **,2
o,Suppiger René **,**,8.50,Alpiger Nick **,3
+,Bürgler André *,*,9.75,Alpiger Nick **,4
-,Höﬂiger Andreas **,**,8.75,Alpiger Nick **,5
+,Küttel Pirmin **,**,10.00,Alpiger Nick **,6
+,Kempf Elias **,**,10.00,Betschart Rainer **,1
+,Kälin Roland **,**,10.00,Betschart Rainer **,2
-,Ulrich Andreas ***,***,9.00,Betschart Rainer **,3
-,Imhof Andi ***,***,9.00,Betschart Rainer **,4
o,Arnold Stefan **,**,8.50,Betschart Rainer **,5
+,Müller Michael **,**,10.00,Betschart Rainer **,6
+,Egli Damian **,**,10.00,Bieri Marcel **,1
-,Schurtenberger Sven **,**,8.75,Bieri Marcel **,2
-,Schuler Alex **,**,8.75,Bieri Marcel **,3
+,Kocher Remo **,**,9.75,Bieri Marcel **,4
-,Egli David *,*,9.00,Bieri Marcel **,5
+,von Ah Benji ***,***,9.75,Bieri Marcel **,6
o,Gloggner Philipp ***,***,8.50,Imhof Andi ***,1
+,Heinzer Stefan *,*,9.75,Imhof Andi ***,2
+,Müller Michael **,**,10.00,Imhof Andi ***,3
-,Betschart Rainer **,**,9.00,Imhof Andi ***,4
o,Schurtenberger Sven **,**,8.50,Imhof Andi ***,5
+,Nötzli Bruno ***,***,10.00,Imhof Andi ***,6
+,Schnell Mathias *,*,10.00,Hess Dominik *,1
o,Schuler Alex **,**,8.50,Hess Dominik *,2
o,Kennel Beat *,*,8.75,Hess Dominik *,3
+,Leuthard Reto *,*,10.00,Hess Dominik *,4
o,Nötzli Reto ***,***,8.50,Hess Dominik *,5
