result,name,level,points,placed_fighter,fight_round
+,Doppmann Urs **,**,10.00,Schuler Christian ***,1
+,Odermatt Andreas **,**,10.00,Schuler Christian ***,2
+,Bucher Thomas *,*,9.75,Schuler Christian ***,3
+,Suter Pirmin **,**,9.75,Schuler Christian ***,4
+,Bürgi Reto *,*,10.00,Schuler Christian ***,5
+,Omlin Toni *,*,10.00,Schuler Christian ***,6
-,Schuler Alex ***,***,8.75,Bürli Roger **,1
+,Herger Marco,Marco,9.75,Bürli Roger **,2
+,Mehr Lars,Lars,9.75,Bürli Roger **,3
+,Schürpf Bruno *,*,9.75,Bürli Roger **,4
+,Kälin Roland **,**,9.75,Bürli Roger **,5
+,Forster Christian,Christian,9.75,Bürli Roger **,6
+,Hess Michael *,*,10.00,Heiniger Marco **,1
-,Nötzli Reto ***,***,9.00,Heiniger Marco **,2
+,von Büren Thomas,Thomas,10.00,Heiniger Marco **,3
-,Betschart Patrick *,*,8.75,Heiniger Marco **,4
+,Christen Silvan,Silvan,9.75,Heiniger Marco **,5
+,Wiget Ueli,Ueli,9.75,Heiniger Marco **,6
+,Reichmuth Lukas *,*,10.00,Bucher Thomas *,1
+,Waser Reto *,*,10.00,Bucher Thomas *,2
o,Schuler Christian ***,***,8.50,Bucher Thomas *,3
+,von Büren Thomas,Thomas,9.75,Bucher Thomas *,4
-,Schwyzer Samuel,Samuel,9.00,Bucher Thomas *,5
+,Schnellmann Alexander (2004),(2004),10.00,Bucher Thomas *,6
-,Steinauer Adrian **,**,8.75,Felder Martin *,1
+,von Rickenbach Pirmin,Pirmin,9.75,Felder Martin *,2
+,Waser Raphael,Raphael,10.00,Felder Martin *,3
-,Kessler Joel *,*,8.75,Felder Martin *,4
+,von Ah Markus,Markus,10.00,Felder Martin *,5
+,Hess Michael *,*,9.75,Felder Martin *,6
+,Moos Christoph *,*,10.00,Odermatt Andreas **,1
o,Schuler Christian ***,***,8.50,Odermatt Andreas **,2
+,Murpf Dario,Dario,10.00,Odermatt Andreas **,3
+,Schnider Markus *,*,10.00,Odermatt Andreas **,4
-,Betschart Patrick *,*,8.75,Odermatt Andreas **,5
+,Brunner Timon,Timon,9.75,Odermatt Andreas **,6
+,Arnold Sebastian,Sebastian,10.00,Lustenberger Marc (2003),1
+,Wallimann Remo *,*,9.75,Lustenberger Marc (2003),2
+,Hess Michael *,*,9.75,Lustenberger Marc (2003),3
o,Schuler Philipp **,**,8.50,Lustenberger Marc (2003),4
-,Durrer Lukas,Lukas,9.00,Lustenberger Marc (2003),5
+,Suter Bruno,Bruno,9.75,Lustenberger Marc (2003),6
+,Ettlin Martin *,*,9.75,Suter Pirmin **,1
+,Suter Michael,Michael,10.00,Suter Pirmin **,2
+,Graber Michael *,*,10.00,Suter Pirmin **,3
