result,name,level,points,placed_fighter,fight_round
+,Thürig Mario ***,***,9.75,Gisler Bruno ***,1
+,Brand Christian **,**,10.00,Gisler Bruno ***,2
+,Döbeli Lukas (2000) *,*,9.75,Gisler Bruno ***,3
+,Räbmatter Patrick ***,***,10.00,Gisler Bruno ***,4
+,Schaﬀner Samuel **,**,10.00,Gisler Bruno ***,5
+,Blatter Lorenz **,**,10.00,Gisler Bruno ***,6
-,Klausner Yanick **,**,9.00,Blatter Lorenz **,1
+,Steger Robert,Robert,10.00,Blatter Lorenz **,2
+,Anderegg David *,*,10.00,Blatter Lorenz **,3
+,Winiger Fabian **,**,9.75,Blatter Lorenz **,4
+,Strebel Joel **,**,10.00,Blatter Lorenz **,5
o,Gisler Bruno ***,***,8.75,Blatter Lorenz **,6
+,Thoenen Henryc **,**,9.75,Alpiger Nick ***,1
-,Henzer Andreas **,**,9.00,Alpiger Nick ***,2
+,Bader Andreas **,**,10.00,Alpiger Nick ***,3
-,Voggensperger Janic **,**,8.75,Alpiger Nick ***,4
+,Brand Christian **,**,9.75,Alpiger Nick ***,5
+,Voggensperger Lars (2001),(2001),9.75,Alpiger Nick ***,6
o,Räbmatter Patrick ***,***,8.50,Stalder Remo ***,1
+,Hermann Oliver *,*,10.00,Stalder Remo ***,2
+,Mangold Michael *,*,10.00,Stalder Remo ***,3
+,Widmer Tobias **,**,10.00,Stalder Remo ***,4
+,Döbeli Andreas *,*,10.00,Stalder Remo ***,5
o,Schmid Samuel **,**,8.50,Stalder Remo ***,6
o,Gisler Bruno ***,***,8.50,Thürig Mario ***,1
o,Hauri Urs **,**,8.50,Thürig Mario ***,2
+,De Fusco Dario,Dario,9.75,Thürig Mario ***,3
+,Waldner Patrick **,**,10.00,Thürig Mario ***,4
+,Imobersteg Matthias (2001),(2001),10.00,Thürig Mario ***,5
+,Krebs Clemens,Clemens,10.00,Thürig Mario ***,6
+,Waldner Patrick **,**,10.00,Widmer Tobias **,1
+,Gabathuler Björn,Björn,9.75,Widmer Tobias **,2
-,Hauri Urs **,**,8.75,Widmer Tobias **,3
o,Stalder Remo ***,***,8.50,Widmer Tobias **,4
+,Stoll Simon *,*,9.75,Widmer Tobias **,5
+,Kohler Adrian,Adrian,9.75,Widmer Tobias **,6
+,Vieira Tiago **,**,9.75,Brand Christian **,1
o,Gisler Bruno ***,***,8.50,Brand Christian **,2
+,Bader Stefan (1999),(1999),10.00,Brand Christian **,3
+,Leu Dominik (1999),(1999),9.75,Brand Christian **,4
o,Alpiger Nick ***,***,8.50,Brand Christian **,5
+,Mathys Tobias,Tobias,9.75,Brand Christian **,6
-,Schillig Willi **,**,8.75,Zürcher Remo *,1
