result,name,level,points,placed_fighter,fight_round
+,Burkhalter Stefan ***,***,9.75,Kämpf Bernhard ***,1
+,Murer Andy **,**,10.00,Kämpf Bernhard ***,2
+,Egli Pirmin **,**,10.00,Kämpf Bernhard ***,3
-,Giger Samuel ***,***,8.75,Kämpf Bernhard ***,4
+,Arnold Stefan **,**,10.00,Kämpf Bernhard ***,5
-,Wenger Kilian ***,***,8.75,Kämpf Bernhard ***,6
+,Bösch Daniel ***,***,9.75,Wenger Kilian ***,1
+,Rychen Roger ***,***,9.75,Wenger Kilian ***,2
-,Hersche Martin ***,***,8.75,Wenger Kilian ***,3
+,Gloggner Reto **,**,10.00,Wenger Kilian ***,4
+,Fankhauser Marco **,**,10.00,Wenger Kilian ***,5
-,Kämpf Bernhard ***,***,8.75,Wenger Kilian ***,6
o,Nötzli Reto ***,***,8.50,Zenger Niklaus ***,1
+,Kennel Beat *,*,9.75,Zenger Niklaus ***,2
+,Kälin Roland **,**,9.75,Zenger Niklaus ***,3
-,von Ah Benji ***,***,8.75,Zenger Niklaus ***,4
+,Odermatt Christian **,**,10.00,Zenger Niklaus ***,5
+,Gloggner Reto **,**,10.00,Zenger Niklaus ***,6
o,Orlik Armon ***,***,8.50,Schurtenberger Sven ***,1
o,Kid Simon **,**,8.50,Schurtenberger Sven ***,2
+,Schenkel Remo *,*,10.00,Schurtenberger Sven ***,3
+,Zbinden Adrian *,*,10.00,Schurtenberger Sven ***,4
+,Burkhalter Stefan ***,***,9.75,Schurtenberger Sven ***,5
+,Wittwer Jan *,*,10.00,Schurtenberger Sven ***,6
+,Stucki Christian ***,***,9.75,Giger Samuel ***,1
-,Sempach Thomas ***,***,9.00,Giger Samuel ***,2
+,Schuler Philipp **,**,10.00,Giger Samuel ***,3
-,Kämpf Bernhard ***,***,9.00,Giger Samuel ***,4
-,Anderegg Simon ***,***,8.75,Giger Samuel ***,5
+,Käslin Benno *,*,9.75,Giger Samuel ***,6
+,Habegger Heinz **,**,9.75,Gwerder Guido **,1
o,Stucki Christian ***,***,8.50,Gwerder Guido **,2
+,Gäggeler Adrian *,*,9.75,Gwerder Guido **,3
+,Sempach Thomas ***,***,9.75,Gwerder Guido **,4
o,Aeschbacher Matthias **,**,8.50,Gwerder Guido **,5
+,Staudenmann Fabian (2000) *,*,9.75,Gwerder Guido **,6
-,Notz Beni ***,***,8.75,Arnold Stefan **,1
+,Rolli Martin **,**,10.00,Arnold Stefan **,2
+,Schneider Domenic ***,***,10.00,Arnold Stefan **,3
+,Sommer Roman *,*,9.75,Arnold Stefan **,4
o,Kämpf Bernhard ***,***,8.50,Arnold Stefan **,5
-,von Weissenﬂuh Kilian **,**,9.00,Arnold Stefan **,6
+,Schenkel Remo *,*,9.75,Egli Pirmin **,1
+,Notz Beni ***,***,9.75,Egli Pirmin **,2
o,Kämpf Bernhard ***,***,8.50,Egli Pirmin **,3
+,Steﬀen Gustav *,*,10.00,Egli Pirmin **,4
-,Reusser Philipp ***,***,9.00,Egli Pirmin **,5
-,Omlin Toni *,*,8.75,Egli Pirmin **,6
-,Schuler Alex ***,***,8.75,Reusser Philipp ***,1
+,Käslin Benno *,*,10.00,Reusser Philipp ***,2
+,Murer Andy **,**,9.75,Reusser Philipp ***,3
+,Suppiger René ***,***,9.75,Reusser Philipp ***,4
-,Egli Pirmin **,**,9.00,Reusser Philipp ***,5
+,Nötzli Reto ***,***,10.00,Reusser Philipp ***,6
+,Leuppi Samir **,**,9.75,Aeschbacher Matthias **,1
+,Nötzli Reto ***,***,9.75,Aeschbacher Matthias **,2
+,Kid Simon **,**,10.00,Aeschbacher Matthias **,3
-,Orlik Armon ***,***,8.75,Aeschbacher Matthias **,4
+,Gwerder Guido **,**,9.75,Aeschbacher Matthias **,5
-,Hersche Martin ***,***,9.00,Aeschbacher Matthias **,6
-,Imhof Andi ***,***,8.75,Schneider Domenic ***,1
+,Blaser Theo *,*,10.00,Schneider Domenic ***,2
o,Arnold Stefan **,**,8.50,Schneider Domenic ***,3
+,Aellen Florian *,*,9.75,Schneider Domenic ***,4
+,Wyrsch Marco **,**,9.75,Schneider Domenic ***,5
+,Fankhauser Erich ***,***,10.00,Schneider Domenic ***,6
+,Gehrig Damian ***,***,10.00,Hersche Martin ***,1
+,Gloggner Reto **,**,10.00,Hersche Martin ***,2
-,Wenger Kilian ***,***,8.75,Hersche Martin ***,3
+,Steﬀen Valentin *,*,10.00,Hersche Martin ***,4
-,Stucki Christian ***,***,8.75,Hersche Martin ***,5
-,Aeschbacher Matthias **,**,9.00,Hersche Martin ***,6
+,Kuster Marcel ***,***,10.00,Anderegg Simon ***,1
