result,name,level,points,placed_fighter,fight_round
+,Fankhauser Erich ***,***,9.75,von Ah Benji ***,1
+,Zimmermann Simon *,*,9.75,von Ah Benji ***,2
+,Fessler Linus,Linus,10.00,von Ah Benji ***,3
+,Marti Fabian *,*,10.00,von Ah Benji ***,4
+,Mathis Marcel ***,***,10.00,von Ah Benji ***,5
+,Imfeld Peter ***,***,10.00,von Ah Benji ***,6
o,von Ah Benji ***,***,8.50,Fankhauser Erich ***,1
+,Rohrer Marco **,**,10.00,Fankhauser Erich ***,2
+,Gander Martin (1997),(1997),10.00,Fankhauser Erich ***,3
+,Zimmermann Martin **,**,9.75,Fankhauser Erich ***,4
+,Bernhard Lukas *,*,9.75,Fankhauser Erich ***,5
+,Zimmermann Simon *,*,10.00,Fankhauser Erich ***,6
-,Suppiger Werner **,**,8.75,Mathis Marcel ***,1
+,Reichmuth Armin *,*,10.00,Mathis Marcel ***,2
+,Widmer Thomas,Thomas,10.00,Mathis Marcel ***,3
+,Gassmann Michael *,*,10.00,Mathis Marcel ***,4
o,von Ah Benji ***,***,8.50,Mathis Marcel ***,5
+,Heiniger Marco *,*,10.00,Mathis Marcel ***,6
-,Egli Pirmin *,*,8.75,Gassmann Michael *,1
+,Imfeld Christian *,*,10.00,Gassmann Michael *,2
+,Moser Matthias,Matthias,9.75,Gassmann Michael *,3
o,Mathis Marcel ***,***,8.50,Gassmann Michael *,4
+,Stadler Johannes,Johannes,10.00,Gassmann Michael *,5
+,Lussi Marco *,*,10.00,Gassmann Michael *,6
+,Odermatt Beat,Beat,9.75,Bürgi Reto,1
+,Arnold Sebastian,Sebastian,9.75,Bürgi Reto,2
-,Waser Dominik *,*,8.75,Bürgi Reto,3
+,Herger Simon,Simon,9.75,Bürgi Reto,4
-,Baumann Roger *,*,9.00,Bürgi Reto,5
+,Amgarten Martin,Martin,9.75,Bürgi Reto,6
+,Wagner Severin (1998),(1998),10.00,Herger Fabian,1
-,Amstutz Niklaus *,*,8.75,Herger Fabian,2
+,Ettlin Martin (1998),(1998),9.75,Herger Fabian,3
o,Spichtig Markus *,*,8.50,Herger Fabian,4
+,Gasser René,René,10.00,Herger Fabian,5
+,Amgarten Roman *,*,9.75,Herger Fabian,6
o,Amgarten Roman *,*,8.50,Herger Matthias *,1
+,Ettlin Stefan (1997),(1997),10.00,Herger Matthias *,2
+,Durrer Ueli (1997),(1997),9.75,Herger Matthias *,3
+,Käslin Benno *,*,10.00,Herger Matthias *,4
o,Suppiger Werner **,**,8.50,Herger Matthias *,5
+,Durrer Hans,Hans,10.00,Herger Matthias *,6
+,Stüdeli Thomas **,**,10.00,Gasser Stefan **,1
o,Gisler Bruno ***,***,8.50,Gasser Stefan **,2
+,Waser Adrian,Adrian,9.75,Gasser Stefan **,3
+,Kurmann Toni (1998),(1998),9.75,Gasser Stefan **,4
+,Egli Pirmin *,*,10.00,Gasser Stefan **,5
o,Suppiger Werner **,**,8.50,Gasser Stefan **,6
o,Zimmermann Simon *,*,8.50,Omlin Toni *,1
+,Muﬀ André *,*,9.75,Omlin Toni *,2
+,Wagner Severin (1998),(1998),9.75,Omlin Toni *,3
+,Gander Michael (1998),(1998),9.75,Omlin Toni *,4
-,Reichmuth Marco (1997) *,*,8.75,Omlin Toni *,5
+,Baumann Roger *,*,9.75,Omlin Toni *,6
+,Gassmann Fabian **,**,10.00,Scheuber Lutz **,1
-,Murer Andy *,*,9.00,Scheuber Lutz **,2
+,Kempf Damian,Damian,10.00,Scheuber Lutz **,3
+,Baumann Roger *,*,10.00,Scheuber Lutz **,4
+,Imhof Andi ***,***,10.00,Scheuber Lutz **,5
+,Blatter Lorenz *,*,10.00,Scheuber Lutz **,6
+,Heinzer Ronny,Ronny,10.00,Ettlin Stefan (1997),1
o,Herger Matthias *,*,8.50,Ettlin Stefan (1997),2
+,Di Pietro Loris (1998),(1998),10.00,Ettlin Stefan (1997),3
+,Reichmuth Marco (1997) *,*,10.00,Ettlin Stefan (1997),4
-,Langenstein Philip *,*,9.00,Ettlin Stefan (1997),5
+,Zurﬂuh Michael (1999),(1999),10.00,Ettlin Stefan (1997),6
+,Odermatt Andreas *,*,9.75,Reichmuth Armin *,1
o,Mathis Marcel ***,***,8.50,Reichmuth Armin *,2
+,Britschgi Nils (1998),(1998),10.00,Reichmuth Armin *,3
+,Gut Koni,Koni,10.00,Reichmuth Armin *,4
-,Wyrsch Marco *,*,8.75,Reichmuth Armin *,5
+,Rohrer Ivan *,*,10.00,Reichmuth Armin *,6
o,Imfeld Peter ***,***,8.50,Zurﬂuh Markus **,1
o,Blatter Lorenz *,*,8.75,Zurﬂuh Markus **,2
+,Durrer Noldi,Noldi,10.00,Zurﬂuh Markus **,3
+,Berchtold Lukas,Lukas,10.00,Zurﬂuh Markus **,4
+,Imfeld Christian *,*,10.00,Zurﬂuh Markus **,5
+,Spichtig Markus *,*,9.75,Zurﬂuh Markus **,6
o,Gasser Stefan **,**,8.50,Stüdeli Thomas **,1
+,Vonlaufen Lukas *,*,10.00,Stüdeli Thomas **,2
-,Durrer Robin,Robin,8.75,Stüdeli Thomas **,3
+,Spichtig Clemens,Clemens,9.75,Stüdeli Thomas **,4
+,Käslin Benno *,*,9.75,Stüdeli Thomas **,5
+,Barmettler Peter *,*,10.00,Stüdeli Thomas **,6
+,Blatter Lorenz *,*,9.75,Bernhard Lukas *,1
-,Briker Michael *,*,9.00,Bernhard Lukas *,2
+,Arnold Lukas (1998),(1998),9.75,Bernhard Lukas *,3
+,Wallimann Remo (1997),(1997),10.00,Bernhard Lukas *,4
o,Fankhauser Erich ***,***,8.50,Bernhard Lukas *,5
+,Widmer Thomas,Thomas,9.75,Bernhard Lukas *,6
o,Bernhard Lukas *,*,8.50,Blatter Lorenz *,1
+,Zurﬂuh Markus **,**,10.00,Blatter Lorenz *,2
+,Walker Sebastian,Sebastian,10.00,Blatter Lorenz *,3
+,Langensand Stefan *,*,10.00,Blatter Lorenz *,4
+,Kempf Elias **,**,9.75,Blatter Lorenz *,5
o,Scheuber Lutz **,**,8.50,Blatter Lorenz *,6
-,Gander Adrian *,*,8.75,Wyrsch Marco *,1
-,Barmettler Peter *,*,9.00,Wyrsch Marco *,2
+,Kaiser Sandro (1998),(1998),10.00,Wyrsch Marco *,3
+,Amgarten Martin,Martin,10.00,Wyrsch Marco *,4
-,Reichmuth Armin *,*,8.75,Wyrsch Marco *,5
+,Niederberger Markus *,*,10.00,Wyrsch Marco *,6
-,Zimmermann Martin **,**,8.75,Waser Dominik *,1
+,Langenstein Philip *,*,10.00,Waser Dominik *,2
-,Bürgi Reto,Reto,8.75,Waser Dominik *,3
+,von Ah Markus,Markus,10.00,Waser Dominik *,4
+,Gassmann Fabian **,**,10.00,Waser Dominik *,5
-,Arnold Andreas *,*,8.75,Waser Dominik *,6
©,2017 Eidgenössischer Schwingerverba,Schwingerverba,nd,Waser Dominik *,7
+,Zurﬂuh Markus **,**,10.00,Imfeld Peter ***,1
+,Reichmuth Marco (1997) *,*,10.00,Imfeld Peter ***,2
+,Felder Martin (1997),(1997),10.00,Imfeld Peter ***,3
+,Gisler Bruno ***,***,10.00,Imfeld Peter ***,4
+,Murer Andy *,*,10.00,Imfeld Peter ***,5
o,von Ah Benji ***,***,8.75,Imfeld Peter ***,6
-,Mathis Marcel ***,***,8.75,Suppiger Werner **,1
-,Lussi Marco *,*,8.75,Suppiger Werner **,2
+,Graber Sandro,Sandro,10.00,Suppiger Werner **,3
+,von Flüe Marco,Marco,10.00,Suppiger Werner **,4
+,Herger Matthias *,*,10.00,Suppiger Werner **,5
+,Gasser Stefan **,**,9.75,Suppiger Werner **,6
o,Kempf Elias **,**,8.50,Niederberger Jakob **,1
-,Odermatt Silvan *,*,8.75,Niederberger Jakob **,2
+,Kempf David (1998),(1998),10.00,Niederberger Jakob **,3
+,Zumstein Marcel,Marcel,9.75,Niederberger Jakob **,4
+,Indergand Armin *,*,10.00,Niederberger Jakob **,5
+,Durrer Robin,Robin,10.00,Niederberger Jakob **,6
+,Omlin Toni *,*,10.00,Zimmermann Simon *,1
o,von Ah Benji ***,***,8.50,Zimmermann Simon *,2
+,Rohrer Ueli (1999),(1999),10.00,Zimmermann Simon *,3
+,Gasser René,René,10.00,Zimmermann Simon *,4
+,Amgarten Roman *,*,10.00,Zimmermann Simon *,5
o,Fankhauser Erich ***,***,8.50,Zimmermann Simon *,6
-,Gisler Bruno ***,***,8.75,Imhof Andi ***,1
+,Odermatt Sepp **,**,10.00,Imhof Andi ***,2
+,Wallimann Remo (1997),(1997),10.00,Imhof Andi ***,3
+,Rohrer Ivan *,*,9.75,Imhof Andi ***,4
o,Scheuber Lutz **,**,8.50,Imhof Andi ***,5
+,Langenstein Philip *,*,9.75,Imhof Andi ***,6
+,Niederberger Jakob **,**,9.75,Kempf Elias **,1
o,Amgarten Roman *,*,8.50,Kempf Elias **,2
+,Bacher Andreas,Andreas,10.00,Kempf Elias **,3
+,Niederberger Markus *,*,10.00,Kempf Elias **,4
o,Blatter Lorenz *,*,8.50,Kempf Elias **,5
+,Käslin Ueli (1999),(1999),10.00,Kempf Elias **,6
-,Suter David **,**,8.75,Britschgi Melk **,1
+,Probst Gabriel **,**,9.75,Britschgi Melk **,2
+,Schürpf Bruno,Bruno,9.75,Britschgi Melk **,3
+,Zurﬂuh Michael (1999),(1999),9.75,Britschgi Melk **,4
+,Gisler Bruno ***,***,9.75,Britschgi Melk **,5
-,Marti Fabian *,*,8.75,Britschgi Melk **,6
+,Niederberger Martin *,*,9.75,Briker Michael *,1
-,Bernhard Lukas *,*,9.00,Briker Michael *,2
+,Berchtold Lukas,Lukas,10.00,Briker Michael *,3
-,Odermatt Sepp **,**,8.75,Briker Michael *,4
-,Gander Adrian *,*,9.00,Briker Michael *,5
+,Graber Sandro,Sandro,10.00,Briker Michael *,6
-,Britschgi Melk **,**,8.75,Suter David **,1
-,Odermatt Remo *,*,8.75,Suter David **,2
+,von Deschwanden Patrick,Patrick,10.00,Suter David **,3
-,Arnold Severin *,*,9.00,Suter David **,4
+,Rohrer Marco **,**,9.75,Suter David **,5
+,Bissig Thomas,Thomas,10.00,Suter David **,6
,03.09.2017 21:59,21:59,Seite 1/,Suter David **,7
-,Zimmermann Martin *,*,8.75,Odermatt Silvan *,1
-,Niederberger Jakob **,**,8.75,Odermatt Silvan *,2
-,Hasler Simon,Simon,8.75,Odermatt Silvan *,3
+,Ziegler Moritz (1998),(1998),10.00,Odermatt Silvan *,4
+,Gut Koni,Koni,10.00,Odermatt Silvan *,5
