result,name,level,points,placed_fighter,fight_round
+,Aeschbacher Matthias ***,***,10.00,Giger Samuel ***,1
+,Wittenwiler Roman *,*,10.00,Giger Samuel ***,2
+,Rychen Roger ***,***,10.00,Giger Samuel ***,3
+,Räbmatter Patrick ***,***,9.75,Giger Samuel ***,4
-,Leuppi Samir ***,***,8.75,Giger Samuel ***,5
+,Aeschbacher Matthias ***,***,10.00,Giger Samuel ***,6
-,Alpiger Nick ***,***,9.00,Ott Damian **,1
+,Krähenbühl Lukas *,*,10.00,Ott Damian **,2
-,Giger Urs *,*,8.75,Ott Damian **,3
+,Fuster Arjuna (2003),(2003),9.75,Ott Damian **,4
+,Burkhalter Thomas (2003) *,*,10.00,Ott Damian **,5
+,Luginbühl Hanspeter **,**,9.75,Ott Damian **,6
-,Luginbühl Hanspeter **,**,9.00,Bless Michael ***,1
+,Elmer Adrian *,*,10.00,Bless Michael ***,2
+,Schneider Domenic ***,***,9.75,Bless Michael ***,3
+,Notz Beni ***,***,10.00,Bless Michael ***,4
o,Aeschbacher Matthias ***,***,8.50,Bless Michael ***,5
+,Mollet Ivan **,**,10.00,Bless Michael ***,6
-,Geisser Lars **,**,8.75,Burkhalter Stefan ***,1
+,Schlegel Reto *,*,10.00,Burkhalter Stefan ***,2
+,Pianta Christian *,*,10.00,Burkhalter Stefan ***,3
+,Arztmann Beda **,**,9.75,Burkhalter Stefan ***,4
o,Rychen Roger ***,***,8.50,Burkhalter Stefan ***,5
+,Ackermann Rico (2003) *,*,10.00,Burkhalter Stefan ***,6
+,Battaglia Ursin **,**,9.75,Good Marco *,1
-,Luginbühl Hanspeter **,**,8.75,Good Marco *,2
+,Galli Cedric,Cedric,9.75,Good Marco *,3
+,Inauen Maurus (2003),(2003),10.00,Good Marco *,4
-,von Ah Benji ***,***,8.75,Good Marco *,5
+,Graf Nicola (2003),(2003),9.75,Good Marco *,6
o,Notz Beni ***,***,8.75,Dändliker Shane **,1
+,Wolfer Lukas *,*,10.00,Dändliker Shane **,2
+,Kiser Aron,Aron,9.75,Dändliker Shane **,3
o,Rychen Roger ***,***,8.50,Dändliker Shane **,4
+,Egli Martin,Martin,9.75,Dändliker Shane **,5
+,Ulmann Fabian *,*,10.00,Dändliker Shane **,6
o,Kolb This (2003) *,*,8.50,Schuler Martin *,1
+,Koller Fabian *,*,9.75,Schuler Martin *,2
+,Elmer Daniel *,*,10.00,Schuler Martin *,3
+,Schegg Daniel,Daniel,9.75,Schuler Martin *,4
o,Räbmatter Patrick ***,***,8.50,Schuler Martin *,5
+,Bollhalder Manuel *,*,10.00,Schuler Martin *,6
-,Giger Urs *,*,9.00,Riget Florian *,1
+,Hinrichs Silvio (2004),(2004),10.00,Riget Florian *,2
+,Collaud Romain **,**,10.00,Riget Florian *,3
-,Krähenbühl Tobias ***,***,8.75,Riget Florian *,4
+,Rüegg Patrick,Patrick,10.00,Riget Florian *,5
-,Notz Beni ***,***,8.75,Riget Florian *,6
+,von Ah Benji ***,***,9.75,Schneider Domenic ***,1
+,Heierli Pascal *,*,10.00,Schneider Domenic ***,2
o,Bless Michael ***,***,8.50,Schneider Domenic ***,3
+,Bollhalder Manuel *,*,9.75,Schneider Domenic ***,4
+,Rüegg Fabian *,*,9.75,Schneider Domenic ***,5
+,Geisser Lars **,**,10.00,Schneider Domenic ***,6
-,Räbmatter Patrick ***,***,8.75,Leuppi Samir ***,1
+,Fuster Sepp *,*,10.00,Leuppi Samir ***,2
+,Hobi Ignaz *,*,9.75,Leuppi Samir ***,3
+,Poltera Andrin *,*,10.00,Leuppi Samir ***,4
-,Giger Samuel ***,***,8.75,Leuppi Samir ***,5
+,Hugelshofer Lars *,*,10.00,Leuppi Samir ***,6
o,Giger Samuel ***,***,8.50,Aeschbacher Matthias ***,1
+,Rotach Lars *,*,10.00,Aeschbacher Matthias ***,2
+,Funk Nicola *,*,10.00,Aeschbacher Matthias ***,3
+,Kindlimann Fabian ***,***,10.00,Aeschbacher Matthias ***,4
+,Bless Michael ***,***,9.75,Aeschbacher Matthias ***,5
o,Giger Samuel ***,***,8.75,Aeschbacher Matthias ***,6
-,Mollet Ivan **,**,8.75,Arztmann Beda **,1
+,Signer Andy (2003) *,*,9.75,Arztmann Beda **,2
+,Zumbach Michael,Michael,10.00,Arztmann Beda **,3
o,Burkhalter Stefan ***,***,8.50,Arztmann Beda **,4
+,Burch Dean *,*,10.00,Arztmann Beda **,5
+,Räbmatter Patrick ***,***,10.00,Arztmann Beda **,6
+,Aebli Nino *,*,9.75,Baumgartner Ramon *,1
o,Rychen Roger ***,***,8.50,Baumgartner Ramon *,2
+,Naef Sandro,Sandro,9.75,Baumgartner Ramon *,3
-,Gartmann Mauro **,**,8.75,Baumgartner Ramon *,4
+,Hänni Marc,Marc,10.00,Baumgartner Ramon *,5
+,Wey Nicola *,*,10.00,Baumgartner Ramon *,6
o,Elmer Daniel *,*,8.50,Oettli Silvio *,1
+,Oertig Simon *,*,10.00,Oettli Silvio *,2
-,Geisser Lars **,**,8.75,Oettli Silvio *,3
+,Ziegler Andreas,Andreas,9.75,Oettli Silvio *,4
+,Kobler Janosch *,*,9.75,Oettli Silvio *,5
+,Giger Urs *,*,9.75,Oettli Silvio *,6
+,Schuler Martin *,*,10.00,Kolb This (2003) *,1
o,Kindlimann Fabian ***,***,8.50,Kolb This (2003) *,2
+,Wehrli Jan,Jan,9.75,Kolb This (2003) *,3
+,Bärtsch Fabian *,*,9.75,Kolb This (2003) *,4
o,Müllestein Mike ***,***,8.50,Kolb This (2003) *,5
+,Raschle Urban (2003),(2003),10.00,Kolb This (2003) *,6
-,Ott Damian **,**,9.00,Alpiger Nick ***,1
-,Vollenweider Jeremy **,**,8.75,Alpiger Nick ***,2
+,Ackermann Remo *,*,10.00,Alpiger Nick ***,3
+,Wolfer Lukas *,*,10.00,Alpiger Nick ***,4
+,Räbsamen Marcel **,**,9.75,Alpiger Nick ***,5
-,Rychen Roger ***,***,9.00,Alpiger Nick ***,6
©,2022 Eidgenössischer Schwingerverba,Schwingerverba,nd,Alpiger Nick ***,7
+,Schlegel Sandro **,**,10.00,Schneider Mario **,1
-,von Ah Benji ***,***,8.75,Schneider Mario **,2
+,Baumann Elia,Elia,9.75,Schneider Mario **,3
+,Fausch Kjetil *,*,10.00,Schneider Mario **,4
-,Kindlimann Fabian ***,***,8.75,Schneider Mario **,5
+,Wittenwiler Roman *,*,10.00,Schneider Mario **,6
+,Collaud Romain **,**,9.75,Rychen Roger ***,1
+,Baumgartner Ramon *,*,10.00,Rychen Roger ***,2
o,Giger Samuel ***,***,8.75,Rychen Roger ***,3
+,Dändliker Shane **,**,9.75,Rychen Roger ***,4
+,Burkhalter Stefan ***,***,10.00,Rychen Roger ***,5
-,Alpiger Nick ***,***,9.00,Rychen Roger ***,6
+,Müllestein Mike ***,***,10.00,Kindlimann Fabian ***,1
+,Kolb This (2003) *,*,9.75,Kindlimann Fabian ***,2
+,Burch Dean *,*,10.00,Kindlimann Fabian ***,3
o,Aeschbacher Matthias ***,***,8.50,Kindlimann Fabian ***,4
-,Schneider Mario **,**,8.75,Kindlimann Fabian ***,5
+,Fausch Kjetil *,*,10.00,Kindlimann Fabian ***,6
+,Blaser Christian **,**,9.75,Vollenweider Jeremy **,1
-,Alpiger Nick ***,***,8.75,Vollenweider Jeremy **,2
+,Egli Martin,Martin,10.00,Vollenweider Jeremy **,3
-,Dumelin David **,**,8.75,Vollenweider Jeremy **,4
+,Bernold Edi **,**,9.75,Vollenweider Jeremy **,5
+,Baumann Elia,Elia,9.75,Vollenweider Jeremy **,6
o,Krähenbühl Tobias ***,***,8.50,Räbsamen Marcel **,1
+,Burkhalter Thomas (2003) *,*,10.00,Räbsamen Marcel **,2
+,Fuster Arjuna (2003),(2003),10.00,Räbsamen Marcel **,3
+,Ackermann Rico (2003) *,*,9.75,Räbsamen Marcel **,4
o,Alpiger Nick ***,***,8.50,Räbsamen Marcel **,5
+,Wolfer Lukas *,*,10.00,Räbsamen Marcel **,6
+,Bernold Edi **,**,9.75,Kuster Thomas *,1
-,Krähenbühl Tobias ***,***,8.75,Kuster Thomas *,2
+,Schlegel Reto *,*,9.75,Kuster Thomas *,3
+,Kurmann Patrick (2003),(2003),10.00,Kuster Thomas *,4
o,Luginbühl Hanspeter **,**,8.50,Kuster Thomas *,5
+,Mathis Patrick,Patrick,9.75,Kuster Thomas *,6
o,Good Marco *,*,8.50,Battaglia Ursin **,1
+,Hug Jan,Jan,9.75,Battaglia Ursin **,2
+,Keller Werner *,*,9.75,Battaglia Ursin **,3
o,Luginbühl Hanspeter **,**,8.50,Battaglia Ursin **,4
+,Bürgler Patrick *,*,10.00,Battaglia Ursin **,5
+,Inauen Maurus (2003),(2003),10.00,Battaglia Ursin **,6
+,Steiner Michael **,**,9.75,Poltera Andrin *,1
+,Mettler Valentin *,*,9.75,Poltera Andrin *,2
+,Müllestein Mike ***,***,9.75,Poltera Andrin *,3
o,Leuppi Samir ***,***,8.50,Poltera Andrin *,4
+,Wild Thomas *,*,9.75,Poltera Andrin *,5
-,Dumelin David **,**,8.75,Poltera Andrin *,6
,04.01.2022 05:28,05:28,Seite 1/,Poltera Andrin *,7
+,Notz Armin *,*,9.75,Heierli Pascal *,1
o,Schneider Domenic ***,***,8.50,Heierli Pascal *,2
+,Büchler Livio,Livio,9.75,Heierli Pascal *,3
o,Burkhalter Thomas (2003) *,*,8.50,Heierli Pascal *,4
+,Lehmann Philipp *,*,9.75,Heierli Pascal *,5
+,Ackermann Remo *,*,10.00,Heierli Pascal *,6
-,Rüegg Fabian *,*,9.00,Oettli Marco **,1
+,Ulmann Fabian *,*,10.00,Oettli Marco **,2
o,Räbmatter Patrick ***,***,8.75,Oettli Marco **,3
+,Zumbach Michael,Michael,9.75,Oettli Marco **,4
-,Funk Nicola *,*,9.00,Oettli Marco **,5
+,Bärtsch Fabian *,*,9.75,Oettli Marco **,6
+,Dändliker Shane **,**,10.00,Notz Beni ***,1
-,Elmer Daniel *,*,8.75,Notz Beni ***,2
+,Lenherr Cédric (2003) *,*,10.00,Notz Beni ***,3
o,Bless Michael ***,***,8.50,Notz Beni ***,4
+,Lanter Christian *,*,10.00,Notz Beni ***,5
-,Riget Florian *,*,8.75,Notz Beni ***,6
-,Brülisauer Dominik,Dominik,8.75,Odermatt Michi,1
-,Thiemann Fabrice,Fabrice,8.75,Odermatt Michi,2
+,Langenegger Beat,Beat,10.00,Odermatt Michi,3
o,Blaser Niklas *,*,8.50,Odermatt Michi,4
+,Nüesch Remo,Remo,10.00,Odermatt Michi,5
+,Schlegel Reto *,*,9.75,Odermatt Michi,6
o,Wey Nicola *,*,8.50,Gartmann Mauro **,1
-,Hobi Ignaz *,*,8.75,Gartmann Mauro **,2
+,Schwyn Patrick,Patrick,9.75,Gartmann Mauro **,3
-,Baumgartner Ramon *,*,9.00,Gartmann Mauro **,4
+,Schegg Daniel,Daniel,9.75,Gartmann Mauro **,5
+,Stadelmann Patrick,Patrick,10.00,Gartmann Mauro **,6
+,Kammermann Dominik,Dominik,10.00,Keller Lukas,1
-,Joos Enrico (2003) *,*,9.00,Keller Lukas,2
o,Bärtsch Fabian *,*,8.50,Keller Lukas,3
o,Schlegel Reto *,*,8.50,Keller Lukas,4
+,Ziegler Andreas,Andreas,9.75,Keller Lukas,5
+,Schiess Christian,Christian,10.00,Keller Lukas,6
-,Arztmann Beda **,**,8.75,Mollet Ivan **,1
