3346-2018-08-05_111_Nordwestschweizer_Schwingfest-ST

1a;Schmid David;***;;;;;;;;;57.75
-;;;Ulrich Andreas;***;;;;;;;8.75
+;4;8.75;Gerber Manuel;*;10;55.25;2;9.75;-2;1.0;10.0
+;5;18.75;Bader Andreas;**;9;55.5;7;18.25;2;-0.5;10.0
-;3;28.75;Giger Samuel;***;1;57.75;3;28.75;0;0.0;9.0
+;5;37.75;Gapany Benjamin;**;6;56.25;2;38.75;-3;1.0;10.0
+;3;47.75;Scherrer Johann;**;8;55.75;5;47.25;2;-0.5;10.0

1b;Giger Samuel;***;;;;;;;;;57.75
+;;;Räbmatter Patrick;***;;;;;;;9.75
+;2;9.75;Döbeli Andreas;*;7;56.0;1;10.0;-1;0.25;10.0
-;2;19.75;Müllestein Mike;***;1;57.75;1;20.0;-1;0.25;9.0
-;3;28.75;Schmid David;***;1;57.75;3;28.75;0;0.0;9.0
+;5;37.75;Schmid Samuel;**;9;55.5;3;38.25;-2;0.5;10.0
+;3;47.75;Anderegg David;*;9;55.5;6;47.0;3;-0.75;10.0

1c;Müllestein Mike;***;;;;;;;;;57.75
+;;;Stalder Remo;***;;;;;;;10.0
+;1;10.0;Stoll Simon;*;5;56.5;1;10.0;0;0.0;10.0
-;1;20.0;Giger Samuel;***;1;57.75;2;19.75;1;-0.25;9.0
+;2;29.0;Widmer Tobias;**;3;57.0;3;28.75;1;-0.25;10.0
+;1;39.0;Kropf Marcel;**;3;57.0;2;38.75;1;-0.25;10.0
-;1;49.0;Anderegg Simon;***;3;57.0;2;48.0;1;-1.0;8.75

2a;Alpiger Nick;***;;;;;;;;;57.5
-;;;Orlik Curdin;**;;;;;;;8.75
+;4;8.75;Krebs Clemens;*;22;35.25;5;8.5;1;-0.25;9.75
+;6;18.5;Rychen Roger;***;4;56.75;7;18.25;1;-0.25;10.0
-;4;28.5;Gapany Benjamin;**;6;56.25;1;29.75;-3;1.25;9.0
+;6;37.5;Leuthard Reto;*;4;56.75;3;38.25;-3;0.75;10.0
+;4;47.5;Gerber Manuel;*;10;55.25;7;46.75;3;-0.75;10.0

3a;Anderegg Simon;***;;;;;;;;;57.0
-;;;Bieri Christoph;***;;;;;;;8.75
+;4;8.75;Schmid Samuel;**;9;55.5;1;10.0;-3;1.25;9.75
+;6;18.5;Erb Roger;**;9;55.5;6;18.5;0;0.0;10.0
+;4;28.5;Voggensperger Janic;**;4;56.75;4;28.5;0;0.0;9.75
+;3;38.25;Räbmatter Patrick;***;10;55.25;3;38.25;0;0.0;9.75
-;2;48.0;Müllestein Mike;***;1;57.75;1;49.0;-1;1.0;9.0

3b;Widmer Tobias;**;;;;;;;;;57.0
-;;;Brand Christian;**;;;;;;;8.75
+;4;8.75;Moser Matthias;*;14;54.25;4;8.75;0;0.0;10.0
+;5;18.75;Burkhardt Roy;;11;55.0;3;19.5;-2;0.75;10.0
o;3;28.75;Müllestein Mike;***;1;57.75;2;29.0;-1;0.25;8.5
+;7;37.25;Stoll Simon;*;5;56.5;4;38.0;-3;0.75;9.75
+;6;47.0;Stalder Remo;***;11;55.0;8;46.5;2;-0.5;10.0

3c;Kropf Marcel;**;;;;;;;;;57.0
+;;;Steinmann Yves;*;;;;;;;10.0
-;1;10.0;Ulrich Andreas;***;8;55.75;4;8.75;3;-1.25;8.75
+;5;18.75;Döbeli Lukas (2000);**;8;55.75;6;18.5;1;-0.25;10.0
+;3;28.75;Gerber Andrj (2000);*;14;54.25;4;28.5;1;-0.25;10.0
o;2;38.75;Müllestein Mike;***;1;57.75;1;39.0;-1;0.25;8.5
+;5;47.25;Rüegger Aaron;*;10;55.25;7;46.75;2;-0.5;9.75

4a;Leuthard Reto;*;;;;;;;;;56.75
-;;;Stegmüller Klemens;*;;;;;;;9.0
+;3;9.0;Bruder Adrian;;15;54.0;1;10.0;-2;1.0;9.75
+;5;18.75;Gerber Manuel;*;10;55.25;7;18.25;2;-0.5;9.75
+;4;28.5;Ulrich Andreas;***;8;55.75;8;27.5;4;-1.0;9.75
o;3;38.25;Alpiger Nick;***;2;57.5;6;37.5;3;-0.75;8.5
+;7;46.75;Burkhardt Roy;;11;55.0;8;46.5;1;-0.25;10.0

4b;Rychen Roger;***;;;;;;;;;56.75
+;;;Voggensperger Janic;**;;;;;;;9.75
o;2;9.75;Studinger Stephan;**;10;55.25;2;9.75;0;0.0;8.5
o;7;18.25;Alpiger Nick;***;2;57.5;6;18.5;-1;0.25;8.5
+;11;26.75;Stark Urban (2000);;10;55.25;5;28.25;-6;1.5;10.0
+;9;36.75;Stoffel Marc;**;9;55.5;7;37.25;-2;0.5;10.0
+;7;46.75;Vieira Tiago;**;8;55.75;5;47.25;-2;0.5;10.0

4c;Voggensperger Janic;**;;;;;;;;;56.75
o;;;Rychen Roger;***;;;;;;;8.5
+;5;8.5;Küng Marco;*;14;54.25;4;8.75;-1;0.25;10.0
+;6;18.5;Hitz Florian;;13;54.5;2;19.75;-4;1.25;10.0
o;4;28.5;Anderegg Simon;***;3;57.0;4;28.5;0;0.0;8.5
+;8;37.0;Winiger Fabian;**;10;55.25;8;37.0;0;0.0;9.75
+;7;46.75;Stegmüller Klemens;*;10;55.25;7;46.75;0;0.0;10.0

5a;Hauri Urs;**;;;;;;;;;56.5
o;;;Schmid Samuel;**;;;;;;;8.5
-;5;8.5;Anderegg David;*;9;55.5;5;8.5;0;0.0;8.75
+;11;17.25;Müller Christian;;15;54.0;7;18.25;-4;1.0;10.0
+;9;27.25;Meyer Markus;;20;52.75;9;27.25;0;0.0;9.75
+;8;37.0;Mangold Michael;**;9;55.5;7;37.25;-1;0.25;9.75
+;7;46.75;Brodard Augustin;**;12;54.75;9;46.25;2;-0.5;9.75

5b;Stoll Simon;*;;;;;;;;;56.5
+;;;Döbeli Lukas (2000);**;;;;;;;10.0
o;1;10.0;Müllestein Mike;***;1;57.75;1;10.0;0;0.0;8.5
+;6;18.5;Schwegler Dominik;;10;55.25;2;19.75;-4;1.25;9.75
+;5;28.25;Odermatt Adrian (2001);*;7;56.0;7;27.75;2;-0.5;9.75
o;4;38.0;Widmer Tobias;**;3;57.0;7;37.25;3;-0.75;8.5
+;8;46.5;Steinmann Yves;*;10;55.25;7;46.75;-1;0.25;10.0

5c;Widmer David;;;;;;;;;;56.5
+;;;Schwob Marco;;;;;;;;9.75
-;2;9.75;Probst Gabriel;**;10;55.25;5;8.5;3;-1.25;8.75
o;6;18.5;Brand Christian;**;9;55.5;11;17.25;5;-1.25;8.5
+;10;27.0;Bruder Adrian;;15;54.0;9;27.25;-1;0.25;9.75
+;9;36.75;Lisser Beat;*;14;54.25;12;36.0;3;-0.75;9.75
+;8;46.5;Stark Urban (2000);;10;55.25;8;46.5;0;0.0;10.0

6a;Gapany Benjamin;**;;;;;;;;;56.25
+;;;Erb Roger;**;;;;;;;9.75
+;2;9.75;Schillig Willi;**;7;56.0;1;10.0;-1;0.25;10.0
+;2;19.75;Studinger Stephan;**;10;55.25;3;19.5;1;-0.25;10.0
-;1;29.75;Alpiger Nick;***;2;57.5;4;28.5;3;-1.25;9.0
o;2;38.75;Schmid David;***;1;57.75;5;37.75;3;-1.0;8.75
-;4;47.5;Döbeli Lukas (2000);**;8;55.75;6;47.0;2;-0.5;8.75

7a;Räber Lukas;*;;;;;;;;;56.0
+;;;Studer Remo;*;;;;;;;9.75
o;2;9.75;Brodard Augustin;**;12;54.75;5;8.5;3;-1.25;8.5
+;7;18.25;Fritz Christian;;16;53.75;2;19.75;-5;1.5;9.75
+;6;28.0;Stegmüller Klemens;*;10;55.25;6;28.0;0;0.0;9.75
o;5;37.75;Brand Christian;**;9;55.5;8;37.0;3;-0.75;8.5
+;9;46.25;Kocher Remo;**;13;54.5;10;46.0;1;-0.25;9.75

