5168-2022-06-26_126_Nordostschweizer_Schwingfest-ST

1a;Giger Samuel;***;;;;;;;;;58.75
+;11;27.0;Bürgler Patrick;*;16;54.0;11;27.0;0;0.0;10.0
+;8;37.0;Leuppi Karim;*;11;55.25;9;36.75;1;-0.25;9.75
o;8;46.75;Signer Andy;*;6;56.5;9;46.5;1;-0.25;8.75

10n;Bucher Roman;;;;;;;;;;55.5
-;;;Kammermann Dominik;;;;;;;;8.75
+;4;8.75;Joos Roman (2005);;30;34.25;4;8.75;0;0.0;10.0
-;5;18.75;Lüthi Manuel;*;28;34.75;10;17.5;5;-1.25;8.75
o;9;27.5;Schmid Dominik;**;4;57.0;10;27.25;1;-0.25;8.5
+;12;36.0;Mannhart Jan;*;16;54.0;13;35.75;1;-0.25;9.75
+;12;45.75;Nüesch Sandro (2005);;16;54.0;13;45.5;1;-0.25;9.75

11a;Schudel Simon;*;;;;;;;;;55.25
o;;;Ackermann Rico;*;;;;;;;8.75
+;4;8.75;Elmer Daniel;*;10;55.5;4;8.75;0;0.0;9.75
+;6;18.5;Flütsch Marco;;15;54.25;6;18.5;0;0.0;9.75
o;6;28.25;Bieri Marcel;***;10;55.5;12;26.75;6;-1.5;8.5
+;9;36.75;Bachmann Janos (2004);;16;54.0;8;37.0;-1;0.25;10.0
o;8;46.75;Räbsamen Marcel;**;5;56.75;8;46.75;0;0.0;8.5

11b;Baumann Rico;*;;;;;;;;;55.25
-;;;Hugelshofer Lars;*;;;;;;;8.75
-;4;8.75;Biäsch Christian;*;8;56.0;5;8.5;1;-0.25;8.75
+;10;17.5;Buchmann Michael;*;28;34.75;10;17.5;0;0.0;10.0
-;9;27.5;Lanter Christian;*;10;55.5;9;27.5;0;0.0;9.0
-;10;36.5;Kolb Kilian (2005);;13;54.75;8;37.0;-2;0.5;8.75
+;14;45.25;Rüegg Patrick;;18;53.5;16;44.75;2;-0.5;10.0

11c;Landolt Reto;*;;;;;;;;;55.25
+;;;Schläpfer Matthias;*;;;;;;;10.0
o;1;10.0;Zwyssig Raphael;***;8;56.0;4;8.75;3;-1.25;8.5
+;6;18.5;Habegger Andrin (2005);;15;54.25;6;18.5;0;0.0;9.75
o;6;28.25;Geisser Lars;**;3;57.25;9;27.5;3;-0.75;8.5
+;9;36.75;Kammermann Dominik;;9;55.75;7;37.25;-2;0.5;9.75
-;9;46.5;Fausch Kjetil;*;10;55.5;9;46.5;0;0.0;8.75

11d;Brügger Stefan;*;;;;;;;;;55.25
-;;;Oertle Daniel;*;;;;;;;8.75
o;4;8.75;Bachmann Janos (2004);;16;54.0;1;10.0;-3;1.25;8.5
+;11;17.25;Bleiker Ueli (2004);*;31;34.0;12;17.0;1;-0.25;9.75
+;11;27.0;Hugelshofer Lars;*;27;35.25;12;26.75;1;-0.25;9.75
-;9;36.75;Imhof Gregor;;12;55.0;10;36.5;1;-0.25;8.75
+;13;45.5;Bürgler Patrick;*;16;54.0;13;45.5;0;0.0;9.75

11e;Balimann Sandro;*;;;;;;;;;55.25
o;;;Koch Reto;*;;;;;;;8.5
+;5;8.5;Imhof Gregor;;12;55.0;2;9.75;-3;1.25;10.0
+;6;18.5;Ochsner Reto;;13;54.75;3;19.5;-3;1.0;10.0
o;5;28.5;Forrer Arnold;***;4;57.0;10;27.25;5;-1.25;8.5
+;8;37.0;Elmer Daniel;*;10;55.5;9;36.75;1;-0.25;9.75
o;8;46.75;Rychen Roger;***;3;57.25;6;47.25;-2;0.5;8.5

11f;Schlegel Reto;*;;;;;;;;;55.25
+;;;Nock Benjamin;*;;;;;;;10.0
o;1;10.0;Voggensperger Janic;**;7;56.25;2;9.75;1;-0.25;8.5
o;6;18.5;Bühler Hannes;*;10;55.5;6;18.5;0;0.0;8.5
+;11;27.0;Schmid Patrick;*;15;54.25;11;27.0;0;0.0;9.75
+;9;36.75;Hänni Marc;;15;54.25;7;37.25;-2;0.5;10.0
o;8;46.75;Leuppi Samir;***;5;56.75;7;47.0;-1;0.25;8.5

11g;Leuppi Karim;*;;;;;;;;;55.25
+;;;Elmer Daniel;*;;;;;;;10.0
o;1;10.0;Schmid Dominik;**;4;57.0;3;9.0;2;-1.0;8.5
o;6;18.5;Bernold Michael;*;7;56.25;6;18.5;0;0.0;8.5
+;11;27.0;Ackermann Rico;*;14;54.5;11;27.0;0;0.0;9.75
o;9;36.75;Inauen Aurel;;10;55.5;8;37.0;-1;0.25;8.75
+;13;45.5;Schwyn Patrick;;14;54.5;12;45.75;-1;0.25;9.75

11h;Ammann Rico;*;;;;;;;;;55.25
o;;;Jörger Marc;*;;;;;;;8.5
+;5;8.5;Schmid Patrick;*;15;54.25;4;8.75;-1;0.25;10.0
+;6;18.5;Fejzaj Naim;**;12;55.0;7;18.25;1;-0.25;9.75
o;6;28.25;Zwyssig Raphael;***;8;56.0;11;27.0;5;-1.25;8.5
+;9;36.75;Wehrli Jan;;18;53.5;10;36.5;1;-0.25;10.0
o;8;46.75;Bernold Michael;*;7;56.25;9;46.5;1;-0.25;8.5

12a;Rüegg Fabian;*;;;;;;;;;55.0
-;;;Wittenwiler Roman;*;;;;;;;8.75
+;4;8.75;Hochholdinger Roman;**;10;55.5;5;8.5;1;-0.25;9.75
o;6;18.5;Oettli Marco;**;9;55.75;6;18.5;0;0.0;8.75
-;10;27.25;Kolb Kilian (2005);;13;54.75;7;28.0;-3;0.75;9.0
-;11;36.25;Lanter Christian;*;10;55.5;10;36.5;-1;0.25;9.0
+;14;45.25;Inauen Andreas;*;16;54.0;13;45.5;-1;0.25;9.75

12b;Elmer Adrian;*;;;;;;;;;55.0
+;;;Koller Fabian;*;;;;;;;10.0
o;1;10.0;Walther Adrian;**;5;56.75;5;8.5;4;-1.5;8.5
+;6;18.5;Bürgler Patrick;*;16;54.0;6;18.5;0;0.0;9.75
o;6;28.25;Notz Beni;***;8;56.0;11;27.0;5;-1.25;8.5
+;9;36.75;Nüesch Sandro (2005);;16;54.0;8;37.0;-1;0.25;9.75
o;9;46.5;Schneider Mario;**;4;57.0;6;47.25;-3;0.75;8.5

12c;Kolb Pirmin;*;;;;;;;;;55.0
-;;;Burch Dean;*;;;;;;;9.0
o;3;9.0;Fejzaj Naim;**;12;55.0;5;8.5;2;-0.5;8.5
+;10;17.5;Anliker Andri;;19;53.25;6;18.5;-4;1.0;9.75
-;10;27.25;Nock Benjamin;*;13;54.75;10;27.25;0;0.0;9.0
o;11;36.25;Schmidlin Tobias;*;9;55.75;13;35.75;2;-0.5;8.75
+;15;45.0;Bachmann Janos (2004);;16;54.0;13;45.5;-2;0.5;10.0

12d;Fejzaj Naim;**;;;;;;;;;55.0
o;;;Bernold Christian;**;;;;;;;8.5
+;5;8.5;Kolb Pirmin;*;12;55.0;3;9.0;-2;0.5;9.75
o;7;18.25;Ammann Rico;*;11;55.25;6;18.5;-1;0.25;8.5
+;12;26.75;Mettler Valentin;*;16;54.0;11;27.0;-1;0.25;9.75
+;10;36.5;Ulmann Fabian;*;20;53.0;13;35.75;3;-0.75;10.0
o;9;46.5;Forrer Arnold;***;4;57.0;7;47.0;-2;0.5;8.5

12e;Müller Josias (2006);;;;;;;;;;55.0
+;;;Magani Flurin;;;;;;;;10.0
o;1;10.0;Pianta Christian;*;14;54.5;4;8.75;3;-1.25;8.5
o;6;18.5;Nock Benjamin;*;13;54.75;11;17.25;5;-1.25;8.5
o;11;27.0;Bösch Mario (2006);;17;53.75;11;27.0;0;0.0;8.5
+;14;35.5;Horner Sämi;;16;54.0;14;35.5;0;0.0;9.75
+;14;45.25;Giger Florian;;19;53.25;17;44.5;3;-0.75;9.75

12f;Imhof Gregor;;;;;;;;;;55.0
+;;;Signer Walter;;;;;;;;9.75
o;2;9.75;Balimann Sandro;*;11;55.25;5;8.5;3;-1.25;8.5
+;7;18.25;Odermatt Michi;;29;34.5;10;17.5;3;-0.75;9.75
o;7;28.0;Niederer Andreas;*;15;54.25;10;27.25;3;-0.75;8.5
-;10;36.5;Brügger Stefan;*;11;55.25;9;36.75;-1;0.25;8.75
+;14;45.25;Bösch Mario (2006);;17;53.75;14;45.25;0;0.0;9.75

12g;Schiesser Patrik;*;;;;;;;;;55.0
o;;;Hobi Ignaz;*;;;;;;;8.5
o;5;8.5;Lehmann Philipp;*;3;57.25;5;8.5;0;0.0;8.5
+;12;17.0;Bösch Mario (2006);;17;53.75;6;18.5;-6;1.5;9.75
+;12;26.75;Inauen Andreas;*;16;54.0;11;27.0;-1;0.25;10.0
+;9;36.75;Winzeler Simon;*;15;54.25;9;36.75;0;0.0;9.75
o;9;46.5;Dumelin David;**;4;57.0;7;47.0;-2;0.5;8.5

12h;Schwyn Adrian;*;;;;;;;;;55.0
o;;;Jörger Corsin;*;;;;;;;8.5
o;5;8.5;Egli Martin;*;26;35.5;5;8.5;0;0.0;8.5
-;12;17.0;Brülisauer Dominik;;13;54.75;6;18.5;-6;1.5;8.75
+;16;25.75;Bleiker Ueli (2004);*;31;34.0;17;25.5;1;-0.25;9.75
+;14;35.5;Signer Walter;;22;52.5;14;35.5;0;0.0;9.75
+;14;45.25;Wild Thomas;*;19;53.25;16;44.75;2;-0.5;9.75

12i;Fuster Sepp;*;;;;;;;;;55.0
+;;;Lüthi Manuel;*;;;;;;;9.75
o;2;9.75;Räbsamen Marcel;**;5;56.75;5;8.5;3;-1.25;8.5
+;7;18.25;Wild Thomas;*;19;53.25;10;17.5;3;-0.75;10.0
o;6;28.25;Schneider Domenic;***;3;57.25;10;27.25;4;-1.0;8.5
+;9;36.75;Schwyn Patrick;;14;54.5;8;37.0;-1;0.25;9.75
o;9;46.5;Kindlimann Fabian;***;3;57.25;6;47.25;-3;0.75;8.5

12j;Schnurrenberger Roman;**;;;;;;;;;55.0
+;;;Hochholdinger Roman;**;;;;;;;9.75
o;2;9.75;Giger Samuel;***;1;58.75;2;9.75;0;0.0;8.5
+;7;18.25;Giger Lorenz;;13;54.75;3;19.5;-4;1.25;10.0
o;6;28.25;Bernold Michael;*;7;56.25;6;28.25;0;0.0;8.75
-;8;37.0;Joos Enrico;*;13;54.75;8;37.0;0;0.0;9.0
-;11;46.0;Burkhalter Stefan;***;13;54.75;11;46.0;0;0.0;9.0

12k;Tschudi Mario;;;;;;;;;;55.0
+;;;Bachmann Oliver (2004);;;;;;;;10.0
+;1;10.0;Ulmann Fabian;*;20;53.0;4;8.75;3;-1.25;9.75
o;2;19.75;Rotach Lars;*;8;56.0;6;18.5;4;-1.25;8.5
o;6;28.25;Odermatt Gian Maria (2004);*;6;56.5;6;28.25;0;0.0;8.5
+;9;36.75;Ziegler Andreas;;17;53.75;9;36.75;0;0.0;9.75
o;9;46.5;Koch Reto;*;6;56.5;8;46.75;-1;0.25;8.5

13a;Erb Roger;**;;;;;;;;;54.75
o;;;Kindlimann Fabian;***;;;;;;;8.5
+;5;8.5;Winzeler Simon;*;15;54.25;2;9.75;-3;1.25;9.75
+;7;18.25;Oettli Silvio;**;8;56.0;4;19.0;-3;0.75;9.75
o;7;28.0;Räbsamen Marcel;**;5;56.75;5;28.5;-2;0.5;8.5
o;10;36.5;Good Marco;**;8;56.0;7;37.25;-3;0.75;8.5
+;15;45.0;Mettler Valentin;*;16;54.0;13;45.5;-2;0.5;9.75

13b;Kuster Thomas;**;;;;;;;;;54.75
-;;;Good Marco;**;;;;;;;8.75
-;4;8.75;Wey Nicola;*;7;56.25;2;9.75;-2;1.0;9.0
-;9;17.75;Kurmann Patrick;*;13;54.75;6;18.5;-3;0.75;8.75
+;13;26.5;Rhyner Beni;;14;54.5;10;27.25;-3;0.75;10.0
+;10;36.5;Koller Silvan;*;15;54.25;8;37.0;-2;0.5;9.75
o;10;46.25;Oettli Silvio;**;8;56.0;10;46.25;0;0.0;8.5

13c;Burkhalter Thomas;*;;;;;;;;;54.75
+;;;Egli Martin;*;;;;;;;10.0
o;1;10.0;Rychen Roger;***;3;57.25;1;10.0;0;0.0;8.5
+;6;18.5;Ackermann Rico;*;14;54.5;6;18.5;0;0.0;10.0
-;5;28.5;Kobler Janosch;*;15;54.25;6;28.25;1;-0.25;9.0
o;6;37.5;Rotach Lars;*;8;56.0;7;37.25;1;-0.25;8.5
-;11;46.0;Joos Enrico;*;13;54.75;11;46.0;0;0.0;8.75

13d;Brülisauer Dominik;;;;;;;;;;54.75
-;;;Zumbach Michael;;;;;;;;8.75
+;4;8.75;Peter Philipp;;30;34.25;5;8.5;1;-0.25;9.75
-;6;18.5;Schwyn Adrian;*;12;55.0;12;17.0;6;-1.5;8.75
-;10;27.25;Hobi Ignaz;*;14;54.5;10;27.25;0;0.0;8.75
-;12;36.0;Kurmann Patrick;*;13;54.75;7;37.25;-5;1.25;9.0
+;15;45.0;Anliker Andri;;19;53.25;17;44.5;2;-0.5;9.75

13e;Kolb Kilian (2005);;;;;;;;;;54.75
-;;;Rüegg Patrick;;;;;;;;9.0
-;3;9.0;Wild Thomas;*;19;53.25;5;8.5;2;-0.5;9.0
+;8;18.0;Bachmann Oliver (2004);;31;34.0;12;17.0;4;-1.0;10.0
-;7;28.0;Rüegg Fabian;*;12;55.0;10;27.25;3;-0.75;9.0
-;8;37.0;Baumann Rico;*;11;55.25;10;36.5;2;-0.5;8.75
-;12;45.75;Baumgartner Ramon;**;13;54.75;12;45.75;0;0.0;9.0

13f;Keller Werner;*;;;;;;;;;54.75
+;;;Peter Philipp;;;;;;;;9.75
o;2;9.75;Dumelin David;**;4;57.0;5;8.5;3;-1.25;8.5
+;7;18.25;Keller Manuel;*;30;34.25;12;17.0;5;-1.25;9.75
+;7;28.0;Schäppi Urs;*;24;44.25;10;27.25;3;-0.75;9.75
o;5;37.75;Notz Beni;***;8;56.0;8;37.0;3;-0.75;8.5
o;10;46.25;Ott Damian;**;7;56.25;10;46.25;0;0.0;8.5

13g;Kurmann Patrick;*;;;;;;;;;54.75
+;;;Wolfer Lukas;*;;;;;;;10.0
o;1;10.0;Wittenwiler Roman;*;7;56.25;3;9.0;2;-1.0;8.5
-;6;18.5;Kuster Thomas;**;13;54.75;9;17.75;3;-0.75;8.75
+;10;27.25;Giger Lorenz;;13;54.75;7;28.0;-3;0.75;10.0
-;7;37.25;Brülisauer Dominik;;13;54.75;12;36.0;5;-1.25;9.0
o;10;46.25;Walther Adrian;**;5;56.75;8;46.75;-2;0.5;8.5

13h;Nock Benjamin;*;;;;;;;;;54.75
o;;;Schlegel Reto;*;;;;;;;8.5
-;5;8.5;Bollhalder Manuel;*;23;44.75;4;8.75;-1;0.25;8.75
+;11;17.25;Müller Josias (2006);;12;55.0;6;18.5;-5;1.25;10.0
-;10;27.25;Kolb Pirmin;*;12;55.0;10;27.25;0;0.0;9.0
-;11;36.25;Flütsch Marco;;15;54.25;13;35.75;2;-0.5;8.75
+;15;45.0;Signer Tobias (2004);;20;53.0;17;44.5;2;-0.5;9.75

13i;Baumgartner Ramon;**;;;;;;;;;54.75
-;;;Oettli Silvio;**;;;;;;;9.0
-;3;9.0;Jörger Marc;*;14;54.5;1;10.0;-2;1.0;8.75
o;9;17.75;Jörger Corsin;*;10;55.5;6;18.5;-3;0.75;8.5
+;14;26.25;Kundert Elias (2005);*;14;54.5;11;27.0;-3;0.75;9.75
+;12;36.0;Büchler Livio;;20;53.0;12;36.0;0;0.0;9.75
-;12;45.75;Kolb Kilian (2005);;13;54.75;12;45.75;0;0.0;9.0

13j;Giger Lorenz;;;;;;;;;;54.75
+;;;Lacher Tobias (2005);;;;;;;;9.75
+;2;9.75;Blaser Niklas;*;20;53.0;5;8.5;3;-1.25;9.75
o;3;19.5;Schnurrenberger Roman;**;12;55.0;7;18.25;4;-1.25;8.5
o;7;28.0;Kurmann Patrick;*;13;54.75;10;27.25;3;-0.75;8.5
o;10;36.5;Bernold Christian;**;9;55.75;7;37.25;-3;0.75;8.5
+;15;45.0;Korrodi Janik (2004);;16;54.0;13;45.5;-2;0.5;9.75

13k;Ochsner Reto;;;;;;;;;;54.75
+;;;Inauen Aurel;;;;;;;;9.75
+;2;9.75;Wolfer Lukas;*;27;35.25;5;8.5;3;-1.25;9.75
o;3;19.5;Balimann Sandro;*;11;55.25;6;18.5;3;-1.0;8.5
o;7;28.0;Koller Silvan;*;15;54.25;10;27.25;3;-0.75;8.5
o;10;36.5;Jörger Corsin;*;10;55.5;8;37.0;-2;0.5;8.5
+;15;45.0;Signer Walter;;22;52.5;19;44.0;4;-1.0;9.75

13l;Joos Enrico;*;;;;;;;;;54.75
o;;;Inauen Andreas;*;;;;;;;8.5
+;5;8.5;Bachmann Oliver (2004);;31;34.0;5;8.5;0;0.0;10.0
+;6;18.5;Signer Tobias (2004);;20;53.0;5;18.75;-1;0.25;10.0
o;5;28.5;Dumelin David;**;4;57.0;5;28.5;0;0.0;8.5
-;8;37.0;Schnurrenberger Roman;**;12;55.0;8;37.0;0;0.0;9.0
-;11;46.0;Burkhalter Thomas;*;13;54.75;11;46.0;0;0.0;8.75

13m;Burkhalter Stefan;***;;;;;;;;;54.75
-;;;Forrer Arnold;***;;;;;;;8.75
-;4;8.75;Hobi Ignaz;*;14;54.5;1;10.0;-3;1.25;8.75
-;10;17.5;Pianta Christian;*;14;54.5;5;18.75;-5;1.25;8.75
+;14;26.25;Schmidlin Tobias;*;9;55.75;10;27.25;-4;1.0;10.0
+;11;36.25;Wetter Silvan;*;14;54.5;7;37.25;-4;1.0;9.75
-;11;46.0;Schnurrenberger Roman;**;12;55.0;11;46.0;0;0.0;8.75

13n;Burch Dean;*;;;;;;;;;54.75
-;;;Kolb Pirmin;*;;;;;;;9.0
-;3;9.0;Hugelshofer Lars;*;27;35.25;4;8.75;1;-0.25;9.0
o;8;18.0;Lehmann Philipp;*;3;57.25;6;18.5;-2;0.5;8.5
+;13;26.5;Anliker Andri;;19;53.25;11;27.0;-2;0.5;10.0
o;10;36.5;Kolb This;**;9;55.75;8;37.0;-2;0.5;8.5
+;15;45.0;Wehrli Jan;;18;53.5;15;45.0;0;0.0;9.75

14a;Kundert Elias (2005);*;;;;;;;;;54.5
-;;;Niederer Andreas;*;;;;;;;8.75
+;4;8.75;Spörndli Cyril;;22;52.5;1;10.0;-3;1.25;9.75
o;6;18.5;Good Marco;**;8;56.0;10;17.5;4;-1.0;8.5
o;11;27.0;Baumgartner Ramon;**;13;54.75;14;26.25;3;-0.75;8.5
+;14;35.5;Giger Florian;;19;53.25;13;35.75;-1;0.25;10.0
-;13;45.5;Ackermann Rico;*;14;54.5;13;45.5;0;0.0;9.0

14b;Ackermann Rico;*;;;;;;;;;54.5
+;;;Schudel Simon;*;;;;;;;10.0
o;1;10.0;Schlegel Werner;**;2;57.5;1;10.0;0;0.0;8.5
o;6;18.5;Burkhalter Thomas;*;13;54.75;6;18.5;0;0.0;8.5
o;11;27.0;Leuppi Karim;*;11;55.25;11;27.0;0;0.0;8.75
+;13;35.75;Zumbach Michael;;16;54.0;9;36.75;-4;1.0;9.75
-;13;45.5;Kundert Elias (2005);*;14;54.5;13;45.5;0;0.0;9.0

14c;Jörger Marc;*;;;;;;;;;54.5
+;;;Ammann Rico;*;;;;;;;10.0
-;1;10.0;Baumgartner Ramon;**;13;54.75;3;9.0;2;-1.0;8.75
+;5;18.75;Kolb This;**;9;55.75;5;18.75;0;0.0;10.0
o;4;28.75;Kindlimann Fabian;***;3;57.25;5;28.5;1;-0.25;8.5
o;7;37.25;Wey Nicola;*;7;56.25;7;37.25;0;0.0;8.5
-;12;45.75;Wetter Silvan;*;14;54.5;12;45.75;0;0.0;8.75

14d;Feldmann Patrik (2005);;;;;;;;;;54.5
+;;;Siegenthaler Joël;;;;;;;;10.0
-;1;10.0;Schmidlin Tobias;*;9;55.75;4;8.75;3;-1.25;8.75
o;5;18.75;Bollhalder Manuel;*;23;44.75;10;17.5;5;-1.25;8.75
o;9;27.5;Kolb This;**;9;55.75;10;27.25;1;-0.25;8.5
-;12;36.0;Oertle Daniel;*;21;52.75;14;35.5;2;-0.5;8.75
+;16;44.75;Spörndli Cyril;;22;52.5;19;44.0;3;-0.75;9.75

14e;Wetter Silvan;*;;;;;;;;;54.5
-;;;Lanter Christian;*;;;;;;;8.75
+;4;8.75;Buchmann Michael;*;28;34.75;3;9.0;-1;0.25;10.0
o;5;18.75;Schwander Severin;**;8;56.0;9;17.75;4;-1.0;8.5
+;10;27.25;Spörndli Cyril;;22;52.5;11;27.0;1;-0.25;10.0
o;7;37.25;Burkhalter Stefan;***;13;54.75;11;36.25;4;-1.0;8.5
-;12;45.75;Jörger Marc;*;14;54.5;12;45.75;0;0.0;8.75

14f;Funk Nicola;*;;;;;;;;;54.5
o;;;Fausch Kjetil;*;;;;;;;8.5
-;5;8.5;Lüthi Manuel;*;28;34.75;5;8.5;0;0.0;9.0
-;10;17.5;Kiser Aron;;14;54.5;9;17.75;-1;0.25;8.75
+;14;26.25;Signer Walter;;22;52.5;11;27.0;-3;0.75;10.0
+;11;36.25;Wild Thomas;*;19;53.25;12;36.0;1;-0.25;9.75
o;11;46.0;Hersche Martin;***;10;55.5;12;45.75;1;-0.25;8.5

14g;Pianta Christian;*;;;;;;;;;54.5
-;;;Schmidlin Tobias;*;;;;;;;8.75
+;4;8.75;Müller Josias (2006);;12;55.0;1;10.0;-3;1.25;10.0
-;5;18.75;Burkhalter Stefan;***;13;54.75;10;17.5;5;-1.25;8.75
+;9;27.5;Lenherr Cédric;*;10;55.5;10;27.25;1;-0.25;10.0
o;6;37.5;Geisser Lars;**;3;57.25;6;37.5;0;0.0;8.5
o;11;46.0;Oettli Marco;**;9;55.75;11;46.0;0;0.0;8.5

14h;Kiser Aron;;;;;;;;;;54.5
-;;;Odermatt Michi;;;;;;;;8.75
-;4;8.75;Büchler Livio;;20;53.0;5;8.5;1;-0.25;9.0
-;9;17.75;Funk Nicola;*;14;54.5;10;17.5;1;-0.25;8.75
+;13;26.5;Wagner Andreas;;28;34.75;14;26.25;1;-0.25;9.75
o;11;36.25;Bürgler Patrick;*;16;54.0;14;35.5;3;-0.75;8.5
+;16;44.75;Zumbach Michael;;16;54.0;13;45.5;-3;0.75;9.75

14i;Rhyner Beni;;;;;;;;;;54.5
+;;;Bösch Mario (2006);;;;;;;;10.0
o;1;10.0;Oertle Daniel;*;21;52.75;4;8.75;3;-1.25;8.75
o;5;18.75;Kobler Janosch;*;15;54.25;7;18.25;2;-0.5;8.5
o;10;27.25;Kuster Thomas;**;13;54.75;13;26.5;3;-0.75;8.5
-;13;35.75;Anliker Andri;;19;53.25;14;35.5;1;-0.25;9.0
+;16;44.75;Büchler Livio;;20;53.0;17;44.5;1;-0.25;9.75

14j;Hobi Ignaz;*;;;;;;;;;54.5
+;;;Schiesser Patrik;*;;;;;;;10.0
-;1;10.0;Burkhalter Stefan;***;13;54.75;4;8.75;3;-1.25;8.75
o;5;18.75;Wey Nicola;*;7;56.25;6;18.5;1;-0.25;8.5
-;10;27.25;Brülisauer Dominik;;13;54.75;10;27.25;0;0.0;8.75
+;12;36.0;Spörndli Cyril;;22;52.5;14;35.5;2;-0.5;9.75
o;12;45.75;Kammermann Dominik;;9;55.75;12;45.75;0;0.0;8.75

14k;Schwyn Patrick;;;;;;;;;;54.5
o;;;Korrodi Janik (2004);;;;;;;;8.5
+;5;8.5;Schiess Daniel;;27;35.25;5;8.5;0;0.0;10.0
o;6;18.5;Schmidlin Tobias;*;9;55.75;10;17.5;4;-1.0;8.5
+;11;27.0;Buchmann Michael;*;28;34.75;15;26.0;4;-1.0;10.0
o;8;37.0;Fuster Sepp;*;12;55.0;9;36.75;1;-0.25;8.75
o;12;45.75;Leuppi Karim;*;11;55.25;13;45.5;1;-0.25;8.75

15a;Flütsch Marco;;;;;;;;;;54.25
-;;;Kiener Raphael;;;;;;;;8.75
+;4;8.75;Signer Walter;;22;52.5;5;8.5;1;-0.25;9.75
o;6;18.5;Schudel Simon;*;11;55.25;6;18.5;0;0.0;8.5
-;11;27.0;Egli Martin;*;26;35.5;12;26.75;1;-0.25;8.75
-;13;35.75;Nock Benjamin;*;13;54.75;11;36.25;-2;0.5;8.75
+;17;44.5;Ziegler Andreas;;17;53.75;14;45.25;-3;0.75;9.75

15b;Winzeler Simon;*;;;;;;;;;54.25
+;;;Bleiker Ueli (2004);*;;;;;;;9.75
o;2;9.75;Erb Roger;**;13;54.75;5;8.5;3;-1.25;8.5
o;7;18.25;Korrodi Janik (2004);;16;54.0;6;18.5;-1;0.25;8.75
+;11;27.0;Koller Fabian;*;27;35.25;12;26.75;1;-0.25;9.75
o;9;36.75;Schiesser Patrik;*;12;55.0;9;36.75;0;0.0;8.75
o;13;45.5;Schmidlin Tobias;*;9;55.75;12;45.75;-1;0.25;8.75

15c;Niederer Andreas;*;;;;;;;;;54.25
-;;;Kundert Elias (2005);*;;;;;;;8.75
+;4;8.75;Keller Manuel;*;30;34.25;5;8.5;1;-0.25;10.0
o;5;18.75;Hersche Martin;***;10;55.5;6;18.5;1;-0.25;8.5
+;10;27.25;Imhof Gregor;;12;55.0;7;28.0;-3;0.75;10.0
o;7;37.25;Schmid Dominik;**;4;57.0;7;37.25;0;0.0;8.5
o;12;45.75;Ackermann Remo;*;10;55.5;12;45.75;0;0.0;8.5

15d;Schmid Patrick;*;;;;;;;;;54.25
-;;;Bollhalder Manuel;*;;;;;;;8.75
o;4;8.75;Ammann Rico;*;11;55.25;5;8.5;1;-0.25;8.5
+;11;17.25;Bärtsch Fabian;*;10;55.5;11;17.25;0;0.0;9.75
o;11;27.0;Schlegel Reto;*;11;55.25;11;27.0;0;0.0;8.5
-;14;35.5;Blaser Niklas;*;20;53.0;14;35.5;0;0.0;8.75
+;18;44.25;Siegenthaler Joël;;22;52.5;19;44.0;1;-0.25;10.0

15e;Koller Silvan;*;;;;;;;;;54.25
-;;;Raschle Urban;*;;;;;;;8.75
+;4;8.75;Giger Florian;;19;53.25;2;9.75;-2;1.0;10.0
o;5;18.75;Roth Martin;***;25;35.75;11;17.25;6;-1.5;8.5
+;10;27.25;Ochsner Reto;;13;54.75;7;28.0;-3;0.75;9.75
o;8;37.0;Kuster Thomas;**;13;54.75;10;36.5;2;-0.5;8.5
o;13;45.5;Elmer Daniel;*;10;55.5;13;45.5;0;0.0;8.75

15f;Habegger Andrin (2005);;;;;;;;;;54.25
+;;;Nüesch Sandro (2005);;;;;;;;9.75
o;2;9.75;Mannhart Jan;*;16;54.0;5;8.5;3;-1.25;8.75
o;6;18.5;Landolt Reto;*;11;55.25;6;18.5;0;0.0;8.5
-;11;27.0;Schönenberger Tobias (2004);*;19;53.25;10;27.25;-1;0.25;9.0
+;12;36.0;Signer Tobias (2004);;20;53.0;13;35.75;1;-0.25;9.75
o;12;45.75;Lanter Christian;*;10;55.5;13;45.5;1;-0.25;8.5

15g;Kobler Janosch;*;;;;;;;;;54.25
+;;;Keller Manuel;*;;;;;;;9.75
o;2;9.75;Leuppi Samir;***;5;56.75;4;8.75;2;-1.0;8.5
+;7;18.25;Rhyner Beni;;14;54.5;5;18.75;-2;0.5;10.0
-;6;28.25;Burkhalter Thomas;*;13;54.75;5;28.5;-1;0.25;9.0
o;7;37.25;Wittenwiler Roman;*;7;56.25;5;37.75;-2;0.5;8.5
o;12;45.75;Schwander Severin;**;8;56.0;11;46.0;-1;0.25;8.5

15h;Hänni Marc;;;;;;;;;;54.25
+;;;Wehrli Jan;;;;;;;;10.0
-;1;10.0;Raschle Urban;*;32;26.0;4;8.75;3;-1.25;8.75
o;5;18.75;Signer Andy;*;6;56.5;7;18.25;2;-0.5;8.5
+;10;27.25;Mannhart Jan;*;16;54.0;11;27.0;1;-0.25;10.0
o;7;37.25;Schlegel Reto;*;11;55.25;9;36.75;2;-0.5;8.5
