4845-2021-07-11_Rigi_Schwinget-ST

1a;Giger Samuel;***;;;;;;;;;59.25
+;14;26.25;Hürlimann Mathias;*;26;35.0;13;26.5;-1;0.25;10.0
o;12;36.25;Suppiger Werner;**;11;55.0;11;36.5;-1;0.25;8.5
-;15;44.75;Bucher Thomas;*;13;54.5;11;45.75;-4;1.0;8.75

17b;Poltera Andrin;*;;;;;;;;;53.5
-;;;Effinger Markus;*;;;;;;;8.75
+;4;8.75;Hegner Ueli;*;16;53.75;5;8.5;1;-0.25;10.0
-;3;18.75;Suppiger Werner;**;11;55.0;3;18.75;0;0.0;8.75
o;9;27.5;Schürpf Bruno;*;11;55.0;9;27.5;0;0.0;8.5
-;13;36.0;Kälin Roland;**;12;54.75;12;36.25;-1;0.25;8.75
-;15;44.75;Bürgi Reto;*;18;53.25;16;44.5;1;-0.25;8.75

17c;Huber Alex;*;;;;;;;;;53.5
o;;;Nägeli Marco;**;;;;;;;8.5
-;5;8.5;Müller Michael;**;23;36.5;4;8.75;-1;0.25;8.75
-;9;17.25;Hürlimann Mathias;*;26;35.0;7;17.75;-2;0.5;8.75
+;15;26.0;Bernold Edi;**;30;34.0;17;25.5;2;-0.5;10.0
-;13;36.0;Gerber Andrj;*;13;54.5;13;36.0;0;0.0;8.75
-;15;44.75;Riget Florian;*;18;53.25;16;44.5;1;-0.25;8.75

17d;Gmür Pirmin;**;;;;;;;;;53.5
-;;;Kurmann Toni;*;;;;;;;9.0
-;3;9.0;Murer Andy;**;28;34.5;5;8.5;2;-0.5;8.75
o;7;17.75;Arnold Fabian;*;15;54.0;9;17.25;2;-0.5;8.75
o;13;26.5;Bucher Roland;*;12;54.75;13;26.5;0;0.0;8.75
o;16;35.25;Kenel Franz-Toni;*;12;54.75;13;36.0;-3;0.75;8.5
+;18;43.75;Barmettler Peter;*;21;52.25;18;43.75;0;0.0;9.75

17e;Niederberger Markus;*;;;;;;;;;53.5
+;;;Kohler Adrian;*;;;;;;;9.75
o;2;9.75;Dändliker Shane;**;8;55.75;5;8.5;3;-1.25;8.5
o;5;18.25;Müller Michael;**;23;36.5;8;17.5;3;-0.75;8.5
o;12;26.75;Betschart Patrick;*;16;53.75;12;26.75;0;0.0;8.5
o;16;35.25;Felder Martin;*;16;53.75;16;35.25;0;0.0;8.5
+;18;43.75;Bruder Adrian;*;20;52.75;17;44.25;-1;0.5;9.75

18a;Bürgi Reto;*;;;;;;;;;53.25
+;;;Rüegger Aaron;*;;;;;;;9.75
-;2;9.75;Hügli Kaj;**;7;56.25;4;8.75;2;-1.0;8.75
-;4;18.5;Oettli Marco;**;12;54.75;5;18.25;1;-0.25;8.75
-;10;27.25;Bruder Adrian;*;20;52.75;11;27.0;1;-0.25;8.75
o;13;36.0;Schmutz Simon;*;12;54.75;11;36.5;-2;0.5;8.5
-;16;44.5;Poltera Andrin;*;17;53.5;15;44.75;-1;0.25;8.75

18b;Riget Florian;*;;;;;;;;;53.25
+;;;Hegner Ueli;*;;;;;;;10.0
o;1;10.0;Lemmenmeier Lukas;*;10;55.25;2;9.75;1;-0.25;8.5
o;4;18.5;Zürcher Ueli;*;13;54.5;3;18.75;-1;0.25;8.5
-;11;27.0;Ulrich Marco;**;7;56.25;9;27.5;-2;0.5;9.0
o;13;36.0;Portmann Josef;**;8;55.75;13;36.0;0;0.0;8.5
-;16;44.5;Huber Alex;*;17;53.5;15;44.75;-1;0.25;8.75

19a;Hess Michael;*;;;;;;;;;53.0
o;;;Schmutz Simon;*;;;;;;;8.75
-;4;8.75;Good Marco;*;15;54.0;4;8.75;0;0.0;9.0
+;7;17.75;Bernold Edi;**;30;34.0;10;17.0;3;-0.75;9.75
o;9;27.5;Hügli Kaj;**;7;56.25;9;27.5;0;0.0;8.5
o;13;36.0;Bader Fabian;*;14;54.25;13;36.0;0;0.0;8.5
o;16;44.5;Schäppi Urs;*;11;55.0;13;45.25;-3;0.75;8.5

19b;Arnold Marcel;*;;;;;;;;;53.0
+;;;Lisser Daniel;*;;;;;;;9.75
-;2;9.75;Henzer Andreas;**;17;53.5;4;8.75;2;-1.0;8.75
o;4;18.5;Schmutz Simon;*;12;54.75;5;18.25;1;-0.25;8.75
o;10;27.25;Hermann Oliver;**;11;55.0;11;27.0;1;-0.25;8.5
o;14;35.75;Rüegger Aaron;*;13;54.5;14;35.75;0;0.0;8.75
o;16;44.5;Gerber Andrj;*;13;54.5;15;44.75;-1;0.25;8.5

20a;Schuler Daniel;*;;;;;;;;;52.75
-;;;Bader Fabian;*;;;;;;;8.75
+;4;8.75;Fontana Michael;*;29;34.25;4;8.75;0;0.0;9.75
-;4;18.5;Bruder Adrian;*;20;52.75;5;18.25;1;-0.25;8.75
o;10;27.25;Burkhalter Stefan;***;13;54.5;14;26.25;4;-1.0;8.5
o;14;35.75;Schäppi Urs;*;11;55.0;15;35.5;1;-0.25;8.5
o;17;44.25;Nägeli Marco;**;15;54.0;17;44.25;0;0.0;8.5

20b;Bruder Adrian;*;;;;;;;;;52.75
+;;;Barmettler Peter;*;;;;;;;9.75
o;2;9.75;Suppiger Werner;**;11;55.0;4;8.75;2;-1.0;8.5
-;5;18.25;Schuler Daniel;*;20;52.75;4;18.5;-1;0.25;8.75
-;11;27.0;Bürgi Reto;*;18;53.25;10;27.25;-1;0.25;8.75
o;14;35.75;Wallimann Remo;*;16;53.75;15;35.5;1;-0.25;8.5
o;17;44.25;Niederberger Markus;*;17;53.5;18;43.75;1;-0.5;8.5

21a;Würsch Lars;*;;;;;;;;;52.25
o;;;Zürcher Ueli;*;;;;;;;8.5
o;5;8.5;Gerber Andrj;*;13;54.5;5;8.5;0;0.0;8.5
o;10;17.0;Good Marco;*;15;54.0;7;17.75;-3;0.75;8.5
+;17;25.5;Mangold Martin;*;30;34.0;17;25.5;0;0.0;9.75
o;16;35.25;Bucher Roland;*;12;54.75;11;36.5;-5;1.25;8.5
o;18;43.75;Joho Philip;*;13;54.5;16;44.5;-2;0.75;8.5

21b;Barmettler Peter;*;;;;;;;;;52.25
o;;;Bruder Adrian;*;;;;;;;8.5
o;5;8.5;Schäppi Urs;*;11;55.0;5;8.5;0;0.0;8.5
+;10;17.0;Fontana Michael;*;29;34.25;9;17.25;-1;0.25;9.75
o;12;26.75;Leuthard Reto;**;15;54.0;12;26.75;0;0.0;8.5
o;16;35.25;Hegner Ueli;*;16;53.75;16;35.25;0;0.0;8.5
o;18;43.75;Gmür Pirmin;**;17;53.5;18;43.75;0;0.0;8.5

22a;Notz Beni;***;;;;;;;;;45.0
-;;;Arnold Stefan;**;;;;;;;8.75
-;4;8.75;Zürcher Ueli;*;13;54.5;1;10.0;-3;1.25;8.75
-;8;17.5;Ulrich Marco;**;7;56.25;4;18.5;-4;1.0;9.0
+;13;26.5;Kurmann Toni;*;8;55.75;9;27.5;-4;1.0;10.0
o;11;36.5;Graber Michael;*;9;55.5;9;37.0;-2;0.5;8.5

23a;Müller Michael;**;;;;;;;;;36.5
-;;;Burkhalter Stefan;***;;;;;;;8.75
-;4;8.75;Huber Alex;*;17;53.5;5;8.5;1;-0.25;8.75
+;8;17.5;Niederberger Markus;*;17;53.5;5;18.25;-3;0.75;10.0
-;9;27.5;Good Marco;*;15;54.0;8;27.75;-1;0.25;9.0

23b;Zurfluh Roman;**;;;;;;;;;36.5
-;;;Döbeli Andreas;***;;;;;;;8.75
-;4;8.75;Hürlimann Mathias;*;26;35.0;4;8.75;0;0.0;9.0
-;7;17.75;Geisser Lars;**;26;35.0;8;17.5;1;-0.25;9.0
+;12;26.75;Hegner Ueli;*;16;53.75;12;26.75;0;0.0;9.75

24a;Schuler Philipp;**;;;;;;;;;35.75
-;;;Stüdeli Thomas;**;;;;;;;9.0
-;3;9.0;Portmann Josef;**;8;55.75;5;8.5;2;-0.5;9.0
-;6;18.0;Graber Michael;*;9;55.5;5;18.25;-1;0.25;8.75
-;12;26.75;Rüegger Aaron;*;13;54.5;12;26.75;0;0.0;9.0

24b;Streiff Dominik;*;;;;;;;;;35.75
+;;;Käslin Ruedi;*;;;;;;;10.0
o;1;10.0;Döbeli Andreas;***;12;54.75;4;8.75;3;-1.25;8.5
-;4;18.5;Joho Philip;*;13;54.5;4;18.5;0;0.0;8.75
o;10;27.25;Oettli Marco;**;12;54.75;11;27.0;1;-0.25;8.5

25a;Arnold Daniel;*;;;;;;;;;35.25
o;;;Felder Martin;*;;;;;;;8.5
o;5;8.5;Rüegger Aaron;*;13;54.5;5;8.5;0;0.0;8.5
+;10;17.0;Lisser Daniel;*;28;34.5;9;17.25;-1;0.25;9.75
o;12;26.75;Scherer Niklaus;**;11;55.0;12;26.75;0;0.0;8.5

26a;Hürlimann Mathias;*;;;;;;;;;35.0
-;;;Joho Philip;*;;;;;;;8.75
-;4;8.75;Zurfluh Roman;**;23;36.5;4;8.75;0;0.0;9.0
-;7;17.75;Huber Alex;*;17;53.5;9;17.25;2;-0.5;8.75
o;13;26.5;Henzer Andreas;**;17;53.5;14;26.25;1;-0.25;8.5

26b;Odermatt Andreas;**;;;;;;;;;35.0
o;;;Stoll Simon;**;;;;;;;8.5
-;5;8.5;Geisser Lars;**;26;35.0;4;8.75;-1;0.25;8.75
-;9;17.25;Brand Christian;**;28;34.5;9;17.25;0;0.0;8.75
-;15;26.0;Wey Nicola;*;28;34.5;16;25.75;1;-0.25;9.0

26c;Geisser Lars;**;;;;;;;;;35.0
-;;;Bürli Roger;**;;;;;;;8.75
-;4;8.75;Odermatt Andreas;**;26;35.0;5;8.5;1;-0.25;8.75
-;8;17.5;Zurfluh Roman;**;23;36.5;7;17.75;-1;0.25;9.0
o;13;26.5;Portmann Josef;**;8;55.75;14;26.25;1;-0.25;8.5

26d;Stüdeli Thomas;**;;;;;;;;;35.0
-;;;Schuler Philipp;**;;;;;;;8.75
o;4;8.75;Vogel Remo;**;6;56.5;4;8.75;0;0.0;8.5
-;9;17.25;Portmann Josef;**;8;55.75;9;17.25;0;0.0;9.0
-;14;26.25;Gartmann Mauro;**;27;34.75;15;26.0;1;-0.25;8.75

27a;Rüegg Fabian;*;;;;;;;;;34.75
o;;;Graber Michael;*;;;;;;;8.5
-;5;8.5;Bucher Roland;*;12;54.75;4;8.75;-1;0.25;8.75
o;9;17.25;Bürli Roger;**;7;56.25;7;17.75;-2;0.5;8.5
-;16;25.75;Murer Andy;**;28;34.5;16;25.75;0;0.0;9.0

27b;Gartmann Mauro;**;;;;;;;;;34.75
o;;;Heiniger Marco;**;;;;;;;8.5
-;5;8.5;Effinger Markus;*;28;34.5;4;8.75;-1;0.25;8.75
-;9;17.25;Kenel Franz-Toni;*;12;54.75;8;17.5;-1;0.25;8.75
-;15;26.0;Stüdeli Thomas;**;26;35.0;14;26.25;-1;0.25;8.75

28a;Wey Nicola;*;;;;;;;;;34.5
o;;;Betschart Patrick;*;;;;;;;8.5
-;5;8.5;Kenel Franz-Toni;*;12;54.75;4;8.75;-1;0.25;8.75
o;9;17.25;Bucher Thomas;*;13;54.5;10;17.0;1;-0.25;8.5
-;16;25.75;Odermatt Andreas;**;26;35.0;15;26.0;-1;0.25;8.75

28b;Brand Christian;**;;;;;;;;;34.5
-;;;Vogel Remo;**;;;;;;;8.75
o;4;8.75;Kälin Roland;**;12;54.75;4;8.75;0;0.0;8.5
-;9;17.25;Odermatt Andreas;**;26;35.0;9;17.25;0;0.0;8.75
o;15;26.0;Kenel Franz-Toni;*;12;54.75;14;26.25;-1;0.25;8.5

28c;Effinger Markus;*;;;;;;;;;34.5
-;;;Poltera Andrin;*;;;;;;;8.75
-;4;8.75;Gartmann Mauro;**;27;34.75;5;8.5;1;-0.25;8.75
o;8;17.5;Hügli Kaj;**;7;56.25;8;17.5;0;0.0;8.5
-;15;26.0;Lisser Daniel;*;28;34.5;16;25.75;1;-0.25;8.5

28d;Murer Andy;**;;;;;;;;;34.5
o;;;Hermann Oliver;**;;;;;;;8.5
-;5;8.5;Gmür Pirmin;**;17;53.5;3;9.0;-2;0.5;8.75
o;9;17.25;Kurmann Toni;*;8;55.75;7;17.75;-2;0.5;8.5
-;16;25.75;Rüegg Fabian;*;27;34.75;16;25.75;0;0.0;8.75

28e;Lisser Daniel;*;;;;;;;;;34.5
o;;;Arnold Marcel;*;;;;;;;8.75
o;4;8.75;Wallimann Remo;*;16;53.75;4;8.75;0;0.0;8.5
o;9;17.25;Arnold Daniel;*;25;35.25;10;17.0;1;-0.25;8.5
-;16;25.75;Effinger Markus;*;28;34.5;15;26.0;-1;0.25;8.75

29a;Fontana Michael;*;;;;;;;;;34.25
-;;;Bucher Roland;*;;;;;;;8.75
o;4;8.75;Schuler Daniel;*;20;52.75;4;8.75;0;0.0;8.5
o;9;17.25;Barmettler Peter;*;21;52.25;10;17.0;1;-0.25;8.5
o;16;25.75;Bader Fabian;*;14;54.25;14;26.25;-2;0.5;8.5

30a;Bernold Edi;**;;;;;;;;;34.0
o;;;Odermatt Christian;**;;;;;;;8.5
o;5;8.5;Ulrich Marco;**;7;56.25;5;8.5;0;0.0;8.5
o;10;17.0;Hess Michael;*;19;53.0;7;17.75;-3;0.75;8.5
o;17;25.5;Huber Alex;*;17;53.5;15;26.0;-2;0.5;8.5

30b;Mangold Martin;*;;;;;;;;;34.0
o;;;Burch Jonas;*;;;;;;;8.5
o;5;8.5;Doppmann Urs;**;5;56.75;5;8.5;0;0.0;8.5
o;10;17.0;Scherer Niklaus;**;11;55.0;10;17.0;0;0.0;8.5
o;17;25.5;Würsch Lars;*;21;52.25;17;25.5;0;0.0;8.5

31a;Kennel Beat;**;;;;;;;;;17.25
o;;;Bernold Christian;**;;;;;;;8.5
-;5;8.5;Bader Fabian;*;14;54.25;3;9.0;-2;0.5;8.75

32a;Käslin Ruedi;*;;;;;;;;;8.5
o;;;Streiff Dominik;*;;;;;;;8.5

32b;Kohler Adrian;*;;;;;;;;;8.5
o;;;Niederberger Markus;*;;;;;;;8.5

