4149-2018-05-06_Zuercher_Kantonalschwingfest-ST

1a;Giger Samuel;***;;;;;;;;;59.25
-;10;36.75;Brülisauer Dominik (2001);;18;54.0;10;36.75;0;0.0;8.75
o;14;45.5;Castelli Fabio;;12;55.5;13;45.75;-1;0.25;8.5

18k;Schönenberger Christian;;;;;;;;;;54.0
+;;;Knecht Remo (2002);;;;;;;;10.0
o;1;10.0;Keller Andreas;*;15;54.75;5;8.5;4;-1.5;8.5
+;6;18.5;Bader Sandro (2002);;29;35.5;6;18.5;0;0.0;10.0
o;4;28.5;Wey Nicola;*;6;57.0;4;28.5;0;0.0;8.5
o;9;37.0;Galli Cedric (2001);;13;55.25;9;37.0;0;0.0;8.5
o;14;45.5;Thoma Christoph;;12;55.5;14;45.5;0;0.0;8.5

18l;Scherrer Pascal;;;;;;;;;;54.0
o;;;Vogel Thomas;;;;;;;;8.5
+;5;8.5;Vontobel Florian (2001);;34;34.0;5;8.5;0;0.0;10.0
o;6;18.5;Bickel Stefan;*;8;56.5;6;18.5;0;0.0;8.5
+;10;27.0;Falch Urs (2001);;30;35.25;11;26.75;1;-0.25;9.75
o;10;36.75;Schuler Martin;;13;55.25;10;36.75;0;0.0;8.5
-;15;45.25;Landolt Cla;;18;54.0;15;45.25;0;0.0;8.75

18m;Käppeli Remo (2001);;;;;;;;;;54.0
o;;;Bärtsch Andreas (2002);;;;;;;;8.5
+;5;8.5;Dittli Philip;;34;34.0;5;8.5;0;0.0;10.0
o;6;18.5;Junker Nik;;8;56.5;6;18.5;0;0.0;8.5
+;10;27.0;Binzegger Kevin;;29;35.5;10;27.0;0;0.0;10.0
o;9;37.0;Elmer Adrian;*;12;55.5;10;36.75;1;-0.25;8.5
o;14;45.5;Nock Benjamin (2001);;12;55.5;14;45.5;0;0.0;8.5

19a;Steiner Joel (2000);;;;;;;;;;53.75
o;;;Gosswiler Livio (2000);;;;;;;;8.5
o;5;8.5;Götti Samuel;;18;54.0;5;8.5;0;0.0;8.5
+;11;17.0;Porret Louis (2002);;29;35.5;11;17.0;0;0.0;9.75
+;11;26.75;Knup Stephan;;30;35.25;11;26.75;0;0.0;9.75
o;11;36.5;Neff Florian;;14;55.0;10;36.75;-1;0.25;8.75
o;15;45.25;Signer Ramon (2002);;26;46.5;10;46.5;-5;1.25;8.5

19b;Lusti Remo (2001);;;;;;;;;;53.75
+;;;Eichhorn Alexander;;;;;;;;9.75
o;2;9.75;Wettstein Daniel;;8;56.5;2;9.75;0;0.0;8.5
o;7;18.25;Rohner Lukas (2000);;18;54.0;7;18.25;0;0.0;8.5
+;11;26.75;Dobler Lorenz (2000);;30;35.25;11;26.75;0;0.0;9.75
o;11;36.5;Schlegel Werner (2002);;10;56.0;12;36.25;1;-0.25;8.5
-;16;45.0;Zumbach Michael;;21;53.25;18;44.5;2;-0.5;8.75

19c;Frauenfelder Florian (2001);;;;;;;;;;53.75
+;;;Widmer Fabian;;;;;;;;9.75
o;2;9.75;Galli Cedric (2001);;13;55.25;1;10.0;-1;0.25;8.5
+;7;18.25;Frey Aaron;;30;35.25;7;18.25;0;0.0;10.0
o;5;28.25;Ackermann Remo;*;12;55.5;5;28.25;0;0.0;8.5
o;10;36.75;Bucher Roland;;13;55.25;9;37.0;-1;0.25;8.5
o;15;45.25;Manser Adrian;;14;55.0;15;45.25;0;0.0;8.5

20a;Sieber Marc (2000);;;;;;;;;;53.5
+;;;Bader Sandro (2002);;;;;;;;9.75
o;2;9.75;Hauser Simon;;18;54.0;2;9.75;0;0.0;8.5
+;7;18.25;Maglia Leo;;30;35.25;7;18.25;0;0.0;9.75
o;6;28.0;Hersche Daniel;*;14;55.0;11;26.75;5;-1.25;8.5
o;11;36.5;Räbsamen Marcel (2000);;8;56.5;10;36.75;-1;0.25;8.5
o;16;45.0;Amstutz Janic (2002);;14;55.0;16;45.0;0;0.0;8.5

20b;Birk Till (2002);;;;;;;;;;53.5
o;;;Binzegger Kevin;;;;;;;;8.5
+;5;8.5;Signer Ramon (2002);;26;46.5;5;8.5;0;0.0;9.75
o;7;18.25;Räbsamen Marcel (2000);;8;56.5;7;18.25;0;0.0;8.5
+;11;26.75;Frey Aaron;;30;35.25;11;26.75;0;0.0;9.75
o;11;36.5;Giger Florian (2001);;14;55.0;10;36.75;-1;0.25;8.5
o;16;45.0;Hugener Adrian (2000);;15;54.75;16;45.0;0;0.0;8.5

20c;Gartmann Mauro;*;;;;;;;;;53.5
-;;;Oertle Daniel;*;;;;;;;8.75
-;4;8.75;Wittenwiler Roman;*;28;35.75;5;8.5;1;-0.25;8.75
-;9;17.5;Nock Benjamin (2001);;12;55.5;5;18.75;-4;1.25;8.75
+;12;26.25;Lanter Andreas;;23;52.75;9;27.25;-3;1.0;9.75
o;13;36.0;Koller Andreas;;12;55.5;9;37.0;-4;1.0;8.75
-;17;44.75;Wildhaber Jannik;;16;54.5;13;45.75;-4;1.0;8.75

21a;Zumbach Michael;;;;;;;;;;53.25
-;;;Oettli Silvio (2000);;;;;;;;8.75
o;4;8.75;Läuchli Janik (2000);;29;35.5;5;8.5;1;-0.25;8.5
o;10;17.25;Jordi Gregor Ruedi;;21;53.25;10;17.25;0;0.0;8.5
+;14;25.75;Stadelmann Valentin (2000);;33;34.25;14;25.75;0;0.0;10.0
o;14;35.75;Kolb Pirmin (2001);;17;54.25;14;35.75;0;0.0;8.75
-;18;44.5;Lusti Remo (2001);;19;53.75;16;45.0;-2;0.5;8.75

21b;Knecht Remo (2002);;;;;;;;;;53.25
o;;;Schönenberger Christian;;;;;;;;8.5
o;5;8.5;Inauen Aurel;;17;54.25;4;8.75;-1;0.25;8.75
+;10;17.25;Biser Niklaus;;30;35.25;7;18.25;-3;1.0;10.0
o;9;27.25;Lanter Christian;;8;56.5;6;28.0;-3;0.75;8.75
o;13;36.0;Wildhaber Jannik;;16;54.5;13;36.0;0;0.0;8.5
-;18;44.5;Jordi Gregor Ruedi;;21;53.25;18;44.5;0;0.0;8.75

21c;Jordi Gregor Ruedi;;;;;;;;;;53.25
o;;;Stähli Jan;;;;;;;;8.5
-;5;8.5;Straub Paul;;18;54.0;4;8.75;-1;0.25;8.75
+;10;17.25;Zumbach Michael;;21;53.25;10;17.25;0;0.0;10.0
o;9;27.25;Oertle Daniel;*;14;55.0;13;26.0;4;-1.25;8.5
-;14;35.75;Baumgartner Ramon (2002);;15;54.75;13;36.0;-1;0.25;8.75
-;18;44.5;Knecht Remo (2002);;21;53.25;18;44.5;0;0.0;8.75

22a;Peng Mike;***;;;;;;;;;53.0
o;;;Leuppi Samir;**;;;;;;;8.5
-;5;8.5;Dändliker Shane;*;8;56.5;1;10.0;-4;1.5;8.75
-;10;17.25;Elmer Daniel;*;13;55.25;7;18.25;-3;1.0;8.75
+;13;26.0;Küng Marco;*;29;35.5;10;27.0;-3;1.0;10.0
o;13;36.0;Klausner Yanick;**;5;57.25;8;37.25;-5;1.25;8.5
o;18;44.5;Leuppi Karim;*;12;55.5;14;45.5;-4;1.0;8.5

23a;Lanter Andreas;;;;;;;;;;52.75
o;;;Schlegel Werner (2002);;;;;;;;8.5
o;5;8.5;Rohner Lukas (2000);;18;54.0;5;8.5;0;0.0;8.75
+;10;17.25;Glättli Tobias (2002);;34;34.0;11;17.0;1;-0.25;10.0
o;9;27.25;Gartmann Mauro;*;20;53.5;12;26.25;3;-1.0;8.5
o;14;35.75;Bollhalder Manuel (2001);;17;54.25;14;35.75;0;0.0;8.5
o;19;44.25;Baumgartner Ramon (2002);;15;54.75;17;44.75;-2;0.5;8.5

23b;Buff Alwin;;;;;;;;;;52.75
o;;;Frey Aaron;;;;;;;;8.5
-;5;8.5;Stadelmann Valentin (2000);;33;34.25;5;8.5;0;0.0;8.75
o;10;17.25;Baumgartner Ramon (2002);;15;54.75;10;17.25;0;0.0;8.5
+;14;25.75;Glättli Tobias (2002);;34;34.0;15;25.5;1;-0.25;10.0
o;14;35.75;Castelli Fabio;;12;55.5;14;35.75;0;0.0;8.5
o;19;44.25;Straub Paul;;18;54.0;19;44.25;0;0.0;8.5

24a;Schmidlin Tobias (2001);;;;;;;;;;47.0
+;;;Falch Urs (2001);;;;;;;;10.0
+;1;10.0;Binzegger Kevin;;29;35.5;1;10.0;0;0.0;10.0
o;1;20.0;Geisser Lars;**;7;56.75;6;18.5;5;-1.5;8.5
o;4;28.5;Bickel Roman;*;8;56.5;5;28.25;1;-0.25;8.5
+;9;37.0;Zehnder Mario;;18;54.0;9;37.0;0;0.0;10.0

25a;Odermatt Christoph;*;;;;;;;;;46.75
+;;;Büsser André;*;;;;;;;9.75
+;2;9.75;Notz Armin;*;14;55.0;2;9.75;0;0.0;9.75
o;3;19.5;Schlegel Sandro;**;10;56.0;5;18.75;2;-0.75;8.5
+;6;28.0;Vollmeier Sandro;;14;55.0;5;28.25;-1;0.25;10.0
-;5;38.0;Dändliker Shane;*;8;56.5;6;37.75;1;-0.25;8.75

26a;Signer Ramon (2002);;;;;;;;;;46.5
o;;;Birk Till (2002);;;;;;;;8.5
+;5;8.5;Vontobel Florian (2001);;34;34.0;5;8.5;0;0.0;9.75
+;7;18.25;Biser Niklaus;;30;35.25;7;18.25;0;0.0;10.0
o;5;28.25;Leuppi Karim;*;12;55.5;10;27.0;5;-1.25;8.5
+;10;36.75;Steiner Joel (2000);;19;53.75;11;36.5;1;-0.25;9.75

27a;Grimm Michael;;;;;;;;;;45.5
+;;;Stadelmann Valentin (2000);;;;;;;;10.0
o;1;10.0;Wickli Beat;**;13;55.25;5;8.5;4;-1.5;8.5
o;6;18.5;Büsser André;*;13;55.25;7;18.25;1;-0.25;8.5
+;10;27.0;Hagenbucher Tim;;35;27.0;10;27.0;0;0.0;10.0
o;9;37.0;Burkhard Tobias;;12;55.5;9;37.0;0;0.0;8.5

28a;Wittenwiler Roman;*;;;;;;;;;35.75
o;;;Ackermann Remo;*;;;;;;;8.5
-;5;8.5;Gartmann Mauro;*;20;53.5;4;8.75;-1;0.25;8.75
+;10;17.25;Läuchli Janik (2000);;29;35.5;6;18.5;-4;1.25;10.0
o;9;27.25;Breitenmoser Manuel;;9;56.25;8;27.5;-1;0.25;8.5

29a;Schäppi Urs;*;;;;;;;;;35.5
+;;;Reber Marcel;*;;;;;;;10.0
o;1;10.0;Leuppi Samir;**;7;56.75;2;9.75;1;-0.25;8.5
o;6;18.5;Kunz Daniel;;6;57.0;2;19.75;-4;1.25;8.5
o;10;27.0;Vollmeier Sandro;;14;55.0;5;28.25;-5;1.25;8.5

29b;Burkhard Roger;;;;;;;;;;35.5
o;;;Hobi Ignaz;;;;;;;;8.5
+;5;8.5;Zemp Stefan (2002);;29;35.5;5;8.5;0;0.0;10.0
o;6;18.5;Schlegel Reto;*;10;56.0;8;17.75;2;-0.75;8.5
o;10;27.0;Stähli Jan;;18;54.0;10;27.0;0;0.0;8.5

29c;Keller Werner;;;;;;;;;;35.5
-;;;Weibel Lucien;;;;;;;;8.75
+;4;8.75;Aebli Nino (2000);;32;34.5;4;8.75;0;0.0;9.75
o;6;18.5;Steiner Michael;**;12;55.5;10;17.25;4;-1.25;8.5
o;10;27.0;Blaser Niklas;*;17;54.25;14;25.75;4;-1.25;8.5

29d;Glättli Benny;;;;;;;;;;35.5
o;;;Lozza Roman;;;;;;;;8.5
o;5;8.5;Giger Florian (2001);;14;55.0;5;8.5;0;0.0;8.5
o;11;17.0;Thoma Christoph;;12;55.5;11;17.0;0;0.0;8.5
+;15;25.5;Eichhorn Alexander;;34;34.0;15;25.5;0;0.0;10.0

29e;Porret Louis (2002);;;;;;;;;;35.5
o;;;Kiener Tobias;;;;;;;;8.5
o;5;8.5;Weibel Lucien;;17;54.25;4;8.75;-1;0.25;8.5
o;11;17.0;Steiner Joel (2000);;19;53.75;11;17.0;0;0.0;8.5
+;15;25.5;Vontobel Florian (2001);;34;34.0;15;25.5;0;0.0;10.0

29f;Kiener Tobias;;;;;;;;;;35.5
+;;;Porret Louis (2002);;;;;;;;10.0
o;1;10.0;Buchmann Michael;;11;55.75;1;10.0;0;0.0;8.5
o;6;18.5;Keller Andreas;*;15;54.75;7;18.25;1;-0.25;8.5
o;10;27.0;Hänni Marc (2001);;12;55.5;10;27.0;0;0.0;8.5

29g;Bader Sandro (2002);;;;;;;;;;35.5
o;;;Sieber Marc (2000);;;;;;;;8.5
+;5;8.5;Glättli Tobias (2002);;34;34.0;5;8.5;0;0.0;10.0
o;6;18.5;Schönenberger Christian;;18;54.0;6;18.5;0;0.0;8.5
o;10;27.0;Giger Florian (2001);;14;55.0;10;27.0;0;0.0;8.5

29h;Läuchli Janik (2000);;;;;;;;;;35.5
o;;;Jörger Corsin;;;;;;;;8.5
+;5;8.5;Zumbach Michael;;21;53.25;4;8.75;-1;0.25;10.0
o;6;18.5;Wittenwiler Roman;*;28;35.75;10;17.25;4;-1.25;8.5
o;10;27.0;Neff Florian;;14;55.0;10;27.0;0;0.0;8.5

29i;Küng Marco;*;;;;;;;;;35.5
o;;;Kammermann Thomas;*;;;;;;;8.5
+;5;8.5;Jörger Corsin;;15;54.75;1;10.0;-4;1.5;9.75
-;7;18.25;Breitenmoser Manuel;;9;56.25;5;18.75;-2;0.5;8.75
o;10;27.0;Peng Mike;***;22;53.0;13;26.0;3;-1.0;8.5

29j;Gaccioli Benjamin;;;;;;;;;;35.5
o;;;Reichmuth Beat;;;;;;;;8.5
o;5;8.5;Maglia Leo;;30;35.25;5;8.5;0;0.0;8.5
+;11;17.0;Jokl Samuel;;34;34.0;11;17.0;0;0.0;10.0
o;10;27.0;Weibel Lucien;;17;54.25;9;27.25;-1;0.25;8.5

29k;Thoma Luca (2000);;;;;;;;;;35.5
o;;;Räbsamen Marcel (2000);;;;;;;;8.5
o;5;8.5;Castelli Fabio;;12;55.5;3;9.0;-2;0.5;8.5
+;11;17.0;Dittli Philip;;34;34.0;11;17.0;0;0.0;10.0
o;10;27.0;Krähenbühl Lukas;*;16;54.5;13;26.0;3;-1.0;8.5

29l;Knabe Robert;;;;;;;;;;35.5
+;;;Hagenbucher Tim;;;;;;;;9.75
o;2;9.75;Gwerder Andreas;**;5;57.25;5;8.5;3;-1.25;8.5
o;7;18.25;Schuler Martin;;13;55.25;7;18.25;0;0.0;8.5
-;11;26.75;Dudli Gallus;;29;35.5;11;26.75;0;0.0;8.75

29m;Furrer Matthias;;;;;;;;;;35.5
+;;;Zemp Stefan (2002);;;;;;;;10.0
o;1;10.0;Kunz Daniel;;6;57.0;1;10.0;0;0.0;8.5
o;6;18.5;Bickel Roman;*;8;56.5;7;18.25;1;-0.25;8.5
o;10;27.0;Thoma Christoph;;12;55.5;10;27.0;0;0.0;8.5

29n;Zemp Stefan (2002);;;;;;;;;;35.5
o;;;Furrer Matthias;;;;;;;;8.5
o;5;8.5;Burkhard Roger;;29;35.5;5;8.5;0;0.0;8.5
o;11;17.0;Dudli Gallus;;29;35.5;11;17.0;0;0.0;8.5
+;15;25.5;Tresch Luca (2002);;34;34.0;15;25.5;0;0.0;10.0

29o;Dudli Gallus;;;;;;;;;;35.5
o;;;Buchmann Michael;;;;;;;;8.5
o;5;8.5;Landolt Cla;;18;54.0;5;8.5;0;0.0;8.5
+;11;17.0;Zemp Stefan (2002);;29;35.5;11;17.0;0;0.0;9.75
-;11;26.75;Knabe Robert;;29;35.5;11;26.75;0;0.0;8.75

29p;Tobler Pius (2001);;;;;;;;;;35.5
o;;;Amstutz Janic (2002);;;;;;;;8.5
o;5;8.5;Koller Andreas;;12;55.5;5;8.5;0;0.0;8.5
+;11;17.0;Tresch Luca (2002);;34;34.0;11;17.0;0;0.0;10.0
o;10;27.0;Odermatt Michi;;12;55.5;9;27.25;-1;0.25;8.5

29q;Streich Yannick (2002);;;;;;;;;;35.5
o;;;Kiener Raphael (2000);;;;;;;;8.5
o;5;8.5;Brülisauer Dominik (2001);;18;54.0;4;8.75;-1;0.25;8.5
o;11;17.0;Falch Urs (2001);;30;35.25;11;17.0;0;0.0;8.5
+;15;25.5;Jokl Samuel;;34;34.0;15;25.5;0;0.0;10.0

29r;Ebert Claudio;;;;;;;;;;35.5
+;;;Maglia Leo;;;;;;;;10.0
o;1;10.0;Baumann Rico;*;14;55.0;5;8.5;4;-1.5;8.5
o;6;18.5;Bärtsch Andreas (2002);;18;54.0;6;18.5;0;0.0;8.5
o;10;27.0;Koller Andreas;;12;55.5;10;27.0;0;0.0;8.5

29s;Schneebeli Jonas;;;;;;;;;;35.5
o;;;Schuler Martin;;;;;;;;8.5
+;5;8.5;Jokl Samuel;;34;34.0;5;8.5;0;0.0;10.0
o;6;18.5;Inauen Aurel;;17;54.25;6;18.5;0;0.0;8.5
o;10;27.0;Brülisauer Dominik (2001);;18;54.0;10;27.0;0;0.0;8.5

29t;Binzegger Kevin;;;;;;;;;;35.5
+;;;Birk Till (2002);;;;;;;;10.0
o;1;10.0;Schmidlin Tobias (2001);;24;47.0;1;10.0;0;0.0;8.5
o;6;18.5;Zehnder Mario;;18;54.0;6;18.5;0;0.0;8.5
o;10;27.0;Käppeli Remo (2001);;18;54.0;10;27.0;0;0.0;8.5

30a;Dobler Lorenz (2000);;;;;;;;;;35.25
o;;;Bucher Roland;;;;;;;;8.5
o;5;8.5;Nock Benjamin (2001);;12;55.5;3;9.0;-2;0.5;8.5
+;11;17.0;Eichhorn Alexander;;34;34.0;11;17.0;0;0.0;9.75
o;11;26.75;Lusti Remo (2001);;19;53.75;11;26.75;0;0.0;8.5

30b;Knup Stephan;;;;;;;;;;35.25
o;;;Wettstein Daniel;;;;;;;;8.5
o;5;8.5;Hari Michi;;12;55.5;3;9.0;-2;0.5;8.5
+;11;17.0;Bossert Alain (2001);;30;35.25;11;17.0;0;0.0;9.75
o;11;26.75;Steiner Joel (2000);;19;53.75;11;26.75;0;0.0;8.5

30c;Biser Niklaus;;;;;;;;;;35.25
+;;;Tresch Luca (2002);;;;;;;;9.75
o;2;9.75;Lehmann Philipp;;8;56.5;1;10.0;-1;0.25;8.5
o;7;18.25;Knecht Remo (2002);;21;53.25;10;17.25;3;-1.0;8.5
o;11;26.75;Signer Ramon (2002);;26;46.5;5;28.25;-6;1.5;8.5

30d;Frey Aaron;;;;;;;;;;35.25
+;;;Buff Alwin;;;;;;;;9.75
o;2;9.75;Reichmuth Beat;;8;56.5;1;10.0;-1;0.25;8.5
o;7;18.25;Frauenfelder Florian (2001);;19;53.75;7;18.25;0;0.0;8.5
o;11;26.75;Birk Till (2002);;20;53.5;11;26.75;0;0.0;8.5

30e;Falch Urs (2001);;;;;;;;;;35.25
o;;;Schmidlin Tobias (2001);;;;;;;;8.5
o;5;8.5;Hugener Adrian (2000);;15;54.75;5;8.5;0;0.0;8.5
+;11;17.0;Streich Yannick (2002);;29;35.5;11;17.0;0;0.0;9.75
o;11;26.75;Scherrer Pascal;;18;54.0;10;27.0;-1;0.25;8.5

30f;Maglia Leo;;;;;;;;;;35.25
o;;;Ebert Claudio;;;;;;;;8.5
+;5;8.5;Gaccioli Benjamin;;29;35.5;5;8.5;0;0.0;9.75
o;7;18.25;Sieber Marc (2000);;20;53.5;7;18.25;0;0.0;8.5
o;11;26.75;Hugener Adrian (2000);;15;54.75;11;26.75;0;0.0;8.5

30g;Aeppli Lukas (2000);;;;;;;;;;35.25
+;;;Dittli Philip;;;;;;;;9.75
o;2;9.75;Funk Nicola;;7;56.75;2;9.75;0;0.0;8.5
o;7;18.25;Landolt Cla;;18;54.0;7;18.25;0;0.0;8.5
o;11;26.75;Manser Adrian;;14;55.0;11;26.75;0;0.0;8.5

30h;Bossert Alain (2001);;;;;;;;;;35.25
o;;;Odermatt Michi;;;;;;;;8.5
o;5;8.5;Manser Adrian;;14;55.0;5;8.5;0;0.0;8.5
o;11;17.0;Knup Stephan;;30;35.25;11;17.0;0;0.0;8.5
+;15;25.5;Dittli Philip;;34;34.0;15;25.5;0;0.0;9.75

31a;Poltera Andrin;;;;;;;;;;34.75
-;;;Bollhalder Manuel (2001);;;;;;;;8.75
-;4;8.75;Oettli Silvio (2000);;15;54.75;4;8.75;0;0.0;8.75
o;9;17.5;Kolb Pirmin (2001);;17;54.25;10;17.25;1;-0.25;8.5
-;13;26.0;Straub Robin;*;31;34.75;13;26.0;0;0.0;8.75

31b;Straub Robin;*;;;;;;;;;34.75
o;;;Koch Reto;*;;;;;;;8.5
-;5;8.5;Wetter Silvan (2000);;16;54.5;2;9.75;-3;1.25;8.75
-;10;17.25;Fontana Michael;*;31;34.75;10;17.25;0;0.0;8.75
-;13;26.0;Poltera Andrin;;31;34.75;13;26.0;0;0.0;8.75

31c;Fontana Michael;*;;;;;;;;;34.75
-;;;Dörig Erich;*;;;;;;;8.75
o;4;8.75;Heierli Pascal;;8;56.5;2;9.75;-2;1.0;8.5
-;10;17.25;Straub Robin;*;31;34.75;10;17.25;0;0.0;8.75
-;13;26.0;Kolb Pirmin (2001);;17;54.25;10;27.0;-3;1.0;8.75

32a;Aebli Nino (2000);;;;;;;;;;34.5
o;;;Wetter Silvan (2000);;;;;;;;8.75
o;4;8.75;Keller Werner;;29;35.5;4;8.75;0;0.0;8.5
o;10;17.25;Oettli Silvio (2000);;15;54.75;9;17.5;-1;0.25;8.5
o;14;25.75;Blaser Niklas;*;17;54.25;14;25.75;0;0.0;8.75

33a;Stadelmann Valentin (2000);;;;;;;;;;34.25
o;;;Grimm Michael;;;;;;;;8.5
-;5;8.5;Buff Alwin;;23;52.75;5;8.5;0;0.0;8.75
o;10;17.25;Straub Paul;;18;54.0;9;17.5;-1;0.25;8.5
o;14;25.75;Zumbach Michael;;21;53.25;14;25.75;0;0.0;8.5

34a;Jokl Samuel;;;;;;;;;;34.0
o;;;Junker Nik;;;;;;;;8.5
o;5;8.5;Schneebeli Jonas;;29;35.5;5;8.5;0;0.0;8.5
o;11;17.0;Gaccioli Benjamin;;29;35.5;11;17.0;0;0.0;8.5
o;15;25.5;Streich Yannick (2002);;29;35.5;15;25.5;0;0.0;8.5

34b;Dittli Philip;;;;;;;;;;34.0
o;;;Aeppli Lukas (2000);;;;;;;;8.5
o;5;8.5;Käppeli Remo (2001);;18;54.0;5;8.5;0;0.0;8.5
o;11;17.0;Thoma Luca (2000);;29;35.5;11;17.0;0;0.0;8.5
o;15;25.5;Bossert Alain (2001);;30;35.25;15;25.5;0;0.0;8.5

34c;Vontobel Florian (2001);;;;;;;;;;34.0
o;;;Oertig Simon;;;;;;;;8.5
o;5;8.5;Scherrer Pascal;;18;54.0;5;8.5;0;0.0;8.5
o;11;17.0;Signer Ramon (2002);;26;46.5;7;18.25;-4;1.25;8.5
o;15;25.5;Porret Louis (2002);;29;35.5;15;25.5;0;0.0;8.5

34d;Glättli Tobias (2002);;;;;;;;;;34.0
o;;;Zehnder Mario;;;;;;;;8.5
o;5;8.5;Bader Sandro (2002);;29;35.5;5;8.5;0;0.0;8.5
o;11;17.0;Lanter Andreas;;23;52.75;10;17.25;-1;0.25;8.5
o;15;25.5;Buff Alwin;;23;52.75;14;25.75;-1;0.25;8.5

34e;Tresch Luca (2002);;;;;;;;;;34.0
o;;;Biser Niklaus;;;;;;;;8.5
o;5;8.5;Hagenbucher Tim;;35;27.0;5;8.5;0;0.0;8.5
o;11;17.0;Tobler Pius (2001);;29;35.5;11;17.0;0;0.0;8.5
o;15;25.5;Zemp Stefan (2002);;29;35.5;15;25.5;0;0.0;8.5

34f;Eichhorn Alexander;;;;;;;;;;34.0
o;;;Lusti Remo (2001);;;;;;;;8.5
o;5;8.5;Wildhaber Jannik;;16;54.5;3;9.0;-2;0.5;8.5
o;11;17.0;Dobler Lorenz (2000);;30;35.25;11;17.0;0;0.0;8.5
o;15;25.5;Glättli Benny;;29;35.5;15;25.5;0;0.0;8.5

35a;Vogel Thomas;;;;;;;;;;27.0
+;;;Scherrer Pascal;;;;;;;;10.0
o;1;10.0;Büsser André;*;13;55.25;5;8.5;4;-1.5;8.5
o;6;18.5;Wetter Silvan (2000);;16;54.5;6;18.5;0;0.0;8.5

35b;Hagenbucher Tim;;;;;;;;;;27.0
o;;;Knabe Robert;;;;;;;;8.5
+;5;8.5;Tresch Luca (2002);;34;34.0;5;8.5;0;0.0;10.0
o;6;18.5;Grimm Michael;;27;45.5;6;18.5;0;0.0;8.5

36a;Dörig Erich;*;;;;;;;;;26.25
-;;;Fontana Michael;*;;;;;;;8.75
-;4;8.75;Krähenbühl Lukas;*;16;54.5;5;8.5;1;-0.25;8.75
o;9;17.5;Oettli Silvio (2000);;15;54.75;9;17.5;0;0.0;8.75

37a;Widmer Fabian;;;;;;;;;;8.5
o;;;Frauenfelder Florian (2001);;;;;;;;8.5

