3390-2017-08-12_Schaffhauser_Kantonalschwingfest-ST

1a;Giger Samuel;***;;;;;;;;;58.25
o;8;46.75;Baumann Rico;*;9;56.25;9;46.5;1;-0.25;8.5

13n;Ott Damian (2000);*;;;;;;;;;55.25
o;;;Braun Mathias;*;;;;;;;8.5
+;5;8.5;Kiser Aron (2001);;18;54.0;1;10.0;-4;1.5;9.75
+;7;18.25;Bucher Roland;;16;54.5;5;18.75;-2;0.5;10.0
o;6;28.25;Roth Martin;*;4;57.5;6;28.25;0;0.0;8.5
+;9;36.75;Bottlang Michael;;17;54.25;7;37.25;-2;0.5;10.0
o;8;46.75;Kindlimann Fabian;***;6;57.0;7;47.0;-1;0.25;8.5

14a;Kammermann Dominik;;;;;;;;;;55.0
-;;;Bänziger Peter;;;;;;;;9.0
+;3;9.0;Schlegel Reto;*;12;55.5;5;8.5;2;-0.5;10.0
o;4;19.0;Kid Simon;**;7;56.75;5;18.75;1;-0.25;8.5
-;9;27.5;Dändliker Shane;*;9;56.25;10;27.25;1;-0.25;9.0
+;10;36.5;Kunz Daniel;;16;54.5;8;37.0;-2;0.5;10.0
o;9;46.5;Geisser Lars;**;7;56.75;7;47.0;-2;0.5;8.5

14b;Bürgler Patrick;;;;;;;;;;55.0
+;;;Knabe Robert;;;;;;;;9.75
o;2;9.75;Blaser Niklas;*;14;55.0;4;8.75;2;-1.0;8.5
+;7;18.25;Kiser Michael;;20;53.25;7;18.25;0;0.0;9.75
+;7;28.0;Ritter Fabio (2001);;23;52.5;11;27.0;4;-1.0;10.0
o;4;38.0;Inauen Andreas;*;12;55.5;8;37.0;4;-1.0;8.5
o;9;46.5;Bischof Martin;;11;55.75;12;45.75;3;-0.75;8.5

14c;Candrian Gian-Luca;;;;;;;;;;55.0
+;;;Poltera Andrin (1999);;;;;;;;9.75
o;2;9.75;Koch Reto;*;14;55.0;5;8.5;3;-1.25;8.5
o;7;18.25;Güntensperger Marcel;*;14;55.0;6;18.5;-1;0.25;8.5
+;12;26.75;Brülisauer Dominik (2001);;26;34.75;13;26.25;1;-0.5;9.75
+;10;36.5;Ulmann Fabian (1999);;19;53.75;9;36.75;-1;0.25;10.0
o;9;46.5;Ammann Rico;*;4;57.5;4;47.75;-5;1.25;8.5

14d;Braun Mathias;*;;;;;;;;;55.0
+;;;Ott Damian (2000);*;;;;;;;9.75
o;2;9.75;Vollenweider Jeremy;*;7;56.75;2;9.75;0;0.0;8.5
+;7;18.25;Poltera Andrin (1999);;12;55.5;6;18.5;-1;0.25;9.75
+;7;28.0;Bollhalder Manuel (2001);;12;55.5;5;28.5;-2;0.5;10.0
o;4;38.0;Dörig Erich;*;9;56.25;5;37.75;1;-0.25;8.5
o;9;46.5;Dumelin David;*;8;56.5;9;46.5;0;0.0;8.5

14e;Blaser Niklas;*;;;;;;;;;55.0
-;;;Elmer Daniel;*;;;;;;;8.75
+;4;8.75;Bürgler Patrick;;14;55.0;2;9.75;-2;1.0;9.75
+;6;18.5;Bischof Martin;;11;55.75;6;18.5;0;0.0;9.75
o;6;28.25;Eugster Ruedi;**;6;57.0;5;28.5;-1;0.25;8.5
+;9;36.75;Bucher Roland;;16;54.5;8;37.0;-1;0.25;9.75
o;9;46.5;Schmid Dominik;**;6;57.0;7;47.0;-2;0.5;8.5

14f;Güntensperger Marcel;*;;;;;;;;;55.0
o;;;Giger Urs;*;;;;;;;8.5
+;5;8.5;Wingeier Janik;;17;54.25;1;10.0;-4;1.5;10.0
+;6;18.5;Candrian Gian-Luca;;14;55.0;7;18.25;1;-0.25;9.75
o;6;28.25;Bless Michael;***;2;58.0;6;28.25;0;0.0;8.5
o;9;36.75;Dumelin David;*;8;56.5;10;36.5;1;-0.25;8.5
+;14;45.25;Kiser Aron (2001);;18;54.0;13;45.5;-1;0.25;9.75

14g;Hugelshofer Lars (2001);;;;;;;;;;55.0
+;;;Schiess Christian;;;;;;;;9.75
o;2;9.75;Bäbler Dominik;*;16;54.5;4;8.75;2;-1.0;8.5
o;7;18.25;Vestner Roman;*;13;55.25;6;18.5;-1;0.25;8.5
+;12;26.75;Furrer Matthias;;25;35.25;12;26.75;0;0.0;9.75
o;10;36.5;Coray Beda;**;12;55.5;8;37.0;-2;0.5;8.5
+;15;45.0;Kobler Janosch (2000);;19;53.75;14;45.25;-1;0.25;10.0

14h;Hersche Daniel;*;;;;;;;;;55.0
+;;;Kunz Daniel;;;;;;;;9.75
o;2;9.75;Ammann Rico;*;4;57.5;2;9.75;0;0.0;8.75
+;6;18.5;Wingeier Janik;;17;54.25;6;18.5;0;0.0;9.75
o;6;28.25;Battaglia Ursin;**;5;57.25;5;28.5;-1;0.25;8.5
+;9;36.75;Kobler Janosch (2000);;19;53.75;9;36.75;0;0.0;9.75
o;9;46.5;Eugster Ruedi;**;6;57.0;7;47.0;-2;0.5;8.5

14i;Koch Reto;*;;;;;;;;;55.0
o;;;Dändliker Shane;*;;;;;;;8.5
+;5;8.5;Candrian Gian-Luca;;14;55.0;2;9.75;-3;1.25;9.75
+;7;18.25;Ritter Fabio (2001);;23;52.5;6;18.5;-1;0.25;10.0
o;6;28.25;Geisser Lars;**;7;56.75;5;28.5;-1;0.25;8.5
+;9;36.75;Keller Andreas;*;18;54.0;9;36.75;0;0.0;9.75
o;9;46.5;Good Marco;*;5;57.25;6;47.25;-3;0.75;8.5

15a;Lehmann Philipp (1999);;;;;;;;;;54.75
+;;;Tremp Remo (1999);;;;;;;;9.75
+;2;9.75;Inauen Andreas;*;12;55.5;4;8.75;2;-1.0;9.75
o;3;19.5;Geisser Lars;**;7;56.75;5;18.75;2;-0.75;8.75
o;6;28.25;Dörig Erich;*;9;56.25;7;28.0;1;-0.25;8.75
-;8;37.0;Riget Florian;;13;55.25;7;37.25;-1;0.25;9.0
-;11;46.0;Wetter Silvan (2000);;16;54.5;12;45.75;1;-0.25;8.75

15b;Raschle Adrian;;;;;;;;;;54.75
o;;;Bollhalder Manuel (2001);;;;;;;;8.5
+;5;8.5;Hobi Ignaz;;17;54.25;5;8.5;0;0.0;9.75
o;7;18.25;Keller Andreas;*;18;54.0;7;18.25;0;0.0;8.5
+;12;26.75;Buchmann Michael;;24;35.5;11;27.0;-1;0.25;9.75
o;10;36.5;Schudel Simon;*;10;56.0;6;37.5;-4;1.0;8.5
+;15;45.0;Winzeler Dominik (2000);;19;53.75;14;45.25;-1;0.25;9.75

15c;Gwerder Andreas;**;;;;;;;;;54.75
o;;;Kid Simon;**;;;;;;;8.5
-;5;8.5;Riget Florian;;13;55.25;1;10.0;-4;1.5;9.0
+;10;17.5;Scherrer Willi;;17;54.25;6;18.5;-4;1.0;9.75
-;10;27.25;Pfister Florian;*;12;55.5;7;28.0;-3;0.75;9.0
+;11;36.25;Tremp Remo (1999);;20;53.25;13;35.75;2;-0.5;10.0
o;10;46.25;Giger Urs;*;8;56.5;9;46.5;-1;0.25;8.5

15d;Elmer Daniel;*;;;;;;;;;54.75
-;;;Blaser Niklas;*;;;;;;;8.75
-;4;8.75;Dörig Erich;*;9;56.25;3;9.0;-1;0.25;9.0
+;9;17.75;Dobler Mathias;;18;54.0;6;18.5;-3;0.75;10.0
+;8;27.75;Wettstein Daniel;;17;54.25;10;27.25;2;-0.5;9.75
o;6;37.5;Koller Martin;*;3;57.75;4;38.0;-2;0.5;8.5
o;11;46.0;Dändliker Shane;*;9;56.25;10;46.25;-1;0.25;8.75

15e;Fontana Michael;*;;;;;;;;;54.75
-;;;Bäbler Dominik;*;;;;;;;8.75
+;4;8.75;Bänziger Peter;;31;26.0;3;9.0;-1;0.25;10.0
o;5;18.75;Kindlimann Fabian;***;6;57.0;6;18.5;1;-0.25;8.5
+;10;27.25;Schwyn Patrick (1999);;17;54.25;6;28.25;-4;1.0;10.0
-;7;37.25;Schwyn Adrian;;7;56.75;3;38.25;-4;1.0;8.75
-;11;46.0;Riget Ivan;*;15;54.75;11;46.0;0;0.0;8.75

15f;Riget Ivan;*;;;;;;;;;54.75
o;;;Pfister Florian;*;;;;;;;8.5
-;5;8.5;Fuster Sepp;;13;55.25;1;10.0;-4;1.5;8.75
-;11;17.25;Hobi Ignaz;;17;54.25;11;17.25;0;0.0;8.75
+;14;26.0;Schnyder Christian;;18;54.0;11;27.0;-3;1.0;10.0
+;12;36.0;Castelli Fabio (1999);;18;54.0;13;35.75;1;-0.25;10.0
-;11;46.0;Fontana Michael;*;15;54.75;11;46.0;0;0.0;8.75

16a;Bucher Roland;;;;;;;;;;54.5
-;;;Scherrer Willi;;;;;;;;8.75
+;4;8.75;Wetter Marcel;;28;34.25;5;8.5;1;-0.25;10.0
o;5;18.75;Ott Damian (2000);*;13;55.25;7;18.25;2;-0.5;8.5
+;10;27.25;Rhyner Beni (1999);;21;53.0;11;27.0;1;-0.25;9.75
o;8;37.0;Blaser Niklas;*;14;55.0;9;36.75;1;-0.25;8.5
-;13;45.5;Tremp Remo (1999);;20;53.25;17;44.25;4;-1.25;9.0

16b;Schiess Christian;;;;;;;;;;54.5
o;;;Hugelshofer Lars (2001);;;;;;;;8.5
+;5;8.5;Glättli Benny;;23;52.5;5;8.5;0;0.0;10.0
o;6;18.5;Odermatt Christoph;*;7;56.75;7;18.25;1;-0.25;8.5
+;11;27.0;Bollier Fabian;;22;52.75;11;27.0;0;0.0;10.0
-;8;37.0;Schwyn Patrick (1999);;17;54.25;9;36.75;1;-0.25;9.0
o;11;46.0;Schwyn Adrian;;7;56.75;7;47.0;-4;1.0;8.5

16c;Wetter Silvan (2000);;;;;;;;;;54.5
+;;;Sprecher Martin (2000);;;;;;;;10.0
o;1;10.0;Battaglia Ursin;**;5;57.25;4;8.75;3;-1.25;8.5
+;6;18.5;Jörger Corsin;;12;55.5;6;18.5;0;0.0;9.75
-;6;28.25;Schudel Simon;*;10;56.0;5;28.5;-1;0.25;9.0
o;7;37.25;Ammann Rico;*;4;57.5;5;37.75;-2;0.5;8.5
-;12;45.75;Lehmann Philipp (1999);;15;54.75;11;46.0;-1;0.25;8.75

16d;Bäbler Dominik;*;;;;;;;;;54.5
-;;;Fontana Michael;*;;;;;;;8.75
+;4;8.75;Hugelshofer Lars (2001);;14;55.0;2;9.75;-2;1.0;9.75
o;6;18.5;Bless Michael;***;2;58.0;7;18.25;1;-0.25;8.5
+;11;27.0;Hugener Adrian (2000);;23;52.5;11;27.0;0;0.0;10.0
-;8;37.0;Vollenweider Jeremy;*;7;56.75;4;38.0;-4;1.0;8.75
-;12;45.75;Arztmann Beda;*;13;55.25;14;45.25;2;-0.5;8.75

16e;Gartmann Mauro;*;;;;;;;;;54.5
-;;;Baumann Rico;*;;;;;;;8.75
o;4;8.75;Landolt Reto;*;13;55.25;3;9.0;-1;0.25;8.5
+;11;17.25;Lusti Remo (2001);;23;52.5;6;18.5;-5;1.25;10.0
-;10;27.25;Bottlang Michael;;17;54.25;5;28.5;-5;1.25;8.75
+;12;36.0;Burkhard Tobias;;13;55.25;9;36.75;-3;0.75;10.0
o;11;46.0;Schlegel Reto;*;12;55.5;12;45.75;1;-0.25;8.5

16f;Kunz Daniel;;;;;;;;;;54.5
o;;;Hersche Daniel;*;;;;;;;8.5
+;5;8.5;Castelli Fabio (1999);;18;54.0;5;8.5;0;0.0;10.0
o;6;18.5;Riget Florian;;13;55.25;4;19.0;-2;0.5;8.5
+;11;27.0;Kuhn Roman;*;13;55.25;11;27.0;0;0.0;10.0
o;8;37.0;Kammermann Dominik;;14;55.0;10;36.5;2;-0.5;8.75
o;12;45.75;Pfister Florian;*;12;55.5;13;45.5;1;-0.25;8.75

17a;Caflisch Stefan;;;;;;;;;;54.25
o;;;Schwyn Adrian;;;;;;;;8.5
o;5;8.5;Harder Benj;;17;54.25;4;8.75;-1;0.25;8.5
-;12;17.0;Hauser Simon;;18;54.0;12;17.0;0;0.0;8.75
+;15;25.75;Rotach Lars (2000);;29;34.0;16;25.5;1;-0.25;10.0
+;13;35.75;Glättli Benny;;23;52.5;14;35.5;1;-0.25;10.0
o;12;45.75;Breitenmoser Simon;;12;55.5;12;45.75;0;0.0;8.5

17b;Harder Benj;;;;;;;;;;54.25
-;;;Hodler Mathias;;;;;;;;8.75
+;4;8.75;Caflisch Stefan;;17;54.25;5;8.5;1;-0.25;10.0
o;5;18.75;Vögeli Sven;*;6;57.0;5;18.75;0;0.0;8.5
o;10;27.25;Landolt Reto;*;13;55.25;9;27.5;-1;0.25;8.5
o;13;35.75;Jörger Corsin;;12;55.5;14;35.5;1;-0.25;8.5
+;17;44.25;Winzeler Simon (2000);;18;54.0;13;45.5;-4;1.25;10.0

17c;Bottlang Michael;;;;;;;;;;54.25
+;;;Rhyner Beni (1999);;;;;;;;9.75
-;2;9.75;Fäh Tobias;;18;54.0;1;10.0;-1;0.25;8.75
+;6;18.5;Kiser Aron (2001);;18;54.0;6;18.5;0;0.0;10.0
-;5;28.5;Gartmann Mauro;*;16;54.5;10;27.25;5;-1.25;8.75
o;7;37.25;Ott Damian (2000);*;13;55.25;9;36.75;2;-0.5;8.5
o;12;45.75;Poltera Andrin (1999);;12;55.5;13;45.5;1;-0.25;8.5

17d;Wingeier Janik;;;;;;;;;;54.25
+;;;Dobler Mathias;;;;;;;;10.0
o;1;10.0;Güntensperger Marcel;*;14;55.0;5;8.5;4;-1.5;8.5
o;6;18.5;Hersche Daniel;*;14;55.0;6;18.5;0;0.0;8.5
-;11;27.0;Bischof Martin;;11;55.75;11;27.0;0;0.0;8.75
o;13;35.75;Scherrer Willi;;17;54.25;13;35.75;0;0.0;8.5
+;17;44.25;Sprecher Martin (2000);;22;52.75;17;44.25;0;0.0;10.0

17e;Salnajs Leo;;;;;;;;;;54.25
+;;;Hauser Simon;;;;;;;;10.0
-;1;10.0;Leuppi Karim;*;26;34.75;5;8.5;4;-1.5;8.75
o;5;18.75;Pfister Florian;*;12;55.5;7;18.25;2;-0.5;8.5
-;10;27.25;Scherrer Willi;;17;54.25;11;27.0;1;-0.25;8.75
+;12;36.0;Ott Matthias (1999);;13;55.25;8;37.0;-4;1.0;9.75
o;12;45.75;Büsser André;*;13;55.25;14;45.25;2;-0.5;8.5

17f;Scherrer Willi;;;;;;;;;;54.25
-;;;Bucher Roland;;;;;;;;8.75
+;4;8.75;Ochsner Reto (2000);;19;53.75;5;8.5;1;-0.25;9.75
o;6;18.5;Gwerder Andreas;**;15;54.75;10;17.5;4;-1.0;8.5
-;11;27.0;Salnajs Leo;;17;54.25;10;27.25;-1;0.25;8.75
+;13;35.75;Wingeier Janik;;17;54.25;13;35.75;0;0.0;9.75
-;13;45.5;Keller Andreas;*;18;54.0;14;45.25;1;-0.25;8.75

17g;Schwyn Patrick (1999);;;;;;;;;;54.25
+;;;Sieber Marc (2000);;;;;;;;10.0
+;1;10.0;Lusti Remo (2001);;23;52.5;1;10.0;0;0.0;9.75
o;2;19.75;Büsser André;*;13;55.25;6;18.5;4;-1.25;8.5
o;6;28.25;Fontana Michael;*;15;54.75;10;27.25;4;-1.0;8.5
-;9;36.75;Schiess Christian;;16;54.5;8;37.0;-1;0.25;9.0
o;12;45.75;Burkhard Tobias;;13;55.25;14;45.25;2;-0.5;8.5

17h;Hodler Mathias;;;;;;;;;;54.25
-;;;Harder Benj;;;;;;;;8.75
+;4;8.75;Dobler Lorenz (2000);;28;34.25;5;8.5;1;-0.25;10.0
o;5;18.75;Bernold Michael (1999);*;12;55.5;6;18.5;1;-0.25;8.5
o;10;27.25;Koch Thomas;*;13;55.25;10;27.25;0;0.0;8.5
+;13;35.75;Ritter Fabio (2001);;23;52.5;14;35.5;1;-0.25;10.0
o;12;45.75;Kuhn Roman;*;13;55.25;14;45.25;2;-0.5;8.5

17i;Hobi Ignaz;;;;;;;;;;54.25
o;;;Hari Michi;;;;;;;;8.5
o;5;8.5;Raschle Adrian;;15;54.75;5;8.5;0;0.0;8.75
-;11;17.25;Riget Ivan;*;15;54.75;11;17.25;0;0.0;8.75
+;14;26.0;Dobler Lorenz (2000);;28;34.25;15;25.75;1;-0.25;10.0
+;12;36.0;Fäh Tobias;;18;54.0;13;35.75;1;-0.25;9.75
o;12;45.75;Vollenweider Jeremy;*;7;56.75;8;46.75;-4;1.0;8.5

17j;Wettstein Daniel;;;;;;;;;;54.25
-;;;Breitenmoser Simon;;;;;;;;8.75
+;4;8.75;Schnyder Christian;;18;54.0;5;8.5;1;-0.25;10.0
o;5;18.75;Vestner Roman;*;13;55.25;6;18.5;1;-0.25;8.5
o;10;27.25;Elmer Daniel;*;15;54.75;8;27.75;-2;0.5;8.5
-;13;35.75;Schönenberger Björn;;21;53.0;13;35.75;0;0.0;8.75
+;16;44.5;Ulmann Fabian (1999);;19;53.75;14;45.25;-2;0.75;9.75

18a;Fäh Tobias;;;;;;;;;;54.0
+;;;Wirth Adrian;;;;;;;;10.0
-;1;10.0;Bottlang Michael;;17;54.25;2;9.75;1;-0.25;8.75
o;5;18.75;Schmid Dominik;**;6;57.0;6;18.5;1;-0.25;8.5
o;10;27.25;Hobi Ignaz;;17;54.25;14;26.0;4;-1.25;8.5
+;13;35.75;Hugener Adrian (2000);;23;52.5;14;35.5;1;-0.25;9.75
o;13;45.5;Arztmann Beda;*;13;55.25;14;45.25;1;-0.25;8.5

18b;Kiser Aron (2001);;;;;;;;;;54.0
+;;;Glättli Benny;;;;;;;;10.0
o;1;10.0;Ott Damian (2000);*;13;55.25;5;8.5;4;-1.5;8.5
o;6;18.5;Bottlang Michael;;17;54.25;6;18.5;0;0.0;8.5
-;11;27.0;Keller Werner;;20;53.25;11;27.0;0;0.0;8.75
+;13;35.75;Winzeler Dominik (2000);;19;53.75;10;36.5;-3;0.75;9.75
o;13;45.5;Güntensperger Marcel;*;14;55.0;14;45.25;1;-0.25;8.5

18c;Winzeler Simon (2000);;;;;;;;;;54.0
o;;;Lusti Remo (2001);;;;;;;;8.75
o;4;8.75;Poltera Andrin (1999);;12;55.5;5;8.5;1;-0.25;8.5
+;11;17.25;Maglia Leo (1999);;28;34.25;11;17.25;0;0.0;9.75
o;11;27.0;Burkhard Tobias;;13;55.25;12;26.75;1;-0.25;8.5
+;14;35.5;Bollier Fabian;;22;52.75;14;35.5;0;0.0;10.0
o;13;45.5;Harder Benj;;17;54.25;17;44.25;4;-1.25;8.5

18d;Schnyder Christian;;;;;;;;;;54.0
o;;;Jörger Corsin;;;;;;;;8.5
o;5;8.5;Wettstein Daniel;;17;54.25;4;8.75;-1;0.25;8.5
+;12;17.0;Rotach Lars (2000);;29;34.0;12;17.0;0;0.0;10.0
o;11;27.0;Riget Ivan;*;15;54.75;14;26.0;3;-1.0;8.5
o;14;35.5;Breitenmoser Simon;;12;55.5;13;35.75;-1;0.25;8.5
+;18;44.0;Lusti Remo (2001);;23;52.5;18;44.0;0;0.0;10.0

18e;Dobler Mathias;;;;;;;;;;54.0
o;;;Wingeier Janik;;;;;;;;8.5
+;5;8.5;Schönenberger Björn;;21;53.0;5;8.5;0;0.0;10.0
o;6;18.5;Elmer Daniel;*;15;54.75;9;17.75;3;-0.75;8.5
+;11;27.0;Flütsch Marco (1999);;13;55.25;11;27.0;0;0.0;10.0
o;8;37.0;Dändliker Shane;*;9;56.25;11;36.25;3;-0.75;8.5
o;13;45.5;Bollhalder Manuel (2001);;12;55.5;13;45.5;0;0.0;8.5

18f;Hauser Simon;;;;;;;;;;54.0
o;;;Salnajs Leo;;;;;;;;8.5
o;5;8.5;Knellwolf Sebastian (2001);;25;35.25;5;8.5;0;0.0;8.5
-;12;17.0;Caflisch Stefan;;17;54.25;12;17.0;0;0.0;8.75
+;15;25.75;Wetter Marcel;;28;34.25;16;25.5;1;-0.25;9.75
o;14;35.5;Kuhn Roman;*;13;55.25;14;35.5;0;0.0;8.5
+;18;44.0;Ritter Fabio (2001);;23;52.5;18;44.0;0;0.0;10.0

18g;Castelli Fabio (1999);;;;;;;;;;54.0
o;;;Fuster Sepp;;;;;;;;8.5
o;5;8.5;Kunz Daniel;;16;54.5;5;8.5;0;0.0;8.5
-;12;17.0;Brülisauer Dominik (2001);;26;34.75;11;17.25;-1;0.25;9.0
+;14;26.0;Knabe Robert;;27;34.5;14;26.0;0;0.0;9.75
o;13;35.75;Riget Ivan;*;15;54.75;12;36.0;-1;0.25;8.5
+;17;44.25;Schönenberger Björn;;21;53.0;16;44.5;-1;0.25;9.75

18h;Keller Andreas;*;;;;;;;;;54.0
+;;;Schlegel Reto;*;;;;;;;9.75
o;2;9.75;Schudel Simon;*;10;56.0;1;10.0;-1;0.25;8.5
+;7;18.25;Raschle Adrian;;15;54.75;7;18.25;0;0.0;10.0
o;6;28.25;Coray Beda;**;12;55.5;10;27.25;4;-1.0;8.5
o;9;36.75;Koch Reto;*;14;55.0;9;36.75;0;0.0;8.5
-;14;45.25;Scherrer Willi;;17;54.25;13;45.5;-1;0.25;8.75

19a;Ulmann Fabian (1999);;;;;;;;;;53.75
+;;;Stähli Jan (1999);;;;;;;;9.75
+;2;9.75;Winzeler Dominik (2000);;19;53.75;2;9.75;0;0.0;9.75
o;3;19.5;Giger Urs;*;8;56.5;7;18.25;4;-1.25;8.5
o;7;28.0;Vollenweider Jeremy;*;7;56.75;6;28.25;-1;0.25;8.75
o;9;36.75;Candrian Gian-Luca;;14;55.0;10;36.5;1;-0.25;8.5
o;14;45.25;Wettstein Daniel;;17;54.25;16;44.5;2;-0.75;8.5

19b;Kobler Janosch (2000);;;;;;;;;;53.75
+;;;Kiser Michael;;;;;;;;9.75
+;2;9.75;Inauen Franz;*;30;27.0;5;8.5;3;-1.25;9.75
o;3;19.5;Arztmann Beda;*;13;55.25;6;18.5;3;-1.0;8.75
o;6;28.25;Bickel Roman;*;7;56.75;6;28.25;0;0.0;8.5
o;9;36.75;Hersche Daniel;*;14;55.0;9;36.75;0;0.0;8.5
o;14;45.25;Hugelshofer Lars (2001);;14;55.0;15;45.0;1;-0.25;8.5

19c;Winzeler Dominik (2000);;;;;;;;;;53.75
+;;;Hugener Adrian (2000);;;;;;;;9.75
o;2;9.75;Ulmann Fabian (1999);;19;53.75;2;9.75;0;0.0;8.5
+;7;18.25;Tschudi Mario (2001);;25;35.25;7;18.25;0;0.0;9.75
o;7;28.0;Inauen Andreas;*;12;55.5;10;27.25;3;-0.75;8.5
o;10;36.5;Kiser Aron (2001);;18;54.0;13;35.75;3;-0.75;8.75
o;14;45.25;Raschle Adrian;;15;54.75;15;45.0;1;-0.25;8.5

19d;Nock Benjamin (2001);;;;;;;;;;53.75
+;;;Dobler Lorenz (2000);;;;;;;;9.75
o;2;9.75;Roth Martin;*;4;57.5;5;8.5;3;-1.25;8.5
+;7;18.25;Knellwolf Sebastian (2001);;25;35.25;7;18.25;0;0.0;10.0
o;6;28.25;Jöhl Christian;*;8;56.5;6;28.25;0;0.0;8.5
o;9;36.75;Vögeli Sven;*;6;57.0;6;37.5;-3;0.75;8.5
o;14;45.25;Fuster Sepp;;13;55.25;13;45.5;-1;0.25;8.5

19e;Ochsner Reto (2000);;;;;;;;;;53.75
o;;;Tschudi Mario (2001);;;;;;;;8.5
o;5;8.5;Scherrer Willi;;17;54.25;4;8.75;-1;0.25;8.5
+;12;17.0;Sieber Marc (2000);;28;34.25;12;17.0;0;0.0;9.75
+;12;26.75;Stähli Jan (1999);;25;35.25;12;26.75;0;0.0;9.75
-;10;36.5;Rhyner Beni (1999);;21;53.0;14;35.5;4;-1.0;8.75
o;14;45.25;Jörger Corsin;;12;55.5;13;45.5;-1;0.25;8.5

20a;Keller Werner;;;;;;;;;;53.25
o;;;Riget Florian;;;;;;;;8.5
+;5;8.5;Stähli Jan (1999);;25;35.25;5;8.5;0;0.0;10.0
o;6;18.5;Bickel Roman;*;7;56.75;7;18.25;1;-0.25;8.5
-;11;27.0;Kiser Aron (2001);;18;54.0;11;27.0;0;0.0;8.75
o;13;35.75;Bischof Martin;;11;55.75;13;35.75;0;0.0;8.5
-;17;44.25;Kiser Michael;;20;53.25;17;44.25;0;0.0;9.0

20b;Tremp Remo (1999);;;;;;;;;;53.25
o;;;Lehmann Philipp (1999);;;;;;;;8.5
+;5;8.5;Hugener Adrian (2000);;23;52.5;5;8.5;0;0.0;10.0
-;6;18.5;Leuppi Karim;*;26;34.75;11;17.25;5;-1.25;8.75
o;10;27.25;Fuster Sepp;;13;55.25;10;27.25;0;0.0;8.5
o;13;35.75;Gwerder Andreas;**;15;54.75;11;36.25;-2;0.5;8.5
-;17;44.25;Bucher Roland;;16;54.5;13;45.5;-4;1.25;9.0

20c;Kiser Michael;;;;;;;;;;53.25
o;;;Kobler Janosch (2000);;;;;;;;8.5
+;5;8.5;Büchler Livio (2001);;25;35.25;5;8.5;0;0.0;9.75
o;7;18.25;Bürgler Patrick;;14;55.0;7;18.25;0;0.0;8.75
o;11;27.0;Baumann Rico;*;9;56.25;11;27.0;0;0.0;8.5
-;14;35.5;Sprecher Martin (2000);;22;52.75;14;35.5;0;0.0;8.75
-;17;44.25;Keller Werner;;20;53.25;17;44.25;0;0.0;9.0

21a;Schönenberger Björn;;;;;;;;;;53.0
o;;;Burkhard Tobias;;;;;;;;8.5
o;5;8.5;Dobler Mathias;;18;54.0;5;8.5;0;0.0;8.5
+;12;17.0;Glättli Benny;;23;52.5;12;17.0;0;0.0;10.0
-;11;27.0;Leuppi Karim;*;26;34.75;14;26.0;3;-1.0;8.75
-;13;35.75;Wettstein Daniel;;17;54.25;13;35.75;0;0.0;8.75
o;16;44.5;Castelli Fabio (1999);;18;54.0;17;44.25;1;-0.25;8.5

21b;Rhyner Beni (1999);;;;;;;;;;53.0
o;;;Bottlang Michael;;;;;;;;8.5
+;5;8.5;Sieber Marc (2000);;28;34.25;5;8.5;0;0.0;10.0
o;6;18.5;Ackermann Remo;*;8;56.5;6;18.5;0;0.0;8.5
o;11;27.0;Bucher Roland;;16;54.5;10;27.25;-1;0.25;8.5
-;14;35.5;Ochsner Reto (2000);;19;53.75;10;36.5;-4;1.0;8.75
-;17;44.25;Bollier Fabian;;22;52.75;18;44.0;1;-0.25;8.75

22a;Sprecher Martin (2000);;;;;;;;;;52.75
o;;;Wetter Silvan (2000);;;;;;;;8.5
o;5;8.5;Breitenmoser Simon;;12;55.5;4;8.75;-1;0.25;8.5
o;12;17.0;Schlegel Reto;*;12;55.5;12;17.0;0;0.0;8.5
+;16;25.5;Maglia Leo (1999);;28;34.25;15;25.75;-1;0.25;10.0
-;14;35.5;Kiser Michael;;20;53.25;14;35.5;0;0.0;8.75
o;17;44.25;Wingeier Janik;;17;54.25;17;44.25;0;0.0;8.5

22b;Bollier Fabian;;;;;;;;;;52.75
o;;;Bischof Martin;;;;;;;;8.5
+;5;8.5;Rotach Lars (2000);;29;34.0;5;8.5;0;0.0;10.0
o;6;18.5;Roth Martin;*;4;57.5;7;18.25;1;-0.25;8.5
o;11;27.0;Schiess Christian;;16;54.5;11;27.0;0;0.0;8.5
o;14;35.5;Winzeler Simon (2000);;18;54.0;14;35.5;0;0.0;8.5
-;18;44.0;Rhyner Beni (1999);;21;53.0;17;44.25;-1;0.25;8.75

23a;Glättli Benny;;;;;;;;;;52.5
o;;;Kiser Aron (2001);;;;;;;;8.5
o;5;8.5;Schiess Christian;;16;54.5;5;8.5;0;0.0;8.5
o;12;17.0;Schönenberger Björn;;21;53.0;12;17.0;0;0.0;8.5
+;16;25.5;Wirth Adrian;;28;34.25;15;25.75;-1;0.25;10.0
o;14;35.5;Caflisch Stefan;;17;54.25;13;35.75;-1;0.25;8.5
o;18;44.0;Flütsch Marco (1999);;13;55.25;14;45.25;-4;1.25;8.5

23b;Lusti Remo (2001);;;;;;;;;;52.5
+;;;Winzeler Simon (2000);;;;;;;;10.0
