3215-2021-09-12_125_Nordostschweizer_Schwingfest-ST

1a;Giger Samuel;***;;;;;;;;;58.5
16d;Schiesser Patrik;*;;;;;;;;;54.0
o;;;Signer Andy (2003);*;;;;;;;8.5
+;5;8.5;Imhof Gregor;;19;53.25;2;9.75;-3;1.25;9.75
+;7;18.25;Bürgler Patrick;*;16;54.0;7;18.25;0;0.0;10.0
o;7;28.25;von Ah Benji;***;7;56.25;10;27.5;3;-0.75;8.5
-;10;36.75;Blaser Niklas;*;17;53.75;11;36.5;1;-0.25;8.75
o;12;45.5;Wehrli Jan;;13;54.75;15;44.75;3;-0.75;8.5

16e;Wild Thomas;*;;;;;;;;;54.0
o;;;Burkhard Tobias;*;;;;;;;8.5
+;5;8.5;Bucher Roman (2003);;14;54.5;2;9.75;-3;1.25;10.0
o;6;18.5;Luginbühl Hanspeter;**;9;55.75;8;17.75;2;-0.75;8.5
+;12;27.0;Diem Hansruedi;;21;52.75;12;27.0;0;0.0;10.0
o;9;37.0;Poltera Andrin;*;7;56.25;6;37.75;-3;0.75;8.5
o;12;45.5;Hug Jan;;12;55.0;13;45.25;1;-0.25;8.5

16f;Büchler Livio;;;;;;;;;;54.0
+;;;Steiner Lukas;;;;;;;;9.75
-;2;9.75;Schwyn Adrian;*;13;54.75;5;8.5;3;-1.25;8.75
o;6;18.5;Heierli Pascal;*;7;56.25;7;18.25;1;-0.25;8.5
+;12;27.0;Fässler Tobias;;21;52.75;12;27.0;0;0.0;10.0
o;9;37.0;Bollhalder Manuel;*;10;55.5;10;36.75;1;-0.25;8.5
o;12;45.5;Ziegler Andreas;;13;54.75;14;45.0;2;-0.5;8.5

16g;Lüthi Manuel (2003);*;;;;;;;;;54.0
o;;;Burkhalter Thomas (2003);*;;;;;;;8.5
+;5;8.5;Schiegg Raphael (2005);;22;52.5;2;9.75;-3;1.25;9.75
o;7;18.25;Steiner Michael;**;9;55.75;10;17.25;3;-1.0;8.75
o;12;27.0;Flütsch Marco;;11;55.25;11;27.25;-1;0.25;8.5
o;15;35.5;Inauen Aurel;;10;55.5;14;35.75;-1;0.25;8.5
+;18;44.0;Müller Christian;;18;53.5;14;45.0;-4;1.0;10.0

16h;Brülisauer Thomas (2003);;;;;;;;;;54.0
o;;;Graf Nicola (2003);;;;;;;;8.5
+;5;8.5;Laager Michael;;22;52.5;5;8.5;0;0.0;10.0
o;6;18.5;Schwyn Adrian;*;13;54.75;10;17.25;4;-1.25;8.5
o;12;27.0;Bürgler Patrick;*;16;54.0;13;26.75;1;-0.25;8.5
o;15;35.5;Bucher Roman (2003);;14;54.5;13;36.0;-2;0.5;8.5
+;18;44.0;Siegenthaler Joël (2003);;22;52.5;18;44.0;0;0.0;10.0

16i;Mettler Valentin;*;;;;;;;;;54.0
+;;;Keller Werner;*;;;;;;;9.75
o;2;9.75;Poltera Andrin;*;7;56.25;2;9.75;0;0.0;8.5
-;7;18.25;Krähenbühl Lukas;*;15;54.25;7;18.25;0;0.0;8.75
o;12;27.0;Hänni Marc;;17;53.75;12;27.0;0;0.0;8.5
-;15;35.5;Notz Armin;*;19;53.25;14;35.75;-1;0.25;8.75
+;17;44.25;Mösli Marcel;;17;53.75;13;45.25;-4;1.0;9.75

17a;Kammermann Dominik;;;;;;;;;;53.75
o;;;Keller Lukas;;;;;;;;8.5
+;5;8.5;Spörndli Cyril (2003);;23;52.25;5;8.5;0;0.0;9.75
o;7;18.25;Blaser Niklas;*;17;53.75;11;17.0;4;-1.25;8.5
+;13;26.75;Oettli Reto (2005);;17;53.75;13;26.75;0;0.0;10.0
o;10;36.75;Hochholdinger Roman;**;15;54.25;14;35.75;4;-1.0;8.5
o;13;45.25;Kurmann Patrick (2003);;10;55.5;12;45.5;-1;0.25;8.5

17b;Joos Enrico (2003);*;;;;;;;;;53.75
-;;;Burch Dean;*;;;;;;;8.75
-;4;8.75;Keller Lukas;;9;55.75;1;10.0;-3;1.25;8.75
+;9;17.5;Siegenthaler Joël (2003);;22;52.5;6;18.5;-3;1.0;10.0
-;10;27.5;Schwyn Adrian;*;13;54.75;11;27.25;1;-0.25;9.0
o;11;36.5;Ulmann Fabian;*;13;54.75;11;36.5;0;0.0;8.5
o;14;45.0;Steiner Michael;**;9;55.75;11;45.75;-3;0.75;8.75

17c;Trümpi Simon;;;;;;;;;;53.75
+;;;Siegenthaler Joël (2003);;;;;;;;9.75
o;2;9.75;Keller Werner;*;12;55.0;5;8.5;3;-1.25;8.5
o;7;18.25;Inauen Andreas;*;15;54.25;10;17.25;3;-1.0;8.5
o;13;26.75;Nüesch Sandro (2005);;11;55.25;13;26.75;0;0.0;8.5
+;16;35.25;Schiegg Raphael (2005);;22;52.5;16;35.25;0;0.0;10.0
o;13;45.25;Fuster Sepp;*;11;55.25;12;45.5;-1;0.25;8.5

17d;Aebli Nino;*;;;;;;;;;53.75
o;;;Baumgartner Ramon;*;;;;;;;8.5
o;5;8.5;Raschle Urban (2003);;12;55.0;2;9.75;-3;1.25;8.5
+;11;17.0;Inauen Aurel;;10;55.5;6;18.5;-5;1.5;10.0
+;12;27.0;Schild Cornel (2004);;11;55.25;12;27.0;0;0.0;9.75
o;10;36.75;Steiner Michael;**;9;55.75;13;36.0;3;-0.75;8.5
o;13;45.25;Niederer Andreas;;12;55.0;13;45.25;0;0.0;8.5

17e;Zumbach Michael;;;;;;;;;;53.75
+;;;Kühne Cyrill (2004);;;;;;;;9.75
+;2;9.75;Koller Silvan;*;26;34.5;5;8.5;3;-1.25;9.75
o;3;19.5;Arztmann Beda;**;4;57.0;6;18.5;3;-1.0;8.5
o;8;28.0;Oettli Marco;**;7;56.25;9;27.75;1;-0.25;8.5
-;11;36.5;Thiemann Fabrice;;19;53.25;14;35.75;3;-0.75;8.75
o;13;45.25;Nüesch Sandro (2005);;11;55.25;13;45.25;0;0.0;8.5

17f;Blaser Niklas;*;;;;;;;;;53.75
o;;;Fausch Kjetil;*;;;;;;;8.5
o;5;8.5;Galli Cedric;;18;53.5;2;9.75;-3;1.25;8.5
+;11;17.0;Kammermann Dominik;;17;53.75;7;18.25;-4;1.25;9.75
+;13;26.75;Odermatt Michi;;9;55.75;10;27.5;-3;0.75;9.75
-;11;36.5;Schiesser Patrik;*;16;54.0;10;36.75;-1;0.25;8.75
o;13;45.25;Oertig Simon;*;11;55.25;12;45.5;-1;0.25;8.5

17g;Mösli Marcel;;;;;;;;;;53.75
o;;;Imhof Gregor;;;;;;;;8.75
o;4;8.75;Schiess Christian;;14;54.5;4;8.75;0;0.0;8.5
+;10;17.25;Laager Michael;;22;52.5;11;17.0;1;-0.25;9.75
o;12;27.0;Ulmann Fabian;*;13;54.75;13;26.75;1;-0.25;8.5
+;15;35.5;Schwyn Patrick;;15;54.25;14;35.75;-1;0.25;9.75
o;13;45.25;Mettler Valentin;*;16;54.0;17;44.25;4;-1.0;8.5

17h;Mannhart Jan (2003);;;;;;;;;;53.75
o;;;Hug Jan;;;;;;;;8.5
-;5;8.5;Kühne Cyrill (2004);;21;52.75;5;8.5;0;0.0;9.0
o;9;17.5;Thiemann Fabrice;;19;53.25;9;17.5;0;0.0;8.75
-;14;26.25;Koller Silvan;*;26;34.5;17;25.5;3;-0.75;9.0
+;16;35.25;Manser Adrian;;22;52.5;16;35.25;0;0.0;10.0
o;13;45.25;Wehrli Jan;;13;54.75;15;44.75;2;-0.5;8.5

17i;Oettli Reto (2005);;;;;;;;;;53.75
+;;;Nef Tobias (2005);;;;;;;;9.75
o;2;9.75;Pianta Christian;*;19;53.25;5;8.5;3;-1.25;8.5
o;7;18.25;Lanter Christian;*;9;55.75;10;17.25;3;-1.0;8.5
o;13;26.75;Kammermann Dominik;;17;53.75;13;26.75;0;0.0;8.5
+;16;35.25;Spörndli Cyril (2003);;23;52.25;16;35.25;0;0.0;10.0
o;13;45.25;Flütsch Marco;;11;55.25;12;45.5;-1;0.25;8.5

17j;Hauser Simon;;;;;;;;;;53.75
-;;;Inauen Aurel;;;;;;;;8.75
+;4;8.75;Diem Hansruedi;;21;52.75;5;8.5;1;-0.25;9.75
o;6;18.5;Signer Andy (2003);*;11;55.25;7;18.25;1;-0.25;8.5
o;12;27.0;Krähenbühl Lukas;*;15;54.25;12;27.0;0;0.0;8.5
o;15;35.5;Mathis Patrick;;13;54.75;11;36.5;-4;1.0;8.5
+;18;44.0;Fässler Tobias;;21;52.75;17;44.25;-1;0.25;9.75

17k;Hänni Marc;;;;;;;;;;53.75
o;;;Hinrichs Silvio (2004);;;;;;;;8.5
+;5;8.5;Nef Tobias (2005);;28;34.0;5;8.5;0;0.0;10.0
o;6;18.5;Gosswiler Livio;*;12;55.0;11;17.0;5;-1.5;8.5
+;12;27.0;Mettler Valentin;*;16;54.0;12;27.0;0;0.0;9.75
o;10;36.75;Baumgartner Ramon;*;5;56.75;10;36.75;0;0.0;8.5
o;13;45.25;Elmer Adrian;*;12;55.0;13;45.25;0;0.0;8.5

17l;Rhyner Beni;;;;;;;;;;53.75
o;;;Raschle Urban (2003);;;;;;;;8.5
o;5;8.5;Schegg Daniel;;18;53.5;5;8.5;0;0.0;8.5
+;11;17.0;Meier Adrian (2005);;28;34.0;11;17.0;0;0.0;10.0
o;12;27.0;Koller Fabian;*;14;54.5;16;25.75;4;-1.25;8.5
o;15;35.5;Tanner Adrian;;16;54.0;15;35.5;0;0.0;8.5
+;18;44.0;Abderhalden Lukas (2003);;23;52.25;19;43.75;1;-0.25;9.75

17m;Hobi Ignaz;*;;;;;;;;;53.75
+;;;Fontana Michael;*;;;;;;;9.75
-;2;9.75;Gartmann Mauro;**;9;55.75;5;8.5;3;-1.25;8.75
o;6;18.5;Leuppi Samir;***;3;57.25;5;18.75;-1;0.25;8.5
+;12;27.0;Naef Sandro;;21;52.75;11;27.25;-1;0.25;9.75
o;10;36.75;Inauen Maurus (2003);;10;55.5;9;37.0;-1;0.25;8.5
o;13;45.25;Inauen Aurel;;10;55.5;12;45.5;-1;0.25;8.5

18a;Kiener Raphael;;;;;;;;;;53.5
o;;;Flütsch Marco;;;;;;;;8.5
o;5;8.5;Giger Florian;;15;54.25;5;8.5;0;0.0;8.5
+;11;17.0;Manser Adrian;;22;52.5;11;17.0;0;0.0;10.0
-;12;27.0;Oertig Simon;*;11;55.25;13;26.75;1;-0.25;9.0
o;13;36.0;Schiess Christian;;14;54.5;13;36.0;0;0.0;8.75
-;15;44.75;Notz Armin;*;19;53.25;16;44.5;1;-0.25;8.75

18b;Müller Christian;;;;;;;;;;53.5
o;;;Nüesch Remo;;;;;;;;8.5
o;5;8.5;Inauen Aurel;;10;55.5;4;8.75;-1;0.25;8.5
o;11;17.0;Diem Hansruedi;;21;52.75;11;17.0;0;0.0;8.5
+;17;25.5;Nef Tobias (2005);;28;34.0;17;25.5;0;0.0;9.75
+;16;35.25;Laager Michael;;22;52.5;16;35.25;0;0.0;9.75
o;14;45.0;Lüthi Manuel (2003);*;16;54.0;18;44.0;4;-1.0;8.5

18c;Schegg Daniel;;;;;;;;;;53.5
o;;;Inauen Maurus (2003);;;;;;;;8.5
+;5;8.5;Rhyner Beni;;17;53.75;5;8.5;0;0.0;9.75
+;7;18.25;Koller Silvan;*;26;34.5;11;17.0;4;-1.25;9.75
o;8;28.0;Schuler Martin;*;6;56.5;7;28.25;-1;0.25;8.5
o;11;36.5;Gartmann Mauro;**;9;55.75;13;36.0;2;-0.5;8.5
o;14;45.0;Burkhard Tobias;*;12;55.0;13;45.25;-1;0.25;8.5

18d;Galli Cedric;;;;;;;;;;53.5
+;;;Schild Cornel (2004);;;;;;;;9.75
+;2;9.75;Blaser Niklas;*;17;53.75;5;8.5;3;-1.25;9.75
o;3;19.5;Good Marco;*;5;56.75;6;18.5;3;-1.0;8.5
o;8;28.0;Burch Dean;*;14;54.5;11;27.25;3;-0.75;8.5
o;11;36.5;Raschle Urban (2003);;12;55.0;10;36.75;-1;0.25;8.5
o;14;45.0;Kobler Janosch;*;11;55.25;12;45.5;-2;0.5;8.5

19a;Thiemann Fabrice;;;;;;;;;;53.25
-;;;Kurmann Patrick (2003);;;;;;;;8.75
-;4;8.75;Odermatt Michi;;9;55.75;4;8.75;0;0.0;8.75
+;9;17.5;Mannhart Jan (2003);;17;53.75;9;17.5;0;0.0;9.75
o;11;27.25;Funk Nicola;*;9;55.75;12;27.0;1;-0.25;8.5
-;14;35.75;Zumbach Michael;;17;53.75;11;36.5;-3;0.75;8.75
-;16;44.5;Tschudi Mario;;20;53.0;17;44.25;1;-0.25;8.75

19b;Notz Armin;*;;;;;;;;;53.25
o;;;Heierli Pascal;*;;;;;;;8.5
-;5;8.5;Nüesch Remo;;21;52.75;2;9.75;-3;1.25;8.75
+;10;17.25;Giger Florian;;15;54.25;6;18.5;-4;1.25;9.75
-;12;27.0;Lehmann Philipp;*;24;44.5;11;27.25;-1;0.25;8.75
-;14;35.75;Mettler Valentin;*;16;54.0;15;35.5;1;-0.25;8.75
-;16;44.5;Kiener Raphael;;18;53.5;15;44.75;-1;0.25;8.75

19c;Imhof Gregor;;;;;;;;;;53.25
+;;;Mösli Marcel;;;;;;;;9.75
o;2;9.75;Schiesser Patrik;*;16;54.0;5;8.5;3;-1.25;8.75
-;6;18.5;Schläpfer Matthias;*;25;34.75;10;17.25;4;-1.25;8.75
o;11;27.25;Egli Martin;;15;54.25;11;27.25;0;0.0;8.75
o;13;36.0;Schönenberger Tobias (2004);;14;54.5;14;35.75;1;-0.25;8.5
-;16;44.5;Manser Adrian;;22;52.5;19;43.75;3;-0.75;8.75

19d;Pianta Christian;*;;;;;;;;;53.25
o;;;Lenherr Cédric (2003);*;;;;;;;8.5
+;5;8.5;Oettli Reto (2005);;17;53.75;2;9.75;-3;1.25;10.0
o;6;18.5;Burkhalter Stefan;***;4;57.0;5;18.75;-1;0.25;8.5
-;12;27.0;Raschle Urban (2003);;12;55.0;8;28.0;-4;1.0;8.75
-;14;35.75;Elmer Adrian;*;12;55.0;11;36.5;-3;0.75;8.75
-;16;44.5;Lengacher Gian (2003);;15;54.25;12;45.5;-4;1.0;8.75

20a;Steiner Lukas;;;;;;;;;;53.0
o;;;Büchler Livio;;;;;;;;8.5
-;5;8.5;Lengacher Gian (2003);;15;54.25;5;8.5;0;0.0;8.75
+;10;17.25;Kühne Cyrill (2004);;21;52.75;9;17.5;-1;0.25;9.75
o;12;27.0;Blaser Christian;**;9;55.75;16;25.75;4;-1.25;8.75
-;14;35.75;Fässler Tobias;;21;52.75;15;35.5;1;-0.25;8.75
o;16;44.5;Giger Florian;;15;54.25;17;44.25;1;-0.25;8.5

20b;Tschudi Mario;;;;;;;;;;53.0
+;;;Meier Adrian (2005);;;;;;;;10.0
o;1;10.0;Burch Dean;*;14;54.5;4;8.75;3;-1.25;8.5
o;6;18.5;Ackermann Rico (2003);*;12;55.0;6;18.5;0;0.0;8.5
o;12;27.0;Hinrichs Silvio (2004);;15;54.25;12;27.0;0;0.0;8.5
-;15;35.5;Giger Florian;;15;54.25;15;35.5;0;0.0;8.75
-;17;44.25;Thiemann Fabrice;;19;53.25;16;44.5;-1;0.25;8.75

21a;Kühne Cyrill (2004);;;;;;;;;;52.75
o;;;Zumbach Michael;;;;;;;;8.5
-;5;8.5;Mannhart Jan (2003);;17;53.75;5;8.5;0;0.0;9.0
o;9;17.5;Steiner Lukas;;20;53.0;10;17.25;1;-0.25;8.5
+;15;26.0;Ackermann Roman;;27;34.25;16;25.75;1;-0.25;9.75
o;14;35.75;Fontana Michael;*;15;54.25;15;35.5;1;-0.25;8.5
o;17;44.25;Inauen Andreas;*;15;54.25;16;44.5;-1;0.25;8.5

21b;Castelli Fabio;*;;;;;;;;;52.75
o;;;Odermatt Gian Maria (2004);*;;;;;;;8.5
o;5;8.5;Graf Nicola (2003);;11;55.25;2;9.75;-3;1.25;8.5
-;11;17.0;Bucher Roman (2003);;14;54.5;7;18.25;-4;1.25;8.75
+;16;25.75;Langenegger Beat;;26;34.5;15;26.0;-1;0.25;9.75
-;15;35.5;Inauen Andreas;*;15;54.25;14;35.75;-1;0.25;8.75
o;17;44.25;Schild Cornel (2004);;11;55.25;12;45.5;-5;1.25;8.5

21c;Nüesch Remo;;;;;;;;;;52.75
+;;;Müller Christian;;;;;;;;9.75
-;2;9.75;Notz Armin;*;19;53.25;5;8.5;3;-1.25;8.75
o;6;18.5;Elmer Adrian;*;12;55.0;7;18.25;1;-0.25;8.5
-;12;27.0;Bucher Roman (2003);;14;54.5;12;27.0;0;0.0;8.75
o;14;35.75;Odermatt Michi;;9;55.75;13;36.0;-1;0.25;8.5
o;17;44.25;Lenherr Cédric (2003);*;12;55.0;13;45.25;-4;1.0;8.5

21d;Diem Hansruedi;;;;;;;;;;52.75
o;;;Ziegler Andreas;;;;;;;;8.5
o;5;8.5;Hauser Simon;;17;53.75;4;8.75;-1;0.25;8.5
+;11;17.0;Müller Christian;;18;53.5;11;17.0;0;0.0;10.0
o;12;27.0;Wild Thomas;*;16;54.0;12;27.0;0;0.0;8.5
o;15;35.5;Schild Cornel (2004);;11;55.25;15;35.5;0;0.0;8.75
o;17;44.25;Schwyn Patrick;;15;54.25;16;44.5;-1;0.25;8.5

21e;Naef Sandro;;;;;;;;;;52.75
+;;;Laager Michael;;;;;;;;10.0
o;1;10.0;Rüegg Fabian;*;13;54.75;3;9.0;2;-1.0;8.5
o;6;18.5;Baumgartner Ramon;*;5;56.75;7;18.25;1;-0.25;8.75
o;11;27.25;Hobi Ignaz;*;17;53.75;12;27.0;1;-0.25;8.5
o;14;35.75;Niederer Andreas;;12;55.0;15;35.5;1;-0.25;8.5
o;17;44.25;Brülisauer Dominik;;15;54.25;16;44.5;-1;0.25;8.5

21f;Fässler Tobias;;;;;;;;;;52.75
-;;;Stadelmann Patrick;;;;;;;;8.75
+;4;8.75;Knellwolf Sebastian;;28;34.0;5;8.5;1;-0.25;9.75
o;6;18.5;Burkhalter Thomas (2003);*;8;56.0;7;18.25;1;-0.25;8.5
o;12;27.0;Büchler Livio;;16;54.0;12;27.0;0;0.0;8.5
-;15;35.5;Steiner Lukas;;20;53.0;14;35.75;-1;0.25;8.75
o;17;44.25;Hauser Simon;;17;53.75;18;44.0;1;-0.25;8.5

22a;Laager Michael;;;;;;;;;;52.5
o;;;Naef Sandro;;;;;;;;8.5
o;5;8.5;Brülisauer Thomas (2003);;16;54.0;5;8.5;0;0.0;8.5
o;11;17.0;Mösli Marcel;;17;53.75;10;17.25;-1;0.25;8.5
+;17;25.5;Knellwolf Sebastian;;28;34.0;17;25.5;0;0.0;9.75
o;16;35.25;Müller Christian;;18;53.5;16;35.25;0;0.0;8.5
-;19;43.75;Schiegg Raphael (2005);;22;52.5;19;43.75;0;0.0;8.75

22b;Schiegg Raphael (2005);;;;;;;;;;52.5
+;;;Spörndli Cyril (2003);;;;;;;;9.75
o;2;9.75;Lüthi Manuel (2003);*;16;54.0;5;8.5;3;-1.25;8.5
o;7;18.25;Oertig Simon;*;11;55.25;11;17.0;4;-1.25;8.5
o;13;26.75;Hug Jan;;12;55.0;13;26.75;0;0.0;8.5
o;16;35.25;Trümpi Simon;;17;53.75;16;35.25;0;0.0;8.5
-;19;43.75;Laager Michael;;22;52.5;19;43.75;0;0.0;8.75

22c;Manser Adrian;;;;;;;;;;52.5
o;;;Schwyn Patrick;;;;;;;;8.5
o;5;8.5;Stadelmann Patrick;;14;54.5;4;8.75;-1;0.25;8.5
o;11;17.0;Kiener Raphael;;18;53.5;11;17.0;0;0.0;8.5
+;17;25.5;Krucker Silvan;;27;34.25;16;25.75;-1;0.25;9.75
o;16;35.25;Mannhart Jan (2003);;17;53.75;16;35.25;0;0.0;8.5
-;19;43.75;Imhof Gregor;;19;53.25;16;44.5;-3;0.75;8.75

22d;Siegenthaler Joël (2003);;;;;;;;;;52.5
o;;;Trümpi Simon;;;;;;;;8.5
+;5;8.5;Meier Adrian (2005);;28;34.0;5;8.5;0;0.0;10.0
o;6;18.5;Joos Enrico (2003);*;17;53.75;9;17.5;3;-1.0;8.5
o;12;27.0;Bernold Edi;**;15;54.25;12;27.0;0;0.0;8.5
o;15;35.5;Stadelmann Patrick;;14;54.5;13;36.0;-2;0.5;8.5
o;18;44.0;Brülisauer Thomas (2003);;16;54.0;18;44.0;0;0.0;8.5

23a;Abderhalden Lukas (2003);;;;;;;;;;52.25
o;;;Fuster Arjuna (2003);;;;;;;;8.5
o;5;8.5;Nüesch Sandro (2005);;11;55.25;5;8.5;0;0.0;8.5
+;11;17.0;Nef Tobias (2005);;28;34.0;11;17.0;0;0.0;9.75
o;13;26.75;Fontana Michael;*;15;54.25;16;25.75;3;-1.0;8.5
o;16;35.25;Lengacher Gian (2003);;15;54.25;15;35.5;-1;0.25;8.5
o;19;43.75;Rhyner Beni;;17;53.75;18;44.0;-1;0.25;8.5

23b;Spörndli Cyril (2003);;;;;;;;;;52.25
o;;;Schiegg Raphael (2005);;;;;;;;8.5
o;5;8.5;Kammermann Dominik;;17;53.75;5;8.5;0;0.0;8.5
o;11;17.0;Tanner Adrian;;16;54.0;10;17.25;-1;0.25;8.5
+;17;25.5;Meier Adrian (2005);;28;34.0;17;25.5;0;0.0;9.75
o;16;35.25;Oettli Reto (2005);;17;53.75;16;35.25;0;0.0;8.5
o;19;43.75;Lacher Tobias (2005);;16;54.0;17;44.25;-2;0.5;8.5

24a;Lehmann Philipp;*;;;;;;;;;44.5
o;;;Wittenwiler Roman;*;;;;;;;8.5
-;5;8.5;Schläpfer Matthias;*;25;34.75;5;8.5;0;0.0;8.75
+;10;17.25;Hinrichs Silvio (2004);;15;54.25;6;18.5;-4;1.25;10.0
-;11;27.25;Notz Armin;*;19;53.25;12;27.0;1;-0.25;8.75
o;13;36.0;Heierli Pascal;*;7;56.25;11;36.5;-2;0.5;8.5

25a;Schläpfer Matthias;*;;;;;;;;;34.75
o;;;Bärtsch Fabian;*;;;;;;;8.5
-;5;8.5;Lehmann Philipp;*;24;44.5;5;8.5;0;0.0;8.75
-;10;17.25;Imhof Gregor;;19;53.25;6;18.5;-4;1.25;8.75
-;15;26.0;Stadelmann Patrick;;14;54.5;11;27.25;-4;1.25;8.75

26a;Langenegger Beat;;;;;;;;;;34.5
o;;;Rüegg Patrick;;;;;;;;8.5
-;5;8.5;Krucker Silvan;;27;34.25;5;8.5;0;0.0;9.0
o;9;17.5;Odermatt Michi;;9;55.75;9;17.5;0;0.0;8.5
o;15;26.0;Castelli Fabio;*;21;52.75;16;25.75;1;-0.25;8.5

26b;Koller Silvan;*;;;;;;;;;34.5
o;;;Ackermann Rico (2003);*;;;;;;;8.5
o;5;8.5;Zumbach Michael;;17;53.75;2;9.75;-3;1.25;8.5
o;11;17.0;Schegg Daniel;;18;53.5;7;18.25;-4;1.25;8.5
-;17;25.5;Mannhart Jan (2003);;17;53.75;14;26.25;-3;0.75;9.0

27a;Ackermann Roman;;;;;;;;;;34.25
o;;;Mathis Patrick;;;;;;;;8.75
o;4;8.75;Kurmann Patrick (2003);;10;55.5;4;8.75;0;0.0;8.5
o;10;17.25;Lengacher Gian (2003);;15;54.25;10;17.25;0;0.0;8.5
o;16;25.75;Kühne Cyrill (2004);;21;52.75;15;26.0;-1;0.25;8.5

27b;Krucker Silvan;;;;;;;;;;34.25
o;;;Bucher Roman (2003);;;;;;;;8.5
-;5;8.5;Langenegger Beat;;26;34.5;5;8.5;0;0.0;8.75
o;10;17.25;Brülisauer Dominik;;15;54.25;9;17.5;-1;0.25;8.5
o;16;25.75;Manser Adrian;;22;52.5;17;25.5;1;-0.25;8.5

28a;Knellwolf Sebastian;;;;;;;;;;34.0
o;;;Egli Martin;;;;;;;;8.5
o;5;8.5;Fässler Tobias;;21;52.75;4;8.75;-1;0.25;8.5
o;11;17.0;Schild Cornel (2004);;11;55.25;10;17.25;-1;0.25;8.5
o;17;25.5;Laager Michael;;22;52.5;17;25.5;0;0.0;8.5

28b;Meier Adrian (2005);;;;;;;;;;34.0
o;;;Tschudi Mario;;;;;;;;8.5
o;5;8.5;Siegenthaler Joël (2003);;22;52.5;5;8.5;0;0.0;8.5
o;11;17.0;Rhyner Beni;;17;53.75;11;17.0;0;0.0;8.5
o;17;25.5;Spörndli Cyril (2003);;23;52.25;17;25.5;0;0.0;8.5

28c;Nef Tobias (2005);;;;;;;;;;34.0
o;;;Oettli Reto (2005);;;;;;;;8.5
o;5;8.5;Hänni Marc;;17;53.75;5;8.5;0;0.0;8.5
o;11;17.0;Abderhalden Lukas (2003);;23;52.25;11;17.0;0;0.0;8.5
o;17;25.5;Müller Christian;;18;53.5;17;25.5;0;0.0;8.5

29a;Rotach Lars;*;;;;;;;;;18.25
+;;;Ackermann Remo;*;;;;;;;9.75
o;2;9.75;Aeschbacher Matthias;***;4;57.0;5;8.5;3;-1.25;8.5

29b;Schlegel Sandro;**;;;;;;;;;18.25
o;;;Schneider Mario;**;;;;;;;8.5
+;5;8.5;Odermatt Gian Maria (2004);*;15;54.25;1;10.0;-4;1.5;9.75

