4814-2021-08-01_106_St_Galler_Kantonalschwingfest-ST

1a;Giger Samuel;***;;;;;;;;;58.5
-;10;27.25;Schiesser Patrik;*;17;54.25;10;27.25;0;0.0;8.75
+;12;36.0;Hangartner Maurice (2003);;17;54.25;9;36.75;-3;0.75;9.75
-;12;45.75;Neff Florian;*;18;54.0;14;45.25;2;-0.5;8.75

16i;Koller Fabian;*;;;;;;;;;54.5
+;;;Lanter Christian;*;;;;;;;10.0
o;1;10.0;Ott Damian;**;10;56.0;3;9.0;2;-1.0;8.5
o;6;18.5;Fausch Kjetil;*;7;56.75;6;18.5;0;0.0;8.5
-;11;27.0;Lacher Tobias (2005);;19;53.75;9;27.5;-2;0.5;9.0
o;12;36.0;Hobi Ignaz;;8;56.5;9;36.75;-3;0.75;8.5
+;17;44.5;Bleiker Daniel;;22;52.75;18;44.25;1;-0.25;10.0

16j;Keller Dominic;;;;;;;;;;54.5
+;;;Wüst Dorian (2004);;;;;;;;10.0
+;1;10.0;Eisenring Leandro;;20;53.5;1;10.0;0;0.0;10.0
o;1;20.0;Bernold Christian;**;32;29.0;4;19.0;3;-1.0;8.5
o;6;28.5;Baumann Rico;*;11;55.75;6;28.5;0;0.0;8.5
-;8;37.0;Kurmann Patrick (2003);;15;54.75;8;37.0;0;0.0;9.0
o;11;46.0;Fontana Michael;*;12;55.5;13;45.5;2;-0.5;8.5

16k;Stadelmann Patrick;;;;;;;;;;54.5
o;;;Schild Cornel (2004);;;;;;;;8.75
-;4;8.75;Lazzarotto Salomon (2005);;18;54.0;5;8.5;1;-0.25;8.75
+;9;17.5;Diem Hansruedi;;29;34.5;9;17.5;0;0.0;10.0
o;9;27.5;Blaser Niklas;*;13;55.25;11;27.0;2;-0.5;8.75
o;11;36.25;Laager Michael;;15;54.75;11;36.25;0;0.0;8.5
+;16;44.75;Tremp Ruedi (2003);;19;53.75;14;45.25;-2;0.5;9.75

16l;Gartmann Mauro;**;;;;;;;;;54.5
-;;;Bernold Edi;**;;;;;;;8.75
-;4;8.75;Schuler Philipp;**;11;55.75;5;8.5;1;-0.25;8.75
-;9;17.5;Giger Urs;*;12;55.5;6;18.5;-3;1.0;8.75
+;14;26.25;Kobler Janosch;;7;56.75;6;28.5;-8;2.25;10.0
+;11;36.25;Keller Cedric;;14;55.0;9;36.75;-2;0.5;9.75
o;11;46.0;Kindlimann Fabian;***;10;56.0;11;46.0;0;0.0;8.5

16m;Mettler Valentin;*;;;;;;;;;54.5
-;;;Pianta Christian;*;;;;;;;8.75
+;4;8.75;Bachmann Janos (2004);;14;55.0;2;9.75;-2;1.0;10.0
+;5;18.75;Mannhart Jan (2003);;13;55.25;2;19.75;-3;1.0;10.0
o;5;28.75;Schuler Alex;***;10;56.0;9;27.5;4;-1.25;8.5
o;7;37.25;Kiser Aron;;13;55.25;9;36.75;2;-0.5;8.5
-;12;45.75;Keller Manuel;*;16;54.5;12;45.75;0;0.0;8.75

17a;Fehr Christian;;;;;;;;;;54.25
+;;;Fässler Michael;;;;;;;;9.75
o;2;9.75;Elmer Daniel;*;11;55.75;4;8.75;2;-1.0;8.5
o;7;18.25;Kolb Pirmin;*;24;44.75;9;17.5;2;-0.75;8.75
o;11;27.0;Kiser Aron;;13;55.25;11;27.0;0;0.0;8.5
+;14;35.5;Nef Tobias (2005);;19;53.75;14;35.5;0;0.0;10.0
o;13;45.5;Peter Philipp;;13;55.25;13;45.5;0;0.0;8.75

17b;Bleiker Roman;;;;;;;;;;54.25
+;;;Brülisauer Thomas (2003);;;;;;;;10.0
o;1;10.0;Brülisauer Dominik;;12;55.5;3;9.0;2;-1.0;8.75
o;5;18.75;Dörig Erich;*;11;55.75;5;18.75;0;0.0;8.5
o;10;27.25;Peter Philipp;;13;55.25;11;27.0;1;-0.25;8.5
+;13;35.75;Zollinger Silvan (2004);;18;54.0;14;35.5;1;-0.25;9.75
-;13;45.5;Langenegger Beat;;16;54.5;12;45.75;-1;0.25;8.75

17c;Anliker Nino (2005);;;;;;;;;;54.25
+;;;Streule Reto;;;;;;;;10.0
o;1;10.0;Signer Tobias (2004);;12;55.5;1;10.0;0;0.0;8.5
o;6;18.5;Lenherr Cédric (2003);;6;57.0;6;18.5;0;0.0;8.5
o;11;27.0;Keller Cedric;;14;55.0;11;27.0;0;0.0;8.5
+;14;35.5;Brülisauer Thomas (2003);;18;54.0;14;35.5;0;0.0;9.75
-;14;45.25;Hangartner Maurice (2003);;17;54.25;14;45.25;0;0.0;9.0

17d;Hangartner Maurice (2003);;;;;;;;;;54.25
+;;;Heierli Dorian;;;;;;;;9.75
o;2;9.75;Schäppi Urs;*;12;55.5;5;8.5;3;-1.25;8.5
+;7;18.25;Tschumper Elias (2005);;22;52.75;6;18.5;-1;0.25;10.0
o;7;28.25;Elmer Daniel;*;11;55.75;6;28.5;-1;0.25;8.5
o;9;36.75;Keller Lukas;;16;54.5;12;36.0;3;-0.75;8.5
-;14;45.25;Anliker Nino (2005);;17;54.25;14;45.25;0;0.0;9.0

17e;Schiesser Patrik;*;;;;;;;;;54.25
+;;;Wettstein Daniel;*;;;;;;;9.75
-;2;9.75;Ulmann Fabian;*;7;56.75;2;9.75;0;0.0;9.0
o;5;18.75;Wild Thomas;;12;55.5;2;19.75;-3;1.0;8.5
-;10;27.25;Keller Lukas;;16;54.5;10;27.25;0;0.0;8.75
o;12;36.0;Blaser Christian;**;14;55.0;9;36.75;-3;0.75;8.5
+;17;44.5;Wittenwiler Mathias (2003);;22;52.75;18;44.25;1;-0.25;9.75

17f;Widmer Fadri (2005);;;;;;;;;;54.25
o;;;Langenegger Beat;;;;;;;;8.5
+;5;8.5;Manser Adrian;;16;54.5;4;8.75;-1;0.25;10.0
+;6;18.5;Nef Tobias (2005);;19;53.75;6;18.5;0;0.0;9.75
o;7;28.25;Blaser Christian;**;14;55.0;11;27.0;4;-1.25;8.5
-;9;36.75;Tremp Ruedi (2003);;19;53.75;10;36.5;1;-0.25;8.75
-;13;45.5;Eisenring Leandro;;20;53.5;16;44.75;3;-0.75;8.75

17g;Rhyner Beni;;;;;;;;;;54.25
+;;;Bleiker Daniel;;;;;;;;9.75
-;2;9.75;Zumbach Michael;;11;55.75;2;9.75;0;0.0;8.75
+;6;18.5;Raschle Urban (2003);;14;55.0;7;18.25;1;-0.25;10.0
o;6;28.5;Räbsamen Marcel;*;3;57.75;8;28.0;2;-0.5;8.5
o;8;37.0;Kamer Ueli;*;12;55.5;7;37.25;-1;0.25;8.5
-;13;45.5;Stauffacher Martin;;17;54.25;13;45.5;0;0.0;8.75

17h;Stauffacher Martin;;;;;;;;;;54.25
-;;;Giger Florian;;;;;;;;8.75
+;4;8.75;Brand Andreas (2003);;27;35.25;5;8.5;1;-0.25;10.0
+;5;18.75;Schmid Gian (2003);;13;55.25;6;18.5;1;-0.25;9.75
o;6;28.5;Arztmann Beda;**;7;56.75;11;27.0;5;-1.5;8.5
o;8;37.0;Birchler Fabian;;13;55.25;8;37.0;0;0.0;8.5
-;13;45.5;Rhyner Beni;;17;54.25;13;45.5;0;0.0;8.75

17i;Lüönd Remo (2003);;;;;;;;;;54.25
o;;;Fallegger Marc (2003);;;;;;;;8.5
o;5;8.5;Kobler Janosch;;7;56.75;5;8.5;0;0.0;8.5
+;11;17.0;Heierli Dorian;;30;34.25;10;17.25;-1;0.25;9.75
+;12;26.75;Abderhalden Lukas (2003);;21;53.0;11;27.0;-1;0.25;10.0
o;9;36.75;Bernold Edi;**;7;56.75;8;37.0;-1;0.25;8.5
-;14;45.25;Oettli Reto (2005);;18;54.0;15;45.0;1;-0.25;9.0

17j;Tschudi Mario;;;;;;;;;;54.25
+;;;Scherrer Pascal;;;;;;;;10.0
o;1;10.0;Niederer Andreas;;11;55.75;1;10.0;0;0.0;8.5
o;6;18.5;Burch Dean;;7;56.75;5;18.75;-1;0.25;8.75
o;10;27.25;Kamer Ueli;*;12;55.5;10;27.25;0;0.0;8.5
+;13;35.75;Gasenzer Christian (2004);;22;52.75;14;35.5;1;-0.25;10.0
o;12;45.75;Roth Sämi;;11;55.75;12;45.75;0;0.0;8.5

18a;Zollinger Silvan (2004);;;;;;;;;;54.0
o;;;Signer Tobias (2004);;;;;;;;8.5
-;5;8.5;Bleiker Daniel;;22;52.75;5;8.5;0;0.0;8.75
+;10;17.25;Müller Loris;;28;34.75;10;17.25;0;0.0;9.75
o;11;27.0;Neff Florian;*;18;54.0;11;27.0;0;0.0;8.5
o;14;35.5;Bleiker Roman;;17;54.25;13;35.75;-1;0.25;8.5
+;19;44.0;Ackermann Roman;;23;52.5;19;44.0;0;0.0;10.0

18b;Odermatt Michi;;;;;;;;;;54.0
-;;;Ziegler Andreas;;;;;;;;8.75
o;4;8.75;Kamer Hanspeter;*;12;55.5;4;8.75;0;0.0;8.5
o;10;17.25;Schuler Philipp;**;11;55.75;10;17.25;0;0.0;8.5
+;16;25.75;Brülisauer Thomas (2003);;18;54.0;11;27.0;-5;1.25;9.75
+;14;35.5;Ackermann Roman;;23;52.5;14;35.5;0;0.0;10.0
o;13;45.5;Schäppi Urs;*;12;55.5;13;45.5;0;0.0;8.5

18c;Lazzarotto Salomon (2005);;;;;;;;;;54.0
o;;;Signer Andy (2003);;;;;;;;8.5
-;5;8.5;Stadelmann Patrick;;16;54.5;4;8.75;-1;0.25;8.75
+;10;17.25;Krucker Roman (2004);;31;34.0;11;17.0;1;-0.25;9.75
o;11;27.0;Schegg Daniel;;14;55.0;11;27.0;0;0.0;8.5
o;14;35.5;Schmid Gian (2003);;13;55.25;14;35.5;0;0.0;8.5
+;19;44.0;Gasenzer Christian (2004);;22;52.75;19;44.0;0;0.0;10.0

18d;Ziegler Michael;;;;;;;;;;54.0
-;;;Lusti Remo;;;;;;;;8.75
-;4;8.75;Ackermann Roman;;23;52.5;5;8.5;1;-0.25;8.75
+;9;17.5;Brand Andreas (2003);;27;35.25;11;17.0;2;-0.5;9.75
o;10;27.25;Fontana Michael;*;12;55.5;11;27.0;1;-0.25;8.5
o;13;35.75;Mathis Patrick;;18;54.0;13;35.75;0;0.0;8.5
+;18;44.25;Korrodi Janik (2004);;22;52.75;18;44.25;0;0.0;9.75

18e;Landolt Cla;;;;;;;;;;54.0
o;;;Gerig Marcel;;;;;;;;8.5
+;5;8.5;Wüst Dorian (2004);;31;34.0;5;8.5;0;0.0;10.0
o;6;18.5;Hobi Ignaz;;8;56.5;6;18.5;0;0.0;8.5
+;11;27.0;Streule Reto;;26;35.5;11;27.0;0;0.0;10.0
o;8;37.0;Elmer Adrian;*;6;57.0;7;37.25;-1;0.25;8.5
o;13;45.5;Signer Tobias (2004);;12;55.5;13;45.5;0;0.0;8.5

18f;Walser Simon (2004);;;;;;;;;;54.0
+;;;Brand Andreas (2003);;;;;;;;10.0
o;1;10.0;Wettstein Daniel;*;19;53.75;5;8.5;4;-1.5;8.5
+;6;18.5;Streule Marco;;27;35.25;7;18.25;1;-0.25;9.75
o;7;28.25;Lenherr Cédric (2003);;6;57.0;6;28.5;-1;0.25;8.5
-;9;36.75;Nock Benjamin;*;15;54.75;13;35.75;4;-1.0;8.75
o;13;45.5;Lengacher Gian (2003);;13;55.25;13;45.5;0;0.0;8.5

18g;Oettli Reto (2005);;;;;;;;;;54.0
o;;;Weder Yanick (2003);;;;;;;;8.5
o;5;8.5;Fässler Tobias;;19;53.75;5;8.5;0;0.0;8.5
+;11;17.0;Ziegler Jonas (2005);;23;52.5;11;17.0;0;0.0;9.75
+;12;26.75;Tobler Michael (2004);;19;53.75;12;26.75;0;0.0;9.75
o;10;36.5;Ammann Rico;*;14;55.0;10;36.5;0;0.0;8.5
-;15;45.0;Lüönd Remo (2003);;17;54.25;14;45.25;-1;0.25;9.0

18h;Egli Patrick;;;;;;;;;;54.0
+;;;Streule Marco;;;;;;;;9.75
+;2;9.75;Roth Peter;*;27;35.25;4;8.75;2;-1.0;10.0
o;2;19.75;Effinger Markus;*;8;56.5;6;18.5;4;-1.25;8.5
o;7;28.25;Wey Nicola;*;7;56.75;7;28.25;0;0.0;8.5
-;9;36.75;Krucker Silvan;;21;53.0;13;35.75;4;-1.0;8.75
o;13;45.5;Fässler Michael;;13;55.25;13;45.5;0;0.0;8.5

18i;Neff Florian;*;;;;;;;;;54.0
-;;;Kamer Ueli;*;;;;;;;8.75
o;4;8.75;Bernold Edi;**;7;56.75;4;8.75;0;0.0;8.5
+;10;17.25;Ueltschi Patric;*;15;54.75;6;18.5;-4;1.25;9.75
+;11;27.0;Zollinger Silvan (2004);;18;54.0;11;27.0;0;0.0;9.75
o;9;36.75;Kamer Hanspeter;*;12;55.5;8;37.0;-1;0.25;8.5
-;14;45.25;Keller Lukas;;16;54.5;12;45.75;-2;0.5;8.75

18j;Mathis Patrick;;;;;;;;;;54.0
o;;;Lenherr Cédric (2003);;;;;;;;8.5
+;5;8.5;Schegg Daniel;;14;55.0;5;8.5;0;0.0;10.0
o;6;18.5;Schmucki Ivo;;18;54.0;6;18.5;0;0.0;8.5
-;11;27.0;Baumgartner Joël;;21;53.0;11;27.0;0;0.0;8.75
+;13;35.75;Ziegler Michael;;18;54.0;13;35.75;0;0.0;9.75
o;13;45.5;Ott Damian;**;10;56.0;11;46.0;-2;0.5;8.5

18k;Lenherr Jonas (2005);;;;;;;;;;54.0
+;;;Nef Tobias (2005);;;;;;;;10.0
o;1;10.0;Vetterli Sven (2003);;19;53.75;1;10.0;0;0.0;8.5
o;6;18.5;Flütsch Marco;;19;53.75;7;18.25;1;-0.25;8.5
+;11;27.0;Streule Marco;;27;35.25;12;26.75;1;-0.25;10.0
o;8;37.0;Lanter Christian;*;15;54.75;7;37.25;-1;0.25;8.5
o;13;45.5;Burkhard Tobias;;12;55.5;13;45.5;0;0.0;8.5

18l;Schmucki Ivo;;;;;;;;;;54.0
o;;;Schiess Christian;;;;;;;;8.5
+;5;8.5;Signer Walter;;19;53.75;5;8.5;0;0.0;10.0
+;6;18.5;Mathis Patrick;;18;54.0;6;18.5;0;0.0;10.0
o;6;28.5;Schnurrenberger Roman;**;7;56.75;11;27.0;5;-1.5;8.5
o;8;37.0;Fuster Sepp;*;12;55.5;8;37.0;0;0.0;8.5
o;13;45.5;Keller Cedric;;14;55.0;14;45.25;1;-0.25;8.5

18m;Brülisauer Thomas (2003);;;;;;;;;;54.0
o;;;Bleiker Roman;;;;;;;;8.5
o;5;8.5;Wittenwiler Mathias (2003);;22;52.75;3;9.0;-2;0.5;8.5
+;11;17.0;Scherrer Ivan;;31;34.0;11;17.0;0;0.0;10.0
o;11;27.0;Odermatt Michi;;18;54.0;16;25.75;5;-1.25;8.5
o;14;35.5;Anliker Nino (2005);;17;54.25;14;35.5;0;0.0;8.5
+;19;44.0;Wenger Dominic;;23;52.5;19;44.0;0;0.0;10.0

19a;Flütsch Marco;;;;;;;;;;53.75
o;;;Hobi Ignaz;;;;;;;;8.5
+;5;8.5;Heierli Dorian;;30;34.25;4;8.75;-1;0.25;9.75
+;7;18.25;Lenherr Jonas (2005);;18;54.0;6;18.5;-1;0.25;9.75
o;8;28.0;Bollhalder Manuel;*;4;57.5;6;28.5;-2;0.5;8.5
o;10;36.5;Schuler Daniel;*;13;55.25;10;36.5;0;0.0;8.5
-;15;45.0;Lacher Tobias (2005);;19;53.75;15;45.0;0;0.0;8.75

19b;Knellwolf Sebastian;;;;;;;;;;53.75
o;;;Baumgartner Ramon;;;;;;;;8.5
+;5;8.5;Feller Yannic (2004);;31;34.0;5;8.5;0;0.0;10.0
o;6;18.5;Zumbach Michael;;11;55.75;5;18.75;-1;0.25;8.5
+;11;27.0;Weder Yanick (2003);;27;35.25;12;26.75;1;-0.25;9.75
o;9;36.75;Heierli Pascal;*;12;55.5;9;36.75;0;0.0;8.5
o;14;45.25;Gerig Marcel;;14;55.0;14;45.25;0;0.0;8.5

19c;Schiess Daniel;;;;;;;;;;53.75
o;;;Eisenring Leandro;;;;;;;;8.5
+;5;8.5;Scherrer Pascal;;23;52.5;5;8.5;0;0.0;9.75
o;7;18.25;Good Marco;*;9;56.25;9;17.5;2;-0.75;8.5
+;12;26.75;Egli Joel;;27;35.25;12;26.75;0;0.0;10.0
o;9;36.75;Flück Bruno;;12;55.5;8;37.0;-1;0.25;8.5
o;14;45.25;Arnold Christian;;15;54.75;15;45.0;1;-0.25;8.5

19d;Signer Walter;;;;;;;;;;53.75
o;;;Wild Thomas;;;;;;;;8.5
o;5;8.5;Schmucki Ivo;;18;54.0;5;8.5;0;0.0;8.5
+;11;17.0;Wenger Dominic;;23;52.5;11;17.0;0;0.0;10.0
o;11;27.0;Schiess Christian;;13;55.25;11;27.0;0;0.0;8.5
+;14;35.5;Baumgartner Joël;;21;53.0;13;35.75;-1;0.25;9.75
o;14;45.25;Schegg Daniel;;14;55.0;14;45.25;0;0.0;8.5

19e;Tobler Michael (2004);;;;;;;;;;53.75
o;;;Zumbach Michael;;;;;;;;8.5
+;5;8.5;Krucker Roman (2004);;31;34.0;5;8.5;0;0.0;9.75
o;7;18.25;Arnold Christian;;15;54.75;7;18.25;0;0.0;8.5
o;12;26.75;Oettli Reto (2005);;18;54.0;12;26.75;0;0.0;8.75
+;14;35.5;Tschumper Elias (2005);;22;52.75;14;35.5;0;0.0;9.75
o;14;45.25;Raschle Urban (2003);;14;55.0;14;45.25;0;0.0;8.5

19f;Lacher Tobias (2005);;;;;;;;;;53.75
-;;;Buchmann Michael;;;;;;;;8.75
-;4;8.75;Schmid Michael;;16;54.5;5;8.5;1;-0.25;9.0
+;8;17.75;Scherrer Pascal;;23;52.5;11;17.0;3;-0.75;9.75
-;9;27.5;Koller Fabian;*;16;54.5;11;27.0;2;-0.5;9.0
o;10;36.5;Giger Florian;;13;55.25;11;36.25;1;-0.25;8.5
-;15;45.0;Flütsch Marco;;19;53.75;15;45.0;0;0.0;8.75

19g;Nef Tobias (2005);;;;;;;;;;53.75
o;;;Lenherr Jonas (2005);;;;;;;;8.5
+;5;8.5;Scherrer Ivan;;31;34.0;5;8.5;0;0.0;10.0
o;6;18.5;Widmer Fadri (2005);;17;54.25;6;18.5;0;0.0;8.5
o;11;27.0;Keller Manuel;*;16;54.5;16;25.75;5;-1.25;8.5
o;14;35.5;Fehr Christian;;17;54.25;14;35.5;0;0.0;8.5
+;19;44.0;Ziegler Jonas (2005);;23;52.5;19;44.0;0;0.0;9.75

19h;Tremp Ruedi (2003);;;;;;;;;;53.75
o;;;Steiner Lukas;;;;;;;;8.5
+;5;8.5;Ziegler Jonas (2005);;23;52.5;5;8.5;0;0.0;9.75
o;7;18.25;Ulmann Fabian;*;7;56.75;6;18.5;-1;0.25;8.5
+;12;26.75;Krucker Roman (2004);;31;34.0;17;25.5;5;-1.25;9.75
-;10;36.5;Widmer Fadri (2005);;17;54.25;9;36.75;-1;0.25;8.75
o;14;45.25;Stadelmann Patrick;;16;54.5;16;44.75;2;-0.5;8.5

19i;Laager Kaspar (2004);;;;;;;;;;53.75
+;;;Dudli Gallus;;;;;;;;9.75
o;2;9.75;Mannhart Jan (2003);;13;55.25;1;10.0;-1;0.25;8.5
+;7;18.25;Rickenmann Ramon;;27;35.25;7;18.25;0;0.0;10.0
o;7;28.25;Ott Damian;**;10;56.0;9;27.5;2;-0.75;8.5
o;9;36.75;Kobler Janosch;;7;56.75;8;37.0;-1;0.25;8.5
o;14;45.25;Schiess Christian;;13;55.25;14;45.25;0;0.0;8.5

19j;Wettstein Daniel;*;;;;;;;;;53.75
o;;;Schiesser Patrik;*;;;;;;;8.5
+;5;8.5;Walser Simon (2004);;18;54.0;1;10.0;-4;1.5;9.75
o;7;18.25;Elmer Daniel;*;11;55.75;6;18.5;-1;0.25;8.5
+;12;26.75;Fallegger Marc (2003);;15;54.75;8;28.0;-4;1.25;9.75
-;10;36.5;Ziegler Andreas;;14;55.0;11;36.25;1;-0.25;8.75
o;14;45.25;Blaser Niklas;*;13;55.25;14;45.25;0;0.0;8.5

19k;Fässler Tobias;;;;;;;;;;53.75
o;;;Flück Bruno;;;;;;;;8.5
+;5;8.5;Oettli Reto (2005);;18;54.0;5;8.5;0;0.0;10.0
o;6;18.5;Gmür Pirmin;**;6;57.0;5;18.75;-1;0.25;8.5
+;11;27.0;Wetter Silvan;*;29;34.5;15;26.0;4;-1.0;9.75
o;9;36.75;Forrer Marco (2003);;14;55.0;9;36.75;0;0.0;8.5
o;14;45.25;Ziegler Andreas;;14;55.0;15;45.0;1;-0.25;8.5

19l;Vetterli Sven (2003);;;;;;;;;;53.75
+;;;Stadelmann Lukas (2004);;;;;;;;10.0
+;1;10.0;Lenherr Jonas (2005);;18;54.0;1;10.0;0;0.0;9.75
o;2;19.75;Rotach Lars;*;10;56.0;6;18.5;4;-1.25;8.5
o;7;28.25;Rüegg Fabian;*;6;57.0;6;28.5;-1;0.25;8.5
o;9;36.75;Niederer Andreas;;11;55.75;8;37.0;-1;0.25;8.5
o;14;45.25;Schmid Gian (2003);;13;55.25;14;45.25;0;0.0;8.5

20a;Eisenring Leandro;;;;;;;;;;53.5
+;;;Schiess Daniel;;;;;;;;10.0
o;1;10.0;Keller Dominic;;16;54.5;1;10.0;0;0.0;8.5
-;6;18.5;Laager Michael;;15;54.75;6;18.5;0;0.0;9.0
o;9;27.5;Schuler Philipp;**;11;55.75;10;27.25;1;-0.25;8.5
-;12;36.0;Widmer Fadri (2005);;17;54.25;9;36.75;-3;0.75;8.75
-;16;44.75;Baumgartner Joël;;21;53.0;18;44.25;2;-0.5;8.75

21a;Abderhalden Lukas (2003);;;;;;;;;;53.0
+;;;Wenger Dominic;;;;;;;;10.0
o;1;10.0;Schild Cornel (2004);;33;28.0;2;9.75;1;-0.25;8.5
o;6;18.5;Thoma Christoph;*;8;56.5;11;17.0;5;-1.5;8.5
o;11;27.0;Lüönd Remo (2003);;17;54.25;12;26.75;1;-0.25;8.75
o;13;35.75;Schmid Michael;;16;54.5;12;36.0;-1;0.25;8.75
o;17;44.5;Koller Silvan;*;16;54.5;16;44.75;-1;0.25;8.5

21b;Baumgartner Joël;;;;;;;;;;53.0
o;;;Laager Michael;;;;;;;;8.5
o;5;8.5;Hinrichs Silvio (2004);;13;55.25;5;8.5;0;0.0;8.5
+;11;17.0;Zumstein Silvan;;27;35.25;11;17.0;0;0.0;10.0
-;11;27.0;Mathis Patrick;;18;54.0;11;27.0;0;0.0;8.75
o;13;35.75;Signer Walter;;19;53.75;14;35.5;1;-0.25;8.5
-;18;44.25;Tschumper Elias (2005);;22;52.75;19;44.0;1;-0.25;8.75
-;21;53.0;Eisenring Leandro;;20;53.5;20;53.5;-1;0.5;0.0

21c;Krucker Silvan;;;;;;;;;;53.0
o;;;Schmid Gian (2003);;;;;;;;8.5
+;5;8.5;Tobler Tobias (2005);;29;34.5;5;8.5;0;0.0;10.0
o;6;18.5;Blaser Christian;**;14;55.0;11;17.0;5;-1.5;8.5
-;11;27.0;Wolfer Lukas;*;30;34.25;17;25.5;6;-1.5;8.75
-;13;35.75;Egli Patrick;;18;54.0;9;36.75;-4;1.0;8.75
o;17;44.5;Nock Benjamin;*;15;54.75;16;44.75;-1;0.25;8.5

22a;Bleiker Daniel;;;;;;;;;;52.75
o;;;Rhyner Beni;;;;;;;;8.5
-;5;8.5;Zollinger Silvan (2004);;18;54.0;5;8.5;0;0.0;8.75
-;10;17.25;Schmid Michael;;16;54.5;10;17.25;0;0.0;8.75
+;15;26.0;Lusti Remo;;30;34.25;16;25.75;1;-0.25;9.75
o;13;35.75;Lengacher Gian (2003);;13;55.25;14;35.5;1;-0.25;8.5
o;18;44.25;Koller Fabian;*;16;54.5;17;44.5;-1;0.25;8.5

22b;Tschumper Elias (2005);;;;;;;;;;52.75
+;;;Zumstein Silvan;;;;;;;;10.0
o;1;10.0;Tobler Pius;;25;35.75;3;9.0;2;-1.0;8.5
o;6;18.5;Hangartner Maurice (2003);;17;54.25;7;18.25;1;-0.25;8.5
o;11;27.0;Bachmann Janos (2004);;14;55.0;12;26.75;1;-0.25;8.5
o;14;35.5;Tobler Michael (2004);;19;53.75;14;35.5;0;0.0;8.5
-;19;44.0;Baumgartner Joël;;21;53.0;18;44.25;-1;0.25;8.75

22c;Korrodi Janik (2004);;;;;;;;;;52.75
o;;;Mannhart Jan (2003);;;;;;;;8.5
+;5;8.5;Wetter Silvan;*;29;34.5;5;8.5;0;0.0;10.0
o;6;18.5;Bernold Edi;**;7;56.75;5;18.75;-1;0.25;8.5
-;11;27.0;Giger Florian;;13;55.25;10;27.25;-1;0.25;8.75
o;13;35.75;Langenegger Beat;;16;54.5;12;36.0;-1;0.25;8.5
o;18;44.25;Ziegler Michael;;18;54.0;18;44.25;0;0.0;8.5

22d;Gasenzer Christian (2004);;;;;;;;;;52.75
+;;;Scherrer Ivan;;;;;;;;10.0
o;1;10.0;Kälin Remo;*;12;55.5;4;8.75;3;-1.25;8.5
o;6;18.5;Hinrichs Silvio (2004);;13;55.25;6;18.5;0;0.0;8.5
o;11;27.0;Thoma Christoph;*;8;56.5;12;26.75;1;-0.25;8.5
o;14;35.5;Tschudi Mario;;17;54.25;13;35.75;-1;0.25;8.5
o;19;44.0;Lazzarotto Salomon (2005);;18;54.0;19;44.0;0;0.0;8.75

22e;Wittenwiler Mathias (2003);;;;;;;;;;52.75
-;;;Tobler Pius;;;;;;;;9.0
+;3;9.0;Brülisauer Thomas (2003);;18;54.0;5;8.5;2;-0.5;9.75
o;5;18.75;Brülisauer Dominik;;12;55.5;5;18.75;0;0.0;8.5
o;10;27.25;Fuster Sepp;*;12;55.5;11;27.0;1;-0.25;8.5
o;13;35.75;Manser Adrian;;16;54.5;12;36.0;-1;0.25;8.5
o;18;44.25;Schiesser Patrik;*;17;54.25;17;44.5;-1;0.25;8.5

23a;Ackermann Roman;;;;;;;;;;52.5
o;;;Arnold Christian;;;;;;;;8.5
-;5;8.5;Ziegler Michael;;18;54.0;4;8.75;-1;0.25;8.75
+;10;17.25;Streule Reto;;26;35.5;6;18.5;-4;1.25;9.75
o;11;27.0;Roth Sämi;;11;55.75;9;27.5;-2;0.5;8.5
o;14;35.5;Odermatt Michi;;18;54.0;14;35.5;0;0.0;8.5
o;19;44.0;Zollinger Silvan (2004);;18;54.0;19;44.0;0;0.0;8.5

23b;Ziegler Jonas (2005);;;;;;;;;;52.5
o;;;Egli Joel;;;;;;;;8.5
o;5;8.5;Tremp Ruedi (2003);;19;53.75;5;8.5;0;0.0;8.5
o;11;17.0;Oettli Reto (2005);;18;54.0;11;17.0;0;0.0;8.5
+;17;25.5;Feller Yannic (2004);;31;34.0;17;25.5;0;0.0;10.0
o;14;35.5;Fässler Michael;;13;55.25;14;35.5;0;0.0;8.5
o;19;44.0;Nef Tobias (2005);;19;53.75;19;44.0;0;0.0;8.5

23c;Wenger Dominic;;;;;;;;;;52.5
o;;;Abderhalden Lukas (2003);;;;;;;;8.5
o;5;8.5;Streule Reto;;26;35.5;5;8.5;0;0.0;8.5
o;11;17.0;Signer Walter;;19;53.75;11;17.0;0;0.0;8.5
+;17;25.5;Wüst Dorian (2004);;31;34.0;17;25.5;0;0.0;10.0
o;14;35.5;Burkhard Tobias;;12;55.5;14;35.5;0;0.0;8.5
o;19;44.0;Brülisauer Thomas (2003);;18;54.0;19;44.0;0;0.0;8.5

23d;Scherrer Pascal;;;;;;;;;;52.5
o;;;Tschudi Mario;;;;;;;;8.5
o;5;8.5;Schiess Daniel;;19;53.75;5;8.5;0;0.0;8.5
o;11;17.0;Lacher Tobias (2005);;19;53.75;8;17.75;-3;0.75;8.5
+;17;25.5;Stadelmann Lukas (2004);;31;34.0;17;25.5;0;0.0;10.0
