2776-2016-06-26_121_Nordostschweizer_Schwingfest-ST

1a;Orlik Armon;**;;;;;;;;;59.25
+;;;Bieri Christoph;***;;;;;;;9.75
+;2;9.75;Coray Beda;*;12;55.25;1;10.0;-1;0.25;10.0
+;2;19.75;Bless Michael;***;3;57.5;1;20.0;-1;0.25;10.0
+;1;29.75;Haenni Stéphane;**;11;55.5;4;28.5;3;-1.25;9.75
+;1;39.5;Schneider Mario;**;5;57.0;2;38.5;1;-1.0;9.75
+;1;49.25;Giger Samuel (1998);**;4;57.25;2;48.5;1;-0.75;10.0

2a;Hersche Martin;**;;;;;;;;;58.25
+;;;Hirt Pascal;**;;;;;;;10.0
+;1;10.0;Bernold Edi;**;16;54.25;1;10.0;0;0.0;9.75
-;2;19.75;Imhof Andi;***;5;57.0;6;18.5;4;-1.25;8.75
+;4;28.5;Rüegg Fabian;*;16;54.25;4;28.5;0;0.0;9.75
+;3;38.25;Arztmann Beda;;8;56.25;4;38.0;1;-0.25;10.0
+;3;48.25;Forrer Arnold;***;4;57.25;2;48.5;-1;0.25;10.0

2b;Glaus Martin;***;;;;;;;;;58.25
o;;;Leuppi Samir;**;;;;;;;8.5
+;5;8.5;Notz Hans;*;11;55.5;1;10.0;-4;1.5;10.0
+;6;18.5;Bickel Roman (1998);*;23;35.5;6;18.5;0;0.0;10.0
+;4;28.5;Zwyssig Raphael;***;4;57.25;3;28.75;-1;0.25;9.75
+;3;38.25;Koller Martin;*;13;55.0;4;38.0;1;-0.25;10.0
+;3;48.25;Anderegg Simon;***;10;55.75;6;47.25;3;-1.0;10.0

3a;Bless Michael;***;;;;;;;;;57.5
+;;;Alpiger Nick;**;;;;;;;10.0
+;1;10.0;Bernold Christian;*;6;56.75;1;10.0;0;0.0;10.0
o;1;20.0;Orlik Armon;**;1;59.25;2;19.75;1;-0.25;8.5
+;4;28.5;Odermatt Martin;*;11;55.5;4;28.5;0;0.0;10.0
-;2;38.5;Giger Samuel (1998);**;4;57.25;1;39.5;-1;1.0;9.0
+;5;47.5;Koller Martin;*;13;55.0;9;46.5;4;-1.0;10.0

3b;Bösch Daniel;***;;;;;;;;;57.5
+;;;von Ah Benji;***;;;;;;;10.0
+;1;10.0;Kuster Thomas;*;12;55.25;2;9.75;1;-0.25;10.0
-;1;20.0;Leuppi Samir;**;5;57.0;2;19.75;1;-0.25;8.75
-;3;28.75;Bieri Christoph;***;11;55.5;5;28.25;2;-0.5;9.0
+;5;37.75;Bühler Ernst;**;7;56.5;4;38.0;-1;0.25;9.75
+;5;47.5;Gwerder Andreas;**;11;55.5;7;47.0;2;-0.5;10.0

4a;Forrer Arnold;***;;;;;;;;;57.25
-;;;Anderegg Simon;***;;;;;;;8.75
+;4;8.75;Koller Martin;*;13;55.0;1;10.0;-3;1.25;10.0
