5672-2022-05-01_Thurgauer_Kantonalschwingfest-ST

1a;Giger Samuel;***;;;;;;;;;59.0
+;13;45.5;Knup Stephan;;16;54.5;12;46.0;-1;0.5;10.0

12d;Stöckli Damian;*;;;;;;;;;55.5
+;;;Hugelshofer Lars;*;;;;;;;10.0
+;1;10.0;Kiener Raphael;;13;55.25;1;10.0;0;0.0;9.75
o;2;19.75;Giger Samuel;***;1;59.0;4;19.0;2;-0.75;8.5
+;5;28.25;Koller Fabian;*;13;55.25;5;28.25;0;0.0;9.75
-;6;38.0;Burkhalter Stefan;***;15;54.75;7;37.5;1;-0.5;8.75
-;9;46.75;Schnurrenberger Roman;**;11;55.75;8;47.0;-1;0.25;8.75

12e;Hug Jan;;;;;;;;;;55.5
o;;;Bordos Ion;;;;;;;;8.5
o;5;8.5;Ulmann Fabian;*;13;55.25;4;8.75;-1;0.25;8.5
+;11;17.0;Bösch Mario (2006);;18;54.0;10;17.25;-1;0.25;9.75
+;10;26.75;Stark Walter (2006);;28;35.25;10;26.75;0;0.0;10.0
-;10;36.75;Hobi Ignaz;*;20;53.5;12;36.0;2;-0.75;8.75
+;13;45.5;Ruppanner Philipp;;17;54.25;13;45.5;0;0.0;10.0

12f;Fuster Sepp;*;;;;;;;;;55.5
-;;;Schäppi Urs;*;;;;;;;8.75
+;4;8.75;Wartmann Otto;;16;54.5;2;9.75;-2;1.0;10.0
o;5;18.75;Schurtenberger Sven;***;3;58.0;7;18.25;2;-0.5;8.5
+;8;27.25;Hollenstein Mathias;;26;45.25;5;28.25;-3;1.0;9.75
+;9;37.0;Knup Stephan;;16;54.5;7;37.5;-2;0.5;10.0
o;8;47.0;Schneider Mario;**;3;58.0;4;48.0;-4;1.0;8.5

12g;Lenherr Jonas (2005);;;;;;;;;;55.5
o;;;Keller Dominic;;;;;;;;8.5
+;5;8.5;Lüönd Remo;;14;55.0;5;8.5;0;0.0;10.0
o;6;18.5;Signer Walter;;19;53.75;7;18.25;1;-0.25;8.5
+;9;27.0;Schoch Cornel;;19;53.75;9;27.0;0;0.0;10.0
o;9;37.0;Imhof Gregor;;11;55.75;8;37.25;-1;0.25;8.5
+;13;45.5;Magani Flurin;;19;53.75;14;45.25;1;-0.25;10.0

12h;Keller Dominic;;;;;;;;;;55.5
+;;;Lenherr Jonas (2005);;;;;;;;9.75
o;2;9.75;Bürgler Patrick;*;7;56.75;5;8.5;3;-1.25;8.5
o;7;18.25;Egli Martin;;13;55.25;7;18.25;0;0.0;8.5
-;10;26.75;Egli Joel;;17;54.25;10;26.75;0;0.0;8.75
+;14;35.5;Inauen Ivo;;24;52.5;14;35.5;0;0.0;9.75
+;14;45.25;Tschudi Mario;;18;54.0;14;45.25;0;0.0;10.0
+;13;55.25;Mösli Marcel;;15;54.75;15;54.75;2;-0.5;0.25

12i;Wolfer Lukas;*;;;;;;;;;55.5
+;;;Schudel Simon;*;;;;;;;10.0
o;1;10.0;Käser Remo;***;8;56.5;4;8.75;3;-1.25;8.5
+;6;18.5;Ochsner Reto;;17;54.25;5;18.75;-1;0.25;10.0
+;4;28.5;Rüegg Patrick;;13;55.25;5;28.25;1;-0.25;10.0
o;4;38.5;Bernold Michael;*;7;56.75;5;38.25;1;-0.25;8.5
o;8;47.0;Bürgler Patrick;*;7;56.75;9;46.75;1;-0.25;8.5

12j;Bucher Roman;;;;;;;;;;55.5
o;;;Schönenberger Tobias (2004);;;;;;;;8.5
+;5;8.5;Zumstein Silvan;;24;52.5;5;8.5;0;0.0;10.0
+;6;18.5;Akeret Benno;*;10;56.0;9;17.5;3;-1.0;10.0
o;4;28.5;Kundert Elias (2005);;10;56.0;5;28.25;1;-0.25;8.5
+;9;37.0;Berger René;**;14;55.0;11;36.5;2;-0.5;10.0
o;8;47.0;Hugelshofer Lars;*;7;56.75;8;47.0;0;0.0;8.5

13a;Lenherr Cédric;*;;;;;;;;;55.25
o;;;Schmid Patrick;*;;;;;;;8.5
+;5;8.5;Zingg Remo;;15;54.75;2;9.75;-3;1.25;10.0
o;6;18.5;Kolb This;**;7;56.75;6;18.5;0;0.0;8.5
+;9;27.0;Kern Sven;;28;35.25;10;26.75;1;-0.25;9.75
-;10;36.75;Lengacher Gian;;16;54.5;8;37.25;-2;0.5;8.75
+;13;45.5;Keller Elija;;14;55.0;10;46.5;-3;1.0;9.75

13b;Wildhaber Jannik;;;;;;;;;;55.25
o;;;Brülisauer Dominik;;;;;;;;8.5
+;5;8.5;Meier Cyrill (2006);;29;34.0;5;8.5;0;0.0;10.0
o;6;18.5;Burkhalter Stefan;***;15;54.75;9;17.5;3;-1.0;8.5
+;9;27.0;Affentranger Martin;;19;53.75;9;27.0;0;0.0;9.75
+;10;36.75;Hollenstein Mathias;;26;45.25;10;36.75;0;0.0;10.0
o;9;46.75;Bühler Hannes;*;7;56.75;8;47.0;-1;0.25;8.5

13c;Brülisauer Dominik;;;;;;;;;;55.25
+;;;Wildhaber Jannik;;;;;;;;10.0
o;1;10.0;Schneider Mario;**;3;58.0;1;10.0;0;0.0;8.5
+;6;18.5;Anliker Andri;;17;54.25;6;18.5;0;0.0;9.75
o;5;28.25;Kiser Aron;;10;56.0;6;28.0;1;-0.25;8.75
o;9;37.0;Burkhalter Thomas;*;25;47.0;9;37.0;0;0.0;8.5
+;13;45.5;Wartmann Otto;;16;54.5;12;46.0;-1;0.5;9.75

13d;Kiener Raphael;;;;;;;;;;55.25
+;;;Vogel Simon;;;;;;;;10.0
o;1;10.0;Stöckli Damian;*;12;55.5;1;10.0;0;0.0;8.5
+;6;18.5;Inauen Ivo;;24;52.5;6;18.5;0;0.0;10.0
o;4;28.5;Kolb This;**;7;56.75;5;28.25;1;-0.25;8.5
o;9;37.0;Bürli Roger;**;11;55.75;8;37.25;-1;0.25;8.5
+;13;45.5;Egli Joel;;17;54.25;13;45.5;0;0.0;9.75

13e;Müllhaupt Yves;;;;;;;;;;55.25
+;;;Diem Hansruedi;;;;;;;;10.0
o;1;10.0;Schläpfer Markus;**;7;56.75;5;8.5;4;-1.5;8.5
+;6;18.5;Inauen Aurel;;16;54.5;6;18.5;0;0.0;10.0
o;4;28.5;Signer Andy;*;13;55.25;4;28.5;0;0.0;8.5
o;9;37.0;Käser Remo;***;8;56.5;9;37.0;0;0.0;8.5
+;13;45.5;Hari Michi;;17;54.25;13;45.5;0;0.0;9.75

13f;Straub Paul;;;;;;;;;;55.25
-;;;Reichmuth Beat;;;;;;;;8.75
o;4;8.75;Mösli Marcel;;15;54.75;2;9.75;-2;1.0;8.5
+;10;17.25;Gaccioli Benjamin;;28;35.25;11;17.0;1;-0.25;9.75
o;9;27.0;Hobi Ignaz;*;20;53.5;12;26.25;3;-0.75;8.5
+;14;35.5;Bösch Mario (2006);;18;54.0;14;35.5;0;0.0;9.75
+;14;45.25;Affentranger Martin;;19;53.75;14;45.25;0;0.0;10.0

13g;Egli Martin;;;;;;;;;;55.25
o;;;Hänni Marc;;;;;;;;8.5
+;5;8.5;Tschudi Mario;;18;54.0;5;8.5;0;0.0;9.75
+;7;18.25;Keller Dominic;;12;55.5;7;18.25;0;0.0;9.75
+;6;28.0;Koller Andreas;;20;53.5;7;27.5;1;-0.5;10.0
-;6;38.0;Bühler Hannes;*;7;56.75;5;38.25;-1;0.25;8.75
o;9;46.75;Schmid Dominik;**;6;57.0;8;47.0;-1;0.25;8.5

13h;Schönenberger Tobias (2004);;;;;;;;;;55.25
+;;;Bucher Roman;;;;;;;;9.75
o;2;9.75;Koch Thomas;*;11;55.75;4;8.75;2;-1.0;8.5
+;7;18.25;Rhyner Beni;;18;54.0;7;18.25;0;0.0;10.0
o;5;28.25;Kolb Pirmin;*;10;56.0;7;27.5;2;-0.75;8.5
+;10;36.75;Bordos Ion;;18;54.0;10;36.75;0;0.0;9.75
o;10;46.5;Schmid Patrick;*;8;56.5;10;46.5;0;0.0;8.75

13i;Horner Sämi;;;;;;;;;;55.25
+;;;Habegger Andrin (2005);;;;;;;;10.0
+;1;10.0;Bordos Ion;;18;54.0;2;9.75;1;-0.25;9.75
o;2;19.75;Steiner Michael;**;8;56.5;7;18.25;5;-1.5;8.5
+;5;28.25;Koller Silvan;*;13;55.25;6;28.0;1;-0.25;10.0
o;5;38.25;Kolb Pirmin;*;10;56.0;8;37.25;3;-1.0;8.5
o;9;46.75;Dumelin David;**;7;56.75;9;46.75;0;0.0;8.5

13j;Feldmann Patrik (2005);;;;;;;;;;55.25
+;;;Bernhardsgrütter Stefan (2005);;;;;;;;10.0
o;1;10.0;Mettler Valentin;*;11;55.75;4;8.75;3;-1.25;8.5
o;6;18.5;Hinrichs Silvio (2004);;12;55.5;6;18.5;0;0.0;8.5
+;9;27.0;Guntersweiler Aaron (2006);;24;52.5;9;27.0;0;0.0;10.0
o;9;37.0;Dändliker Shane;**;6;57.0;9;37.0;0;0.0;8.5
+;13;45.5;Schild Cornel (2004);;17;54.25;13;45.5;0;0.0;9.75

13k;Koller Silvan;*;;;;;;;;;55.25
+;;;Bürgler Patrick;*;;;;;;;9.75
o;2;9.75;Stöckli Stefan;***;7;56.75;5;8.5;3;-1.25;8.5
+;7;18.25;Zürcher Fabrice (2006);;19;53.75;6;18.5;-1;0.25;9.75
o;6;28.0;Horner Sämi;;13;55.25;5;28.25;-1;0.25;8.5
-;11;36.5;Blaser Jan;*;14;55.0;11;36.5;0;0.0;8.75
+;14;45.25;Meier Adrian (2005);;19;53.75;14;45.25;0;0.0;10.0

13l;Signer Andy;*;;;;;;;;;55.25
+;;;Akeret Benno;*;;;;;;;9.75
-;2;9.75;Burkhalter Stefan;***;15;54.75;4;8.75;2;-1.0;8.75
+;6;18.5;Schoch Cornel;;19;53.75;6;18.5;0;0.0;10.0
+;4;28.5;Müllhaupt Yves;;13;55.25;4;28.5;0;0.0;9.75
o;5;38.25;Oettli Silvio;**;7;56.75;4;38.5;-1;0.25;8.5
o;9;46.75;Käser Remo;***;8;56.5;9;46.75;0;0.0;8.5

13m;Jäger Mathias (2006);;;;;;;;;;55.25
+;;;Zürcher Fabrice (2006);;;;;;;;9.75
o;2;9.75;Imhof Gregor;;11;55.75;4;8.75;2;-1.0;8.5
+;7;18.25;Mock Marco;;18;54.0;7;18.25;0;0.0;10.0
o;5;28.25;Blaser Niklas;*;8;56.5;5;28.25;0;0.0;8.5
o;10;36.75;Keller Manuel;*;12;55.5;9;37.0;-1;0.25;8.5
+;14;45.25;Anliker Nino (2005);;18;54.0;14;45.25;0;0.0;10.0

13n;Walser Simon (2004);;;;;;;;;;55.25
o;;;Hinrichs Silvio (2004);;;;;;;;8.5
+;5;8.5;Schäppi Urs;*;9;56.25;4;8.75;-1;0.25;9.75
+;7;18.25;Wartmann Otto;;16;54.5;7;18.25;0;0.0;9.75
o;6;28.0;Notz Beni;***;7;56.75;6;28.0;0;0.0;8.5
+;11;36.5;Henz Marc (2006);;20;53.5;11;36.5;0;0.0;10.0
o;10;46.5;Kolb Kilian (2005);;8;56.5;10;46.5;0;0.0;8.75

13o;von Büren Stephan;**;;;;;;;;;55.25
o;;;Schneider Mario;**;;;;;;;8.5
+;5;8.5;Inauen Maurus;;10;56.0;1;10.0;-4;1.5;9.75
+;7;18.25;Kiser Aron;;10;56.0;3;19.5;-4;1.25;9.75
-;6;28.0;Dumelin David;**;7;56.75;5;28.25;-1;0.25;8.75
+;10;36.75;Ochsner Reto;;17;54.25;12;36.0;2;-0.75;10.0
o;9;46.75;Schneider Domenic;***;6;57.0;7;47.25;-2;0.5;8.5

13p;Koller Fabian;*;;;;;;;;;55.25
o;;;Bernold Michael;*;;;;;;;8.5
+;5;8.5;Biser Niklaus;;18;54.0;1;10.0;-4;1.5;10.0
+;6;18.5;Reichmuth Beat;;13;55.25;5;18.75;-1;0.25;9.75
o;5;28.25;Stöckli Damian;*;12;55.5;5;28.25;0;0.0;8.5
+;10;36.75;Kammermann Dominik;;16;54.5;9;37.0;-1;0.25;10.0
o;9;46.75;Stöckli Stefan;***;7;56.75;9;46.75;0;0.0;8.5

13q;Rüegg Patrick;;;;;;;;;;55.25
+;;;Lengacher Gian;;;;;;;;10.0
o;1;10.0;Oettli Marco;**;5;57.25;4;8.75;3;-1.25;8.5
+;6;18.5;Kammermann Dominik;;16;54.5;6;18.5;0;0.0;9.75
o;5;28.25;Wolfer Lukas;*;12;55.5;4;28.5;-1;0.25;8.5
+;10;36.75;Rüegger Remo;;13;55.25;10;36.75;0;0.0;9.75
o;10;46.5;Steiner Michael;**;8;56.5;10;46.5;0;0.0;8.75

13r;Reichmuth Beat;;;;;;;;;;55.25
-;;;Straub Paul;;;;;;;;8.75
+;4;8.75;Von Bergen Yanick (2006);;24;52.5;1;10.0;-3;1.25;10.0
o;5;18.75;Koller Fabian;*;13;55.25;6;18.5;1;-0.25;8.5
+;8;27.25;Ruppanner Philipp;;17;54.25;9;27.0;1;-0.25;9.75
o;9;37.0;Wetter Silvan;*;7;56.75;9;37.0;0;0.0;8.5
+;13;45.5;Nüesch Sandro (2005);;18;54.0;13;45.5;0;0.0;9.75

13s;Ulmann Fabian;*;;;;;;;;;55.25
-;;;Keller Manuel;*;;;;;;;8.75
+;4;8.75;Hug Jan;;12;55.5;5;8.5;1;-0.25;9.75
o;6;18.5;Oettli Marco;**;5;57.25;5;18.75;-1;0.25;8.5
+;9;27.0;Winzeler Simon;;11;55.75;7;27.5;-2;0.5;10.0
o;9;37.0;Bless Michael;***;5;57.25;7;37.5;-2;0.5;8.5
+;13;45.5;Bordos Ion;;18;54.0;13;45.5;0;0.0;9.75

13t;Studerus Jan;;;;;;;;;;55.25
o;;;Winzeler Simon;;;;;;;;8.5
+;5;8.5;Gaccioli Benjamin;;28;35.25;5;8.5;0;0.0;9.75
o;7;18.25;Schudel Simon;*;9;56.25;7;18.25;0;0.0;8.5
+;10;26.75;Zürcher Fabrice (2006);;19;53.75;9;27.0;-1;0.25;10.0
+;10;36.75;Anliker Nino (2005);;18;54.0;10;36.75;0;0.0;10.0
o;9;46.75;Blaser Niklas;*;8;56.5;10;46.5;1;-0.25;8.5

13u;Rüegger Remo;;;;;;;;;;55.25
+;;;Rüger Damian;;;;;;;;10.0
o;1;10.0;Blaser Jan;*;14;55.0;5;8.5;4;-1.5;8.5
+;6;18.5;Bachmann Oliver (2004);;16;54.5;6;18.5;0;0.0;9.75
o;5;28.25;Kindlimann Fabian;***;5;57.25;7;27.5;2;-0.75;8.5
o;10;36.75;Rüegg Patrick;;13;55.25;10;36.75;0;0.0;8.5
+;14;45.25;Meier Christian;;18;54.0;13;45.5;-1;0.25;10.0

14a;Blaser Jan;*;;;;;;;;;55.0
o;;;Bühler Hannes;*;;;;;;;8.5
+;5;8.5;Rüegger Remo;;13;55.25;1;10.0;-4;1.5;9.75
+;7;18.25;Schwager Mike;;30;27.0;6;18.5;-1;0.25;9.75
o;6;28.0;Ammann Rico;*;7;56.75;4;28.5;-2;0.5;8.5
-;11;36.5;Koller Silvan;*;13;55.25;11;36.5;0;0.0;8.75
+;14;45.25;Rhyner Beni;;18;54.0;13;45.5;-1;0.25;9.75

14b;Spörndli Cyril;;;;;;;;;;55.0
o;;;Ruppanner Philipp;;;;;;;;8.5
+;5;8.5;Hollenstein Mathias;;26;45.25;5;8.5;0;0.0;9.75
o;7;18.25;Ammann Rico;*;7;56.75;6;18.5;-1;0.25;8.5
+;10;26.75;Rüger Damian;;28;35.25;10;26.75;0;0.0;9.75
o;11;36.5;Lozza Roman;;14;55.0;10;36.75;-1;0.25;8.5
+;15;45.0;Henz Marc (2006);;20;53.5;15;45.0;0;0.0;10.0

14c;Keller Elija;;;;;;;;;;55.0
o;;;Brunner Dominik (2004);;;;;;;;8.5
+;5;8.5;Maier Tobias (2006);;29;34.0;5;8.5;0;0.0;10.0
o;6;18.5;Odermatt Gian Maria (2004);*;9;56.25;5;18.75;-1;0.25;8.5
+;9;27.0;Pallaoro Luca;;18;54.0;9;27.0;0;0.0;9.75
+;10;36.75;Signer Walter;;19;53.75;11;36.5;1;-0.25;9.75
o;10;46.5;Lenherr Cédric;*;13;55.25;13;45.5;3;-1.0;8.5

14d;Berger René;**;;;;;;;;;55.0
+;;;Kolb This;**;;;;;;;9.75
o;2;9.75;Voggensperger Janic;**;2;58.25;1;10.0;-1;0.25;8.5
+;7;18.25;Affentranger Martin;;19;53.75;6;18.5;-1;0.25;9.75
o;6;28.0;Wey Nicola;*;7;56.75;4;28.5;-2;0.5;8.5
o;11;36.5;Bucher Roman;;12;55.5;9;37.0;-2;0.5;8.5
+;15;45.0;Signer Walter;;19;53.75;14;45.25;-1;0.25;10.0

14e;Hänni Marc;;;;;;;;;;55.0
+;;;Egli Martin;;;;;;;;9.75
o;2;9.75;Kolb This;**;7;56.75;5;8.5;3;-1.25;8.5
+;7;18.25;Zingg Remo;;15;54.75;7;18.25;0;0.0;9.75
o;6;28.0;Bless Michael;***;5;57.25;7;27.5;1;-0.5;8.5
+;11;36.5;Grob Andrin (2006);;20;53.5;11;36.5;0;0.0;10.0
o;10;46.5;Bärtsch Fabian;*;8;56.5;10;46.5;0;0.0;8.5

14f;Burch Dean;*;;;;;;;;;55.0
-;;;Kolb Pirmin;*;;;;;;;9.0
o;3;9.0;Anliker Nino (2005);;18;54.0;1;10.0;-2;1.0;8.5
-;9;17.5;Knup Stephan;;16;54.5;6;18.5;-3;1.0;9.0
+;11;26.5;Vogel Simon;;16;54.5;7;27.5;-4;1.0;10.0
o;11;36.5;Dumelin David;**;7;56.75;9;37.0;-2;0.5;8.5
+;15;45.0;Bakr Deliar (2006);;20;53.5;15;45.0;0;0.0;10.0

14g;Lüönd Remo;;;;;;;;;;55.0
o;;;Mösli Marcel;;;;;;;;8.5
o;5;8.5;Lenherr Jonas (2005);;12;55.5;5;8.5;0;0.0;8.5
+;11;17.0;Kiener Tobias;;29;34.0;11;17.0;0;0.0;9.75
-;10;26.75;Roth Lukas;*;19;53.75;10;26.75;0;0.0;8.75
+;14;35.5;Zumstein Silvan;;24;52.5;14;35.5;0;0.0;9.75
+;14;45.25;Biser Niklaus;;18;54.0;14;45.25;0;0.0;9.75

14h;Lozza Roman;;;;;;;;;;55.0
+;;;Wolfer David;;;;;;;;9.75
+;2;9.75;Meier Adrian (2005);;19;53.75;1;10.0;-1;0.25;10.0
o;2;19.75;Schmid Patrick;*;8;56.5;7;18.25;5;-1.5;8.5
o;5;28.25;Kuster Thomas;**;9;56.25;10;26.75;5;-1.5;8.5
+;10;36.75;Spörndli Cyril;;14;55.0;11;36.5;1;-0.25;9.75
o;10;46.5;Odermatt Gian Maria (2004);*;9;56.25;11;46.25;1;-0.25;8.5

14i;Brunner Dominik (2004);;;;;;;;;;55.0
+;;;Keller Elija;;;;;;;;9.75
+;2;9.75;Signer Walter;;19;53.75;2;9.75;0;0.0;9.75
o;3;19.5;Burkhalter Thomas;*;25;47.0;6;18.5;3;-1.0;8.5
o;6;28.0;Hari Michi;;17;54.25;8;27.25;2;-0.75;8.5
+;11;36.5;Schoch Cornel;;19;53.75;14;35.5;3;-1.0;10.0
o;10;46.5;Schudel Simon;*;9;56.25;10;46.5;0;0.0;8.5

15a;Elmer Adrian;*;;;;;;;;;54.75
-;;;Odermatt Gian Maria (2004);*;;;;;;;8.75
+;4;8.75;Nüesch Sandro (2005);;18;54.0;1;10.0;-3;1.25;10.0
o;5;18.75;Schneider Domenic;***;6;57.0;5;18.75;0;0.0;8.5
+;8;27.25;Henz Marc (2006);;20;53.5;6;28.0;-2;0.75;10.0
-;8;37.25;Kiser Aron;;10;56.0;6;38.0;-2;0.75;9.0
o;11;46.25;Kuster Thomas;**;9;56.25;10;46.5;-1;0.25;8.5

15b;Gerig Marcel;;;;;;;;;;54.75
+;;;Müller Fabian;;;;;;;;9.75
+;2;9.75;Bösch Mario (2006);;18;54.0;4;8.75;2;-1.0;9.75
o;3;19.5;Wey Nicola;*;7;56.75;6;18.5;3;-1.0;8.5
o;6;28.0;Kolb Kilian (2005);;8;56.5;7;27.5;1;-0.5;8.5
+;11;36.5;Von Bergen Yanick (2006);;24;52.5;14;35.5;3;-1.0;9.75
o;11;46.25;Winzeler Simon;;11;55.75;12;46.0;1;-0.25;8.5

15c;Zingg Remo;;;;;;;;;;54.75
+;;;Schoch Cornel;;;;;;;;9.75
o;2;9.75;Lenherr Cédric;*;13;55.25;5;8.5;3;-1.25;8.5
o;7;18.25;Hänni Marc;;14;55.0;7;18.25;0;0.0;8.5
+;10;26.75;Biser Niklaus;;18;54.0;9;27.0;-1;0.25;9.75
o;11;36.5;Mösli Marcel;;15;54.75;11;36.5;0;0.0;8.5
+;15;45.0;Burkhard Tobias;*;22;53.0;17;44.5;2;-0.5;9.75

15d;Mösli Marcel;;;;;;;;;;54.75
+;;;Lüönd Remo;;;;;;;;9.75
+;2;9.75;Straub Paul;;13;55.25;4;8.75;2;-1.0;9.75
o;3;19.5;Wetter Silvan;*;7;56.75;6;18.5;3;-1.0;8.5
o;6;28.0;Bärtsch Fabian;*;8;56.5;9;27.0;3;-1.0;8.5
+;11;36.5;Zingg Remo;;15;54.75;11;36.5;0;0.0;9.75
o;11;46.25;Keller Dominic;;12;55.5;14;45.25;3;-1.0;8.5

15e;Burkhalter Stefan;***;;;;;;;;;54.75
-;;;Dändliker Shane;**;;;;;;;8.75
-;4;8.75;Signer Andy;*;13;55.25;2;9.75;-2;1.0;8.75
+;9;17.5;Wildhaber Jannik;;13;55.25;6;18.5;-3;1.0;10.0
+;7;27.5;Bleiker Ueli (2004);;11;55.75;4;28.5;-3;1.0;10.0
-;7;37.5;Stöckli Damian;*;12;55.5;6;38.0;-1;0.5;8.75
o;11;46.25;Blaser Christian;**;8;56.5;10;46.5;-1;0.25;8.5

16a;Kammermann Dominik;;;;;;;;;;54.5
+;;;Zumstein Silvan;;;;;;;;10.0
o;1;10.0;Dumelin David;**;7;56.75;5;8.5;4;-1.5;8.5
o;6;18.5;Rüegg Patrick;;13;55.25;6;18.5;0;0.0;8.5
+;9;27.0;Magani Flurin;;19;53.75;9;27.0;0;0.0;10.0
o;9;37.0;Koller Fabian;*;13;55.25;10;36.75;1;-0.25;8.5
-;13;45.5;Anliker Andri;;17;54.25;13;45.5;0;0.0;9.0

16b;Knup Stephan;;;;;;;;;;54.5
o;;;Niederer Andreas;;;;;;;;8.5
+;5;8.5;Bleiker Toni (2006);;28;35.25;5;8.5;0;0.0;10.0
-;6;18.5;Burch Dean;*;14;55.0;9;17.5;3;-1.0;9.0
+;7;27.5;Schmid Robin (2006);;23;52.75;8;27.25;1;-0.25;10.0
o;7;37.5;Fuster Sepp;*;12;55.5;9;37.0;2;-0.5;8.5
o;12;46.0;Hinrichs Silvio (2004);;12;55.5;13;45.5;1;-0.5;8.5

16c;Vogel Simon;;;;;;;;;;54.5
o;;;Kiener Raphael;;;;;;;;8.5
-;5;8.5;Koller Andreas;;20;53.5;4;8.75;-1;0.25;9.0
+;9;17.5;Koch Sämi (2006);;23;52.75;10;17.25;1;-0.25;10.0
o;7;27.5;Burch Dean;*;14;55.0;11;26.5;4;-1.0;8.5
+;12;36.0;Nef Tobias (2005);;23;52.75;13;35.75;1;-0.25;10.0
o;12;46.0;Bleiker Ueli (2004);;11;55.75;12;46.0;0;0.0;8.5

16d;Hengartner Ivo;*;;;;;;;;;54.5
o;;;Kundert Elias (2005);;;;;;;;8.75
-;4;8.75;Nef Tobias (2005);;23;52.75;1;10.0;-3;1.25;8.75
o;9;17.5;Lengacher Gian;;16;54.5;10;17.25;1;-0.25;8.5
+;13;26.0;Bleiker Toni (2006);;28;35.25;10;26.75;-3;0.75;10.0
-;12;36.0;Bachmann Oliver (2004);;16;54.5;13;35.75;1;-0.25;8.75
+;16;44.75;Zürcher Fabrice (2006);;19;53.75;14;45.25;-2;0.5;9.75

16e;Lengacher Gian;;;;;;;;;;54.5
o;;;Rüegg Patrick;;;;;;;;8.75
o;4;8.75;Ochsner Reto;;17;54.25;4;8.75;0;0.0;8.5
+;10;17.25;Hengartner Ivo;*;16;54.5;9;17.5;-1;0.25;10.0
+;8;27.25;Nef Tobias (2005);;23;52.75;8;27.25;0;0.0;10.0
-;8;37.25;Lenherr Cédric;*;13;55.25;10;36.75;2;-0.5;8.75
o;12;46.0;Inauen Maurus;;10;56.0;12;46.0;0;0.0;8.5

16f;Bachmann Oliver (2004);;;;;;;;;;54.5
+;;;Bleiker Toni (2006);;;;;;;;10.0
o;1;10.0;Schudel Simon;*;9;56.25;5;8.5;4;-1.5;8.5
o;6;18.5;Rüegger Remo;;13;55.25;6;18.5;0;0.0;8.75
o;8;27.25;Wartmann Otto;;16;54.5;9;27.0;1;-0.25;8.5
-;13;35.75;Hengartner Ivo;*;16;54.5;12;36.0;-1;0.25;8.75
+;17;44.5;Koch Sämi (2006);;23;52.75;18;44.25;1;-0.25;10.0

16g;Wartmann Otto;;;;;;;;;;54.5
+;;;Egli Joel;;;;;;;;9.75
o;2;9.75;Fuster Sepp;*;12;55.5;4;8.75;2;-1.0;8.5
o;7;18.25;Walser Simon (2004);;13;55.25;7;18.25;0;0.0;8.75
-;9;27.0;Inauen Aurel;;16;54.5;9;27.0;0;0.0;9.0
+;12;36.0;Bachmann Oliver (2004);;16;54.5;13;35.75;1;-0.25;10.0
o;12;46.0;Brülisauer Dominik;;13;55.25;13;45.5;1;-0.5;8.5

16h;Inauen Aurel;;;;;;;;;;54.5
+;;;Tschudi Mario;;;;;;;;10.0
o;1;10.0;Odermatt Gian Maria (2004);*;9;56.25;4;8.75;3;-1.25;8.5
o;6;18.5;Müllhaupt Yves;;13;55.25;6;18.5;0;0.0;8.5
-;9;27.0;Wartmann Otto;;16;54.5;9;27.0;0;0.0;9.0
-;12;36.0;Koller Andreas;;20;53.5;12;36.0;0;0.0;8.75
+;16;44.75;Roth Lukas;*;19;53.75;14;45.25;-2;0.5;9.75

17a;Ackermann Roman;;;;;;;;;;54.25
+;;;Grob Andrin (2006);;;;;;;;9.75
o;2;9.75;Bürli Roger;**;11;55.75;3;9.0;1;-0.75;8.5
-;7;18.25;Hari Michi;;17;54.25;6;18.5;-1;0.25;8.75
-;9;27.0;Stauffacher Martin;;17;54.25;9;27.0;0;0.0;8.75
o;13;35.75;Rhyner Beni;;18;54.0;13;35.75;0;0.0;8.5
+;18;44.25;Zumstein Silvan;;24;52.5;19;44.0;1;-0.25;10.0

17b;Hari Michi;;;;;;;;;;54.25
-;;;Imhof Gregor;;;;;;;;8.75
+;4;8.75;Schmid Robin (2006);;23;52.75;1;10.0;-3;1.25;9.75
-;6;18.5;Ackermann Roman;;17;54.25;7;18.25;1;-0.25;8.75
+;8;27.25;Brunner Dominik (2004);;14;55.0;6;28.0;-2;0.75;9.75
o;9;37.0;Schneider Mario;**;3;58.0;5;38.25;-4;1.25;8.5
o;13;45.5;Müllhaupt Yves;;13;55.25;13;45.5;0;0.0;8.75

17c;Ruppanner Philipp;;;;;;;;;;54.25
+;;;Spörndli Cyril;;;;;;;;10.0
o;1;10.0;Kiser Aron;;10;56.0;2;9.75;1;-0.25;8.5
o;6;18.5;Blaser Christian;**;8;56.5;6;18.5;0;0.0;8.5
o;9;27.0;Reichmuth Beat;;13;55.25;8;27.25;-1;0.25;8.5
+;14;35.5;Kleinberger Alex;;23;52.75;13;35.75;-1;0.25;10.0
o;13;45.5;Hug Jan;;12;55.5;13;45.5;0;0.0;8.75

17d;Anliker Andri;;;;;;;;;;54.25
+;;;Koller Andreas;;;;;;;;10.0
o;1;10.0;Oettli Silvio;**;7;56.75;1;10.0;0;0.0;8.5
o;6;18.5;Brülisauer Dominik;;13;55.25;6;18.5;0;0.0;8.5
