5672-2022-05-01_Thurgauer_Kantonalschwingfest-ST

1a;Giger Samuel;***;;;;;;;;;59.0
+;9;27.0;Inauen Ivo;;24;52.5;9;27.0;0;0.0;10.0
o;9;37.0;Schläpfer Markus;**;7;56.75;5;38.25;-4;1.25;8.5
-;13;45.5;Kammermann Dominik;;16;54.5;13;45.5;0;0.0;8.75

17e;Ochsner Reto;;;;;;;;;;54.25
o;;;Schild Cornel (2004);;;;;;;;8.75
+;4;8.75;Lengacher Gian;;16;54.5;4;8.75;0;0.0;10.0
o;5;18.75;Wolfer Lukas;*;12;55.5;6;18.5;1;-0.25;8.5
-;8;27.25;Inauen Maurus;;10;56.0;8;27.25;0;0.0;8.75
o;12;36.0;von Büren Stephan;**;13;55.25;10;36.75;-2;0.75;8.5
+;17;44.5;Nef Tobias (2005);;23;52.75;18;44.25;1;-0.25;9.75

17f;Egli Joel;;;;;;;;;;54.25
o;;;Wartmann Otto;;;;;;;;8.5
o;5;8.5;Affentranger Martin;;19;53.75;5;8.5;0;0.0;8.5
+;11;17.0;Müller Fabian;;18;54.0;11;17.0;0;0.0;9.75
-;10;26.75;Keller Dominic;;12;55.5;10;26.75;0;0.0;8.75
+;14;35.5;Küng Christian;;19;53.75;14;35.5;0;0.0;10.0
o;13;45.5;Kiener Raphael;;13;55.25;13;45.5;0;0.0;8.75

17g;Schild Cornel (2004);;;;;;;;;;54.25
+;;;Ochsner Reto;;;;;;;;10.0
-;1;10.0;Burkhard Tobias;*;22;53.0;5;8.5;4;-1.5;8.75
+;5;18.75;Bachmann Janos (2004);;12;55.5;6;18.5;1;-0.25;9.75
o;4;28.5;Schudel Simon;*;9;56.25;6;28.0;2;-0.5;8.5
o;9;37.0;Bärtsch Fabian;*;8;56.5;10;36.75;1;-0.25;8.5
o;13;45.5;Feldmann Patrik (2005);;13;55.25;13;45.5;0;0.0;8.75

17h;Stauffacher Martin;;;;;;;;;;54.25
+;;;Küng Christian;;;;;;;;10.0
o;1;10.0;Kolb Pirmin;*;10;56.0;3;9.0;2;-1.0;8.5
o;6;18.5;Schläpfer Markus;**;7;56.75;7;18.25;1;-0.25;8.5
-;9;27.0;Ackermann Roman;;17;54.25;9;27.0;0;0.0;8.75
o;13;35.75;Roth Lukas;*;19;53.75;14;35.5;1;-0.25;8.5
+;18;44.25;Kleinberger Alex;;23;52.75;18;44.25;0;0.0;10.0

18a;Schefer Sandro (2006);;;;;;;;;;54.0
-;;;Koch Sämi (2006);;;;;;;;8.75
o;4;8.75;Meier Christian;;18;54.0;4;8.75;0;0.0;8.5
o;10;17.25;Bischof Loris (2006);;21;53.25;9;17.5;-1;0.25;8.5
+;14;25.75;Manser Maurin (2006);;29;34.0;15;25.5;1;-0.25;10.0
+;13;35.75;Keller Tami (2006);;24;52.5;14;35.5;1;-0.25;9.75
o;13;45.5;Bachmann Janos (2004);;12;55.5;13;45.5;0;0.0;8.5

18b;Mock Marco;;;;;;;;;;54.0
+;;;Stark Walter (2006);;;;;;;;9.75
o;2;9.75;Wetter Silvan;*;7;56.75;5;8.5;3;-1.25;8.5
o;7;18.25;Jäger Mathias (2006);;13;55.25;7;18.25;0;0.0;8.5
-;10;26.75;Rhyner Beni;;18;54.0;10;26.75;0;0.0;8.75
o;14;35.5;Zürcher Fabrice (2006);;19;53.75;14;35.5;0;0.0;8.5
+;19;44.0;Keller Tami (2006);;24;52.5;19;44.0;0;0.0;10.0

18c;Meier Christian;;;;;;;;;;54.0
-;;;Kleinberger Alex;;;;;;;;8.75
+;4;8.75;Schefer Sandro (2006);;18;54.0;4;8.75;0;0.0;9.75
o;6;18.5;Habegger Andrin (2005);;10;56.0;7;18.25;1;-0.25;8.5
+;9;27.0;Von Bergen Yanick (2006);;24;52.5;9;27.0;0;0.0;10.0
o;9;37.0;Blaser Christian;**;8;56.5;10;36.75;1;-0.25;8.5
o;13;45.5;Rüegger Remo;;13;55.25;14;45.25;1;-0.25;8.5

18d;Anliker Nino (2005);;;;;;;;;;54.0
+;;;Maier Tobias (2006);;;;;;;;10.0
+;1;10.0;Burch Dean;*;14;55.0;3;9.0;2;-1.0;9.75
o;2;19.75;Schmid Dominik;**;6;57.0;5;18.75;3;-1.0;8.5
o;5;28.25;Hugelshofer Lars;*;7;56.75;4;28.5;-1;0.25;8.5
o;10;36.75;Studerus Jan;;13;55.25;10;36.75;0;0.0;8.5
o;14;45.25;Jäger Mathias (2006);;13;55.25;14;45.25;0;0.0;8.75

18e;Nüesch Sandro (2005);;;;;;;;;;54.0
+;;;Zingg Elias (2006);;;;;;;;10.0
o;1;10.0;Elmer Adrian;*;15;54.75;4;8.75;3;-1.25;8.5
+;6;18.5;Guntersweiler Aaron (2006);;24;52.5;6;18.5;0;0.0;10.0
o;4;28.5;Bernold Michael;*;7;56.75;4;28.5;0;0.0;8.5
o;9;37.0;Bürgler Patrick;*;7;56.75;9;37.0;0;0.0;8.5
o;13;45.5;Reichmuth Beat;;13;55.25;13;45.5;0;0.0;8.5

18f;Bordos Ion;;;;;;;;;;54.0
+;;;Hug Jan;;;;;;;;9.75
o;2;9.75;Horner Sämi;;13;55.25;1;10.0;-1;0.25;8.5
+;7;18.25;Müller Christian;;28;35.25;7;18.25;0;0.0;10.0
o;5;28.25;Oettli Marco;**;5;57.25;4;28.5;-1;0.25;8.5
o;10;36.75;Schönenberger Tobias (2004);;13;55.25;10;36.75;0;0.0;8.75
o;13;45.5;Ulmann Fabian;*;13;55.25;13;45.5;0;0.0;8.5

18g;Biser Niklaus;;;;;;;;;;54.0
+;;;Hollenstein Lukas (2006);;;;;;;;10.0
o;1;10.0;Koller Fabian;*;13;55.25;5;8.5;4;-1.5;8.5
o;6;18.5;Koller Andreas;;20;53.5;8;17.75;2;-0.75;8.5
o;9;27.0;Zingg Remo;;15;54.75;10;26.75;1;-0.25;8.5
+;14;35.5;Müller Fabian;;18;54.0;14;35.5;0;0.0;9.75
o;14;45.25;Lüönd Remo;;14;55.0;14;45.25;0;0.0;8.75

18h;Bösch Mario (2006);;;;;;;;;;54.0
-;;;Bischof Loris (2006);;;;;;;;8.75
o;4;8.75;Gerig Marcel;;15;54.75;2;9.75;-2;1.0;8.5
o;10;17.25;Hug Jan;;12;55.5;11;17.0;1;-0.25;8.5
+;14;25.75;Hollenstein Lukas (2006);;29;34.0;15;25.5;1;-0.25;9.75
o;14;35.5;Straub Paul;;13;55.25;14;35.5;0;0.0;8.5
+;19;44.0;Von Bergen Yanick (2006);;24;52.5;19;44.0;0;0.0;10.0

18i;Müller Fabian;;;;;;;;;;54.0
o;;;Gerig Marcel;;;;;;;;8.5
o;5;8.5;Diem Hansruedi;;18;54.0;5;8.5;0;0.0;8.5
o;11;17.0;Egli Joel;;17;54.25;11;17.0;0;0.0;8.5
+;15;25.5;Wenger Dominic;;29;34.0;15;25.5;0;0.0;10.0
o;14;35.5;Biser Niklaus;;18;54.0;14;35.5;0;0.0;8.5
+;19;44.0;Schmid Robin (2006);;23;52.75;18;44.25;-1;0.25;10.0

18j;Pallaoro Luca;;;;;;;;;;54.0
o;;;Henz Marc (2006);;;;;;;;8.5
o;5;8.5;Kolb Kilian (2005);;8;56.5;5;8.5;0;0.0;8.5
+;11;17.0;Bernhardsgrütter Stefan (2005);;28;35.25;11;17.0;0;0.0;10.0
o;9;27.0;Keller Elija;;14;55.0;9;27.0;0;0.0;8.5
o;14;35.5;Meier Adrian (2005);;19;53.75;14;35.5;0;0.0;8.5
+;19;44.0;Guntersweiler Aaron (2006);;24;52.5;19;44.0;0;0.0;10.0

18k;Diem Hansruedi;;;;;;;;;;54.0
o;;;Müllhaupt Yves;;;;;;;;8.5
+;5;8.5;Müller Fabian;;18;54.0;5;8.5;0;0.0;9.75
o;7;18.25;Bürgler Patrick;*;7;56.75;6;18.5;-1;0.25;8.5
+;10;26.75;Küng Christian;;19;53.75;9;27.0;-1;0.25;10.0
-;10;36.75;Burkhard Tobias;*;22;53.0;13;35.75;3;-1.0;8.75
o;13;45.5;Habegger Andrin (2005);;10;56.0;11;46.25;-2;0.75;8.5

18l;Rhyner Beni;;;;;;;;;;54.0
+;;;Müller Christian;;;;;;;;9.75
o;2;9.75;Hugelshofer Lars;*;7;56.75;5;8.5;3;-1.25;8.5
o;7;18.25;Schönenberger Tobias (2004);;13;55.25;7;18.25;0;0.0;8.5
-;10;26.75;Mock Marco;;18;54.0;10;26.75;0;0.0;9.0
+;13;35.75;Ackermann Roman;;17;54.25;13;35.75;0;0.0;9.75
o;13;45.5;Blaser Jan;*;14;55.0;14;45.25;1;-0.25;8.5

18m;Tschudi Mario;;;;;;;;;;54.0
o;;;Inauen Aurel;;;;;;;;8.5
o;5;8.5;Egli Martin;;13;55.25;5;8.5;0;0.0;8.5
+;11;17.0;Meier Cyrill (2006);;29;34.0;11;17.0;0;0.0;10.0
+;9;27.0;Meier Adrian (2005);;19;53.75;9;27.0;0;0.0;9.75
o;10;36.75;Kuster Thomas;**;9;56.25;10;36.75;0;0.0;8.5
o;14;45.25;Keller Dominic;;12;55.5;14;45.25;0;0.0;8.75

19a;Affentranger Martin;;;;;;;;;;53.75
o;;;Bleiker Ueli (2004);;;;;;;;8.5
+;5;8.5;Egli Joel;;17;54.25;5;8.5;0;0.0;10.0
o;6;18.5;Berger René;**;14;55.0;7;18.25;1;-0.25;8.5
o;9;27.0;Wildhaber Jannik;;13;55.25;9;27.0;0;0.0;8.5
+;14;35.5;Guntersweiler Aaron (2006);;24;52.5;14;35.5;0;0.0;9.75
o;14;45.25;Straub Paul;;13;55.25;14;45.25;0;0.0;8.5

19b;Magani Flurin;;;;;;;;;;53.75
+;;;Wenger Dominic;;;;;;;;10.0
o;1;10.0;Blaser Christian;**;8;56.5;5;8.5;4;-1.5;8.5
o;6;18.5;Bleiker Ueli (2004);;11;55.75;6;18.5;0;0.0;8.5
o;9;27.0;Kammermann Dominik;;16;54.5;9;27.0;0;0.0;8.5
+;14;35.5;Schmid Robin (2006);;23;52.75;13;35.75;-1;0.25;9.75
o;14;45.25;Lenherr Jonas (2005);;12;55.5;13;45.5;-1;0.25;8.5

19c;Signer Walter;;;;;;;;;;53.75
+;;;Gaccioli Benjamin;;;;;;;;9.75
o;2;9.75;Brunner Dominik (2004);;14;55.0;2;9.75;0;0.0;8.5
+;7;18.25;Lenherr Jonas (2005);;12;55.5;6;18.5;-1;0.25;9.75
o;6;28.0;Mettler Valentin;*;11;55.75;8;27.25;2;-0.75;8.5
o;11;36.5;Keller Elija;;14;55.0;10;36.75;-1;0.25;8.75
o;14;45.25;Berger René;**;14;55.0;15;45.0;1;-0.25;8.5

19d;Meier Adrian (2005);;;;;;;;;;53.75
+;;;Meier Cyrill (2006);;;;;;;;10.0
o;1;10.0;Lozza Roman;;14;55.0;2;9.75;1;-0.25;8.5
o;6;18.5;Bernold Michael;*;7;56.75;6;18.5;0;0.0;8.5
o;9;27.0;Tschudi Mario;;18;54.0;9;27.0;0;0.0;8.5
+;14;35.5;Pallaoro Luca;;18;54.0;14;35.5;0;0.0;9.75
o;14;45.25;Koller Silvan;*;13;55.25;14;45.25;0;0.0;8.5

19e;Küng Christian;;;;;;;;;;53.75
o;;;Stauffacher Martin;;;;;;;;8.5
o;5;8.5;Stark Walter (2006);;28;35.25;5;8.5;0;0.0;8.5
+;11;17.0;Zumstein Silvan;;24;52.5;11;17.0;0;0.0;10.0
o;9;27.0;Diem Hansruedi;;18;54.0;10;26.75;1;-0.25;8.5
o;14;35.5;Egli Joel;;17;54.25;14;35.5;0;0.0;8.5
+;19;44.0;Inauen Ivo;;24;52.5;19;44.0;0;0.0;9.75

19f;Zürcher Fabrice (2006);;;;;;;;;;53.75
o;;;Jäger Mathias (2006);;;;;;;;8.5
+;5;8.5;Manser Maurin (2006);;29;34.0;5;8.5;0;0.0;10.0
o;6;18.5;Koller Silvan;*;13;55.25;7;18.25;1;-0.25;8.5
o;9;27.0;Studerus Jan;;13;55.25;10;26.75;1;-0.25;8.5
+;14;35.5;Mock Marco;;18;54.0;14;35.5;0;0.0;9.75
o;14;45.25;Hengartner Ivo;*;16;54.5;16;44.75;2;-0.5;8.5

19g;Roth Lukas;*;;;;;;;;;53.75
o;;;Steiner Michael;**;;;;;;;8.5
o;5;8.5;Kundert Elias (2005);;10;56.0;2;9.75;-3;1.25;8.5
+;11;17.0;Stark Walter (2006);;28;35.25;7;18.25;-4;1.25;9.75
-;10;26.75;Lüönd Remo;;14;55.0;10;26.75;0;0.0;8.75
+;14;35.5;Stauffacher Martin;;17;54.25;13;35.75;-1;0.25;9.75
o;14;45.25;Inauen Aurel;;16;54.5;16;44.75;2;-0.5;8.5

19h;Schoch Cornel;;;;;;;;;;53.75
o;;;Zingg Remo;;;;;;;;8.5
+;5;8.5;Bernhardsgrütter Stefan (2005);;28;35.25;5;8.5;0;0.0;10.0
o;6;18.5;Signer Andy;*;13;55.25;6;18.5;0;0.0;8.5
o;9;27.0;Lenherr Jonas (2005);;12;55.5;9;27.0;0;0.0;8.5
o;14;35.5;Brunner Dominik (2004);;14;55.0;11;36.5;-3;1.0;8.5
+;19;44.0;Grob Andrin (2006);;20;53.5;15;45.0;-4;1.0;9.75

20a;Bakr Deliar (2006);;;;;;;;;;53.5
o;;;Inauen Ivo;;;;;;;;8.5
+;5;8.5;Hollenstein Lukas (2006);;29;34.0;5;8.5;0;0.0;9.75
o;7;18.25;Blaser Niklas;*;8;56.5;7;18.25;0;0.0;8.5
+;10;26.75;Wolfer David;;28;35.25;10;26.75;0;0.0;9.75
o;11;36.5;Akeret Benno;*;10;56.0;12;36.0;1;-0.5;8.5
o;15;45.0;Burch Dean;*;14;55.0;15;45.0;0;0.0;8.5

20b;Grob Andrin (2006);;;;;;;;;;53.5
o;;;Ackermann Roman;;;;;;;;8.5
+;5;8.5;Wenger Dominic;;29;34.0;5;8.5;0;0.0;9.75
+;7;18.25;Von Bergen Yanick (2006);;24;52.5;6;18.5;-1;0.25;9.75
o;6;28.0;Schmid Patrick;*;8;56.5;6;28.0;0;0.0;8.5
o;11;36.5;Hänni Marc;;14;55.0;11;36.5;0;0.0;8.5
o;15;45.0;Schoch Cornel;;19;53.75;19;44.0;4;-1.0;8.5

20c;Koller Andreas;;;;;;;;;;53.5
o;;;Anliker Andri;;;;;;;;8.75
-;4;8.75;Vogel Simon;;16;54.5;5;8.5;1;-0.25;9.0
+;8;17.75;Biser Niklaus;;18;54.0;6;18.5;-2;0.75;9.75
o;7;27.5;Egli Martin;;13;55.25;6;28.0;-1;0.5;8.5
-;12;36.0;Inauen Aurel;;16;54.5;12;36.0;0;0.0;8.75
-;16;44.75;Bischof Loris (2006);;21;53.25;17;44.5;1;-0.25;8.75

20d;Hobi Ignaz;*;;;;;;;;;53.5
o;;;Ammann Rico;*;;;;;;;8.5
-;5;8.5;Winzeler Simon;;11;55.75;1;10.0;-4;1.5;8.75
-;10;17.25;Kolb Kilian (2005);;8;56.5;6;18.5;-4;1.25;9.0
+;12;26.25;Straub Paul;;13;55.25;9;27.0;-3;0.75;9.75
-;12;36.0;Hug Jan;;12;55.5;10;36.75;-2;0.75;8.75
o;16;44.75;Akeret Benno;*;10;56.0;12;46.0;-4;1.25;8.75

20e;Henz Marc (2006);;;;;;;;;;53.5
+;;;Pallaoro Luca;;;;;;;;9.75
+;2;9.75;Kleinberger Alex;;23;52.75;4;8.75;2;-1.0;9.75
o;3;19.5;Koch Thomas;*;11;55.75;6;18.5;3;-1.0;8.5
o;6;28.0;Elmer Adrian;*;15;54.75;8;27.25;2;-0.75;8.5
o;11;36.5;Walser Simon (2004);;13;55.25;11;36.5;0;0.0;8.5
o;15;45.0;Spörndli Cyril;;14;55.0;15;45.0;0;0.0;8.5

21a;Bischof Loris (2006);;;;;;;;;;53.25
-;;;Bösch Mario (2006);;;;;;;;8.75
o;4;8.75;Müller Christian;;28;35.25;5;8.5;1;-0.25;8.75
+;9;17.5;Schefer Sandro (2006);;18;54.0;10;17.25;1;-0.25;10.0
o;7;27.5;Imhof Gregor;;11;55.75;8;27.25;1;-0.25;8.5
o;12;36.0;Inauen Maurus;;10;56.0;12;36.0;0;0.0;8.5
-;17;44.5;Koller Andreas;;20;53.5;16;44.75;-1;0.25;8.75

22a;Burkhard Tobias;*;;;;;;;;;53.0
o;;;Kiser Aron;;;;;;;;8.5
-;5;8.5;Schild Cornel (2004);;17;54.25;1;10.0;-4;1.5;8.75
+;10;17.25;Wolfer David;;28;35.25;7;18.25;-3;1.0;9.75
o;9;27.0;Akeret Benno;*;10;56.0;12;26.25;3;-0.75;8.75
-;13;35.75;Diem Hansruedi;;18;54.0;10;36.75;-3;1.0;8.75
o;17;44.5;Zingg Remo;;15;54.75;15;45.0;-2;0.5;8.5

23a;Koch Sämi (2006);;;;;;;;;;52.75
-;;;Schefer Sandro (2006);;;;;;;;8.75
o;4;8.75;Rüger Damian;;28;35.25;5;8.5;1;-0.25;8.5
o;10;17.25;Vogel Simon;;16;54.5;9;17.5;-1;0.25;8.5
+;14;25.75;Zingg Elias (2006);;29;34.0;15;25.5;1;-0.25;10.0
o;13;35.75;Winzeler Simon;;11;55.75;12;36.0;-1;0.25;8.5
o;18;44.25;Bachmann Oliver (2004);;16;54.5;17;44.5;-1;0.25;8.5

23b;Schmid Robin (2006);;;;;;;;;;52.75
+;;;Manser Maurin (2006);;;;;;;;10.0
o;1;10.0;Hari Michi;;17;54.25;4;8.75;3;-1.25;8.5
o;6;18.5;Hollenstein Mathias;;26;45.25;6;18.5;0;0.0;8.75
o;8;27.25;Knup Stephan;;16;54.5;7;27.5;-1;0.25;8.5
o;13;35.75;Magani Flurin;;19;53.75;14;35.5;1;-0.25;8.5
o;18;44.25;Müller Fabian;;18;54.0;19;44.0;1;-0.25;8.5

23c;Nef Tobias (2005);;;;;;;;;;52.75
+;;;Guntersweiler Aaron (2006);;;;;;;;10.0
-;1;10.0;Hengartner Ivo;*;16;54.5;4;8.75;3;-1.25;8.75
o;5;18.75;Niederer Andreas;;9;56.25;5;18.75;0;0.0;8.5
o;8;27.25;Lengacher Gian;;16;54.5;8;27.25;0;0.0;8.5
o;13;35.75;Vogel Simon;;16;54.5;12;36.0;-1;0.25;8.5
o;18;44.25;Ochsner Reto;;17;54.25;17;44.5;-1;0.25;8.5

23d;Kleinberger Alex;;;;;;;;;;52.75
-;;;Meier Christian;;;;;;;;8.75
o;4;8.75;Henz Marc (2006);;20;53.5;2;9.75;-2;1.0;8.5
+;10;17.25;Zingg Elias (2006);;29;34.0;11;17.0;1;-0.25;10.0
o;8;27.25;Schäppi Urs;*;9;56.25;7;27.5;-1;0.25;8.5
o;13;35.75;Ruppanner Philipp;;17;54.25;14;35.5;1;-0.25;8.5
o;18;44.25;Stauffacher Martin;;17;54.25;18;44.25;0;0.0;8.5

24a;Inauen Ivo;;;;;;;;;;52.5
+;;;Bakr Deliar (2006);;;;;;;;10.0
o;1;10.0;Bärtsch Fabian;*;8;56.5;5;8.5;4;-1.5;8.5
o;6;18.5;Kiener Raphael;;13;55.25;6;18.5;0;0.0;8.5
o;9;27.0;Anliker Andri;;17;54.25;9;27.0;0;0.0;8.5
o;14;35.5;Keller Dominic;;12;55.5;14;35.5;0;0.0;8.5
o;19;44.0;Küng Christian;;19;53.75;19;44.0;0;0.0;8.5

24b;Von Bergen Yanick (2006);;;;;;;;;;52.5
+;;;Keller Tami (2006);;;;;;;;10.0
o;1;10.0;Reichmuth Beat;;13;55.25;4;8.75;3;-1.25;8.5
o;6;18.5;Grob Andrin (2006);;20;53.5;7;18.25;1;-0.25;8.5
o;9;27.0;Meier Christian;;18;54.0;9;27.0;0;0.0;8.5
o;14;35.5;Gerig Marcel;;15;54.75;11;36.5;-3;1.0;8.5
o;19;44.0;Bösch Mario (2006);;18;54.0;19;44.0;0;0.0;8.5

24c;Zumstein Silvan;;;;;;;;;;52.5
o;;;Kammermann Dominik;;;;;;;;8.5
o;5;8.5;Bucher Roman;;12;55.5;5;8.5;0;0.0;8.5
o;11;17.0;Küng Christian;;19;53.75;11;17.0;0;0.0;8.5
+;15;25.5;Maier Tobias (2006);;29;34.0;15;25.5;0;0.0;10.0
o;14;35.5;Lüönd Remo;;14;55.0;14;35.5;0;0.0;8.5
o;19;44.0;Ackermann Roman;;17;54.25;18;44.25;-1;0.25;8.5

24d;Guntersweiler Aaron (2006);;;;;;;;;;52.5
o;;;Nef Tobias (2005);;;;;;;;8.5
+;5;8.5;Keller Tami (2006);;24;52.5;5;8.5;0;0.0;10.0
o;6;18.5;Nüesch Sandro (2005);;18;54.0;6;18.5;0;0.0;8.5
o;9;27.0;Feldmann Patrik (2005);;13;55.25;9;27.0;0;0.0;8.5
o;14;35.5;Affentranger Martin;;19;53.75;14;35.5;0;0.0;8.5
o;19;44.0;Pallaoro Luca;;18;54.0;19;44.0;0;0.0;8.5

24e;Keller Tami (2006);;;;;;;;;;52.5
o;;;Von Bergen Yanick (2006);;;;;;;;8.5
o;5;8.5;Guntersweiler Aaron (2006);;24;52.5;5;8.5;0;0.0;8.5
+;11;17.0;Manser Maurin (2006);;29;34.0;11;17.0;0;0.0;10.0
o;9;27.0;Keller Manuel;*;12;55.5;9;27.0;0;0.0;8.5
o;14;35.5;Schefer Sandro (2006);;18;54.0;13;35.75;-1;0.25;8.5
o;19;44.0;Mock Marco;;18;54.0;19;44.0;0;0.0;8.5

25a;Burkhalter Thomas;*;;;;;;;;;47.0
+;;;Bärtsch Fabian;*;;;;;;;10.0
o;1;10.0;Räbsamen Marcel;**;31;19.75;2;9.75;1;-0.25;8.5
+;6;18.5;Brunner Dominik (2004);;14;55.0;3;19.5;-3;1.0;10.0
o;4;28.5;Schläpfer Markus;**;7;56.75;5;28.25;1;-0.25;8.5
+;9;37.0;Brülisauer Dominik;;13;55.25;9;37.0;0;0.0;10.0

26a;Hollenstein Mathias;;;;;;;;;;45.25
o;;;Spörndli Cyril;;;;;;;;8.5
+;5;8.5;Zingg Elias (2006);;29;34.0;5;8.5;0;0.0;10.0
+;6;18.5;Schmid Robin (2006);;23;52.75;6;18.5;0;0.0;9.75
o;5;28.25;Fuster Sepp;*;12;55.5;8;27.25;3;-1.0;8.5
o;10;36.75;Wildhaber Jannik;;13;55.25;10;36.75;0;0.0;8.5

27a;Poltera Andrin;**;;;;;;;;;45.0
o;;;Schlegel Werner;**;;;;;;;8.5
+;5;8.5;Schwager Mike;;30;27.0;1;10.0;-4;1.5;10.0
-;6;18.5;Kolb Pirmin;*;10;56.0;5;18.75;-1;0.25;9.0
-;7;27.5;Habegger Andrin (2005);;10;56.0;5;28.25;-2;0.75;9.0
o;11;36.5;Schäppi Urs;*;9;56.25;7;37.5;-4;1.0;8.5

28a;Bernhardsgrütter Stefan (2005);;;;;;;;;;35.25
o;;;Feldmann Patrik (2005);;;;;;;;8.5
o;5;8.5;Schoch Cornel;;19;53.75;5;8.5;0;0.0;8.5
o;11;17.0;Pallaoro Luca;;18;54.0;11;17.0;0;0.0;8.5
+;15;25.5;Meier Cyrill (2006);;29;34.0;15;25.5;0;0.0;9.75

28b;Kern Sven;;;;;;;;;;35.25
o;;;Bachmann Janos (2004);;;;;;;;8.5
o;5;8.5;Habegger Andrin (2005);;10;56.0;5;8.5;0;0.0;8.5
+;11;17.0;Maier Tobias (2006);;29;34.0;11;17.0;0;0.0;9.75
o;10;26.75;Lenherr Cédric;*;13;55.25;9;27.0;-1;0.25;8.5

28c;Wolfer David;;;;;;;;;;35.25
o;;;Lozza Roman;;;;;;;;8.5
+;5;8.5;Kiener Tobias;;29;34.0;5;8.5;0;0.0;9.75
o;7;18.25;Burkhard Tobias;*;22;53.0;10;17.25;3;-1.0;8.5
o;10;26.75;Bakr Deliar (2006);;20;53.5;10;26.75;0;0.0;8.5

28d;Müller Christian;;;;;;;;;;35.25
o;;;Rhyner Beni;;;;;;;;8.5
+;5;8.5;Bischof Loris (2006);;21;53.25;4;8.75;-1;0.25;9.75
o;7;18.25;Bordos Ion;;18;54.0;7;18.25;0;0.0;8.5
o;10;26.75;Bachmann Janos (2004);;12;55.5;9;27.0;-1;0.25;8.5

28e;Gaccioli Benjamin;;;;;;;;;;35.25
o;;;Signer Walter;;;;;;;;8.5
o;5;8.5;Studerus Jan;;13;55.25;5;8.5;0;0.0;8.5
o;11;17.0;Straub Paul;;13;55.25;10;17.25;-1;0.25;8.5
+;15;25.5;Kiener Tobias;;29;34.0;15;25.5;0;0.0;9.75

28f;Rüger Damian;;;;;;;;;;35.25
o;;;Rüegger Remo;;;;;;;;8.5
+;5;8.5;Koch Sämi (2006);;23;52.75;4;8.75;-1;0.25;9.75
o;7;18.25;Bühler Hannes;*;7;56.75;7;18.25;0;0.0;8.5
o;10;26.75;Spörndli Cyril;;14;55.0;10;26.75;0;0.0;8.5

28g;Bleiker Toni (2006);;;;;;;;;;35.25
o;;;Bachmann Oliver (2004);;;;;;;;8.5
o;5;8.5;Knup Stephan;;16;54.5;5;8.5;0;0.0;8.5
+;11;17.0;Hollenstein Lukas (2006);;29;34.0;11;17.0;0;0.0;9.75
o;10;26.75;Hengartner Ivo;*;16;54.5;13;26.0;3;-0.75;8.5

28h;Stark Walter (2006);;;;;;;;;;35.25
o;;;Mock Marco;;;;;;;;8.5
+;5;8.5;Küng Christian;;19;53.75;5;8.5;0;0.0;9.75
o;7;18.25;Roth Lukas;*;19;53.75;11;17.0;4;-1.25;8.5
o;10;26.75;Hug Jan;;12;55.5;10;26.75;0;0.0;8.5

29a;Meier Cyrill (2006);;;;;;;;;;34.0
o;;;Meier Adrian (2005);;;;;;;;8.5
o;5;8.5;Wildhaber Jannik;;13;55.25;5;8.5;0;0.0;8.5
o;11;17.0;Tschudi Mario;;18;54.0;11;17.0;0;0.0;8.5
o;15;25.5;Bernhardsgrütter Stefan (2005);;28;35.25;15;25.5;0;0.0;8.5

29b;Kiener Tobias;;;;;;;;;;34.0
o;;;Schwager Mike;;;;;;;;8.5
o;5;8.5;Wolfer David;;28;35.25;5;8.5;0;0.0;8.5
o;11;17.0;Lüönd Remo;;14;55.0;11;17.0;0;0.0;8.5
o;15;25.5;Gaccioli Benjamin;;28;35.25;15;25.5;0;0.0;8.5

29c;Maier Tobias (2006);;;;;;;;;;34.0
o;;;Anliker Nino (2005);;;;;;;;8.5
o;5;8.5;Keller Elija;;14;55.0;5;8.5;0;0.0;8.5
o;11;17.0;Kern Sven;;28;35.25;11;17.0;0;0.0;8.5
o;15;25.5;Zumstein Silvan;;24;52.5;15;25.5;0;0.0;8.5

29d;Zingg Elias (2006);;;;;;;;;;34.0
o;;;Nüesch Sandro (2005);;;;;;;;8.5
o;5;8.5;Hollenstein Mathias;;26;45.25;5;8.5;0;0.0;8.5
o;11;17.0;Kleinberger Alex;;23;52.75;10;17.25;-1;0.25;8.5
o;15;25.5;Koch Sämi (2006);;23;52.75;14;25.75;-1;0.25;8.5

29e;Hollenstein Lukas (2006);;;;;;;;;;34.0
o;;;Biser Niklaus;;;;;;;;8.5
o;5;8.5;Bakr Deliar (2006);;20;53.5;5;8.5;0;0.0;8.5
o;11;17.0;Bleiker Toni (2006);;28;35.25;11;17.0;0;0.0;8.5
o;15;25.5;Bösch Mario (2006);;18;54.0;14;25.75;-1;0.25;8.5

29f;Wenger Dominic;;;;;;;;;;34.0
o;;;Magani Flurin;;;;;;;;8.5
o;5;8.5;Grob Andrin (2006);;20;53.5;5;8.5;0;0.0;8.5
o;11;17.0;Schäppi Urs;*;9;56.25;9;17.5;-2;0.5;8.5
o;15;25.5;Müller Fabian;;18;54.0;15;25.5;0;0.0;8.5

29g;Manser Maurin (2006);;;;;;;;;;34.0
o;;;Schmid Robin (2006);;;;;;;;8.5
