3668-2017-04-30_Thurgauer_Kant_Schwingfest-ST

1a;Orlik Armon;***;;;;;;;;;58.25
-;;;Giger Samuel;***;;;;;;;8.75
+;4;8.75;Eugster Ruedi;**;11;55.25;2;9.75;-2;1.0;9.75
+;6;18.5;Oettli Marco;*;6;56.75;3;19.5;-3;1.0;10.0
+;4;28.5;Bless Michael;***;3;57.5;2;29.0;-2;0.5;9.75
+;3;38.25;Schneider Mario;**;4;57.25;1;38.75;-2;0.5;10.0
+;2;48.25;Schneider Domenic;***;4;57.25;1;48.5;-1;0.25;10.0

2a;Forrer Arnold;***;;;;;;;;;58.0
+;;;Krähenbühl Tobias;***;;;;;;;9.75
+;2;9.75;Dumelin David;*;10;55.5;2;9.75;0;0.0;9.75
-;3;19.5;Schneider Domenic;***;4;57.25;1;20.0;-2;0.5;8.75
+;5;28.25;Giger Urs;*;11;55.25;4;28.5;-1;0.25;9.75
+;4;38.0;Ammann Rico;*;22;46.75;9;36.75;5;-1.25;10.0
+;3;48.0;Zwyssig Raphael;***;7;56.5;4;47.75;1;-0.25;10.0

2b;Krähenbühl Tobias;***;;;;;;;;;58.0
o;;;Forrer Arnold;***;;;;;;;8.5
+;5;8.5;Rüegg Fabian;*;7;56.5;2;9.75;-3;1.25;9.75
+;7;18.25;Held Florian;;10;55.5;1;20.0;-6;1.75;10.0
+;5;28.25;Eugster Ruedi;**;11;55.25;5;28.25;0;0.0;9.75
+;4;38.0;Blaser Niklas;;5;57.0;2;38.5;-2;0.5;10.0
+;3;48.0;Kuster Marcel;***;6;56.75;3;48.0;0;0.0;10.0

3a;Bless Michael;***;;;;;;;;;57.5
-;;;Schneider Mario;**;;;;;;;9.0
+;3;9.0;Koller Martin;*;7;56.5;2;9.75;-1;0.75;10.0
+;4;19.0;Brand Andreas;*;11;55.25;6;18.5;2;-0.5;10.0
o;2;29.0;Orlik Armon;***;1;58.25;4;28.5;2;-0.5;8.5
+;6;37.5;Keller Dominic;;10;55.5;2;38.5;-4;1.0;10.0
+;5;47.5;Good Marco;*;7;56.5;3;48.0;-2;0.5;10.0

3b;Giger Samuel;***;;;;;;;;;57.5
-;;;Orlik Armon;***;;;;;;;8.75
+;4;8.75;Good Marco;*;7;56.5;2;9.75;-2;1.0;10.0
