3074-2021-07-11_Fete_Romande2-ST

o;5;8.5;Tschachtli Sven;;5;57.0;1;10.0;-4;1.5;8.5
+;10;17.0;Grossenbacher Marc;;13;55.0;6;18.25;-4;1.25;9.75
+;11;26.75;Balimann Fabian;;12;55.25;10;27.0;-1;0.25;9.75
+;9;36.5;Portmann Fabio;;13;55.0;8;36.75;-1;0.25;9.75
-;9;46.25;Stoll Thomas;;16;54.25;12;45.5;3;-0.75;8.75

13o;Zbinden Dario (2004);;;;;;;;;;55.0
+;;;Germanier Joel;;;;;;;;10.0
o;1;10.0;Giroud Jonathan;**;13;55.0;5;8.5;4;-1.5;8.5
-;5;18.5;Stoll Thomas;;16;54.25;6;18.25;1;-0.25;9.0
+;8;27.5;Dind Samuel;**;26;35.25;11;26.75;3;-0.75;9.75
-;6;37.25;Balimann Sandro;*;9;56.0;6;37.25;0;0.0;8.75
-;10;46.0;Neyroud Geoffrey;;13;55.0;10;46.0;0;0.0;9.0

13p;Giroud Jonathan;**;;;;;;;;;55.0
o;;;Kramer Dorian;*;;;;;;;8.5
+;5;8.5;Zbinden Dario (2004);;13;55.0;1;10.0;-4;1.5;9.75
o;6;18.25;Kramer Lario;***;5;57.0;5;18.5;-1;0.25;8.5
+;11;26.75;Fankhauser Yanik;;14;54.75;8;27.5;-3;0.75;9.75
+;9;36.5;Grossenbacher Marc;;13;55.0;9;36.5;0;0.0;10.0
o;8;46.5;Krähenbühl Tobias;***;7;56.5;8;46.5;0;0.0;8.5

13q;Cotting Alexandre;;;;;;;;;;55.0
+;;;Grossenbacher Marc;;;;;;;;9.75
o;2;9.75;Cardinaux Victor;**;10;55.75;5;8.5;3;-1.25;8.5
+;6;18.25;Neyroud Geoffrey;;13;55.0;4;18.75;-2;0.5;9.75
o;6;28.0;Ducrest Etienne;*;11;55.5;5;28.25;-1;0.25;8.5
+;9;36.5;Vallotton Jason;;18;53.75;8;36.75;-1;0.25;9.75
-;9;46.25;Sonnay Thomas;**;20;53.25;16;44.5;7;-1.75;8.75

14a;Fankhauser Yanik;;;;;;;;;;54.75
-;;;Jeannin Jess;;;;;;;;8.75
+;4;8.75;Rouge Dany;;23;52.5;2;9.75;-2;1.0;10.0
-;4;18.75;Ganière William;;20;53.25;5;18.5;1;-0.25;8.75
o;8;27.5;Giroud Jonathan;**;13;55.0;11;26.75;3;-0.75;8.5
-;11;36.0;Dorsaz Théo;;13;55.0;11;36.0;0;0.0;9.0
+;14;45.0;Fallegger Riccardo (2003);;18;53.75;13;45.25;-1;0.25;9.75

14b;Ducry Antoine;**;;;;;;;;;54.75
+;;;Haenni Stéphane;**;;;;;;;9.75
o;2;9.75;Gapany Benjamin;***;6;56.75;5;8.5;3;-1.25;8.5
-;6;18.25;Tschachtli Sven;;5;57.0;1;20.0;-5;1.75;8.75
-;10;27.0;Mamadou Lamine Gnabaly;;11;55.5;9;27.25;-1;0.25;8.75
+;12;35.75;Perret Axel (2003);;18;53.75;8;36.75;-4;1.0;10.0
-;11;45.75;Rogivue Théo (2003);;12;55.25;8;46.5;-3;0.75;9.0

14c;Maire Pascal (2004);;;;;;;;;;54.75
o;;;Neyroud Geoffrey;;;;;;;;8.5
+;5;8.5;Juon Martin;;25;51.0;5;8.5;0;0.0;9.75
o;6;18.25;Vallotton Jason;;18;53.75;6;18.25;0;0.0;8.5
o;11;26.75;Holweger Marek;;24;52.25;14;25.5;3;-1.25;8.5
+;14;35.25;Lauber Grégoire;;23;52.5;16;34.0;2;-1.25;9.75
+;14;45.0;Ganière William;;20;53.25;15;44.75;1;-0.25;9.75

14d;Martin Gaël (2004);;;;;;;;;;54.75
-;;;Pürro David;;;;;;;;9.0
o;3;9.0;Vaucher Rémy;;12;55.25;5;8.5;2;-0.5;8.75
o;7;17.75;Aeschbacher Ivo;;18;53.75;5;18.5;-2;0.75;8.5
+;12;26.25;Beaud Eric;;18;53.75;10;27.0;-2;0.75;10.0
o;10;36.25;Wieland Timon;;17;54.0;12;35.75;2;-0.5;8.5
+;15;44.75;Jacot Ismaël;;18;53.75;13;45.25;-2;0.5;10.0

15a;Bapst Ludovic;;;;;;;;;;54.5
-;;;Pharisa Loic;;;;;;;;8.75
+;4;8.75;Mamadou Lamine Gnabaly;;11;55.5;4;8.75;0;0.0;10.0
o;4;18.75;Zimmermann Mario;*;12;55.25;10;17.0;6;-1.75;8.5
-;9;27.25;Dorsaz Théo;;13;55.0;9;27.25;0;0.0;8.75
-;11;36.0;Ganière William;;20;53.25;11;36.0;0;0.0;8.75
+;15;44.75;Beaud Eric;;18;53.75;13;45.25;-2;0.5;9.75

15b;Collaud Bastien (2005);;;;;;;;;;54.5
+;;;Valvini Maxime;;;;;;;;10.0
-;1;10.0;Neyroud Geoffrey;;13;55.0;1;10.0;0;0.0;8.75
o;4;18.75;Colò Kilian;**;12;55.25;5;18.5;1;-0.25;8.5
o;9;27.25;Haenni Stéphane;**;16;54.25;10;27.0;1;-0.25;8.5
-;12;35.75;Jeannin Jess;;16;54.25;12;35.75;0;0.0;8.75
+;16;44.5;Cochrane Benjamin;;19;53.5;14;45.0;-2;0.5;10.0

16a;Jeannin Jess;;;;;;;;;;54.25
-;;;Fankhauser Yanik;;;;;;;;8.75
-;4;8.75;Zbinden Samuel;;23;52.5;5;8.5;1;-0.25;8.75
+;8;17.5;Borcard Guillaume;;19;53.5;6;18.25;-2;0.75;9.75
o;9;27.25;Borcard Clovis;*;10;55.75;12;26.25;3;-1.0;8.5
-;12;35.75;Collaud Bastien (2005);;15;54.5;12;35.75;0;0.0;8.75
+;16;44.5;Cherpillod Cédric;;22;52.75;17;44.25;1;-0.25;9.75

16b;Haenni Stéphane;**;;;;;;;;;54.25
o;;;Ducry Antoine;**;;;;;;;8.5
+;5;8.5;Buchs Noah (2004);;11;55.5;1;10.0;-4;1.5;10.0
o;5;18.5;Herger Matthias;**;6;56.75;6;18.25;1;-0.25;8.5
+;10;27.0;Collaud Bastien (2005);;15;54.5;9;27.25;-1;0.25;10.0
o;7;37.0;Staudenmann Fabian;***;7;56.5;7;37.0;0;0.0;8.5
-;12;45.5;Sturny Nicolas;;12;55.25;8;46.5;-4;1.0;8.75

16c;Stoll Thomas;;;;;;;;;;54.25
o;;;Baeriswyl Christoph;;;;;;;;8.5
+;5;8.5;Dind Samuel;**;26;35.25;5;8.5;0;0.0;9.75
-;6;18.25;Zbinden Dario (2004);;13;55.0;5;18.5;-1;0.25;9.0
+;9;27.25;Jacot Ismaël;;18;53.75;5;28.25;-4;1.0;9.75
-;7;37.0;Gottofrey Marc;**;12;55.25;8;36.75;1;-0.25;8.5
-;12;45.5;Dufey Gil;*;13;55.0;9;46.25;-3;0.75;8.75

16d;Pharisa Loic;;;;;;;;;;54.25
-;;;Bapst Ludovic;;;;;;;;8.75
o;4;8.75;Wieland Timon;;17;54.0;4;8.75;0;0.0;8.5
o;9;17.25;Rogivue Théo (2003);;12;55.25;6;18.25;-3;1.0;8.5
+;13;25.75;Lauber Grégoire;;23;52.5;14;25.5;1;-0.25;10.0
o;12;35.75;Neyroud Geoffrey;;13;55.0;11;36.0;-1;0.25;8.5
+;17;44.25;Rouge Dany;;23;52.5;18;44.0;1;-0.25;10.0

17a;Bapst Richard;;;;;;;;;;54.0
+;;;Holweger Marek;;;;;;;;10.0
o;1;10.0;Matthey Mickaël;**;5;57.0;5;8.5;4;-1.5;8.5
+;5;18.5;Burri Flemming;;21;53.0;5;18.5;0;0.0;10.0
o;4;28.5;Cardinaux Victor;**;10;55.75;9;27.25;5;-1.25;8.5
o;7;37.0;Turin Antoine;;13;55.0;8;36.75;1;-0.25;8.5
o;12;45.5;Mamadou Lamine Gnabaly;;11;55.5;11;45.75;-1;0.25;8.5

17b;Valvini Maxime;;;;;;;;;;54.0
o;;;Collaud Bastien (2005);;;;;;;;8.5
+;5;8.5;Wenger Marco;;13;55.0;5;8.5;0;0.0;10.0
o;5;18.5;Tornare Paul;;13;55.0;6;18.25;1;-0.25;8.5
o;10;27.0;Zimmermann Mario;*;12;55.25;10;27.0;0;0.0;8.5
o;13;35.5;Buchs Noah (2004);;11;55.5;11;36.0;-2;0.5;8.5
+;18;44.0;Mooser Manuel;;22;52.75;17;44.25;-1;0.25;10.0

17c;Loup Alexandre;*;;;;;;;;;54.0
o;;;Sturny Nicolas;;;;;;;;8.5
+;5;8.5;Hirschi Damien (2003);;18;53.75;1;10.0;-4;1.5;9.75
o;6;18.25;Kropf Marcel;**;11;55.5;9;17.25;3;-1.0;8.5
-;11;26.75;Neyroud Geoffrey;;13;55.0;9;27.25;-2;0.5;9.0
+;12;35.75;Wenger Marco;;13;55.0;9;36.5;-3;0.75;9.75
o;12;45.5;Droxler Jonathan;**;13;55.0;13;45.25;1;-0.25;8.5

17d;Wieland Timon;;;;;;;;;;54.0
-;;;Mamadou Lamine Gnabaly;;;;;;;;8.75
+;4;8.75;Pharisa Loic;;16;54.25;4;8.75;0;0.0;10.0
o;4;18.75;Sonnay Thomas;**;20;53.25;8;17.5;4;-1.25;8.5
o;9;27.25;Mermillod Jérôme (2004);;12;55.25;5;28.25;-4;1.0;8.5
+;12;35.75;Martin Gaël (2004);;14;54.75;10;36.25;-2;0.5;9.75
o;12;45.5;Monney Branighan;;13;55.0;13;45.25;1;-0.25;8.5

17e;Germanier Joel;;;;;;;;;;54.0
o;;;Zbinden Dario (2004);;;;;;;;8.5
o;5;8.5;Aeschbacher Ivo;;18;53.75;5;8.5;0;0.0;8.5
-;10;17.0;Buchs Stefan;;18;53.75;10;17.0;0;0.0;8.75
+;13;25.75;Mooser Manuel;;22;52.75;13;25.75;0;0.0;9.75
o;13;35.5;Balimann Fabian;;12;55.25;13;35.5;0;0.0;8.5
+;18;44.0;Burri Flemming;;21;53.0;17;44.25;-1;0.25;10.0

17f;Parvex Bryan;;;;;;;;;;54.0
o;;;Hirschi Damien (2003);;;;;;;;8.5
+;5;8.5;Buchs Stefan;;18;53.75;5;8.5;0;0.0;10.0
+;5;18.5;Aeschbacher Ivo;;18;53.75;5;18.5;0;0.0;10.0
o;4;28.5;Riedo Fredy;*;12;55.25;5;28.25;1;-0.25;8.5
o;7;37.0;Tornare Paul;;13;55.0;9;36.5;2;-0.5;8.5
o;12;45.5;Grossenbacher Marc;;13;55.0;14;45.0;2;-0.5;8.5

18a;Aeschbacher Ivo;;;;;;;;;;53.75
o;;;Perret Axel (2003);;;;;;;;8.5
+;5;8.5;Germanier Joel;;17;54.0;5;8.5;0;0.0;10.0
o;5;18.5;Parvex Bryan;;17;54.0;5;18.5;0;0.0;8.5
+;10;27.0;Martin Gaël (2004);;14;54.75;12;26.25;2;-0.75;9.75
o;8;36.75;Crettaz Olivier;*;13;55.0;9;36.5;1;-0.25;8.5
o;13;45.25;Zbinden Lukas (2003);;12;55.25;13;45.25;0;0.0;8.5

18b;Fallegger Riccardo (2003);;;;;;;;;;53.75
o;;;Beaud Eric;;;;;;;;8.5
o;5;8.5;Quartenoud Samuel;;18;53.75;5;8.5;0;0.0;8.5
+;10;17.0;Mooser Manuel;;22;52.75;9;17.25;-1;0.25;10.0
+;10;27.0;Berthet Luca;;18;53.75;10;27.0;0;0.0;9.75
o;8;36.75;Borcard Clovis;*;10;55.75;11;36.0;3;-0.75;8.5
o;13;45.25;Fankhauser Yanik;;14;54.75;14;45.0;1;-0.25;8.5

18c;Jacot Ismaël;;;;;;;;;;53.75
+;;;Buchs Stefan;;;;;;;;10.0
+;1;10.0;Beaud Eric;;18;53.75;1;10.0;0;0.0;9.75
o;2;19.75;Hofer Sven;*;6;56.75;2;19.75;0;0.0;8.5
o;5;28.25;Stoll Thomas;;16;54.25;9;27.25;4;-1.0;8.5
o;8;36.75;Vonlanthen Alexandre;;12;55.25;7;37.0;-1;0.25;8.5
o;13;45.25;Martin Gaël (2004);;14;54.75;15;44.75;2;-0.5;8.5

18d;Hirschi Damien (2003);;;;;;;;;;53.75
+;;;Parvex Bryan;;;;;;;;10.0
o;1;10.0;Loup Alexandre;*;17;54.0;5;8.5;4;-1.5;8.5
o;5;18.5;Vonlanthen Alexandre;;12;55.25;5;18.5;0;0.0;8.5
+;10;27.0;Burri Flemming;;21;53.0;10;27.0;0;0.0;9.75
o;8;36.75;Pürro David;;13;55.0;9;36.5;1;-0.25;8.5
o;13;45.25;Portmann Fabio;;13;55.0;13;45.25;0;0.0;8.5

18e;Pasquier Loïc;;;;;;;;;;53.75
+;;;Cherpillod Cédric;;;;;;;;10.0
o;1;10.0;Mollet Ivan;**;10;55.75;4;8.75;3;-1.25;8.5
o;5;18.5;Piemontesi Pascal;**;11;55.5;5;18.5;0;0.0;8.5
o;10;27.0;Loup Grégoire;;11;55.5;10;27.0;0;0.0;8.5
+;13;35.5;Juon Martin;;25;51.0;16;34.0;3;-1.5;9.75
o;13;45.25;Balimann Fabian;;12;55.25;12;45.5;-1;0.25;8.5

18f;Perret Axel (2003);;;;;;;;;;53.75
+;;;Aeschbacher Ivo;;;;;;;;9.75
o;2;9.75;Loup Grégoire;;11;55.5;4;8.75;2;-1.0;8.5
o;6;18.25;Baeriswyl Christoph;;4;57.25;4;18.75;-2;0.5;8.5
+;11;26.75;Vaucher Rémy;;12;55.25;11;26.75;0;0.0;10.0
o;8;36.75;Ducry Antoine;**;14;54.75;12;35.75;4;-1.0;8.5
o;13;45.25;Dorsaz Théo;;13;55.0;14;45.0;1;-0.25;8.5

18g;Buchs Stefan;;;;;;;;;;53.75
o;;;Jacot Ismaël;;;;;;;;8.5
o;5;8.5;Parvex Bryan;;17;54.0;5;8.5;0;0.0;8.5
-;10;17.0;Germanier Joel;;17;54.0;10;17.0;0;0.0;8.75
+;13;25.75;Imstepf Sandro;;25;51.0;14;25.5;1;-0.25;9.75
+;13;35.5;Cherpillod Cédric;;22;52.75;12;35.75;-1;0.25;9.75
o;13;45.25;Vaucher Rémy;;12;55.25;13;45.25;0;0.0;8.5

18h;Quartenoud Samuel;;;;;;;;;;53.75
o;;;Burri Flemming;;;;;;;;8.5
+;5;8.5;Fallegger Riccardo (2003);;18;53.75;5;8.5;0;0.0;10.0
o;5;18.5;Schläfli Hugo;;12;55.25;6;18.25;1;-0.25;8.5
o;10;27.0;Zbinden Lukas (2003);;12;55.25;10;27.0;0;0.0;8.5
+;13;35.5;Zbinden Samuel;;23;52.5;13;35.5;0;0.0;9.75
o;13;45.25;Chofflon Anthony;;13;55.0;13;45.25;0;0.0;8.5

18i;Beaud Eric;;;;;;;;;;53.75
+;;;Fallegger Riccardo (2003);;;;;;;;10.0
o;1;10.0;Jacot Ismaël;;18;53.75;1;10.0;0;0.0;8.5
o;5;18.5;Droxler Jonathan;**;13;55.0;10;17.0;5;-1.5;8.5
o;10;27.0;Martin Gaël (2004);;14;54.75;12;26.25;2;-0.75;8.5
+;13;35.5;Berthet Luca;;18;53.75;13;35.5;0;0.0;9.75
o;13;45.25;Bapst Ludovic;;15;54.5;15;44.75;2;-0.5;8.5

18j;Vallotton Jason;;;;;;;;;;53.75
o;;;Tschachtli Sven;;;;;;;;8.5
+;5;8.5;Cherpillod Cédric;;22;52.75;5;8.5;0;0.0;9.75
+;6;18.25;Maire Pascal (2004);;14;54.75;6;18.25;0;0.0;10.0
o;5;28.25;Borcard Johann;**;8;56.25;6;28.0;1;-0.25;8.5
o;8;36.75;Cotting Alexandre;;13;55.0;9;36.5;1;-0.25;8.5
o;13;45.25;Loup Grégoire;;11;55.5;12;45.5;-1;0.25;8.5

18k;Berthet Luca;;;;;;;;;;53.75
o;;;Borcard Guillaume;;;;;;;;8.5
+;5;8.5;Mooser Manuel;;22;52.75;4;8.75;-1;0.25;10.0
o;5;18.5;Dousse Michel;**;7;56.5;5;18.5;0;0.0;8.5
o;10;27.0;Fallegger Riccardo (2003);;18;53.75;10;27.0;0;0.0;8.5
o;13;35.5;Beaud Eric;;18;53.75;13;35.5;0;0.0;8.5
+;18;44.0;Holweger Marek;;24;52.25;19;43.75;1;-0.25;9.75

19a;Cochrane Benjamin;;;;;;;;;;53.5
o;;;Buchs Noah (2004);;;;;;;;8.5
o;5;8.5;Portmann Fabio;;13;55.0;5;8.5;0;0.0;8.5
+;10;17.0;Lauber Grégoire;;23;52.5;10;17.0;0;0.0;9.75
o;11;26.75;Grossenbacher Marc;;13;55.0;11;26.75;0;0.0;8.5
+;14;35.25;Borcard Guillaume;;19;53.5;14;35.25;0;0.0;9.75
o;14;45.0;Collaud Bastien (2005);;15;54.5;16;44.5;2;-0.5;8.5

19b;Borcard Guillaume;;;;;;;;;;53.5
+;;;Berthet Luca;;;;;;;;9.75
o;2;9.75;Sturny Nicolas;;12;55.25;2;9.75;0;0.0;8.5
o;6;18.25;Jeannin Jess;;16;54.25;8;17.5;2;-0.75;8.5
o;11;26.75;Wenger Marco;;13;55.0;11;26.75;0;0.0;8.5
o;14;35.25;Cochrane Benjamin;;19;53.5;14;35.25;0;0.0;8.5
+;19;43.75;Imstepf Sandro;;25;51.0;20;42.5;1;-1.25;9.75

20a;Ganière William;;;;;;;;;;53.25
+;;;Zbinden Lukas (2003);;;;;;;;10.0
o;1;10.0;Dousse Michel;**;7;56.5;5;8.5;4;-1.5;8.5
-;5;18.5;Fankhauser Yanik;;14;54.75;4;18.75;-1;0.25;8.75
-;9;27.25;Buchs Noah (2004);;11;55.5;9;27.25;0;0.0;8.75
-;11;36.0;Bapst Ludovic;;15;54.5;11;36.0;0;0.0;8.75
o;15;44.75;Maire Pascal (2004);;14;54.75;14;45.0;-1;0.25;8.5

20b;Sonnay Thomas;**;;;;;;;;;53.25
o;;;Riedo Fredy;*;;;;;;;8.75
-;4;8.75;Balimann Sandro;*;9;56.0;2;9.75;-2;1.0;8.75
+;8;17.5;Wieland Timon;;17;54.0;4;18.75;-4;1.25;10.0
o;8;27.5;Baeriswyl Christoph;;4;57.25;3;28.75;-5;1.25;8.5
o;11;36.0;Krähenbühl Tobias;***;7;56.5;9;36.5;-2;0.5;8.5
-;16;44.5;Cotting Alexandre;;13;55.0;9;46.25;-7;1.75;8.75

21a;Burri Flemming;;;;;;;;;;53.0
+;;;Quartenoud Samuel;;;;;;;;10.0
o;1;10.0;Mermillod Jérôme (2004);;12;55.25;1;10.0;0;0.0;8.5
o;5;18.5;Bapst Richard;;17;54.0;5;18.5;0;0.0;8.5
o;10;27.0;Hirschi Damien (2003);;18;53.75;10;27.0;0;0.0;8.5
-;13;35.5;Rouge Dany;;23;52.5;14;35.25;1;-0.25;8.75
o;17;44.25;Germanier Joel;;17;54.0;18;44.0;1;-0.25;8.75

22a;Mooser Manuel;;;;;;;;;;52.75
o;;;Rouge Dany;;;;;;;;8.75
o;4;8.75;Berthet Luca;;18;53.75;5;8.5;1;-0.25;8.5
o;9;17.25;Fallegger Riccardo (2003);;18;53.75;10;17.0;1;-0.25;8.5
o;13;25.75;Germanier Joel;;17;54.0;13;25.75;0;0.0;8.5
+;15;34.25;Imstepf Sandro;;25;51.0;16;34.0;1;-0.25;10.0
o;17;44.25;Valvini Maxime;;17;54.0;18;44.0;1;-0.25;8.5

22b;Cherpillod Cédric;;;;;;;;;;52.75
o;;;Pasquier Loïc;;;;;;;;8.5
o;5;8.5;Vallotton Jason;;18;53.75;5;8.5;0;0.0;8.75
o;9;17.25;Wenger Marco;;13;55.0;10;17.0;1;-0.25;8.5
+;13;25.75;Juon Martin;;25;51.0;14;25.5;1;-0.25;10.0
o;12;35.75;Buchs Stefan;;18;53.75;13;35.5;1;-0.25;8.5
o;17;44.25;Jeannin Jess;;16;54.25;16;44.5;-1;0.25;8.5

22c;Krebs Clemens;;;;;;;;;;52.75
-;;;Loup Grégoire;;;;;;;;8.75
o;4;8.75;Turin Antoine;;13;55.0;2;9.75;-2;1.0;8.5
+;9;17.25;Rouge Dany;;23;52.5;6;18.25;-3;1.0;10.0
o;9;27.25;Dousse Michel;**;7;56.5;5;28.25;-4;1.0;8.5
o;12;35.75;Menoud Liam;;13;55.0;8;36.75;-4;1.0;8.5
o;17;44.25;Buchs Noah (2004);;11;55.5;11;45.75;-6;1.5;8.5

23a;Lauber Grégoire;;;;;;;;;;52.5
o;;;Monney Branighan;;;;;;;;8.5
o;5;8.5;Vonlanthen Alexandre;;12;55.25;5;8.5;0;0.0;8.5
o;10;17.0;Cochrane Benjamin;;19;53.5;10;17.0;0;0.0;8.5
o;14;25.5;Pharisa Loic;;16;54.25;13;25.75;-1;0.25;8.5
o;16;34.0;Maire Pascal (2004);;14;54.75;14;35.25;-2;1.25;8.5
+;20;42.5;Juon Martin;;25;51.0;20;42.5;0;0.0;10.0

23b;Rouge Dany;;;;;;;;;;52.5
+;;;Mooser Manuel;;;;;;;;9.75
o;2;9.75;Fankhauser Yanik;;14;54.75;4;8.75;2;-1.0;8.5
o;6;18.25;Krebs Clemens;;22;52.75;9;17.25;3;-1.0;8.5
o;11;26.75;Portmann Fabio;;13;55.0;11;26.75;0;0.0;8.5
-;14;35.25;Burri Flemming;;21;53.0;13;35.5;-1;0.25;8.75
o;18;44.0;Pharisa Loic;;16;54.25;17;44.25;-1;0.25;8.5

23c;Zbinden Samuel;;;;;;;;;;52.5
o;;;Turin Antoine;;;;;;;;8.5
-;5;8.5;Jeannin Jess;;16;54.25;4;8.75;-1;0.25;8.75
+;9;17.25;Juon Martin;;25;51.0;10;17.0;1;-0.25;9.75
o;10;27.0;Menoud Liam;;13;55.0;10;27.0;0;0.0;8.5
o;13;35.5;Quartenoud Samuel;;18;53.75;13;35.5;0;0.0;8.5
o;18;44.0;Wenger Marco;;13;55.0;14;45.0;-4;1.0;8.5

24a;Holweger Marek;;;;;;;;;;52.25
o;;;Bapst Richard;;;;;;;;8.5
o;5;8.5;Grossenbacher Marc;;13;55.0;5;8.5;0;0.0;8.5
o;10;17.0;Balimann Fabian;;12;55.25;9;17.25;-1;0.25;8.5
+;14;25.5;Maire Pascal (2004);;14;54.75;11;26.75;-3;1.25;9.75
o;14;35.25;Vaucher Rémy;;12;55.25;14;35.25;0;0.0;8.5
o;19;43.75;Berthet Luca;;18;53.75;18;44.0;-1;0.25;8.5

25a;Juon Martin;;;;;;;;;;51.0
o;;;Chofflon Anthony;;;;;;;;8.5
o;5;8.5;Maire Pascal (2004);;14;54.75;5;8.5;0;0.0;8.5
o;10;17.0;Zbinden Samuel;;23;52.5;9;17.25;-1;0.25;8.5
o;14;25.5;Cherpillod Cédric;;22;52.75;13;25.75;-1;0.25;8.5
o;16;34.0;Pasquier Loïc;;18;53.75;13;35.5;-3;1.5;8.5
o;20;42.5;Lauber Grégoire;;23;52.5;20;42.5;0;0.0;8.5

25b;Imstepf Sandro;;;;;;;;;;51.0
o;;;Mermillod Jérôme (2004);;;;;;;;8.5
o;5;8.5;Zbinden Lukas (2003);;12;55.25;5;8.5;0;0.0;8.5
o;10;17.0;Pürro David;;13;55.0;7;17.75;-3;0.75;8.5
o;14;25.5;Buchs Stefan;;18;53.75;13;25.75;-1;0.25;8.5
o;16;34.0;Mooser Manuel;;22;52.75;15;34.25;-1;0.25;8.5
o;20;42.5;Borcard Guillaume;;19;53.5;19;43.75;-1;1.25;8.5

26a;Dind Samuel;**;;;;;;;;;35.25
o;;;Ducrest Etienne;*;;;;;;;8.5
o;5;8.5;Stoll Thomas;;16;54.25;5;8.5;0;0.0;8.5
+;10;17.0;Zbinden Lukas (2003);;12;55.25;5;18.5;-5;1.5;9.75
o;11;26.75;Zbinden Dario (2004);;13;55.0;8;27.5;-3;0.75;8.5

