3774-2018-05-27_104_StGaller_Kantonalschwingfest-ST

1a;Giger Samuel;***;;;;;;;;;58.25
o;6;28.5;Gmür Pirmin;**;12;55.5;7;28.25;1;-0.25;8.5
-;8;37.0;Marty Jaime (2000);;20;53.5;12;36.0;4;-1.0;8.75
o;12;45.75;Fuster Sepp;;11;55.75;12;45.75;0;0.0;8.5

17b;Schwager Mike (2000);;;;;;;;;;54.25
o;;;Scherrer Pascal;;;;;;;;8.5
+;5;8.5;Oberhänsli Kilian;;29;34.0;5;8.5;0;0.0;10.0
o;6;18.5;Rüegg Roman;*;13;55.25;7;18.25;1;-0.25;8.5
+;12;27.0;Städler Lars;;26;35.25;13;26.75;1;-0.25;10.0
o;8;37.0;Bollhalder Manuel (2001);;11;55.75;7;37.25;-1;0.25;8.5
-;13;45.5;Rütsche Stefan;*;21;53.25;17;44.5;4;-1.0;8.75

17c;Steiner Joel (2000);;;;;;;;;;54.25
+;;;Furrer Matthias;;;;;;;;10.0
o;1;10.0;Burkhard Tobias;;14;55.0;5;8.5;4;-1.5;8.5
+;6;18.5;Biser Niklaus;;26;35.25;7;18.25;1;-0.25;10.0
o;6;28.5;Gwerder Andreas;**;14;55.0;9;27.75;3;-0.75;8.5
o;8;37.0;Vollmeier Sandro;;12;55.5;8;37.0;0;0.0;8.5
-;13;45.5;Knecht Remo (2002);;22;53.0;18;44.25;5;-1.25;8.75

17d;Nüesch Remo (2001);;;;;;;;;;54.25
-;;;Krucker Silvan (2001);;;;;;;;8.75
+;4;8.75;Roth David;;17;54.25;4;8.75;0;0.0;10.0
o;5;18.75;Baumann Rico;*;8;56.5;6;18.5;1;-0.25;8.5
+;11;27.25;Steiner Lukas (2002);;16;54.5;11;27.25;0;0.0;9.75
o;8;37.0;Breitenmoser Manuel;;4;57.5;6;37.5;-2;0.5;8.5
-;13;45.5;Schegg Daniel (2000);;16;54.5;12;45.75;-1;0.25;8.75

17e;Frick Andreas;*;;;;;;;;;54.25
o;;;Ott Damian (2000);*;;;;;;;8.5
o;5;8.5;Bollhalder Manuel (2001);;11;55.75;1;10.0;-4;1.5;8.5
-;11;17.0;Martin Tobias (2001);;20;53.5;5;18.75;-6;1.75;8.75
+;16;25.75;Keller Cedric (2002);;26;35.25;13;26.75;-3;1.0;10.0
+;13;35.75;Bischof Raphael (2002);;19;53.75;9;36.75;-4;1.0;10.0
o;12;45.75;Scherrer Willi;;11;55.75;7;47.0;-5;1.25;8.5

17f;Bleiker Daniel;;;;;;;;;;54.25
+;;;Ebert Claudio;;;;;;;;9.75
-;2;9.75;Elmer Adrian;*;16;54.5;4;8.75;2;-1.0;8.75
+;6;18.5;Knellwolf Sebastian (2001);;19;53.75;7;18.25;1;-0.25;10.0
o;6;28.5;Fausch Kjetil;*;7;56.75;6;28.5;0;0.0;8.5
o;8;37.0;Büchler Remo;**;11;55.75;12;36.0;4;-1.0;8.5
-;13;45.5;Bucher Roland;;18;54.0;14;45.25;1;-0.25;8.75

17g;Egli Martin;;;;;;;;;;54.25
+;;;Horner Sämi;;;;;;;;9.75
o;2;9.75;Schläpfer Matthias;*;15;54.75;4;8.75;2;-1.0;8.75
+;6;18.5;Galli Cedric (2001);;13;55.25;6;18.5;0;0.0;10.0
o;6;28.5;Eugster Ruedi;**;6;57.0;7;28.25;1;-0.25;8.5
o;8;37.0;Reichmuth Beat;;13;55.25;8;37.0;0;0.0;8.5
o;13;45.5;Hari Michi;;13;55.25;13;45.5;0;0.0;8.75

17h;Roth David;;;;;;;;;;54.25
o;;;Lanter Christian;;;;;;;;8.75
o;4;8.75;Nüesch Remo (2001);;17;54.25;4;8.75;0;0.0;8.5
+;10;17.25;Müggler Silvan (2002);;28;34.25;10;17.25;0;0.0;9.75
+;12;27.0;Käppeli Remo (2001);;26;35.25;13;26.75;1;-0.25;10.0
o;8;37.0;Schäppi Urs;*;14;55.0;11;36.25;3;-0.75;8.5
o;13;45.5;Blaser Gian;;13;55.25;13;45.5;0;0.0;8.75

17i;Hengartner Ivo;*;;;;;;;;;54.25
o;;;Rüegg Roman;*;;;;;;;8.5
o;5;8.5;Schlegel Werner (2002);;2;58.0;1;10.0;-4;1.5;8.5
-;11;17.0;Breitenmoser Simon;;10;56.0;4;19.0;-7;2.0;8.75
+;16;25.75;Thoma Nils;;25;35.5;12;27.0;-4;1.25;10.0
+;13;35.75;Burch Dean (2001);;14;55.0;9;36.75;-4;1.0;10.0
o;12;45.75;Martin Dominik;;13;55.25;8;46.75;-4;1.0;8.5

17j;Roth Peter;;;;;;;;;;54.25
+;;;Biser Niklaus;;;;;;;;10.0
o;1;10.0;Bernold Michael;*;12;55.5;4;8.75;3;-1.25;8.5
o;6;18.5;Bucher Roland;;18;54.0;6;18.5;0;0.0;8.75
+;11;27.25;Jud Reto (2001);;16;54.5;11;27.25;0;0.0;9.75
-;8;37.0;Kunz Daniel;*;16;54.5;8;37.0;0;0.0;8.75
o;12;45.75;Wicki Cédric;;12;55.5;12;45.75;0;0.0;8.5

17k;Bärtsch Fabian (2000);;;;;;;;;;54.25
o;;;Fuster Sepp;;;;;;;;8.5
+;5;8.5;Odermatt Michi;;25;35.5;5;8.5;0;0.0;10.0
+;6;18.5;Vestner Bruno;*;12;55.5;10;17.25;4;-1.25;9.75
-;7;28.25;Wetter Silvan (2000);;13;55.25;7;28.25;0;0.0;8.75
o;8;37.0;Schläpfer Matthias;*;15;54.75;12;36.0;4;-1.0;8.75
o;12;45.75;Lehmann Philipp;;12;55.5;12;45.75;0;0.0;8.5

17l;Ochsner Reto (2000);;;;;;;;;;54.25
o;;;Vollmeier Sandro;;;;;;;;8.5
+;5;8.5;Wenger Dominic;;26;35.25;5;8.5;0;0.0;10.0
-;6;18.5;Räbsamen Marcel (2000);;24;35.75;7;18.25;1;-0.25;8.75
+;11;27.25;Schegg Daniel (2000);;16;54.5;10;27.5;-1;0.25;9.75
o;8;37.0;Bernold Michael;*;12;55.5;9;36.75;1;-0.25;8.5
-;13;45.5;Roth Michael;;16;54.5;12;45.75;-1;0.25;8.75

18a;Bucher Roland;;;;;;;;;;54.0
+;;;Stüble Lukas;;;;;;;;10.0
o;1;10.0;Rhyner Michael;**;7;56.75;4;8.75;3;-1.25;8.5
+;6;18.5;Roth Peter;;17;54.25;6;18.5;0;0.0;9.75
o;7;28.25;Bernold Christian;**;12;55.5;9;27.75;2;-0.5;8.5
o;9;36.75;Niederer Andreas (2002);;12;55.5;8;37.0;-1;0.25;8.5
-;14;45.25;Bleiker Daniel;;17;54.25;13;45.5;-1;0.25;8.75

18b;Weibel Lucien;;;;;;;;;;54.0
+;;;Höpli Remo;;;;;;;;9.75
+;2;9.75;Rotach Lars (2000);;18;54.0;2;9.75;0;0.0;9.75
o;3;19.5;Bernold Michael;*;12;55.5;6;18.5;3;-1.0;8.5
o;8;28.0;Riget Florian;;7;56.75;7;28.25;-1;0.25;8.5
-;10;36.5;Kobler Janosch (2000);;13;55.25;7;37.25;-3;0.75;9.0
o;13;45.5;Holenstein Christian;*;15;54.75;16;44.75;3;-0.75;8.5

18c;Rotach Lars (2000);;;;;;;;;;54.0
+;;;Dünner Zyan (2001);;;;;;;;9.75
o;2;9.75;Weibel Lucien;;18;54.0;2;9.75;0;0.0;8.5
-;7;18.25;Zumbach Michael;;13;55.25;7;18.25;0;0.0;8.75
+;12;27.0;Spangaro Luciano (2001);*;29;34.0;17;25.5;5;-1.5;10.0
o;8;37.0;Aerne Christian;;14;55.0;9;36.75;1;-0.25;8.5
o;13;45.5;Riedi Thomas;;13;55.25;13;45.5;0;0.0;8.5

18d;Rhyner Beni;;;;;;;;;;54.0
o;;;Räbsamen Marcel (2000);;;;;;;;8.5
+;5;8.5;Streule Reto (2002);;26;35.25;2;9.75;-3;1.25;9.75
o;7;18.25;Arnold Christian;;19;53.75;6;18.5;-1;0.25;8.5
+;13;26.75;Lauchenauer Paul (2002);;25;35.5;12;27.0;-1;0.25;10.0
-;9;36.75;Rütsche Stefan;*;21;53.25;13;35.75;4;-1.0;8.75
o;13;45.5;Baumann Elia (2000);;13;55.25;14;45.25;1;-0.25;8.5

18e;Keller Dominic;;;;;;;;;;54.0
o;;;Flück Bruno;;;;;;;;8.5
+;5;8.5;Rickenmann Ramon (2001);;29;34.0;5;8.5;0;0.0;10.0
-;6;18.5;Streuli Martin;*;21;53.25;7;18.25;1;-0.25;8.75
o;11;27.25;Ueltschi Patric;*;12;55.5;12;27.0;1;-0.25;8.5
o;13;35.75;Hobi Ignaz;;9;56.25;11;36.25;-2;0.5;8.5
+;18;44.25;Schmid Remo (2002);;20;53.5;15;45.0;-3;0.75;9.75

19a;Knellwolf Sebastian (2001);;;;;;;;;;53.75
+;;;Müller Elias;;;;;;;;9.75
o;2;9.75;Pfister Florian;*;10;56.0;4;8.75;2;-1.0;8.5
o;7;18.25;Bleiker Daniel;;17;54.25;6;18.5;-1;0.25;8.5
+;13;26.75;Dudli Gallus;;22;53.0;11;27.25;-2;0.5;10.0
o;9;36.75;Gerig Marcel;;13;55.25;9;36.75;0;0.0;8.5
o;14;45.25;Eisenring Leandro (2000);;16;54.5;17;44.5;3;-0.75;8.5

19b;Arnold Christian;;;;;;;;;;53.75
+;;;Burch Dean (2001);;;;;;;;10.0
o;1;10.0;Wolfer Lukas;*;16;54.5;4;8.75;3;-1.25;8.5
+;6;18.5;Rhyner Beni;;18;54.0;7;18.25;1;-0.25;9.75
o;7;28.25;Akeret Benno;*;14;55.0;9;27.75;2;-0.5;8.5
o;9;36.75;Langenegger Beat;;14;55.0;10;36.5;1;-0.25;8.5
o;14;45.25;Lanter Christian;;12;55.5;13;45.5;-1;0.25;8.5

19c;Fässler Tobias (2002);;;;;;;;;;53.75
o;;;Bollhalder Manuel (2001);;;;;;;;8.5
o;5;8.5;Mettler Valentin;;4;57.5;2;9.75;-3;1.25;8.5
+;11;17.0;Oberhänsli Kilian;;29;34.0;11;17.0;0;0.0;9.75
+;13;26.75;Streule Reto (2002);;26;35.25;13;26.75;0;0.0;10.0
o;9;36.75;Elmer Adrian;*;16;54.5;13;35.75;4;-1.0;8.5
o;14;45.25;Jud Reto (2001);;16;54.5;16;44.75;2;-0.5;8.5

19d;Bischof Raphael (2002);;;;;;;;;;53.75
o;;;Neff Florian;;;;;;;;8.5
+;5;8.5;Käppeli Remo (2001);;26;35.25;5;8.5;0;0.0;9.75
o;7;18.25;Schönenberger Philipp;;14;55.0;6;18.5;-1;0.25;8.5
+;13;26.75;Müller Fabian (2001);;26;35.25;13;26.75;0;0.0;10.0
o;9;36.75;Frick Andreas;*;17;54.25;13;35.75;4;-1.0;8.5
o;14;45.25;Mock Marco;;14;55.0;15;45.0;1;-0.25;8.5

19e;Scherrer Pascal;;;;;;;;;;53.75
+;;;Schwager Mike (2000);;;;;;;;9.75
-;2;9.75;Baumgartner Joël;;25;35.5;2;9.75;0;0.0;8.75
+;6;18.5;Müller Fabian (2001);;26;35.25;7;18.25;1;-0.25;9.75
o;7;28.25;Wolfer Lukas;*;16;54.5;11;27.25;4;-1.0;8.5
o;9;36.75;Bosshard Dario;;12;55.5;9;36.75;0;0.0;8.5
o;14;45.25;Bürgler Patrick;;16;54.5;17;44.5;3;-0.75;8.5

20a;Marty Jaime (2000);;;;;;;;;;53.5
-;;;Elmer Adrian;*;;;;;;;8.75
+;4;8.75;Alder Armin;;15;54.75;1;10.0;-3;1.25;10.0
o;5;18.75;Rhyner Michael;**;7;56.75;5;18.75;0;0.0;8.5
-;11;27.25;Hobi Ignaz;;9;56.25;11;27.25;0;0.0;8.75
-;12;36.0;Flück Bruno;;17;54.25;8;37.0;-4;1.0;8.75
-;16;44.75;Streuli Martin;*;21;53.25;17;44.5;1;-0.25;8.75

20b;Schmid Remo (2002);;;;;;;;;;53.5
o;;;Zumbach Michael;;;;;;;;8.5
+;5;8.5;Bader Sandro (2002);;29;34.0;5;8.5;0;0.0;9.75
o;7;18.25;Hari Michi;;13;55.25;7;18.25;0;0.0;8.5
+;13;26.75;Ebert Claudio;;25;35.5;12;27.0;-1;0.25;9.75
o;10;36.5;Burkhard Tobias;;14;55.0;10;36.5;0;0.0;8.5
o;15;45.0;Keller Dominic;;18;54.0;18;44.25;3;-0.75;8.5

20c;Martin Tobias (2001);;;;;;;;;;53.5
-;;;Götti Samuel;;;;;;;;8.75
+;4;8.75;Glättli Tobias (2002);;29;34.0;5;8.5;1;-0.25;10.0
-;5;18.75;Frick Andreas;*;17;54.25;11;17.0;6;-1.75;8.75
o;10;27.5;Blaser Gian;;13;55.25;11;27.25;1;-0.25;8.5
-;12;36.0;Schuler Martin;;16;54.5;12;36.0;0;0.0;9.0
o;15;45.0;Galli Cedric (2001);;13;55.25;13;45.5;-2;0.5;8.5

20d;Egli Patrick;;;;;;;;;;53.5
o;;;Bosshard Dario;;;;;;;;8.5
+;5;8.5;Birk Till (2002);;25;35.5;5;8.5;0;0.0;9.75
o;7;18.25;Knecht Remo (2002);;22;53.0;10;17.25;3;-1.0;8.5
+;13;26.75;Maglia Leo;;26;35.25;13;26.75;0;0.0;9.75
o;10;36.5;Steiner Lukas (2002);;16;54.5;12;36.0;2;-0.5;8.5
o;15;45.0;Burch Dean (2001);;14;55.0;14;45.25;-1;0.25;8.5

21a;Streuli Martin;*;;;;;;;;;53.25
o;;;Roth Martin;*;;;;;;;8.5
+;5;8.5;Langenegger Beat;;14;55.0;2;9.75;-3;1.25;9.75
-;7;18.25;Keller Dominic;;18;54.0;6;18.5;-1;0.25;8.75
-;12;27.0;Aerne Christian;;14;55.0;8;28.0;-4;1.0;8.75
-;13;35.75;Fuster Sepp;;11;55.75;8;37.0;-5;1.25;8.75
-;17;44.5;Marty Jaime (2000);;20;53.5;16;44.75;-1;0.25;8.75

21b;Ziegler Andreas (2002);;;;;;;;;;53.25
-;;;Roth Sämi (2000);;;;;;;;9.0
+;3;9.0;Kiener Raphael (2000);;25;35.5;4;8.75;1;-0.25;9.75
-;5;18.75;Rütsche Stefan;*;21;53.25;11;17.0;6;-1.75;8.75
-;10;27.5;Bürgler Patrick;;16;54.5;11;27.25;1;-0.25;8.75
o;11;36.25;Schegg Daniel (2000);;16;54.5;12;36.0;1;-0.25;8.5
o;16;44.75;Horner Sämi;;15;54.75;15;45.0;-1;0.25;8.5

21c;Roth Sämi (2000);;;;;;;;;;53.25
-;;;Ziegler Andreas (2002);;;;;;;;9.0
o;3;9.0;Götti Samuel;;31;18.75;4;8.75;1;-0.25;8.5
+;9;17.5;Lusti Adrian (2001);;28;34.25;10;17.25;1;-0.25;9.75
o;11;27.25;Mock Marco;;14;55.0;13;26.75;2;-0.5;8.5
-;13;35.75;Jud Reto (2001);;16;54.5;13;35.75;0;0.0;9.0
o;16;44.75;Dünner Zyan (2001);;13;55.25;14;45.25;-2;0.5;8.5

21d;Schrepfer Roy;;;;;;;;;;53.25
o;;;Kolb Pirmin (2001);;;;;;;;8.75
-;4;8.75;Riedi Thomas;;13;55.25;5;8.5;1;-0.25;8.75
+;9;17.5;Kiener Raphael (2000);;25;35.5;10;17.25;1;-0.25;9.75
-;11;27.25;Jöhl Christian;*;27;34.75;15;26.0;4;-1.25;8.75
-;12;36.0;Müller Loris;;25;35.5;14;35.5;2;-0.5;8.75
o;16;44.75;Hugelshofer Lars (2001);;14;55.0;14;45.25;-2;0.5;8.5

21e;Rütsche Stefan;*;;;;;;;;;53.25
o;;;Wittenwiler Roman;*;;;;;;;8.5
o;5;8.5;Roth Michael;;16;54.5;2;9.75;-3;1.25;8.5
-;11;17.0;Ziegler Andreas (2002);;21;53.25;5;18.75;-6;1.75;8.75
+;16;25.75;Kirchmeier Christof;;25;35.5;12;27.0;-4;1.25;10.0
-;13;35.75;Rhyner Beni;;18;54.0;9;36.75;-4;1.0;8.75
-;17;44.5;Schwager Mike (2000);;17;54.25;13;45.5;-4;1.0;8.75

22a;Dudli Gallus;;;;;;;;;;53.0
o;;;Jud Reto (2001);;;;;;;;8.75
o;4;8.75;Dünner Zyan (2001);;13;55.25;5;8.5;1;-0.25;8.5
+;10;17.25;Glättli Tobias (2002);;29;34.0;11;17.0;1;-0.25;10.0
o;11;27.25;Knellwolf Sebastian (2001);;19;53.75;13;26.75;2;-0.5;8.5
-;13;35.75;Eisenring Leandro (2000);;16;54.5;13;35.75;0;0.0;8.75
o;17;44.5;Blaser Andre (2000);;14;55.0;14;45.25;-3;0.75;8.5
o;22;53.0;Lieberherr Michael;;13;55.25;13;55.25;-9;2.25;0.0

22b;Knecht Remo (2002);;;;;;;;;;53.0
o;;;Bischof Martin;;;;;;;;8.5
-;5;8.5;Gerig Marcel;;13;55.25;2;9.75;-3;1.25;8.75
+;10;17.25;Egli Patrick;;20;53.5;7;18.25;-3;1.0;10.0
o;11;27.25;Elmer Adrian;*;16;54.5;15;26.0;4;-1.25;8.5
o;13;35.75;Wildhaber Jannik;;15;54.75;12;36.0;-1;0.25;8.5
-;18;44.25;Steiner Joel (2000);;17;54.25;13;45.5;-5;1.25;8.75

23a;Gabathuler Rino;;;;;;;;;;52.75
o;;;Hugelshofer Lars (2001);;;;;;;;8.5
+;5;8.5;Ebert Claudio;;25;35.5;5;8.5;0;0.0;10.0
o;6;18.5;Langenegger Beat;;14;55.0;7;18.25;1;-0.25;8.75
o;11;27.25;Fuster Sepp;;11;55.75;12;27.0;1;-0.25;8.5
o;13;35.75;Furrer Matthias;;15;54.75;10;36.5;-3;0.75;8.5
o;18;44.25;Schuler Martin;;16;54.5;16;44.75;-2;0.5;8.5

24a;Räbsamen Marcel (2000);;;;;;;;;;35.75
+;;;Rhyner Beni;;;;;;;;9.75
o;2;9.75;Schneider Domenic;***;8;56.5;5;8.5;3;-1.25;8.5
-;7;18.25;Ochsner Reto (2000);;17;54.25;6;18.5;-1;0.25;8.75
o;12;27.0;Schuler Martin;;16;54.5;14;26.25;2;-0.75;8.75

25a;Kirchmeier Christof;;;;;;;;;;35.5
o;;;Hobi Ignaz;;;;;;;;8.5
o;5;8.5;Breitenmoser Simon;;10;56.0;3;9.0;-2;0.5;8.5
+;11;17.0;Müller Elias;;25;35.5;11;17.0;0;0.0;10.0
o;12;27.0;Rütsche Stefan;*;21;53.25;16;25.75;4;-1.25;8.5

25b;Thoma Nils;;;;;;;;;;35.5
-;;;Kiener Raphael (2000);;;;;;;;8.75
o;4;8.75;Horner Sämi;;15;54.75;5;8.5;1;-0.25;8.5
+;10;17.25;Gaccioli Benjamin;;25;35.5;10;17.25;0;0.0;9.75
o;12;27.0;Hengartner Ivo;*;17;54.25;16;25.75;4;-1.25;8.5

25c;Höpli Remo;;;;;;;;;;35.5
o;;;Weibel Lucien;;;;;;;;8.5
+;5;8.5;Signer Walter;;25;35.5;5;8.5;0;0.0;10.0
o;6;18.5;Burkhard Tobias;;14;55.0;7;18.25;1;-0.25;8.5
o;12;27.0;Dünner Zyan (2001);;13;55.25;13;26.75;1;-0.25;8.5

25d;Schönenberger Björn;;;;;;;;;;35.5
+;;;Sieber Marc (2000);;;;;;;;9.75
-;2;9.75;Scheiwiller Andreas;*;27;34.75;4;8.75;2;-1.0;8.75
o;6;18.5;Lanter Christian;;12;55.5;7;18.25;1;-0.25;8.5
o;12;27.0;Riedi Thomas;;13;55.25;12;27.0;0;0.0;8.5

25e;Krucker Silvan (2001);;;;;;;;;;35.5
-;;;Nüesch Remo (2001);;;;;;;;8.75
o;4;8.75;Büchler Livio (2001);;25;35.5;5;8.5;1;-0.25;8.5
o;10;17.25;Riedi Thomas;;13;55.25;10;17.25;0;0.0;8.5
+;16;25.75;Müggler Silvan (2002);;28;34.25;16;25.75;0;0.0;9.75

25f;Odermatt Michi;;;;;;;;;;35.5
o;;;Martin Dominik;;;;;;;;8.5
o;5;8.5;Bärtsch Fabian (2000);;17;54.25;5;8.5;0;0.0;8.5
-;11;17.0;Roth Markus;;28;34.25;11;17.0;0;0.0;8.75
+;16;25.75;Lusti Adrian (2001);;28;34.25;16;25.75;0;0.0;9.75

25g;Lauchenauer Paul (2002);;;;;;;;;;35.5
o;;;Gemperli Julian (2002);;;;;;;;8.75
o;4;8.75;Knabe Robert;;25;35.5;5;8.5;1;-0.25;8.5
+;10;17.25;Kressbach Pascal;;26;35.25;11;17.0;1;-0.25;9.75
o;12;27.0;Rhyner Beni;;18;54.0;13;26.75;1;-0.25;8.5

25h;Signer Walter;;;;;;;;;;35.5
o;;;Riget Florian;;;;;;;;8.5
o;5;8.5;Höpli Remo;;25;35.5;5;8.5;0;0.0;8.5
+;11;17.0;Meier Adrian (2000);;29;34.0;11;17.0;0;0.0;10.0
o;12;27.0;Zumbach Michael;;13;55.25;12;27.0;0;0.0;8.5

25i;Koller Silvan (2002);;;;;;;;;;35.5
o;;;Roth Michael;;;;;;;;8.5
+;5;8.5;Meier Adrian (2000);;29;34.0;5;8.5;0;0.0;10.0
o;6;18.5;Bernold Christian;**;12;55.5;8;17.75;2;-0.75;8.5
o;12;27.0;Wicki Cédric;;12;55.5;12;27.0;0;0.0;8.5

25j;Lusti Remo (2001);;;;;;;;;;35.5
o;;;Weber Erwin (2000);;;;;;;;8.5
-;5;8.5;Schegg Daniel (2000);;16;54.5;5;8.5;0;0.0;8.75
o;10;17.25;Wildhaber Jannik;;15;54.75;10;17.25;0;0.0;8.5
+;16;25.75;Grob Rachen (2002);;29;34.0;17;25.5;1;-0.25;9.75

25k;Sieber Marc (2000);;;;;;;;;;35.5
o;;;Schönenberger Björn;;;;;;;;8.5
o;5;8.5;Lozza Roman;;12;55.5;4;8.75;-1;0.25;8.5
o;11;17.0;Schegg Daniel (2000);;16;54.5;9;17.5;-2;0.5;8.5
+;17;25.5;Oberhänsli Kilian;;29;34.0;17;25.5;0;0.0;10.0

25l;Müller Elias;;;;;;;;;;35.5
o;;;Knellwolf Sebastian (2001);;;;;;;;8.5
o;5;8.5;Furrer Matthias;;15;54.75;5;8.5;0;0.0;8.5
o;11;17.0;Kirchmeier Christof;;25;35.5;11;17.0;0;0.0;8.5
+;17;25.5;Bader Sandro (2002);;29;34.0;17;25.5;0;0.0;10.0

25m;Gaccioli Benjamin;;;;;;;;;;35.5
o;;;Niederer Andreas (2002);;;;;;;;8.5
-;5;8.5;Steiner Lukas (2002);;16;54.5;4;8.75;-1;0.25;8.75
o;10;17.25;Thoma Nils;;25;35.5;10;17.25;0;0.0;8.5
+;16;25.75;Roth Markus;;28;34.25;16;25.75;0;0.0;9.75

25n;Baumgartner Joël;;;;;;;;;;35.5
+;;;Roth Markus;;;;;;;;9.75
-;2;9.75;Scherrer Pascal;;19;53.75;2;9.75;0;0.0;8.75
o;6;18.5;Bosshard Dario;;12;55.5;6;18.5;0;0.0;8.5
o;12;27.0;Schäppi Urs;*;14;55.0;14;26.25;2;-0.75;8.5

25o;Weber Erwin (2000);;;;;;;;;;35.5
+;;;Lusti Remo (2001);;;;;;;;10.0
o;1;10.0;Leuppi Samir;**;3;57.75;4;8.75;3;-1.25;8.5
o;6;18.5;Neff Florian;;16;54.5;6;18.5;0;0.0;8.5
o;12;27.0;Horner Sämi;;15;54.75;13;26.75;1;-0.25;8.5

25p;Knabe Robert;;;;;;;;;;35.5
o;;;Lieberherr Michael;;;;;;;;8.5
+;5;8.5;Lauchenauer Paul (2002);;25;35.5;4;8.75;-1;0.25;9.75
o;7;18.25;Kobler Janosch (2000);;13;55.25;6;18.5;-1;0.25;8.5
-;13;26.75;Eisenring Leandro (2000);;16;54.5;12;27.0;-1;0.25;8.75

25q;Birk Till (2002);;;;;;;;;;35.5
o;;;Alder Armin;;;;;;;;8.5
o;5;8.5;Egli Patrick;;20;53.5;5;8.5;0;0.0;8.5
-;11;17.0;Stüble Lukas;;28;34.25;11;17.0;0;0.0;8.75
+;16;25.75;Rickenmann Ramon (2001);;29;34.0;17;25.5;1;-0.25;9.75

25r;Büchler Livio (2001);;;;;;;;;;35.5
o;;;Heierli Pascal;;;;;;;;8.5
+;5;8.5;Krucker Silvan (2001);;25;35.5;4;8.75;-1;0.25;10.0
o;6;18.5;Gmür Pirmin;**;12;55.5;7;18.25;1;-0.25;8.5
o;12;27.0;Niederer Andreas (2002);;12;55.5;11;27.25;-1;0.25;8.5

25s;Kiener Raphael (2000);;;;;;;;;;35.5
-;;;Thoma Nils;;;;;;;;8.75
o;4;8.75;Ziegler Andreas (2002);;21;53.25;3;9.0;-1;0.25;8.5
o;10;17.25;Schrepfer Roy;;21;53.25;9;17.5;-1;0.25;8.5
+;16;25.75;Stüble Lukas;;28;34.25;16;25.75;0;0.0;9.75

25t;Müller Loris;;;;;;;;;;35.5
+;;;Meier Adrian (2000);;;;;;;;9.75
o;2;9.75;Schiess Christian;;12;55.5;1;10.0;-1;0.25;8.5
o;7;18.25;Lieberherr Michael;;13;55.25;7;18.25;0;0.0;8.5
-;13;26.75;Schrepfer Roy;;21;53.25;11;27.25;-2;0.5;8.75

25u;Ebert Claudio;;;;;;;;;;35.5
o;;;Bleiker Daniel;;;;;;;;8.5
o;5;8.5;Gabathuler Rino;;23;52.75;5;8.5;0;0.0;8.5
+;11;17.0;Wenger Dominic;;26;35.25;11;17.0;0;0.0;10.0
o;12;27.0;Schmid Remo (2002);;20;53.5;13;26.75;1;-0.25;8.5

25v;Tschudi Mario (2001);;;;;;;;;;35.5
o;;;Breitenmoser Manuel;;;;;;;;8.5
+;5;8.5;Keller Cedric (2002);;26;35.25;5;8.5;0;0.0;10.0
o;6;18.5;Elmer Daniel;*;6;57.0;5;18.75;-1;0.25;8.5
o;12;27.0;Baumann Elia (2000);;13;55.25;12;27.0;0;0.0;8.5

26a;Gemperli Julian (2002);;;;;;;;;;35.25
+;;;Lauchenauer Paul (2002);;;;;;;;9.75
o;2;9.75;Hari Michi;;13;55.25;5;8.5;3;-1.25;8.5
o;7;18.25;Burch Dean (2001);;14;55.0;7;18.25;0;0.0;8.5
o;13;26.75;Blaser Andre (2000);;14;55.0;12;27.0;-1;0.25;8.5

26b;Streule Reto (2002);;;;;;;;;;35.25
+;;;Grob Rachen (2002);;;;;;;;9.75
o;2;9.75;Rhyner Beni;;18;54.0;5;8.5;3;-1.25;8.5
o;7;18.25;Steiner Lukas (2002);;16;54.5;10;17.25;3;-1.0;8.5
o;13;26.75;Fässler Tobias (2002);;19;53.75;13;26.75;0;0.0;8.5

26c;Biser Niklaus;;;;;;;;;;35.25
o;;;Roth Peter;;;;;;;;8.5
+;5;8.5;Stüble Lukas;;28;34.25;5;8.5;0;0.0;9.75
o;7;18.25;Steiner Joel (2000);;17;54.25;6;18.5;-1;0.25;8.5
o;13;26.75;Alder Armin;;15;54.75;12;27.0;-1;0.25;8.5

26d;Maglia Leo;;;;;;;;;;35.25
o;;;Wicki Cédric;;;;;;;;8.5
o;5;8.5;Burch Dean (2001);;14;55.0;5;8.5;0;0.0;8.5
+;11;17.0;Grob Rachen (2002);;29;34.0;11;17.0;0;0.0;9.75
o;13;26.75;Egli Patrick;;20;53.5;13;26.75;0;0.0;8.5

26e;Kressbach Pascal;;;;;;;;;;35.25
o;;;Gerig Marcel;;;;;;;;8.5
o;5;8.5;Schönenberger Philipp;;14;55.0;5;8.5;0;0.0;8.5
o;11;17.0;Lauchenauer Paul (2002);;25;35.5;10;17.25;-1;0.25;8.5
+;17;25.5;Meier Adrian (2000);;29;34.0;17;25.5;0;0.0;9.75

26f;Wenger Dominic;;;;;;;;;;35.25
o;;;Müller Fabian (2001);;;;;;;;8.5
o;5;8.5;Ochsner Reto (2000);;17;54.25;5;8.5;0;0.0;8.5
o;11;17.0;Ebert Claudio;;25;35.5;11;17.0;0;0.0;8.5
+;17;25.5;Glättli Tobias (2002);;29;34.0;17;25.5;0;0.0;9.75

