2777-2017-06-25_122_Nordostschweizer_Schwingfest-ST

1a;Giger Samuel;***;;;;;;;;;58.5
+;10;27.0;Lehmann Philipp (1999);;17;54.25;9;27.25;-1;0.25;9.75
+;10;36.75;Arztmann Beda;*;19;53.75;10;36.75;0;0.0;9.75
-;10;46.5;Gartmann Mauro;*;14;55.0;11;46.25;1;-0.25;9.0

12g;Hochholdinger Roman;**;;;;;;;;;55.5
o;;;Notz Beni;***;;;;;;;8.5
+;5;8.5;Wild Thomas;;26;35.5;2;9.75;-3;1.25;10.0
o;6;18.5;Coray Beda;*;7;56.75;6;18.5;0;0.0;8.5
+;10;27.0;Pfister Florian;*;14;55.0;5;28.25;-5;1.25;10.0
o;9;37.0;Studinger Stephan;**;11;55.75;9;37.0;0;0.0;8.5
+;14;45.5;Schläpfer Matthias;*;17;54.25;13;45.75;-1;0.25;10.0

12h;Peng Mike;***;;;;;;;;;55.5
-;;;Leuppi Samir;**;;;;;;;8.75
-;4;8.75;Schmid Patrick;*;11;55.75;1;10.0;-3;1.25;8.75
+;8;17.5;Gerig Marcel;;19;53.75;6;18.5;-2;1.0;9.75
+;9;27.25;Pfleghart Remo;;19;53.75;5;28.25;-4;1.0;9.75
-;9;37.0;Giger Urs;*;17;54.25;9;37.0;0;0.0;8.75
+;13;45.75;Krähenbühl Lukas;*;14;55.0;10;46.5;-3;0.75;9.75

12i;Inauen Aurel;;;;;;;;;;55.5
+;;;Bischof Martin;;;;;;;;9.75
-;2;9.75;Blaser Niklas;*;16;54.5;5;8.5;3;-1.25;8.75
o;6;18.5;Odermatt Christoph;*;14;55.0;7;18.25;1;-0.25;8.5
-;10;27.0;Leuppi Karim;*;26;35.5;11;26.75;1;-0.25;8.75
+;14;35.75;Bleiker Daniel;;23;52.75;14;35.75;0;0.0;10.0
+;13;45.75;Sprecher Sandro;*;19;53.75;16;45.0;3;-0.75;9.75

13a;Schudel Simon;*;;;;;;;;;55.25
o;;;Koch Thomas;*;;;;;;;8.5
+;5;8.5;Weber Erwin (2000);;26;35.5;1;10.0;-4;1.5;9.75
o;7;18.25;Cardinaux Victor;**;5;57.25;8;17.5;1;-0.75;8.5
+;11;26.75;Wild Thomas;;26;35.5;11;26.75;0;0.0;10.0
o;10;36.75;Notz Beni;***;7;56.75;8;37.25;-2;0.5;8.5
+;15;45.25;Notz Armin;*;21;53.25;17;44.75;2;-0.5;10.0

13b;Schäppi Urs;*;;;;;;;;;55.25
+;;;Burkhard Tobias;;;;;;;;9.75
o;2;9.75;Leuppi Samir;**;6;57.0;4;8.75;2;-1.0;8.5
+;7;18.25;Breitenmoser Simon;;26;35.5;6;18.5;-1;0.25;10.0
o;5;28.25;Forrer Arnold;***;4;57.5;7;27.75;2;-0.5;8.5
+;10;36.75;Vogel Beat;*;14;55.0;10;36.75;0;0.0;10.0
o;9;46.75;Anderegg Simon;***;6;57.0;8;47.0;-1;0.25;8.5

13c;Oertle Daniel;*;;;;;;;;;55.25
+;;;Straub Robin;*;;;;;;;9.75
o;2;9.75;Gottofrey Marc;**;8;56.5;5;8.5;3;-1.25;8.5
+;7;18.25;Hauser Simon;;26;35.5;6;18.5;-1;0.25;9.75
o;6;28.0;Geisser Lars;*;7;56.75;9;27.25;3;-0.75;8.5
-;11;36.5;Kid Simon;**;11;55.75;9;37.0;-2;0.5;8.75
+;15;45.25;Mettler Valentin;;16;54.5;12;46.0;-3;0.75;10.0

13d;Jöhl Christian;*;;;;;;;;;55.25
+;;;Hengartner Ivo;*;;;;;;;10.0
o;1;10.0;Krähenbühl Tobias;***;7;56.75;5;8.5;4;-1.5;8.5
+;6;18.5;Schmucki Ivo;;26;35.5;6;18.5;0;0.0;9.75
o;5;28.25;Wey Nicola;*;14;55.0;5;28.25;0;0.0;8.5
o;10;36.75;Hersche Martin;***;5;57.25;8;37.25;-2;0.5;8.5
+;15;45.25;Pfleghart Remo;;19;53.75;15;45.25;0;0.0;10.0

13e;Lozza Roman;;;;;;;;;;55.25
+;;;Mathis Patrick;;;;;;;;10.0
+;1;10.0;Straub Robin;*;14;55.0;5;8.5;4;-1.5;9.75
o;2;19.75;Nägeli Marco;*;4;57.5;5;18.75;3;-1.0;8.5
o;5;28.25;Steiner Michael;**;6;57.0;5;28.25;0;0.0;8.5
+;10;36.75;Kuster Thomas;*;22;53.0;14;35.75;4;-1.0;10.0
o;9;46.75;Schneider Domenic;***;7;56.75;9;46.75;0;0.0;8.5

13f;Ott Damian (2000);*;;;;;;;;;55.25
o;;;Ammann Rico;*;;;;;;;8.5
+;5;8.5;Poltera Andrin (1999);;33;27.0;1;10.0;-4;1.5;10.0
o;6;18.5;Leuppi Samir;**;6;57.0;5;18.75;-1;0.25;8.5
+;10;27.0;Hauser Simon;;26;35.5;10;27.0;0;0.0;9.75
+;10;36.75;Jörger Corsin;;22;53.0;13;36.0;3;-0.75;10.0
o;9;46.75;Notz Beni;***;7;56.75;8;47.0;-1;0.25;8.5

14a;Odermatt Christoph;*;;;;;;;;;55.0
+;;;Wickli Beat;**;;;;;;;9.75
o;2;9.75;Giger Samuel;***;1;58.5;4;8.75;2;-1.0;8.5
+;7;18.25;Inauen Aurel;;12;55.5;6;18.5;-1;0.25;9.75
o;6;28.0;Battaglia Ursin;**;11;55.75;8;27.5;2;-0.5;8.5
o;11;36.5;Gartmann Mauro;*;14;55.0;12;36.25;1;-0.25;8.5
+;16;45.0;Gerig Marcel;;19;53.75;15;45.25;-1;0.25;10.0

14b;Ackermann Remo;*;;;;;;;;;55.0
o;;;Schneider Mario;**;;;;;;;8.5
+;5;8.5;Koch Reto;;18;54.0;2;9.75;-3;1.25;10.0
o;6;18.5;Zwyssig Raphael;***;7;56.75;6;18.5;0;0.0;8.5
+;10;27.0;Breitenmoser Simon;;26;35.5;10;27.0;0;0.0;9.75
o;10;36.75;Eugster Ruedi;**;11;55.75;9;37.0;-1;0.25;8.5
+;15;45.25;Marty Jaime (2000);;16;54.5;12;46.0;-3;0.75;9.75

14c;Junker Nik;;;;;;;;;;55.0
+;;;Stadelmann Patrick (2000);;;;;;;;9.75
o;2;9.75;Raymann David;*;19;53.75;5;8.5;3;-1.25;8.5
+;7;18.25;Keller Lukas;;16;54.5;8;17.5;1;-0.75;9.75
o;6;28.0;Dumelin David;*;12;55.5;9;27.25;3;-0.75;8.5
o;11;36.5;Schmid Dominik;**;17;54.25;14;35.75;3;-0.75;8.5
+;16;45.0;Oertig Simon;;21;53.25;17;44.75;1;-0.25;10.0

14d;Wey Nicola;*;;;;;;;;;55.0
+;;;Blaser Niklas;*;;;;;;;9.75
o;2;9.75;Rychen Roger;***;6;57.0;5;8.5;3;-1.25;8.5
+;7;18.25;Riedi Thomas;;26;35.5;6;18.5;-1;0.25;10.0
+;5;28.25;Jöhl Christian;*;13;55.25;5;28.25;0;0.0;9.75
o;5;38.0;Bless Michael;***;7;56.75;4;38.25;-1;0.25;8.5
o;10;46.5;Schneider Mario;**;7;56.75;9;46.75;-1;0.25;8.5

14e;Elmer Daniel;*;;;;;;;;;55.0
-;;;Dörig Erich;*;;;;;;;8.75
+;4;8.75;Wittenwiler Roman;;17;54.25;1;10.0;-3;1.25;9.75
-;6;18.5;Bühler Ernst;**;11;55.75;6;18.5;0;0.0;8.75
-;9;27.25;Sprecher Sandro;*;19;53.75;9;27.25;0;0.0;9.0
+;12;36.25;Koller Martin;*;16;54.5;13;36.0;1;-0.25;10.0
o;11;46.25;Steiner Michael;**;6;57.0;8;47.0;-3;0.75;8.75

14f;Straub Robin;*;;;;;;;;;55.0
o;;;Oertle Daniel;*;;;;;;;8.5
o;5;8.5;Lozza Roman;;13;55.25;1;10.0;-4;1.5;8.5
+;10;17.0;Schiesser Patrik;;27;35.25;7;18.25;-3;1.25;10.0
+;10;27.0;Schmucki Ivo;;26;35.5;10;27.0;0;0.0;9.75
o;10;36.75;Rychen Roger;***;6;57.0;9;37.0;-1;0.25;8.5
+;15;45.25;Inauen Andreas;*;17;54.25;13;45.75;-2;0.5;9.75

14g;Krähenbühl Lukas;*;;;;;;;;;55.0
+;;;Schlegel Reto;*;;;;;;;9.75
-;2;9.75;Kid Simon;**;11;55.75;2;9.75;0;0.0;8.75
+;6;18.5;Alder Armin;;18;54.0;5;18.75;-1;0.25;9.75
o;5;28.25;Koch Thomas;*;14;55.0;5;28.25;0;0.0;8.5
+;10;36.75;Fuster Sepp;;11;55.75;9;37.0;-1;0.25;9.75
o;10;46.5;Peng Mike;***;12;55.5;13;45.75;3;-0.75;8.5

14h;Vogel Beat;*;;;;;;;;;55.0
o;;;Vestner Bruno;*;;;;;;;8.5
+;5;8.5;Kammermann Dominik;;26;35.5;2;9.75;-3;1.25;9.75
o;7;18.25;Schneider Domenic;***;7;56.75;7;18.25;0;0.0;8.5
+;11;26.75;Burkhard Tobias;;26;35.5;10;27.0;-1;0.25;10.0
o;10;36.75;Schäppi Urs;*;13;55.25;10;36.75;0;0.0;8.5
+;15;45.25;Wittenwiler Roman;;17;54.25;13;45.75;-2;0.5;9.75

14i;Gartmann Mauro;*;;;;;;;;;55.0
-;;;Notz Armin;*;;;;;;;8.75
-;4;8.75;Kammermann Thomas;*;17;54.25;5;8.5;1;-0.25;8.75
+;8;17.5;Poltera Andrin (1999);;33;27.0;6;18.5;-2;1.0;10.0
-;8;27.5;Vestner Roman;*;11;55.75;10;27.0;2;-0.5;8.75
+;12;36.25;Odermatt Christoph;*;14;55.0;11;36.5;-1;0.25;10.0
-;11;46.25;Good Marco;*;12;55.5;10;46.5;-1;0.25;8.75

14j;Pfister Florian;*;;;;;;;;;55.0
+;;;Inauen Andreas;*;;;;;;;9.75
o;2;9.75;Hersche Martin;***;5;57.25;2;9.75;0;0.0;8.5
+;7;18.25;Marty Jaime (2000);;16;54.5;6;18.5;-1;0.25;10.0
o;5;28.25;Hochholdinger Roman;**;12;55.5;10;27.0;5;-1.25;8.5
+;10;36.75;Jörger Marc;;21;53.25;13;36.0;3;-0.75;9.75
o;10;46.5;Nägeli Marco;*;4;57.5;6;47.5;-4;1.0;8.5

14k;Koch Thomas;*;;;;;;;;;55.0
+;;;Schudel Simon;*;;;;;;;9.75
o;2;9.75;Burkhalter Stefan;***;6;57.0;2;9.75;0;0.0;8.5
+;7;18.25;Raymann David;*;19;53.75;7;18.25;0;0.0;10.0
+;5;28.25;Krähenbühl Lukas;*;14;55.0;5;28.25;0;0.0;9.75
o;5;38.0;Kindlimann Fabian;***;9;56.25;7;37.5;2;-0.5;8.5
o;10;46.5;Leuppi Samir;**;6;57.0;8;47.0;-2;0.5;8.5

15a;Pfiffner Ivo;;;;;;;;;;54.75
+;;;Bürgler Patrick;;;;;;;;10.0
o;1;10.0;Orlik Curdin;**;11;55.75;4;8.75;3;-1.25;8.5
+;6;18.5;Roth Martin;*;30;34.5;8;17.5;2;-1.0;10.0
o;4;28.5;Schnurrenberger Roman;**;11;55.75;5;28.25;1;-0.25;8.5
-;9;37.0;Blaser Niklas;*;16;54.5;14;35.75;5;-1.25;9.0
-;12;46.0;Fontana Michael;;21;53.25;18;44.5;6;-1.5;8.75

15b;Breitenmoser Manuel;;;;;;;;;;54.75
+;;;Schiesser Patrik;;;;;;;;10.0
-;1;10.0;Bickel Roman;*;16;54.5;5;8.5;4;-1.5;9.0
o;4;19.0;Schneider Mario;**;7;56.75;6;18.5;2;-0.5;8.5
-;8;27.5;Dörig Erich;*;15;54.75;9;27.25;1;-0.25;8.75
+;12;36.25;Reichmuth Beat;;22;53.0;13;36.0;1;-0.25;10.0
o;11;46.25;Burkhalter Stefan;***;6;57.0;8;47.0;-3;0.75;8.5

15c;Wolfer Lukas;*;;;;;;;;;54.75
+;;;Raymann David;*;;;;;;;9.75
o;2;9.75;Eugster Ruedi;**;11;55.75;4;8.75;2;-1.0;8.5
o;7;18.25;Fuster Sepp;;11;55.75;5;18.75;-2;0.5;8.5
+;11;26.75;Keller Werner;;26;35.5;10;27.0;-1;0.25;9.75
+;11;36.5;Hersche Daniel;;22;53.0;13;36.0;2;-0.5;9.75
o;11;46.25;Rychen Roger;***;6;57.0;8;47.0;-3;0.75;8.5

15d;Dörig Erich;*;;;;;;;;;54.75
-;;;Elmer Daniel;*;;;;;;;8.75
+;4;8.75;Rüegg Roman;*;11;55.75;4;8.75;0;0.0;10.0
o;5;18.75;Anderegg Simon;***;6;57.0;6;18.5;1;-0.25;8.5
-;9;27.25;Breitenmoser Manuel;;15;54.75;8;27.5;-1;0.25;8.75
-;13;36.0;Sprecher Sandro;*;19;53.75;12;36.25;-1;0.25;8.75
+;17;44.75;Koller Fabian;;20;53.5;16;45.0;-1;0.25;10.0

16a;Koller Martin;*;;;;;;;;;54.5
-;;;Kuster Thomas;*;;;;;;;8.75
+;4;8.75;Bollhalder Manuel (2001);;26;35.5;1;10.0;-3;1.25;10.0
o;5;18.75;Mathis Marcel;***;10;56.0;6;18.5;1;-0.25;8.5
-;9;27.25;Reichmuth Beat;;22;53.0;9;27.25;0;0.0;8.75
o;13;36.0;Elmer Daniel;*;14;55.0;12;36.25;-1;0.25;8.5
+;18;44.5;Bärtsch Jann (2000);;18;54.0;14;45.5;-4;1.0;10.0

16b;Funk Nicola (1999);;;;;;;;;;54.5
+;;;Harder Benj;;;;;;;;10.0
-;1;10.0;Schlegel Reto;*;16;54.5;5;8.5;4;-1.5;9.0
o;4;19.0;Kid Simon;**;11;55.75;6;18.5;2;-0.5;8.5
o;8;27.5;Schläpfer Matthias;*;17;54.25;9;27.25;1;-0.25;8.5
o;13;36.0;Inauen Andreas;*;17;54.25;14;35.75;1;-0.25;8.5
+;18;44.5;Jörger Corsin;;22;53.0;18;44.5;0;0.0;10.0

16c;Näf Pius;*;;;;;;;;;54.5
+;;;Bickel Roman;*;;;;;;;10.0
o;1;10.0;Oertig Dominik;**;6;57.0;1;10.0;0;0.0;8.5
-;6;18.5;Bernold Christian;**;8;56.5;6;18.5;0;0.0;8.75
+;9;27.25;Wetter Silvan (2000);;26;35.5;10;27.0;1;-0.25;9.75
-;9;37.0;Schmid Patrick;*;11;55.75;8;37.25;-1;0.25;8.75
-;13;45.75;Schmid Dominik;**;17;54.25;14;45.5;1;-0.25;8.75

16d;Marty Jaime (2000);;;;;;;;;;54.5
+;;;Gerig Marcel;;;;;;;;9.75
-;2;9.75;Hengartner Ivo;*;29;34.75;5;8.5;3;-1.25;8.75
o;6;18.5;Pfister Florian;*;14;55.0;7;18.25;1;-0.25;8.75
o;9;27.25;Gmür Pirmin;*;11;55.75;8;27.5;-1;0.25;8.75
+;13;36.0;Alder Armin;;18;54.0;14;35.75;1;-0.25;10.0
o;12;46.0;Ackermann Remo;*;14;55.0;15;45.25;3;-0.75;8.5

16e;Blaser Niklas;*;;;;;;;;;54.5
o;;;Wey Nicola;*;;;;;;;8.5
-;5;8.5;Inauen Aurel;;12;55.5;2;9.75;-3;1.25;8.75
+;9;17.25;Schönenberger Björn;;26;35.5;7;18.25;-2;1.0;10.0
o;9;27.25;Wickli Beat;**;8;56.5;10;27.0;1;-0.25;8.5
-;14;35.75;Pfiffner Ivo;;15;54.75;9;37.0;-5;1.25;9.0
+;17;44.75;Ulmann Fabian (1999);;20;53.5;16;45.0;-1;0.25;9.75

16f;Schlegel Reto;*;;;;;;;;;54.5
o;;;Krähenbühl Lukas;*;;;;;;;8.5
-;5;8.5;Funk Nicola (1999);;16;54.5;1;10.0;-4;1.5;9.0
+;8;17.5;Leuppi Karim;*;26;35.5;7;18.25;-1;0.75;10.0
+;8;27.5;Kuster Thomas;*;22;53.0;9;27.25;1;-0.25;10.0
o;7;37.5;Cardinaux Victor;**;5;57.25;7;37.5;0;0.0;8.5
o;12;46.0;Schmid Patrick;*;11;55.75;12;46.0;0;0.0;8.5

16g;Keller Lukas;;;;;;;;;;54.5
-;;;Wetter Marcel;;;;;;;;8.75
-;4;8.75;Mettler Valentin;;16;54.5;4;8.75;0;0.0;8.75
o;8;17.5;Junker Nik;;14;55.0;7;18.25;-1;0.75;8.5
+;13;26.0;Schegg Daniel (2000);;32;34.0;15;25.5;2;-0.5;10.0
-;13;36.0;Bernold Michael (1999);*;17;54.25;14;35.75;1;-0.25;8.75
+;17;44.75;Raymann David;*;19;53.75;15;45.25;-2;0.5;9.75

16h;Bickel Roman;*;;;;;;;;;54.5
o;;;Näf Pius;*;;;;;;;8.5
-;5;8.5;Breitenmoser Manuel;;15;54.75;1;10.0;-4;1.5;9.0
+;8;17.5;Ulmann Fabian (1999);;20;53.5;7;18.25;-1;0.75;9.75
-;9;27.25;Good Marco;*;12;55.5;10;27.0;1;-0.25;8.75
o;13;36.0;Cardinaux Victor;**;5;57.25;7;37.5;-6;1.5;8.5
+;18;44.5;Bleiker Daniel;;23;52.75;19;44.25;1;-0.25;10.0

16i;Mettler Valentin;;;;;;;;;;54.5
-;;;Gosswiler Livio (2000);;;;;;;;8.75
-;4;8.75;Keller Lukas;;16;54.5;4;8.75;0;0.0;8.75
+;8;17.5;Schnyder Christian;;30;34.5;8;17.5;0;0.0;10.0
+;8;27.5;Bickel Stefan;*;30;34.5;13;26.0;5;-1.5;10.0
o;7;37.5;Orlik Curdin;**;11;55.75;8;37.25;1;-0.25;8.5
o;12;46.0;Oertle Daniel;*;13;55.25;15;45.25;3;-0.75;8.5

17a;Fäh Tobias;;;;;;;;;;54.25
-;;;Breitenmoser Simon;;;;;;;;8.75
-;4;8.75;Bleiker Daniel;;23;52.75;4;8.75;0;0.0;8.75
+;8;17.5;Bucher Roland;;29;34.75;8;17.5;0;0.0;9.75
o;9;27.25;Oertig Adrian;**;10;56.0;12;26.25;3;-1.0;8.5
o;14;35.75;Rüegg Roman;*;11;55.75;13;36.0;-1;0.25;8.5
+;19;44.25;Jörger Marc;;21;53.25;18;44.5;-1;0.25;10.0

17b;Lehmann Philipp (1999);;;;;;;;;;54.25
+;;;Rhyner Beni (1999);;;;;;;;10.0
o;1;10.0;Wickli Beat;**;8;56.5;5;8.5;4;-1.5;8.5
-;6;18.5;Kammermann Dominik;;26;35.5;7;18.25;1;-0.25;8.75
o;9;27.25;Good Marco;*;12;55.5;10;27.0;1;-0.25;8.5
+;14;35.75;Bischof Martin;;18;54.0;14;35.75;0;0.0;10.0
o;13;45.75;Vestner Roman;*;11;55.75;13;45.75;0;0.0;8.5
o;17;54.25;Bühler Hannes;*;11;55.75;11;55.75;-6;1.5;0.0

17c;Bernold Michael (1999);*;;;;;;;;;54.25
+;;;Braun Mathias;*;;;;;;;9.75
o;2;9.75;Schlegel Sandro;**;9;56.25;3;9.0;1;-0.75;8.5
o;7;18.25;Arztmann Beda;*;19;53.75;7;18.25;0;0.0;8.5
-;11;26.75;Lanter Christian;;19;53.75;9;27.25;-2;0.5;9.0
-;14;35.75;Keller Lukas;;16;54.5;13;36.0;-1;0.25;8.75
+;18;44.5;Reichmuth Beat;;22;53.0;18;44.5;0;0.0;9.75

17d;Landolt Reto;*;;;;;;;;;54.25
-;;;Bernold Edi;**;;;;;;;8.75
o;4;8.75;Bernold Christian;**;8;56.5;4;8.75;0;0.0;8.5
+;9;17.25;Wetter Marcel;;31;34.25;9;17.25;0;0.0;10.0
+;9;27.25;Alder Armin;;18;54.0;9;27.25;0;0.0;9.75
o;9;37.0;Gmür Pirmin;*;11;55.75;8;37.25;-1;0.25;8.5
-;14;45.5;Riget Ivan;*;21;53.25;18;44.5;4;-1.0;8.75

17e;Zbinden Marc;*;;;;;;;;;54.25
o;;;Fejzaj Naim;**;;;;;;;8.5
+;5;8.5;Kunz Daniel;;19;53.75;1;10.0;-4;1.5;10.0
o;6;18.5;Studinger Stephan;**;11;55.75;6;18.5;0;0.0;8.5
+;10;27.0;Kammermann Dominik;;26;35.5;10;27.0;0;0.0;10.0
-;9;37.0;Schläpfer Matthias;*;17;54.25;9;37.0;0;0.0;8.75
o;13;45.75;Oertig Adrian;**;10;56.0;12;46.0;-1;0.25;8.5

17f;Korrodi Paul;*;;;;;;;;;54.25
o;;;Oertig Dominik;**;;;;;;;8.5
-;5;8.5;Baumann Rico;*;12;55.5;5;8.5;0;0.0;8.75
o;9;17.25;Frick Andreas;*;25;35.75;8;17.5;-1;0.25;8.5
+;14;25.75;Harder Benj;;26;35.5;10;27.0;-4;1.25;10.0
+;14;35.75;Koller Fabian;;20;53.5;11;36.5;-3;0.75;10.0
o;13;45.75;Vestner Roman;*;11;55.75;13;45.75;0;0.0;8.5

17g;Inauen Andreas;*;;;;;;;;;54.25
o;;;Pfister Florian;*;;;;;;;8.5
+;5;8.5;Wetter Marcel;;31;34.25;4;8.75;-1;0.25;10.0
o;6;18.5;Schnurrenberger Roman;**;11;55.75;6;18.5;0;0.0;8.5
o;10;27.0;Bernold Christian;**;8;56.5;8;27.5;-2;0.5;8.75
+;14;35.75;Funk Nicola (1999);;16;54.5;13;36.0;-1;0.25;10.0
o;13;45.75;Straub Robin;*;14;55.0;15;45.25;2;-0.5;8.5

17h;Schmid Dominik;**;;;;;;;;;54.25
o;;;Nägeli Marco;*;;;;;;;8.5
-;5;8.5;Oertig Adrian;**;10;56.0;4;8.75;-1;0.25;8.75
+;9;17.25;Kunz Daniel;;19;53.75;6;18.5;-3;1.25;10.0
o;9;27.25;Bernold Edi;**;11;55.75;8;27.5;-1;0.25;8.5
+;14;35.75;Junker Nik;;14;55.0;11;36.5;-3;0.75;9.75
-;14;45.5;Näf Pius;*;16;54.5;13;45.75;-1;0.25;8.75

17i;Kammermann Thomas;*;;;;;;;;;54.25
o;;;Steiner Michael;**;;;;;;;8.5
-;5;8.5;Gartmann Mauro;*;14;55.0;4;8.75;-1;0.25;8.75
+;9;17.25;Wittenwiler Roman;;17;54.25;6;18.5;-3;1.25;10.0
+;9;27.25;Bäbler Dominik;*;24;36.0;9;27.25;0;0.0;10.0
o;8;37.25;Geisser Lars;*;7;56.75;9;37.0;1;-0.25;8.5
o;13;45.75;Rüegg Roman;*;11;55.75;12;46.0;-1;0.25;8.5

17j;Giger Urs;*;;;;;;;;;54.25
-;;;Bernold Christian;**;;;;;;;8.75
o;4;8.75;Geisser Lars;*;7;56.75;3;9.0;-1;0.25;8.5
+;9;17.25;Aebli Nino (2000);;26;35.5;6;18.5;-3;1.25;10.0
+;9;27.25;Fontana Michael;;21;53.25;9;27.25;0;0.0;9.75
-;9;37.0;Peng Mike;***;12;55.5;9;37.0;0;0.0;8.75
o;13;45.75;Bernold Edi;**;11;55.75;12;46.0;-1;0.25;8.5

17k;Wittenwiler Roman;;;;;;;;;;54.25
+;;;Furrer Matthias;;;;;;;;10.0
o;1;10.0;Elmer Daniel;*;14;55.0;4;8.75;3;-1.25;8.5
o;6;18.5;Kammermann Thomas;*;17;54.25;9;17.25;3;-1.25;8.5
+;10;27.0;Aebli Nino (2000);;26;35.5;10;27.0;0;0.0;10.0
-;9;37.0;Notz Armin;*;21;53.25;13;36.0;4;-1.0;8.75
o;13;45.75;Vogel Beat;*;14;55.0;15;45.25;2;-0.5;8.5

17l;Schläpfer Matthias;*;;;;;;;;;54.25
-;;;Oertig Adrian;**;;;;;;;8.75
+;4;8.75;Bühler Hannes;*;11;55.75;4;8.75;0;0.0;10.0
o;5;18.75;Notz Beni;***;7;56.75;6;18.5;1;-0.25;8.5
+;9;27.25;Funk Nicola (1999);;16;54.5;8;27.5;-1;0.25;9.75
-;9;37.0;Zbinden Marc;*;17;54.25;9;37.0;0;0.0;8.75
o;13;45.75;Hochholdinger Roman;**;12;55.5;14;45.5;1;-0.25;8.5

18a;Vestner Bruno;*;;;;;;;;;54.0
+;;;Vogel Beat;*;;;;;;;9.75
o;2;9.75;Forrer Arnold;***;4;57.5;4;8.75;2;-1.0;8.5
+;7;18.25;Schwyn Adrian;;23;52.75;5;18.75;-2;0.5;10.0
o;5;28.25;Gwerder Andreas;**;12;55.5;8;27.5;3;-0.75;8.75
o;9;37.0;Ott Dominik;*;11;55.75;8;37.25;-1;0.25;8.5
o;14;45.5;Biäsch Christian;*;11;55.75;12;46.0;-2;0.5;8.5

18b;Buchmann Michael;;;;;;;;;;54.0
o;;;Bollhalder Manuel (2001);;;;;;;;8.5
o;5;8.5;Hersche Daniel;;22;53.0;5;8.5;0;0.0;8.5
+;10;17.0;Scherrer Pascal;;26;35.5;10;17.0;0;0.0;10.0
+;10;27.0;Roth Martin;*;30;34.5;13;26.0;3;-1.0;9.75
o;10;36.75;Oertig Adrian;**;10;56.0;12;36.25;2;-0.5;8.5
-;15;45.25;Rütsche Stefan;*;18;54.0;15;45.25;0;0.0;8.75

18c;Rüegg Fabian;*;;;;;;;;;54.0
o;;;Schmid Patrick;*;;;;;;;8.5
+;5;8.5;Pfleghart Remo;;19;53.75;2;9.75;-3;1.25;10.0
o;6;18.5;Sempach Thomas;***;8;56.5;8;17.5;2;-1.0;8.5
+;10;27.0;Bärtsch Jann (2000);;18;54.0;9;27.25;-1;0.25;10.0
o;9;37.0;Bühler Ernst;**;11;55.75;8;37.25;-1;0.25;8.5
o;14;45.5;Battaglia Ursin;**;11;55.75;12;46.0;-2;0.5;8.5

18d;Alder Armin;;;;;;;;;;54.0
+;;;Ackermann Roman;;;;;;;;10.0
-;1;10.0;Frick Andreas;*;25;35.75;4;8.75;3;-1.25;8.75
o;5;18.75;Krähenbühl Lukas;*;14;55.0;6;18.5;1;-0.25;8.5
o;9;27.25;Landolt Reto;*;17;54.25;9;27.25;0;0.0;8.5
o;14;35.75;Marty Jaime (2000);;16;54.5;13;36.0;-1;0.25;8.5
+;19;44.25;Schwyn Adrian;;23;52.75;19;44.25;0;0.0;9.75

18e;Bärtsch Jann (2000);;;;;;;;;;54.0
o;;;Fuster Sepp;;;;;;;;8.5
+;5;8.5;Scherrer Pascal;;26;35.5;5;8.5;0;0.0;10.0
o;6;18.5;Schmid Patrick;*;11;55.75;5;18.75;-1;0.25;8.75
o;9;27.25;Rüegg Fabian;*;18;54.0;10;27.0;1;-0.25;8.5
+;14;35.75;Schwyn Adrian;;23;52.75;14;35.75;0;0.0;9.75
o;14;45.5;Koller Martin;*;16;54.5;18;44.5;4;-1.0;8.5

18f;Bischof Martin;;;;;;;;;;54.0
o;;;Inauen Aurel;;;;;;;;8.5
+;5;8.5;Ackermann Roman;;32;34.0;5;8.5;0;0.0;9.75
-;7;18.25;Bickel Stefan;*;30;34.5;9;17.25;2;-1.0;8.75
-;10;27.0;Braun Mathias;*;26;35.5;11;26.75;1;-0.25;8.75
o;14;35.75;Lehmann Philipp (1999);;17;54.25;14;35.75;0;0.0;8.5
+;19;44.25;Hersche Daniel;;22;53.0;18;44.5;-1;0.25;9.75

18g;Koch Reto;;;;;;;;;;54.0
+;;;Schmucki Ivo;;;;;;;;9.75
o;2;9.75;Ackermann Remo;*;14;55.0;5;8.5;3;-1.25;8.5
+;7;18.25;Egli Martin;;26;35.5;9;17.25;2;-1.0;10.0
o;5;28.25;Eugster Ruedi;**;11;55.75;9;27.25;4;-1.0;8.5
o;10;36.75;Klausner Yanick;**;8;56.5;10;36.75;0;0.0;8.5
o;15;45.25;Baumann Rico;*;12;55.5;13;45.75;-2;0.5;8.75

18h;Rütsche Stefan;*;;;;;;;;;54.0
+;;;Arztmann Beda;*;;;;;;;9.75
o;2;9.75;Steiner Michael;**;6;57.0;2;9.75;0;0.0;8.5
o;7;18.25;Fejzaj Naim;**;12;55.5;6;18.5;-1;0.25;8.5
+;11;26.75;Riedi Thomas;;26;35.5;10;27.0;-1;0.25;9.75
-;11;36.5;Lanter Christian;;19;53.75;12;36.25;1;-0.25;8.75
-;15;45.25;Buchmann Michael;;18;54.0;15;45.25;0;0.0;8.75

19a;Arztmann Beda;*;;;;;;;;;53.75
o;;;Rütsche Stefan;*;;;;;;;8.5
