4034-2018-05-27_Fete_Cantonale_Vaudoise-ST

1a;Quartenoud Samuel;;;;;;;;;;107.5
o;;;Perret Loïc (2002);;;;;;;;8.5
+;5;8.5;Blanchard Benjamin;;15;55.0;5;8.5;0;0.0;9.75
o;7;18.25;Z'Rotz Roman;;19;54.0;7;18.25;0;0.0;8.5
+;11;26.75;Squaratti Yannick;;21;53.5;11;26.75;0;0.0;10.0
o;10;36.75;Wieland Micha;;18;54.25;14;35.75;4;-1.0;8.5
o;13;45.25;Burri Flemming;;15;55.0;13;45.25;0;0.0;8.5
+;19;53.75;Juan Liam (2002);;26;51.0;25;51.0;6;-2.75;10.0
o;1;63.75;Dubey Gaël;;13;55.5;13;55.5;12;-8.25;8.5
o;1;72.25;Emonet Fabien;**;11;56.0;11;56.0;10;-16.25;8.5
o;1;80.75;Ganière William;;18;54.25;18;54.25;17;-26.5;8.5
+;1;89.25;Poncet Alexandre;;20;53.75;20;53.75;19;-35.5;9.75
o;1;99.0;Fercher Alain;;16;54.75;16;54.75;15;-44.25;8.5

2a;Gapany Benjamin;**;;;;;;;;;58.75
-;;;Matthey Mickaël;**;;;;;;;9.0
+;3;9.0;Mollet Ivan;*;9;56.5;2;9.75;-1;0.75;10.0
+;4;19.0;Derron Julien;*;9;56.5;6;18.5;2;-0.5;10.0
+;3;29.0;Dind Samuel;**;8;56.75;1;29.5;-2;0.5;10.0
+;1;39.0;Derron Cédric;*;13;55.5;3;38.5;2;-0.5;9.75
+;1;48.75;Moser Steven;**;6;57.5;1;48.75;0;0.0;10.0

3a;Guisolan Marc;**;;;;;;;;;58.25
o;;;Dind Samuel;**;;;;;;;8.5
+;5;8.5;Hayoz Quentin;*;14;55.25;2;9.75;-3;1.25;9.75
+;7;18.25;Balimann Sandro (2001);;17;54.5;4;19.0;-3;0.75;10.0
+;6;28.25;Giroud Jonathan;**;16;54.75;7;28.0;1;-0.25;10.0
+;4;38.25;Lerch Jimmy;*;13;55.5;3;38.5;-1;0.25;10.0
+;2;48.25;Cardinaux Victor;**;8;56.75;2;48.25;0;0.0;10.0

3b;Piemontesi Pascal;**;;;;;;;;;58.25
+;;;Emonet Frédéric;**;;;;;;;9.75
-;2;9.75;Dousse Michel;**;6;57.5;1;10.0;-1;0.25;8.75
+;6;18.5;Wieland Janis;*;13;55.5;6;18.5;0;0.0;10.0
+;5;28.5;Brodard Augustin;**;10;56.25;2;29.25;-3;0.75;9.75
+;4;38.25;Parvex Yannick;*;14;55.25;4;38.25;0;0.0;10.0
+;2;48.25;Mauron Olivier;*;10;56.25;4;47.75;2;-0.5;10.0

3c;Gottofrey Marc;**;;;;;;;;;58.25
-;;;Borcard Johann;**;;;;;;;8.75
+;4;8.75;Mauron Olivier;*;10;56.25;2;9.75;-2;1.0;10.0
