4186-2018-07-08_Rigi-Schwinget-ST

1a;Wicki Joel;**;;;;;;;;;59.25
+;;;Orlik Armon;***;;;;;;;9.75
+;2;9.75;Schneider Domenic;***;6;56.75;2;9.75;0;0.0;9.75
+;3;19.5;Schuler Alex;***;10;55.5;2;19.75;-1;0.25;9.75
+;3;29.25;Linggi Bruno;**;7;56.5;2;29.5;-1;0.25;10.0
+;1;39.25;Rychen Roger;***;6;56.75;3;38.5;2;-0.75;10.0
+;1;49.25;Orlik Armon;***;6;56.75;2;48.0;1;-1.25;10.0

2a;Bösch Daniel;***;;;;;;;;;57.75
-;;;Imhof Andi;***;;;;;;;8.75
+;4;8.75;Kälin Roland;**;15;54.25;1;10.0;-3;1.25;9.75
+;6;18.5;Lang Sven;*;18;53.5;3;19.5;-3;1.0;9.75
+;7;28.25;Fankhauser Marco;**;7;56.5;1;29.75;-6;1.5;10.0
+;4;38.25;Zimmermann Martin;**;11;55.25;4;38.25;0;0.0;9.75
+;2;48.0;Ulrich Andreas;***;6;56.75;2;48.0;0;0.0;9.75

3a;Fankhauser Erich;***;;;;;;;;;57.5
+;;;Burkhalter Stefan;***;;;;;;;9.75
+;2;9.75;Ettlin Stefan;*;4;57.25;1;10.0;-1;0.25;9.75
+;3;19.5;Arnold Stefan;**;9;55.75;2;19.75;-1;0.25;10.0
o;2;29.5;Rychen Roger;***;6;56.75;6;28.5;4;-1.0;8.5
+;5;38.0;Dändliker Shane;**;11;55.25;4;38.25;-1;0.25;9.75
+;3;47.75;Schneider Domenic;***;6;56.75;2;48.0;-1;0.25;9.75

4a;Ettlin Stefan;*;;;;;;;;;57.25
+;;;Schmid Dominik;**;;;;;;;10.0
o;1;10.0;Fankhauser Erich;***;3;57.5;2;9.75;1;-0.25;8.5
+;6;18.5;Poltera Andrin;*;16;54.0;7;18.25;1;-0.25;10.0
o;6;28.5;Bieri Marcel;**;8;56.0;9;27.5;3;-1.0;8.75
+;7;37.25;Kuster Thomas;*;19;53.25;11;36.0;4;-1.25;10.0
+;4;47.25;Rhyner Michael;**;9;55.75;5;47.0;1;-0.25;10.0

5a;Schneider Mario;**;;;;;;;;;57.0
-;;;Gloggner Philipp;***;;;;;;;8.75
+;4;8.75;Gander Adrian;*;11;55.25;1;10.0;-3;1.25;10.0
+;5;18.75;Gwerder Guido;**;16;54.0;5;18.75;0;0.0;10.0
+;5;28.75;Fankhauser Reto;**;10;55.5;6;28.5;1;-0.25;10.0
o;2;38.75;Ulrich Andreas;***;6;56.75;4;38.25;2;-0.5;8.5
+;4;47.25;Muff Armin;**;9;55.75;4;47.25;0;0.0;9.75

5b;Müllestein Mike;***;;;;;;;;;57.0
o;;;Schneider Domenic;***;;;;;;;8.5
+;5;8.5;Poltera Andrin;*;16;54.0;2;9.75;-3;1.25;9.75
+;7;18.25;Reichmuth Armin;*;13;54.75;5;18.75;-2;0.5;10.0
+;7;28.25;Gander Adrian;*;11;55.25;6;28.5;-1;0.25;10.0
o;4;38.25;Orlik Armon;***;6;56.75;5;38.0;1;-0.25;8.75
+;5;47.0;Schmid Dominik;**;10;55.5;5;47.0;0;0.0;10.0

6a;Schneider Domenic;***;;;;;;;;;56.75
+;;;Müllestein Mike;***;;;;;;;9.75
o;2;9.75;Wicki Joel;**;1;59.25;2;9.75;0;0.0;8.5
+;7;18.25;Odermatt Christian;**;16;54.0;5;18.75;-2;0.5;10.0
+;7;28.25;Muff Armin;**;9;55.75;4;29.0;-3;0.75;9.75
+;5;38.0;Fankhauser Marco;**;7;56.5;4;38.25;-1;0.25;10.0
o;2;48.0;Fankhauser Erich;***;3;57.5;3;47.75;1;-0.25;8.75

6b;Ulrich Andreas;***;;;;;;;;;56.75
+;;;Rychen Roger;***;;;;;;;9.75
+;2;9.75;Müller Michael;**;30;28.25;1;10.0;-1;0.25;10.0
+;2;19.75;Portmann Josef;*;7;56.5;3;19.5;1;-0.25;9.75
o;2;29.5;Orlik Armon;***;6;56.75;7;28.25;5;-1.25;8.75
+;4;38.25;Schneider Mario;**;5;57.0;2;38.75;-2;0.5;9.75
o;2;48.0;Bösch Daniel;***;2;57.75;2;48.0;0;0.0;8.75

6c;Imhof Andi;***;;;;;;;;;56.75
-;;;Bösch Daniel;***;;;;;;;8.75
+;4;8.75;Waser Dominik;**;15;54.25;2;9.75;-2;1.0;9.75
+;6;18.5;Geisser Lars;**;10;55.5;5;18.75;-1;0.25;10.0
-;6;28.5;Rhyner Michael;**;9;55.75;6;28.5;0;0.0;8.75
+;7;37.25;Portmann Josef;*;7;56.5;5;38.0;-2;0.75;9.75
+;5;47.0;Leuppi Samir;**;10;55.5;5;47.0;0;0.0;9.75

6d;Orlik Armon;***;;;;;;;;;56.75
o;;;Wicki Joel;**;;;;;;;8.5
+;5;8.5;Zimmermann Martin;**;11;55.25;2;9.75;-3;1.25;9.75
+;7;18.25;Heinzer Ronny;*;14;54.5;5;18.75;-2;0.5;10.0
